bit_index,row_id,keep_mask,ambiguous_outputs
1048,16,24,CAP.1|D0.1
1056,16,32,D0.0|D1.0|PAR.0
1057,16,33,D0.5|D1.5
1060,16,36,D0.3|D1.3
1061,16,37,D0.3|D1.3
1064,16,40,D0.0|D1.0
1065,16,41,D0.5|D1.5
1068,16,44,D0.0|D1.0
1069,16,45,D0.2|D1.2
1088,17,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1089,17,1,D0.5|D1.5|PASS.5
1092,17,4,D0.3|D1.3
1093,17,5,D0.3|D1.3
1096,17,8,D0.2|D1.2|PASS.2|TRI.2
1097,17,9,D0.2|D1.2
1100,17,12,D0.2|D1.2
1101,17,13,D0.2|D1.2
1104,17,16,CAP.1|D0.1|PASS.1
1112,17,24,D0.1|PASS.1
1120,17,32,D0.0|D1.0|PAR.0
1121,17,33,D0.5|D1.5
1124,17,36,D0.3|D1.3
1125,17,37,D0.3|D1.3
1128,17,40,D0.0|D1.0
1129,17,41,D0.5|D1.5
1132,17,44,D0.0|D1.0
1133,17,45,D0.2|D1.2
1152,18,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1154,18,2,D0.4|D1.4|PAR.4
1156,18,4,D0.3|D1.3|PASS.3
1158,18,6,D0.3|D1.3
1168,18,16,D0.1|D1.1|PAR.1
1170,18,18,D0.4|D1.4
1172,18,20,D0.1|D1.1
1174,18,22,D0.1|D1.1
1184,18,32,D0.0|PAR.0
1186,18,34,D0.4|PAR.4
1216,19,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1218,19,2,D0.4|D1.4
1220,19,4,D0.3|D1.3
1222,19,6,D0.3|D1.3
1232,19,16,D0.1|D1.1|PAR.1
1234,19,18,D0.4|D1.4
1236,19,20,D0.1|D1.1
1238,19,22,D0.1|D1.1
1248,19,32,D0.0|D1.0|PAR.0
1250,19,34,D0.4|D1.4
1252,19,36,D0.3|D1.3
1254,19,38,D0.3|D1.3
1264,19,48,D0.0|D1.0
1266,19,50,D0.4|D1.4
1268,19,52,D0.0|D1.0
1270,19,54,D0.3|D1.3
1280,20,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1282,20,2,D0.4|D1.4
1284,20,4,D0.3|D1.3
1286,20,6,D0.3|D1.3
1296,20,16,D0.1|D1.1|TRI.1
1298,20,18,D0.1|D1.1
1300,20,20,D0.1|D1.1
1302,20,22,D0.1|D1.1
1312,20,32,D0.0|D1.0|TRI.0
1314,20,34,D0.4|D1.4
1316,20,36,D0.0|D1.0
1318,20,38,D0.3|D1.3
1328,20,48,D0.0|D1.0
1330,20,50,D0.4|D1.4
1332,20,52,D0.0|D1.0
1334,20,54,D0.0|D1.0
1344,21,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1346,21,2,D0.4|D1.4|TRI.4
1348,21,4,D0.3|D1.3|PASS.3
1350,21,6,D0.3|D1.3
1360,21,16,D0.1|D1.1|PAR.1
1376,21,32,D0.0|PAR.0
1408,22,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1410,22,2,D0.4|D1.4|TRI.4
1412,22,4,D0.3|D1.3|PASS.3
1414,22,6,D0.3|D1.3
1424,22,16,D0.1|D1.1|TRI.1
1426,22,18,D0.4|D1.4
1428,22,20,D0.1|D1.1
1430,22,22,D0.1|D1.1
1440,22,32,D0.0|D1.0|TRI.0
1442,22,34,D0.4|D1.4|TRI.4
1444,22,36,D0.3|D1.3
1446,22,38,D0.3|D1.3
1456,22,48,D0.0|D1.0
1458,22,50,D0.4|D1.4
1460,22,52,D0.0|D1.0
1462,22,54,D0.0|D1.0
1472,23,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1473,23,1,D0.5|D1.5
1474,23,2,CAP.4|D0.4|D1.4|PAR.4
1475,23,3,D0.4|D1.4
1476,23,4,CAP.3|D0.3|PASS.3
1478,23,6,CAP.3|D0.3
1480,23,8,D0.2|D1.2|PAR.2
1481,23,9,D0.5|D1.5
1482,23,10,D0.2|D1.2
1483,23,11,D0.2|D1.2
1488,23,16,D0.1|D1.1|PASS.1
1489,23,17,D0.5|D1.5
1490,23,18,D0.1|D1.1
1491,23,19,D0.4|D1.4
1496,23,24,D0.1|D1.1
1497,23,25,D0.5|D1.5
1498,23,26,D0.1|D1.1
1499,23,27,D0.4|D1.4
1536,24,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1537,24,1,D0.5|D1.5
1538,24,2,CAP.4|D0.4|D1.4|PAR.4
1539,24,3,D0.4|D1.4
1540,24,4,CAP.3|D0.3|PASS.3
1542,24,6,CAP.3|D0.3
1544,24,8,D0.2|D1.2|TRI.2
1545,24,9,D0.2|D1.2
1546,24,10,D0.2|D1.2
1547,24,11,D0.2|D1.2
1552,24,16,D0.1|D1.1|PASS.1
1553,24,17,D0.5|D1.5
1554,24,18,D0.1|D1.1
1555,24,19,D0.4|D1.4
1560,24,24,D0.1|D1.1
1561,24,25,D0.5|D1.5
1562,24,26,D0.1|D1.1
1563,24,27,D0.1|D1.1
1600,25,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1601,25,1,D0.5|D1.5
1602,25,2,D0.4|D1.4|PASS.4|TRI.4
1603,25,3,D0.4|D1.4
1604,25,4,CAP.3|D0.3|PASS.3
1606,25,6,D0.3|PASS.3
1608,25,8,D0.2|D1.2|PAR.2
1609,25,9,D0.5|D1.5
1610,25,10,D0.2|D1.2
1611,25,11,D0.2|D1.2
1616,25,16,D0.1|D1.1|PASS.1
1617,25,17,D0.5|D1.5
1618,25,18,D0.4|D1.4
1619,25,19,D0.4|D1.4
1624,25,24,D0.1|D1.1
1625,25,25,D0.5|D1.5
1626,25,26,D0.1|D1.1
1627,25,27,D0.4|D1.4
1664,26,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1665,26,1,D0.5|D1.5
1668,26,4,D0.3|D1.3|PAR.3
1669,26,5,D0.3|D1.3
1672,26,8,D0.2|D1.2|PAR.2
1673,26,9,D0.5|D1.5
1676,26,12,D0.2|D1.2
1677,26,13,D0.2|D1.2
1696,26,32,D0.0|D1.0
1697,26,33,D0.5|D1.5
1700,26,36,D0.0|D1.0
1701,26,37,D0.3|D1.3
1704,26,40,D0.0|D1.0
1705,26,41,D0.5|D1.5
1708,26,44,D0.0|D1.0
1709,26,45,D0.5|D1.5
1728,27,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1729,27,1,D0.5|D1.5
1732,27,4,D0.3|D1.3|TRI.3
1733,27,5,D0.3|D1.3
1736,27,8,D0.2|D1.2|TRI.2
1737,27,9,D0.2|D1.2
1740,27,12,D0.2|D1.2
1741,27,13,D0.2|D1.2
1760,27,32,D0.0|D1.0
1761,27,33,D0.5|D1.5
1764,27,36,D0.3|D1.3
1765,27,37,D0.3|D1.3
1768,27,40,D0.0|D1.0
1769,27,41,D0.5|D1.5
1772,27,44,D0.0|D1.0
1773,27,45,D0.2|D1.2
1792,28,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1793,28,1,D0.5|D1.5|TRI.5
1794,28,2,D0.4|D1.4|TRI.4
1795,28,3,D0.4|D1.4
1800,28,8,D0.2|D1.2
1801,28,9,D0.5|D1.5
1802,28,10,D0.2|D1.2
1803,28,11,D0.2|D1.2
1808,28,16,D0.1|D1.1
1809,28,17,D0.5|D1.5
1810,28,18,D0.4|D1.4
1811,28,19,D0.4|D1.4
1816,28,24,D0.1|D1.1
1817,28,25,D0.5|D1.5
1818,28,26,D0.1|D1.1
1819,28,27,D0.4|D1.4
1856,29,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1857,29,1,D0.5|D1.5|TRI.5
1858,29,2,D0.4|D1.4|TRI.4
1859,29,3,D0.4|D1.4
1864,29,8,D0.2|D1.2|TRI.2
1865,29,9,D0.5|D1.5
1866,29,10,D0.2|D1.2|TRI.2
1867,29,11,D0.2|D1.2
1872,29,16,D0.1|D1.1|PASS.1
1873,29,17,D0.5|D1.5
1874,29,18,D0.1|D1.1
1875,29,19,D0.4|D1.4
1880,29,24,D0.1|D1.1
1881,29,25,D0.5|D1.5
1882,29,26,D0.1|D1.1
1883,29,27,D0.4|D1.4
1920,30,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1921,30,1,D0.5|D1.5|PASS.5
1924,30,4,D0.3|D1.3|PAR.3
1928,30,8,D0.2|PAR.2
1952,30,32,D0.0|D1.0|TRI.0
1953,30,33,D0.5|D1.5
1984,31,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
1985,31,1,D0.5|D1.5|PASS.5
1988,31,4,D0.3|D1.3
1989,31,5,D0.3|D1.3
1992,31,8,CAP.2|D0.2|D1.2|PAR.2
1993,31,9,D0.5|D1.5
1996,31,12,D0.2|D1.2
1997,31,13,D0.2|D1.2
2000,31,16,CAP.1|D0.1|PASS.1
2008,31,24,CAP.1|D0.1
2016,31,32,D0.0|D1.0|TRI.0
2017,31,33,D0.5|D1.5
2020,31,36,D0.0|D1.0
2021,31,37,D0.3|D1.3
2024,31,40,D0.0|D1.0
2025,31,41,D0.5|D1.5
2028,31,44,D0.0|D1.0
2029,31,45,D0.5|D1.5
2048,32,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2049,32,1,D0.5|D1.5|PASS.5
2052,32,4,D0.3|D1.3|TRI.3
2053,32,5,D0.3|D1.3
2056,32,8,D0.2|D1.2|TRI.2
2057,32,9,D0.2|D1.2
2060,32,12,D0.2|D1.2
2061,32,13,D0.2|D1.2
2080,32,32,D0.0|D1.0|TRI.0
2081,32,33,D0.5|D1.5
2084,32,36,D0.3|D1.3
2085,32,37,D0.3|D1.3
2088,32,40,D0.0|D1.0|TRI.0
2089,32,41,D0.5|D1.5
2092,32,44,D0.0|D1.0
2093,32,45,D0.2|D1.2
2112,33,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2113,33,1,D1.5|PAR.5
2114,33,2,D0.4|D1.4|PAR.4
2116,33,4,D0.3|D1.3|PASS.3
2118,33,6,D0.3|D1.3
2128,33,16,D0.1|D1.1|PAR.1
2129,33,17,D1.5|PAR.5
2130,33,18,D0.4|D1.4
2132,33,20,D0.1|D1.1
2134,33,22,D0.1|D1.1
2144,33,32,D0.0|D1.0|PAR.0
2146,33,34,D1.4|PAR.4
2160,33,48,D0.0|D1.0
2176,34,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2177,34,1,D1.5|PAR.5
2178,34,2,D0.4|D1.4|PAR.4
2180,34,4,D0.3|D1.3|PASS.3
2182,34,6,D0.3|D1.3
2192,34,16,D0.1|D1.1|TRI.1
2208,34,32,D0.0|D1.0|TRI.0
2224,34,48,D0.0|D1.0
2240,35,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2242,35,2,D0.4|D1.4|PAR.4
2244,35,4,D0.3|D1.3|PASS.3
2246,35,6,D0.3|D1.3
2256,35,16,D0.1|D1.1
2258,35,18,D0.1|D1.1
2260,35,20,D0.1|D1.1
2262,35,22,D0.1|D1.1
2272,35,32,CAP.0|D0.0|D1.0|PAR.0
2274,35,34,D0.4|D1.4
2276,35,36,D0.3|D1.3
2278,35,38,D0.3|D1.3
2288,35,48,D0.0|D1.0
2290,35,50,D0.4|D1.4
2292,35,52,D0.0|D1.0
2294,35,54,D0.0|D1.0
2304,36,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2306,36,2,D0.4|D1.4|PAR.4
2308,36,4,D0.3|D1.3|PASS.3
2310,36,6,D0.3|D1.3
2320,36,16,D0.1|D1.1
2322,36,18,D0.1|D1.1
2324,36,20,D0.1|D1.1
2326,36,22,D0.1|D1.1
2336,36,32,D0.0|D1.0|PASS.0|TRI.0
2338,36,34,D0.4|D1.4
2340,36,36,D0.0|D1.0
2342,36,38,D0.3|D1.3
2352,36,48,D0.0|D1.0
2354,36,50,D0.4|D1.4
2356,36,52,D0.0|D1.0
2358,36,54,D0.0|D1.0
2368,37,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2370,37,2,D0.4|D1.4|TRI.4
2372,37,4,D0.3|D1.3|PASS.3
2374,37,6,D0.3|D1.3
2384,37,16,D0.1|D1.1
2386,37,18,D0.4|D1.4
2388,37,20,D0.1|D1.1
2390,37,22,D0.1|D1.1
2400,37,32,CAP.0|D0.0|D1.0|PAR.0
2402,37,34,D0.4|D1.4
2404,37,36,D0.3|D1.3
2406,37,38,D0.3|D1.3
2416,37,48,D0.0|D1.0
2418,37,50,D0.4|D1.4
2420,37,52,D0.0|D1.0
2422,37,54,D0.3|D1.3
2432,38,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2433,38,1,D0.5|D1.5|PAR.5
2434,38,2,D0.4|D1.4|PAR.4
2435,38,3,D0.4|D1.4
2436,38,4,D1.3|PAR.3
2437,38,5,D1.3|PAR.3
2440,38,8,D0.2|D1.2|PAR.2
2441,38,9,D0.5|D1.5
2442,38,10,D1.2|PAR.2
2448,38,16,D0.1|D1.1|PASS.1
2449,38,17,D0.5|D1.5
2456,38,24,D0.1|D1.1
2457,38,25,D0.5|D1.5
2496,39,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2497,39,1,D0.5|D1.5|PAR.5
2498,39,2,D0.4|D1.4|PAR.4
2499,39,3,D0.4|D1.4
2504,39,8,D0.2|D1.2
2505,39,9,D0.2|D1.2
2506,39,10,D0.2|D1.2
2507,39,11,D0.2|D1.2
2512,39,16,D0.1|D1.1
2513,39,17,D0.5|D1.5
2514,39,18,D0.1|D1.1
2515,39,19,D0.4|D1.4
2520,39,24,D0.1|D1.1
2521,39,25,D0.5|D1.5
2522,39,26,D0.1|D1.1
2523,39,27,D0.1|D1.1
2560,40,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2561,40,1,D0.5|D1.5|PASS.5
2564,40,4,D0.3|D1.3|PAR.3
2565,40,5,D0.3|D1.3
2568,40,8,D0.2|D1.2|PAR.2
2572,40,12,D0.2|D1.2
2576,40,16,D1.1|PAR.1
2580,40,20,D1.1|PAR.1
2592,40,32,D0.0|D1.0|PAR.0
2593,40,33,D0.5|D1.5
2596,40,36,D0.3|D1.3
2597,40,37,D0.3|D1.3
2600,40,40,D1.0|PAR.0
2624,41,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2625,41,1,D0.5|D1.5|PASS.5
2628,41,4,D0.3|D1.3
2629,41,5,D0.3|D1.3
2632,41,8,CAP.2|D0.2|D1.2|PAR.2
2633,41,9,D0.5|D1.5
2636,41,12,D0.2|D1.2
2637,41,13,D0.2|D1.2
2656,41,32,D0.0|D1.0|PAR.0
2657,41,33,D0.5|D1.5
2660,41,36,D0.3|D1.3
2661,41,37,D0.3|D1.3
2664,41,40,D0.0|D1.0
2665,41,41,D0.5|D1.5
2668,41,44,D0.0|D1.0
2669,41,45,D0.2|D1.2
2688,42,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2689,42,1,D0.5|D1.5|PASS.5
2692,42,4,D0.3|D1.3
2693,42,5,D0.3|D1.3
2696,42,8,D0.2|D1.2|PASS.2|TRI.2
2697,42,9,D0.2|D1.2
2700,42,12,D0.2|D1.2
2701,42,13,D0.2|D1.2
2720,42,32,D0.0|D1.0|PAR.0
2721,42,33,D0.5|D1.5
2724,42,36,D0.3|D1.3
2725,42,37,D0.3|D1.3
2728,42,40,D0.0|D1.0
2729,42,41,D0.5|D1.5
2732,42,44,D0.0|D1.0
2733,42,45,D0.2|D1.2
2752,43,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2753,43,1,D0.5|D1.5|PASS.5
2756,43,4,D0.3|D1.3|TRI.3
2760,43,8,D0.2|D1.2|TRI.2
2764,43,12,D0.2|D1.2
2768,43,16,D1.1|PAR.1
2784,43,32,D0.0|D1.0|PAR.0
2785,43,33,D0.5|D1.5
2816,44,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2817,44,1,D0.5|D1.5
2818,44,2,CAP.4|D0.4|D1.4|PAR.4
2819,44,3,D0.4|D1.4
2824,44,8,D0.2|D1.2|PAR.2
2825,44,9,D0.5|D1.5
2826,44,10,D0.2|D1.2
2827,44,11,D0.2|D1.2
2832,44,16,D0.1|D1.1|PASS.1
2833,44,17,D0.5|D1.5
2834,44,18,D0.1|D1.1
2835,44,19,D0.4|D1.4
2840,44,24,D0.1|D1.1
2841,44,25,D0.5|D1.5
2842,44,26,D0.1|D1.1
2843,44,27,D0.4|D1.4
2880,45,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2881,45,1,D0.5|D1.5
2882,45,2,CAP.4|D0.4|D1.4|PAR.4
2883,45,3,D0.4|D1.4
2888,45,8,D0.2|D1.2|TRI.2
2889,45,9,D0.2|D1.2
2890,45,10,D0.2|D1.2
2891,45,11,D0.2|D1.2
2896,45,16,D0.1|D1.1|PASS.1
2897,45,17,D0.5|D1.5
2898,45,18,D0.1|D1.1
2899,45,19,D0.4|D1.4
2904,45,24,D0.1|D1.1
2905,45,25,D0.5|D1.5
2906,45,26,D0.1|D1.1
2907,45,27,D0.1|D1.1
2944,46,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
2945,46,1,D0.5|D1.5
2946,46,2,D0.4|D1.4|PASS.4|TRI.4
2947,46,3,D0.4|D1.4
2952,46,8,D0.2|D1.2|PAR.2
2953,46,9,D0.5|D1.5
2954,46,10,D0.2|D1.2
2955,46,11,D0.2|D1.2
2960,46,16,D0.1|D1.1|PASS.1
2961,46,17,D0.5|D1.5
2962,46,18,D0.4|D1.4
2963,46,19,D0.4|D1.4
2968,46,24,D0.1|D1.1
2969,46,25,D0.5|D1.5
2970,46,26,D0.1|D1.1
2971,46,27,D0.4|D1.4
3008,47,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3010,47,2,D0.4|D1.4
3012,47,4,D0.3|D1.3
3014,47,6,D0.3|D1.3
3024,47,16,D0.1|D1.1|PAR.1
3026,47,18,D0.4|D1.4
3028,47,20,D0.1|D1.1
3030,47,22,D0.1|D1.1
3040,47,32,D0.0|D1.0|PAR.0
3042,47,34,D0.4|D1.4
3044,47,36,D0.3|D1.3
3046,47,38,D0.3|D1.3
3056,47,48,D0.0|D1.0
3058,47,50,D0.4|D1.4
3060,47,52,D0.0|D1.0
3062,47,54,D0.3|D1.3
3072,48,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3074,48,2,D0.4|D1.4
3076,48,4,D0.3|D1.3
3078,48,6,D0.3|D1.3
3088,48,16,D0.1|D1.1|TRI.1
3090,48,18,D0.1|D1.1
3092,48,20,D0.1|D1.1
3094,48,22,D0.1|D1.1
3104,48,32,D0.0|D1.0|TRI.0
3106,48,34,D0.4|D1.4
3108,48,36,D0.0|D1.0
3110,48,38,D0.3|D1.3
3120,48,48,D0.0|D1.0
3122,48,50,D0.4|D1.4
3124,48,52,D0.0|D1.0
3126,48,54,D0.0|D1.0
3136,49,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3138,49,2,D0.4|D1.4|TRI.4
3140,49,4,D0.3|D1.3|PASS.3
3142,49,6,D0.3|D1.3
3152,49,16,D0.1|D1.1|TRI.1
3154,49,18,D0.4|D1.4
3156,49,20,D0.1|D1.1
3158,49,22,D0.1|D1.1
3168,49,32,D0.0|D1.0|TRI.0
3170,49,34,D0.4|D1.4|TRI.4
3172,49,36,D0.3|D1.3
3174,49,38,D0.3|D1.3
3184,49,48,D0.0|D1.0
3186,49,50,D0.4|D1.4
3188,49,52,D0.0|D1.0
3190,49,54,D0.0|D1.0
3200,50,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3201,50,1,D0.5|D1.5
3204,50,4,D0.3|D1.3|PAR.3
3205,50,5,D0.3|D1.3
3208,50,8,D0.2|D1.2|PAR.2
3209,50,9,D0.5|D1.5
3212,50,12,D0.2|D1.2
3213,50,13,D0.2|D1.2
3232,50,32,D0.0|D1.0
3233,50,33,D0.5|D1.5
3236,50,36,D0.0|D1.0
3237,50,37,D0.3|D1.3
3240,50,40,D0.0|D1.0
3241,50,41,D0.5|D1.5
3244,50,44,D0.0|D1.0
3245,50,45,D0.5|D1.5
3264,51,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3265,51,1,D0.5|D1.5
3268,51,4,D0.3|D1.3|TRI.3
3269,51,5,D0.3|D1.3
3272,51,8,D0.2|D1.2|TRI.2
3273,51,9,D0.2|D1.2
3276,51,12,D0.2|D1.2
3277,51,13,D0.2|D1.2
3296,51,32,D0.0|D1.0
3297,51,33,D0.5|D1.5
3300,51,36,D0.3|D1.3
3301,51,37,D0.3|D1.3
3304,51,40,D0.0|D1.0
3305,51,41,D0.5|D1.5
3308,51,44,D0.0|D1.0
3309,51,45,D0.2|D1.2
3328,52,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3329,52,1,D0.5|D1.5|TRI.5
3330,52,2,D0.4|D1.4|TRI.4
3331,52,3,D0.4|D1.4
3332,52,4,D1.3|PAR.3
3336,52,8,D0.2|D1.2|PAR.2
3344,52,16,D0.1|D1.1|PASS.1
3352,52,24,D0.1|D1.1
3392,53,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3393,53,1,D0.5|D1.5|TRI.5
3394,53,2,D0.4|D1.4|TRI.4
3395,53,3,D0.4|D1.4
3400,53,8,D0.2|D1.2
3401,53,9,D0.5|D1.5
3402,53,10,D0.2|D1.2
3403,53,11,D0.2|D1.2
3408,53,16,D0.1|D1.1
3409,53,17,D0.5|D1.5
3410,53,18,D0.4|D1.4
3411,53,19,D0.4|D1.4
3416,53,24,D0.1|D1.1
3417,53,25,D0.5|D1.5
3418,53,26,D0.1|D1.1
3419,53,27,D0.4|D1.4
3456,54,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3457,54,1,D0.5|D1.5|TRI.5
3458,54,2,D0.4|D1.4|TRI.4
3459,54,3,D0.4|D1.4
3464,54,8,D0.2|D1.2|TRI.2
3465,54,9,D0.5|D1.5
3466,54,10,D0.2|D1.2|TRI.2
3467,54,11,D0.2|D1.2
3472,54,16,D0.1|D1.1|PASS.1
3473,54,17,D0.5|D1.5
3474,54,18,D0.1|D1.1
3475,54,19,D0.4|D1.4
3480,54,24,D0.1|D1.1
3481,54,25,D0.5|D1.5
3482,54,26,D0.1|D1.1
3483,54,27,D0.4|D1.4
3520,55,0,CAP.0|D0.0|D1.0|PAR.0|PASS.0|TRI.0
3521,55,1,D0.5|D1.5|PASS.5
3524,55,4,D0.3|D1.3
3525,55,5,D0.3|D1.3
3528,55,8,CAP.2|D0.2|D1.2|PAR.2
3529,55,9,D0.5|D1.5
3532,55,12,D0.2|D1.2
3533,55,13,D0.2|D1.2
3552,55,32,D0.0|D1.0|TRI.0
3553,55,33,D0.5|D1.5
3556,55,36,D0.0|D1.0
3557,55,37,D0.3|D1.3
