bit_index,row_id,keep_mask,output
654,10,14,D0.2
655,10,15,D0.2
657,10,17,D0.5
659,10,19,D0.4
661,10,21,D0.1
663,10,23,D0.1
664,10,24,D0.1
665,10,25,D0.5
666,10,26,D0.1
667,10,27,D0.4
668,10,28,D0.1
669,10,29,D0.1
670,10,30,D0.1
671,10,31,D0.1
675,10,35,D0.4
677,10,37,D0.3
679,10,39,D0.3
680,10,40,D0.0
681,10,41,D0.5
682,10,42,D0.4
683,10,43,D0.4
684,10,44,D0.0
685,10,45,D0.5
686,10,46,D0.0
687,10,47,D0.2
689,10,49,D0.5
691,10,51,D0.4
693,10,53,D0.5
695,10,55,D0.3
696,10,56,D0.0
697,10,57,D0.5
698,10,58,D0.4
699,10,59,D0.4
700,10,60,D0.0
701,10,61,D0.5
702,10,62,D0.0
703,10,63,D0.3
707,11,3,D0.4
709,11,5,D0.3
711,11,7,D0.3
712,11,8,D0.2
713,11,9,D0.5
714,11,10,D0.2
715,11,11,D0.2
716,11,12,D0.2
717,11,13,D0.2
718,11,14,D0.2
719,11,15,D0.2
721,11,17,D0.5
723,11,19,D0.4
725,11,21,D0.1
727,11,23,D0.1
728,11,24,D0.1
729,11,25,D0.5
730,11,26,D0.1
731,11,27,D0.4
732,11,28,D0.1
733,11,29,D0.1
734,11,30,D0.1
735,11,31,D0.1
739,11,35,D0.4
741,11,37,D0.3
743,11,39,D0.3
744,11,40,D0.0
745,11,41,D0.5
746,11,42,D0.4
747,11,43,D0.4
748,11,44,D0.0
749,11,45,D0.2
750,11,46,D0.2
751,11,47,D0.2
753,11,49,D0.5
755,11,51,D0.4
757,11,53,D0.3
759,11,55,D0.3
760,11,56,D0.0
761,11,57,D0.5
762,11,58,D0.4
763,11,59,D0.4
764,11,60,D0.0
765,11,61,D0.5
766,11,62,D0.0
767,11,63,D0.3
772,12,4,D0.3
773,12,5,D0.3
774,12,6,D0.3
775,12,7,D0.3
780,12,12,D0.2
781,12,13,D0.2
782,12,14,D0.2
783,12,15,D0.2
788,12,20,D0.1
789,12,21,D0.1
790,12,22,D0.1
791,12,23,D0.1
796,12,28,D0.1
797,12,29,D0.1
798,12,30,D0.1
799,12,31,D0.1
800,12,32,D0.0
801,12,33,D0.5
802,12,34,D0.4
803,12,35,D0.4
804,12,36,D0.3
805,12,37,D0.3
806,12,38,D0.3
807,12,39,D0.3
808,12,40,D0.0
809,12,41,D0.5
810,12,42,D0.0
811,12,43,D0.2
812,12,44,D0.0
813,12,45,D0.2
814,12,46,D0.0
815,12,47,D0.2
816,12,48,D0.0
817,12,49,D0.5
818,12,50,D0.4
819,12,51,D0.4
820,12,52,D0.0
821,12,53,D0.3
822,12,54,D0.0
823,12,55,D0.3
824,12,56,D0.0
825,12,57,D0.5
826,12,58,D0.0
827,12,59,D0.4
828,12,60,D0.0
829,12,61,D0.5
830,12,62,D0.0
831,12,63,D0.5
835,13,3,D0.4
836,13,4,D0.3
837,13,5,D0.3
838,13,6,D0.3
839,13,7,D0.3
843,13,11,D0.2
844,13,12,D0.2
845,13,13,D0.2
846,13,14,D0.2
847,13,15,D0.2
850,13,18,D0.1
851,13,19,D0.4
852,13,20,D0.1
853,13,21,D0.3
854,13,22,D0.1
855,13,23,D0.3
858,13,26,D0.1
859,13,27,D0.4
860,13,28,D0.1
861,13,29,D0.1
862,13,30,D0.1
863,13,31,D0.1
864,13,32,D0.0
865,13,33,D0.5
866,13,34,D0.4
867,13,35,D0.4
868,13,36,D0.3
869,13,37,D0.3
870,13,38,D0.3
871,13,39,D0.3
872,13,40,D0.0
873,13,41,D0.5
874,13,42,D0.2
875,13,43,D0.2
876,13,44,D0.0
877,13,45,D0.2
878,13,46,D0.2
879,13,47,D0.2
880,13,48,D0.0
881,13,49,D0.5
882,13,50,D0.4
883,13,51,D0.4
884,13,52,D0.0
885,13,53,D0.3
886,13,54,D0.3
887,13,55,D0.3
888,13,56,D0.0
889,13,57,D0.5
890,13,58,D0.4
891,13,59,D0.4
892,13,60,D0.0
893,13,61,D0.5
894,13,62,D0.0
895,13,63,D0.1
899,14,3,D0.4
900,14,4,D0.3
901,14,5,D0.3
902,14,6,D0.3
903,14,7,D0.3
905,14,9,D0.2
906,14,10,D0.2
907,14,11,D0.2
908,14,12,D0.2
909,14,13,D0.2
910,14,14,D0.2
911,14,15,D0.2
913,14,17,D0.5
914,14,18,D0.1
915,14,19,D0.4
916,14,20,D0.1
917,14,21,D0.1
918,14,22,D0.1
919,14,23,D0.1
921,14,25,D0.5
922,14,26,D0.1
923,14,27,D0.1
924,14,28,D0.1
925,14,29,D0.1
926,14,30,D0.1
927,14,31,D0.1
928,14,32,D0.0
929,14,33,D0.5
930,14,34,D0.4
931,14,35,D0.4
932,14,36,D0.3
933,14,37,D0.3
934,14,38,D0.3
935,14,39,D0.3
936,14,40,D0.0
937,14,41,D0.5
938,14,42,D0.2
939,14,43,D0.2
940,14,44,D0.0
941,14,45,D0.2
942,14,46,D0.2
943,14,47,D0.2
944,14,48,D0.0
945,14,49,D0.5
946,14,50,D0.4
947,14,51,D0.4
948,14,52,D0.0
949,14,53,D0.5
950,14,54,D0.0
951,14,55,D0.3
952,14,56,D0.0
953,14,57,D0.5
954,14,58,D0.0
955,14,59,D0.4
956,14,60,D0.0
957,14,61,D0.5
958,14,62,D0.0
959,14,63,D0.1
962,15,2,D0.4
963,15,3,D0.4
966,15,6,D0.3
967,15,7,D0.3
969,15,9,D0.2
970,15,10,D0.2
971,15,11,D0.2
972,15,12,D0.2
973,15,13,D0.2
974,15,14,D0.2
975,15,15,D0.2
976,15,16,D0.1
977,15,17,D0.5
978,15,18,D0.1
979,15,19,D0.4
980,15,20,D0.1
981,15,21,D0.1
982,15,22,D0.1
983,15,23,D0.1
984,15,24,D0.1
985,15,25,D0.5
986,15,26,D0.1
987,15,27,D0.1
988,15,28,D0.1
989,15,29,D0.1
990,15,30,D0.1
991,15,31,D0.1
994,15,34,D0.4
995,15,35,D0.4
998,15,38,D0.3
999,15,39,D0.3
1001,15,41,D0.5
1002,15,42,D0.0
1003,15,43,D0.2
1004,15,44,D0.0
1005,15,45,D0.2
1006,15,46,D0.0
1007,15,47,D0.2
1008,15,48,D0.0
1009,15,49,D0.5
1010,15,50,D0.4
1011,15,51,D0.4
1012,15,52,D0.0
1013,15,53,D0.5
1014,15,54,D0.0
1015,15,55,D0.3
1016,15,56,D0.0
1017,15,57,D0.5
1018,15,58,D0.0
1019,15,59,D0.4
1020,15,60,D0.0
1021,15,61,D0.5
1022,15,62,D0.0
1023,15,63,D0.5
1026,16,2,D0.4
1027,16,3,D0.4
1030,16,6,D0.3
1031,16,7,D0.3
1034,16,10,D0.2
1035,16,11,D0.2
1038,16,14,D0.2
1039,16,15,D0.2
1041,16,17,D0.5
1042,16,18,D0.4
1043,16,19,D0.4
1044,16,20,D0.1
1045,16,21,D0.3
1046,16,22,D0.1
1047,16,23,D0.3
1049,16,25,D0.5
1050,16,26,D0.1
1051,16,27,D0.1
1052,16,28,D0.1
