q	r	state	on	time
-232	0	B	1	232
-232	144	C	0	
-232	199	C	0	
-232	220	C	0	
-232	228	C	0	
-232	231	G	0	
-232	232	B	1	232
-231	-1	G	0	
-231	0	1	1	231
-231	1	G	0	
-231	143	G	0	
-231	144	1	1	231
-231	145	G	0	
-231	198	G	0	
-231	199	1	1	231
-231	200	G	0	
-231	219	G	0	
-231	220	1	1	231
-231	221	G	0	
-231	227	G	0	
-231	228	1	1	231
-231	229	G	0	
-231	230	G	0	
-231	231	1	1	231
-230	-1	G	0	
-230	0	0	1	230
-230	1	G	0	
-230	143	G	0	
-230	144	0	1	230
-230	145	G	0	
-230	198	G	0	
-230	199	0	1	230
-230	200	G	0	
-230	219	G	0	
-230	220	0	1	230
-230	221	G	0	
-230	227	G	0	
-230	228	0	1	230
-230	229	G	0	
-230	230	0	1	230
-230	231	G	0	
-229	-2	G	0	
-229	-1	G	0	
-229	0	B	1	229
-229	3	G	0	
-229	4	C	0	
-229	142	G	0	
-229	143	G	0	
-229	144	B	1	229
-229	147	G	0	
-229	148	C	0	
-229	197	G	0	
-229	198	G	0	
-229	199	B	1	229
-229	202	G	0	
-229	203	C	0	
-229	218	G	0	
-229	219	G	0	
-229	220	B	1	229
-229	223	G	0	
-229	224	C	0	
-229	226	G	0	
-229	227	G	0	
-229	228	B	1	229
-229	229	B	1	229
-229	230	G	0	
-228	-4	C	0	
-228	-3	1	1	231
-228	-2	0	1	230
-228	-1	B	1	229
-228	0	1	1	228
-228	1	G	0	
-228	2	G	0	
-228	3	1	1	228
-228	140	C	0	
-228	141	1	1	231
-228	142	0	1	230
-228	143	B	1	229
-228	144	1	1	228
-228	145	G	0	
-228	146	G	0	
-228	147	1	1	228
-228	195	C	0	
-228	196	1	1	231
-228	197	0	1	230
-228	198	B	1	229
-228	199	1	1	228
-228	200	G	0	
-228	201	G	0	
-228	202	1	1	228
-228	216	C	0	
-228	217	1	1	231
-228	218	0	1	230
-228	219	B	1	229
-228	220	1	1	228
-228	221	G	0	
-228	222	G	0	
-228	223	1	1	228
-228	224	C	0	
-228	225	1	1	231
-228	226	0	1	230
-228	227	B	1	229
-228	228	1	1	228
-227	-4	G	0	
-227	-3	G	0	
-227	-2	G	0	
-227	-1	B	1	229
-227	0	0	1	227
-227	1	G	0	
-227	2	0	1	227
-227	3	G	0	
-227	140	G	0	
-227	141	G	0	
-227	142	G	0	
-227	143	B	1	229
-227	144	0	1	227
-227	145	G	0	
-227	146	0	1	227
-227	147	G	0	
-227	195	G	0	
-227	196	G	0	
-227	197	G	0	
-227	198	B	1	229
-227	199	0	1	227
-227	200	G	0	
-227	201	0	1	227
-227	202	G	0	
-227	216	G	0	
-227	217	G	0	
-227	218	G	0	
-227	219	B	1	229
-227	220	0	1	227
-227	221	G	0	
-227	222	0	1	227
-227	223	G	0	
-227	224	G	0	
-227	225	G	0	
-227	226	G	0	
-227	227	0	1	227
-227	228	G	0	
-226	-3	G	0	
-226	-2	0	1	230
-226	-1	G	0	
-226	0	1	1	226
-226	1	B	1	226
-226	2	G	0	
-226	3	G	0	
-226	4	G	0	
-226	141	G	0	
-226	142	0	1	230
-226	143	G	0	
-226	144	1	1	226
-226	145	B	1	226
-226	146	G	0	
-226	147	G	0	
-226	148	G	0	
-226	196	G	0	
-226	197	0	1	230
-226	198	G	0	
-226	199	1	1	226
-226	200	B	1	226
-226	201	G	0	
-226	202	G	0	
-226	203	G	0	
-226	217	G	0	
-226	218	0	1	230
-226	219	G	0	
-226	220	1	1	226
-226	221	B	1	226
-226	222	G	0	
-226	223	G	0	
-226	224	G	0	
-226	225	G	0	
-226	226	1	1	226
-226	227	G	0	
-226	228	G	0	
-226	229	G	0	
-225	-3	1	1	231
-225	-2	G	0	
-225	-1	G	0	
-225	0	0	1	225
-225	1	B	1	226
-225	2	0	1	227
-225	3	1	1	228
-225	4	C	0	
-225	141	1	1	231
-225	142	G	0	
-225	143	G	0	
-225	144	0	1	225
-225	145	B	1	226
-225	146	0	1	227
-225	147	1	1	228
-225	148	C	0	
-225	196	1	1	231
-225	197	G	0	
-225	198	G	0	
-225	199	0	1	225
-225	200	B	1	226
-225	201	0	1	227
-225	202	1	1	228
-225	203	C	0	
-225	217	1	1	231
-225	218	G	0	
-225	219	G	0	
-225	220	0	1	225
-225	221	B	1	226
-225	222	0	1	227
-225	223	1	1	228
-225	224	C	0	
-225	225	0	1	225
-225	226	B	1	226
-225	227	0	1	227
-225	228	1	1	228
-225	229	C	0	
-224	-5	C	0	
-224	-4	C	0	
-224	-3	G	0	
-224	-2	G	0	
-224	-1	C	0	
-224	0	B	1	224
-224	1	G	0	
-224	2	G	0	
-224	8	C	0	
-224	11	G	0	
-224	12	C	0	
-224	139	C	0	
-224	140	C	0	
-224	141	G	0	
-224	142	G	0	
-224	143	C	0	
-224	144	B	1	224
-224	145	G	0	
-224	146	G	0	
-224	152	C	0	
-224	155	G	0	
-224	156	C	0	
-224	194	C	0	
-224	195	C	0	
-224	196	G	0	
-224	197	G	0	
-224	198	C	0	
-224	199	B	1	224
-224	200	G	0	
-224	201	G	0	
-224	207	C	0	
-224	210	G	0	
-224	211	C	0	
-224	215	C	0	
-224	216	C	0	
-224	217	G	0	
-224	218	G	0	
-224	219	C	0	
-224	220	B	1	224
-224	221	G	0	
-224	222	G	0	
-224	223	G	0	
-224	224	B	1	224
-224	225	B	1	226
-224	226	G	0	
-224	227	G	0	
-223	-6	G	0	
-223	-5	1	1	228
-223	-4	G	0	
-223	-3	G	0	
-223	-2	1	1	228
-223	-1	G	0	
-223	0	1	1	223
-223	1	G	0	
-223	7	G	0	
-223	8	1	1	223
-223	9	G	0	
-223	10	G	0	
-223	11	1	1	223
-223	138	G	0	
-223	139	1	1	228
-223	140	G	0	
-223	141	G	0	
-223	142	1	1	228
-223	143	G	0	
-223	144	1	1	223
-223	145	G	0	
-223	151	G	0	
-223	152	1	1	223
-223	153	G	0	
-223	154	G	0	
-223	155	1	1	223
-223	193	G	0	
-223	194	1	1	228
-223	195	G	0	
-223	196	G	0	
-223	197	1	1	228
-223	198	G	0	
-223	199	1	1	223
-223	200	G	0	
-223	206	G	0	
-223	207	1	1	223
-223	208	G	0	
-223	209	G	0	
-223	210	1	1	223
-223	214	G	0	
-223	215	1	1	228
-223	216	G	0	
-223	217	G	0	
-223	218	1	1	228
-223	219	G	0	
-223	220	1	1	223
-223	221	G	0	
-223	222	G	0	
-223	223	1	1	223
-223	224	G	0	
-223	225	0	1	227
-223	226	G	0	
-222	-6	G	0	
-222	-5	0	1	227
-222	-4	G	0	
-222	-3	0	1	227
-222	-2	G	0	
-222	-1	G	0	
-222	0	0	1	222
-222	1	G	0	
-222	7	G	0	
-222	8	0	1	222
-222	9	G	0	
-222	10	0	1	222
-222	11	G	0	
-222	138	G	0	
-222	139	0	1	227
-222	140	G	0	
-222	141	0	1	227
-222	142	G	0	
-222	143	G	0	
-222	144	0	1	222
-222	145	G	0	
-222	151	G	0	
-222	152	0	1	222
-222	153	G	0	
-222	154	0	1	222
-222	155	G	0	
-222	193	G	0	
-222	194	0	1	227
-222	195	G	0	
-222	196	0	1	227
-222	197	G	0	
-222	198	G	0	
-222	199	0	1	222
-222	200	G	0	
-222	206	G	0	
-222	207	0	1	222
-222	208	G	0	
-222	209	0	1	222
-222	210	G	0	
-222	214	G	0	
-222	215	0	1	227
-222	216	G	0	
-222	217	0	1	227
-222	218	G	0	
-222	219	G	0	
-222	220	0	1	222
-222	221	G	0	
-222	222	0	1	222
-222	223	G	0	
-222	224	G	0	
-222	225	1	1	228
-222	226	G	0	
-221	-10	G	0	
-221	-9	G	0	
-221	-7	G	0	
-221	-6	G	0	
-221	-5	B	1	226
-221	-4	B	1	226
-221	-3	G	0	
-221	-2	G	0	
-221	-1	G	0	
-221	0	B	1	221
-221	3	G	0	
-221	4	C	0	
-221	6	G	0	
-221	7	G	0	
-221	8	B	1	221
-221	9	B	1	221
-221	10	G	0	
-221	134	G	0	
-221	135	G	0	
-221	137	G	0	
-221	138	G	0	
-221	139	B	1	226
-221	140	B	1	226
-221	141	G	0	
-221	142	G	0	
-221	143	G	0	
-221	144	B	1	221
-221	147	G	0	
-221	148	C	0	
-221	150	G	0	
-221	151	G	0	
-221	152	B	1	221
-221	153	B	1	221
-221	154	G	0	
-221	189	G	0	
-221	190	G	0	
-221	192	G	0	
-221	193	G	0	
-221	194	B	1	226
-221	195	B	1	226
-221	196	G	0	
-221	197	G	0	
-221	198	G	0	
-221	199	B	1	221
-221	202	G	0	
-221	203	C	0	
-221	205	G	0	
-221	206	G	0	
-221	207	B	1	221
-221	208	B	1	221
-221	209	G	0	
-221	210	G	0	
-221	211	G	0	
-221	213	G	0	
-221	214	G	0	
-221	215	B	1	226
-221	216	B	1	226
-221	217	G	0	
-221	218	G	0	
-221	219	G	0	
-221	220	B	1	221
-221	221	B	1	221
-221	222	G	0	
-221	225	C	0	
-220	-12	C	0	
-220	-11	1	1	231
-220	-10	0	1	230
-220	-9	B	1	229
-220	-8	1	1	228
-220	-7	0	1	227
-220	-6	1	1	226
-220	-5	0	1	225
-220	-4	B	1	224
-220	-3	1	1	223
-220	-2	0	1	222
-220	-1	B	1	221
-220	0	1	1	220
-220	1	G	0	
-220	2	G	0	
-220	3	1	1	220
-220	4	C	0	
-220	5	1	1	223
-220	6	0	1	222
-220	7	B	1	221
-220	8	1	1	220
-220	132	C	0	
-220	133	1	1	231
-220	134	0	1	230
-220	135	B	1	229
-220	136	1	1	228
-220	137	0	1	227
-220	138	1	1	226
-220	139	0	1	225
-220	140	B	1	224
-220	141	1	1	223
-220	142	0	1	222
-220	143	B	1	221
-220	144	1	1	220
-220	145	G	0	
-220	146	G	0	
-220	147	1	1	220
-220	148	C	0	
-220	149	1	1	223
-220	150	0	1	222
-220	151	B	1	221
-220	152	1	1	220
-220	187	C	0	
-220	188	1	1	231
-220	189	0	1	230
-220	190	B	1	229
-220	191	1	1	228
-220	192	0	1	227
-220	193	1	1	226
-220	194	0	1	225
-220	195	B	1	224
-220	196	1	1	223
-220	197	0	1	222
-220	198	B	1	221
-220	199	1	1	220
-220	200	G	0	
-220	201	G	0	
-220	202	1	1	220
-220	203	C	0	
-220	204	1	1	223
-220	205	0	1	222
-220	206	B	1	221
-220	207	1	1	220
-220	208	C	0	
-220	209	1	1	231
-220	210	0	1	230
-220	211	B	1	229
-220	212	1	1	228
-220	213	0	1	227
-220	214	1	1	226
-220	215	0	1	225
-220	216	B	1	224
-220	217	1	1	223
-220	218	0	1	222
-220	219	B	1	221
-220	220	1	1	220
-219	-12	G	0	
-219	-11	G	0	
-219	-10	G	0	
-219	-9	B	1	229
-219	-8	B	1	229
-219	-7	G	0	
-219	-6	G	0	
-219	-5	C	0	
-219	-4	G	0	
-219	-3	G	0	
-219	-2	G	0	
-219	-1	B	1	221
-219	0	0	1	219
-219	1	G	0	
-219	2	0	1	219
-219	3	G	0	
-219	4	G	0	
-219	5	G	0	
-219	6	G	0	
-219	7	0	1	219
-219	8	G	0	
-219	132	G	0	
-219	133	G	0	
-219	134	G	0	
-219	135	B	1	229
-219	136	B	1	229
-219	137	G	0	
-219	138	G	0	
-219	139	C	0	
-219	140	G	0	
-219	141	G	0	
-219	142	G	0	
-219	143	B	1	221
-219	144	0	1	219
-219	145	G	0	
-219	146	0	1	219
-219	147	G	0	
-219	148	G	0	
-219	149	G	0	
-219	150	G	0	
-219	151	0	1	219
-219	152	G	0	
-219	187	G	0	
-219	188	G	0	
-219	189	G	0	
-219	190	B	1	229
-219	191	B	1	229
-219	192	G	0	
-219	193	G	0	
-219	194	C	0	
-219	195	G	0	
-219	196	G	0	
-219	197	G	0	
-219	198	B	1	221
-219	199	0	1	219
-219	200	G	0	
-219	201	0	1	219
-219	202	G	0	
-219	203	G	0	
-219	204	G	0	
-219	205	G	0	
-219	206	0	1	219
-219	207	G	0	
-219	208	G	0	
-219	209	G	0	
-219	210	G	0	
-219	211	B	1	229
-219	212	B	1	229
-219	213	G	0	
-219	214	G	0	
-219	215	C	0	
-219	216	G	0	
-219	217	G	0	
-219	218	G	0	
-219	219	0	1	219
-219	220	G	0	
-218	-11	G	0	
-218	-10	0	1	230
-218	-9	G	0	
-218	-8	0	1	230
-218	-7	G	0	
-218	-6	G	0	
-218	-5	1	1	228
-218	-4	G	0	
-218	-3	G	0	
-218	-2	0	1	222
-218	-1	G	0	
-218	0	1	1	218
-218	1	B	1	218
-218	2	G	0	
-218	3	G	0	
-218	4	G	0	
-218	5	G	0	
-218	6	1	1	218
-218	7	G	0	
-218	8	G	0	
-218	9	G	0	
-218	133	G	0	
-218	134	0	1	230
-218	135	G	0	
-218	136	0	1	230
-218	137	G	0	
-218	138	G	0	
-218	139	1	1	228
-218	140	G	0	
-218	141	G	0	
-218	142	0	1	222
-218	143	G	0	
-218	144	1	1	218
-218	145	B	1	218
-218	146	G	0	
-218	147	G	0	
-218	148	G	0	
-218	149	G	0	
-218	150	1	1	218
-218	151	G	0	
-218	152	G	0	
-218	153	G	0	
-218	188	G	0	
-218	189	0	1	230
-218	190	G	0	
-218	191	0	1	230
-218	192	G	0	
-218	193	G	0	
-218	194	1	1	228
-218	195	G	0	
-218	196	G	0	
-218	197	0	1	222
-218	198	G	0	
-218	199	1	1	218
-218	200	B	1	218
-218	201	G	0	
-218	202	G	0	
-218	203	G	0	
-218	204	G	0	
-218	205	1	1	218
-218	206	G	0	
-218	207	G	0	
-218	208	G	0	
-218	209	G	0	
-218	210	0	1	230
-218	211	G	0	
-218	212	0	1	230
-218	213	G	0	
-218	214	G	0	
-218	215	1	1	218
-218	216	G	0	
-218	217	G	0	
-218	218	1	1	218
-218	219	G	0	
-218	220	G	0	
-218	221	G	0	
-217	-11	1	1	231
-217	-10	G	0	
-217	-9	G	0	
-217	-8	1	1	231
-217	-7	G	0	
-217	-6	G	0	
-217	-5	0	1	227
-217	-4	G	0	
-217	-3	1	1	223
-217	-2	G	0	
-217	-1	G	0	
-217	0	0	1	217
-217	1	B	1	218
-217	2	0	1	219
-217	3	1	1	220
-217	4	C	0	
-217	5	0	1	217
-217	6	B	1	218
-217	7	0	1	219
-217	8	1	1	220
-217	9	C	0	
-217	133	1	1	231
-217	134	G	0	
-217	135	G	0	
-217	136	1	1	231
-217	137	G	0	
-217	138	G	0	
-217	139	0	1	227
-217	140	G	0	
-217	141	1	1	223
-217	142	G	0	
-217	143	G	0	
-217	144	0	1	217
-217	145	B	1	218
-217	146	0	1	219
-217	147	1	1	220
-217	148	C	0	
-217	149	0	1	217
-217	150	B	1	218
-217	151	0	1	219
-217	152	1	1	220
-217	153	C	0	
-217	188	1	1	231
-217	189	G	0	
-217	190	G	0	
-217	191	1	1	231
-217	192	G	0	
-217	193	G	0	
-217	194	0	1	227
-217	195	G	0	
-217	196	1	1	223
-217	197	G	0	
-217	198	G	0	
-217	199	0	1	217
-217	200	B	1	218
-217	201	0	1	219
-217	202	1	1	220
-217	203	C	0	
-217	204	0	1	217
-217	205	B	1	218
-217	206	0	1	219
-217	207	1	1	220
-217	208	C	0	
-217	209	1	1	231
-217	210	G	0	
-217	211	G	0	
-217	212	1	1	231
-217	213	G	0	
-217	214	G	0	
-217	215	0	1	217
-217	216	G	0	
-217	217	0	1	217
-217	218	B	1	218
-217	219	0	1	219
-217	220	1	1	220
-217	221	C	0	
-216	-12	C	0	
-216	-11	G	0	
-216	-8	C	0	
-216	-7	G	0	
-216	-6	G	0	
-216	-5	B	1	226
-216	-4	B	1	224
-216	-3	G	0	
-216	-2	G	0	
-216	-1	G	0	
-216	0	B	1	216
-216	1	G	0	
-216	2	G	0	
-216	3	G	0	
-216	4	B	1	216
-216	5	B	1	218
-216	6	G	0	
-216	7	G	0	
-216	8	C	0	
-216	11	G	0	
-216	12	C	0	
-216	132	C	0	
-216	133	G	0	
-216	136	C	0	
-216	137	G	0	
-216	138	G	0	
-216	139	B	1	226
-216	140	B	1	224
-216	141	G	0	
-216	142	G	0	
-216	143	G	0	
-216	144	B	1	216
-216	145	G	0	
-216	146	G	0	
-216	147	G	0	
-216	148	B	1	216
-216	149	B	1	218
-216	150	G	0	
-216	151	G	0	
-216	152	C	0	
-216	155	G	0	
-216	156	C	0	
-216	187	C	0	
-216	188	G	0	
-216	191	C	0	
-216	192	G	0	
-216	193	G	0	
-216	194	B	1	226
-216	195	B	1	224
-216	196	G	0	
-216	197	G	0	
-216	198	G	0	
-216	199	B	1	216
-216	200	G	0	
-216	201	G	0	
-216	202	G	0	
-216	203	B	1	216
-216	204	B	1	218
-216	205	G	0	
-216	206	G	0	
-216	207	C	0	
-216	208	C	0	
-216	209	G	0	
-216	210	G	0	
-216	211	C	0	
-216	212	C	0	
-216	213	G	0	
-216	214	G	0	
-216	215	B	1	216
-216	216	B	1	216
-216	217	B	1	218
-216	218	G	0	
-216	219	G	0	
-216	220	C	0	
-216	223	G	0	
-216	224	C	0	
-215	-9	C	0	
-215	-8	1	1	228
-215	-7	0	1	227
-215	-6	B	1	226
-215	-5	0	1	225
-215	-4	C	0	
-215	-3	1	1	218
-215	-2	0	1	217
-215	-1	B	1	216
-215	0	1	1	215
-215	1	G	0	
-215	2	G	0	
-215	3	1	1	215
-215	4	G	0	
-215	5	0	1	219
-215	6	G	0	
-215	7	G	0	
-215	8	1	1	223
-215	9	G	0	
-215	10	G	0	
-215	11	1	1	223
-215	135	C	0	
-215	136	1	1	228
-215	137	0	1	227
-215	138	B	1	226
-215	139	0	1	225
-215	140	C	0	
-215	141	1	1	218
-215	142	0	1	217
-215	143	B	1	216
-215	144	1	1	215
-215	145	G	0	
-215	146	G	0	
-215	147	1	1	215
-215	148	G	0	
-215	149	0	1	219
-215	150	G	0	
-215	151	G	0	
-215	152	1	1	223
-215	153	G	0	
-215	154	G	0	
-215	155	1	1	223
-215	190	C	0	
-215	191	1	1	228
-215	192	0	1	227
-215	193	B	1	226
-215	194	0	1	225
-215	195	C	0	
-215	196	1	1	218
-215	197	0	1	217
-215	198	B	1	216
-215	199	1	1	215
-215	200	G	0	
-215	201	G	0	
-215	202	1	1	215
-215	203	G	0	
-215	204	0	1	219
-215	205	G	0	
-215	206	G	0	
-215	207	1	1	223
-215	208	G	0	
-215	209	G	0	
-215	210	1	1	223
-215	211	C	0	
-215	212	1	1	218
-215	213	0	1	217
-215	214	B	1	216
-215	215	1	1	215
-215	216	G	0	
-215	217	0	1	219
-215	218	G	0	
-215	219	G	0	
-215	220	1	1	223
-215	221	G	0	
-215	222	G	0	
-215	223	1	1	223
-214	-9	G	0	
-214	-8	G	0	
-214	-7	G	0	
-214	-6	1	1	226
-214	-5	G	0	
-214	-4	G	0	
-214	-3	G	0	
-214	-2	G	0	
-214	-1	B	1	216
-214	0	0	1	214
-214	1	G	0	
-214	2	0	1	214
-214	3	G	0	
-214	4	G	0	
-214	5	1	1	220
-214	6	G	0	
-214	7	G	0	
-214	8	0	1	222
-214	9	G	0	
-214	10	0	1	222
-214	11	G	0	
-214	135	G	0	
-214	136	G	0	
-214	137	G	0	
-214	138	1	1	226
-214	139	G	0	
-214	140	G	0	
-214	141	G	0	
-214	142	G	0	
-214	143	B	1	216
-214	144	0	1	214
-214	145	G	0	
-214	146	0	1	214
-214	147	G	0	
-214	148	G	0	
-214	149	1	1	220
-214	150	G	0	
-214	151	G	0	
-214	152	0	1	222
-214	153	G	0	
-214	154	0	1	222
-214	155	G	0	
-214	190	G	0	
-214	191	G	0	
-214	192	G	0	
-214	193	1	1	226
-214	194	G	0	
-214	195	G	0	
-214	196	G	0	
-214	197	G	0	
-214	198	B	1	216
-214	199	0	1	214
-214	200	G	0	
-214	201	0	1	214
-214	202	G	0	
-214	203	G	0	
-214	204	1	1	220
-214	205	G	0	
-214	206	G	0	
-214	207	0	1	222
-214	208	G	0	
-214	209	0	1	222
-214	210	G	0	
-214	211	G	0	
-214	212	G	0	
-214	213	G	0	
-214	214	0	1	214
-214	215	G	0	
-214	216	G	0	
-214	217	1	1	220
-214	218	G	0	
-214	219	G	0	
-214	220	0	1	222
-214	221	G	0	
-214	222	0	1	222
-214	223	G	0	
-213	-8	G	0	
-213	-7	0	1	227
-213	-6	G	0	
-213	-5	G	0	
-213	-4	G	0	
-213	-3	G	0	
-213	-2	0	1	217
-213	-1	G	0	
-213	0	1	1	213
-213	1	B	1	213
-213	2	G	0	
-213	3	G	0	
-213	4	G	0	
-213	5	C	0	
-213	6	G	0	
-213	7	G	0	
-213	8	B	1	221
-213	9	B	1	221
-213	10	G	0	
-213	11	G	0	
-213	12	G	0	
-213	136	G	0	
-213	137	0	1	227
-213	138	G	0	
-213	139	G	0	
-213	140	G	0	
-213	141	G	0	
-213	142	0	1	217
-213	143	G	0	
-213	144	1	1	213
-213	145	B	1	213
-213	146	G	0	
-213	147	G	0	
-213	148	G	0	
-213	149	C	0	
-213	150	G	0	
-213	151	G	0	
-213	152	B	1	221
-213	153	B	1	221
-213	154	G	0	
-213	155	G	0	
-213	156	G	0	
-213	191	G	0	
-213	192	0	1	227
-213	193	G	0	
-213	194	G	0	
-213	195	G	0	
-213	196	G	0	
-213	197	0	1	217
-213	198	G	0	
-213	199	1	1	213
-213	200	B	1	213
-213	201	G	0	
-213	202	G	0	
-213	203	G	0	
-213	204	C	0	
-213	205	G	0	
-213	206	G	0	
-213	207	B	1	221
-213	208	B	1	221
-213	209	G	0	
-213	210	G	0	
-213	211	G	0	
-213	212	G	0	
-213	213	1	1	213
-213	214	G	0	
-213	215	G	0	
-213	216	G	0	
-213	217	C	0	
-213	218	G	0	
-213	219	G	0	
-213	220	B	1	221
-213	221	B	1	221
-213	222	G	0	
-213	223	G	0	
-213	224	G	0	
-212	-8	1	1	228
-212	-7	B	1	229
-212	-6	0	1	230
-212	-5	1	1	231
-212	-4	C	0	
-212	-3	1	1	218
-212	-2	G	0	
-212	-1	G	0	
-212	0	0	1	212
-212	1	B	1	213
-212	2	0	1	214
-212	3	1	1	215
-212	4	B	1	216
-212	5	0	1	217
-212	6	1	1	218
-212	7	0	1	219
-212	8	1	1	220
-212	9	B	1	221
-212	10	0	1	222
-212	11	1	1	223
-212	12	C	0	
-212	136	1	1	228
-212	137	B	1	229
-212	138	0	1	230
-212	139	1	1	231
-212	140	C	0	
-212	141	1	1	218
-212	142	G	0	
-212	143	G	0	
-212	144	0	1	212
-212	145	B	1	213
-212	146	0	1	214
-212	147	1	1	215
-212	148	B	1	216
-212	149	0	1	217
-212	150	1	1	218
-212	151	0	1	219
-212	152	1	1	220
-212	153	B	1	221
-212	154	0	1	222
-212	155	1	1	223
-212	156	C	0	
-212	191	1	1	228
-212	192	B	1	229
-212	193	0	1	230
-212	194	1	1	231
-212	195	C	0	
-212	196	1	1	218
-212	197	G	0	
-212	198	G	0	
-212	199	0	1	212
-212	200	B	1	213
-212	201	0	1	214
-212	202	1	1	215
-212	203	B	1	216
-212	204	0	1	217
-212	205	1	1	218
-212	206	0	1	219
-212	207	1	1	220
-212	208	B	1	221
-212	209	0	1	222
-212	210	1	1	223
-212	211	C	0	
-212	212	0	1	212
-212	213	B	1	213
-212	214	0	1	214
-212	215	1	1	215
-212	216	B	1	216
-212	217	0	1	217
-212	218	1	1	218
-212	219	0	1	219
-212	220	1	1	220
-212	221	B	1	221
-212	222	0	1	222
-212	223	1	1	223
-212	224	C	0	
-211	-13	C	0	
-211	-10	G	0	
-211	-9	B	1	229
-211	-8	B	1	229
-211	-7	G	0	
-211	-6	G	0	
-211	-5	C	0	
-211	-4	C	0	
-211	-3	G	0	
-211	-2	G	0	
-211	-1	C	0	
-211	0	B	1	211
-211	1	G	0	
-211	2	G	0	
-211	3	G	0	
-211	4	B	1	218
-211	5	B	1	218
-211	6	G	0	
-211	7	G	0	
-211	9	G	0	
-211	10	G	0	
-211	21	C	0	
-211	29	C	0	
-211	32	G	0	
-211	33	C	0	
-211	131	C	0	
-211	134	G	0	
-211	135	B	1	229
-211	136	B	1	229
-211	137	G	0	
-211	138	G	0	
-211	139	C	0	
-211	140	C	0	
-211	141	G	0	
-211	142	G	0	
-211	143	C	0	
-211	144	B	1	211
-211	145	G	0	
-211	146	G	0	
-211	147	G	0	
-211	148	B	1	218
-211	149	B	1	218
-211	150	G	0	
-211	151	G	0	
-211	153	G	0	
-211	154	G	0	
-211	165	C	0	
-211	173	C	0	
-211	176	G	0	
-211	177	C	0	
-211	186	C	0	
-211	189	G	0	
-211	190	B	1	229
-211	191	B	1	229
-211	192	G	0	
-211	193	G	0	
-211	194	C	0	
-211	195	C	0	
-211	196	G	0	
-211	197	G	0	
-211	198	C	0	
-211	199	B	1	211
-211	200	G	0	
-211	201	G	0	
-211	202	G	0	
-211	203	B	1	218
-211	204	B	1	218
-211	205	G	0	
-211	206	G	0	
-211	207	C	0	
-211	208	G	0	
-211	209	G	0	
-211	210	G	0	
-211	211	B	1	211
-211	212	B	1	213
-211	213	G	0	
-211	214	G	0	
-211	215	G	0	
-211	216	B	1	218
-211	217	B	1	218
-211	218	G	0	
-211	219	G	0	
-211	221	G	0	
-211	222	G	0	
-210	-14	G	0	
-210	-13	1	1	223
-210	-12	G	0	
-210	-11	G	0	
-210	-10	0	1	230
-210	-9	G	0	
-210	-8	0	1	230
-210	-7	G	0	
-210	-6	G	0	
-210	-5	1	1	223
-210	-4	G	0	
-210	-3	G	0	
-210	-2	1	1	223
-210	-1	G	0	
-210	0	1	1	210
-210	1	G	0	
-210	2	G	0	
-210	3	0	1	219
-210	4	G	0	
-210	5	0	1	219
-210	6	G	0	
-210	20	G	0	
-210	21	1	1	210
-210	22	G	0	
-210	28	G	0	
-210	29	1	1	210
-210	30	G	0	
-210	31	G	0	
-210	32	1	1	210
-210	130	G	0	
-210	131	1	1	223
-210	132	G	0	
-210	133	G	0	
-210	134	0	1	230
-210	135	G	0	
-210	136	0	1	230
-210	137	G	0	
-210	138	G	0	
-210	139	1	1	223
-210	140	G	0	
-210	141	G	0	
-210	142	1	1	223
-210	143	G	0	
-210	144	1	1	210
-210	145	G	0	
-210	146	G	0	
-210	147	0	1	219
-210	148	G	0	
-210	149	0	1	219
-210	150	G	0	
-210	164	G	0	
-210	165	1	1	210
-210	166	G	0	
-210	172	G	0	
-210	173	1	1	210
-210	174	G	0	
-210	175	G	0	
-210	176	1	1	210
-210	185	G	0	
-210	186	1	1	223
-210	187	G	0	
-210	188	G	0	
-210	189	0	1	230
-210	190	G	0	
-210	191	0	1	230
-210	192	G	0	
-210	193	G	0	
-210	194	1	1	223
-210	195	G	0	
-210	196	G	0	
-210	197	1	1	223
-210	198	G	0	
-210	199	1	1	210
-210	200	G	0	
-210	201	G	0	
-210	202	0	1	219
-210	203	G	0	
-210	204	0	1	219
-210	205	G	0	
-210	206	G	0	
-210	207	1	1	210
-210	208	G	0	
-210	209	G	0	
-210	210	1	1	210
-210	211	G	0	
-210	212	0	1	214
-210	213	G	0	
-210	214	G	0	
-210	215	0	1	219
-210	216	G	0	
-210	217	0	1	219
-210	218	G	0	
-209	-14	G	0	
-209	-13	0	1	222
-209	-12	G	0	
-209	-11	1	1	231
-209	-10	G	0	
-209	-9	G	0	
-209	-8	1	1	231
-209	-7	G	0	
-209	-6	G	0	
-209	-5	0	1	222
-209	-4	G	0	
-209	-3	0	1	222
-209	-2	G	0	
-209	-1	G	0	
-209	0	0	1	209
-209	1	G	0	
-209	2	1	1	220
-209	3	G	0	
-209	4	G	0	
-209	5	1	1	220
-209	6	G	0	
-209	20	G	0	
-209	21	0	1	209
-209	22	G	0	
-209	28	G	0	
-209	29	0	1	209
-209	30	G	0	
-209	31	0	1	209
-209	32	G	0	
-209	130	G	0	
-209	131	0	1	222
-209	132	G	0	
-209	133	1	1	231
-209	134	G	0	
-209	135	G	0	
-209	136	1	1	231
-209	137	G	0	
-209	138	G	0	
