q	r	state	on	time
-153	120	G	0	
-153	121	G	0	
-153	122	G	0	
-153	123	B	1	195
-153	124	C	0	
-153	125	G	0	
-153	126	G	0	
-153	127	C	0	
-153	128	C	0	
-153	129	G	0	
-153	130	G	0	
-153	131	B	1	166
-153	132	C	0	
-153	133	G	0	
-153	134	G	0	
-153	135	C	0	
-153	136	C	0	
-153	137	G	0	
-153	138	G	0	
-153	139	B	1	166
-153	140	B	1	166
-153	141	G	0	
-153	142	G	0	
-153	143	G	0	
-153	144	B	1	153
-153	145	C	0	
-153	146	G	0	
-153	147	G	0	
-153	148	C	0	
-153	149	C	0	
-153	150	G	0	
-153	151	G	0	
-153	152	B	1	153
-153	153	B	1	153
-153	154	G	0	
-153	155	G	0	
-153	156	G	0	
-153	157	B	1	161
-153	158	C	0	
-153	159	G	0	
-153	160	G	0	
-153	161	C	0	
-153	162	C	0	
-153	166	C	0	
-153	167	G	0	
-153	170	C	0	
-153	176	G	0	
-153	177	G	0	
-153	178	B	1	203
-153	179	C	0	
-153	180	G	0	
-153	181	G	0	
-153	182	C	0	
-153	183	C	0	
-152	-72	C	0	
-152	-71	1	1	223
-152	-70	0	1	222
-152	-69	B	1	221
-152	-68	1	1	220
-152	-67	G	0	
-152	-66	G	0	
-152	-65	1	1	220
-152	-64	C	0	
-152	-63	1	1	223
-152	-62	0	1	222
-152	-61	B	1	221
-152	-60	1	1	220
-152	-51	C	0	
-152	-50	1	1	202
-152	-49	0	1	201
-152	-48	B	1	200
-152	-47	1	1	199
-152	-46	G	0	
-152	-45	G	0	
-152	-44	1	1	199
-152	-43	C	0	
-152	-42	1	1	202
-152	-41	0	1	201
-152	-40	B	1	200
-152	-39	1	1	199
-152	-38	C	0	
-152	-37	1	1	189
-152	-36	0	1	188
-152	-35	B	1	187
-152	-34	1	1	186
-152	-33	G	0	
-152	-32	G	0	
-152	-31	1	1	186
-152	-30	C	0	
-152	-29	1	1	189
-152	-28	0	1	188
-152	-27	B	1	187
-152	-26	1	1	186
-152	-25	C	0	
-152	-24	1	1	199
-152	-23	0	1	198
-152	-22	B	1	197
-152	-21	0	1	196
-152	-20	G	0	
-152	-19	G	0	
-152	-18	1	1	202
-152	-17	C	0	
-152	-16	1	1	168
-152	-15	0	1	167
-152	-14	B	1	166
-152	-13	1	1	165
-152	-12	G	0	
-152	-11	G	0	
-152	-10	1	1	165
-152	-9	C	0	
-152	-8	1	1	168
-152	-7	0	1	167
-152	-6	B	1	166
-152	-5	1	1	165
-152	-4	C	0	
-152	-3	1	1	155
-152	-2	0	1	154
-152	-1	B	1	153
-152	0	1	1	152
-152	1	G	0	
-152	2	G	0	
-152	3	1	1	152
-152	17	C	0	
-152	18	1	1	155
-152	19	0	1	154
-152	20	B	1	153
-152	21	1	1	152
-152	22	G	0	
-152	23	G	0	
-152	24	1	1	152
-152	25	C	0	
-152	26	1	1	155
-152	27	0	1	154
-152	28	B	1	153
-152	29	1	1	152
-152	38	C	0	
-152	39	1	1	168
-152	40	0	1	167
-152	41	B	1	166
-152	42	1	1	165
-152	43	G	0	
-152	44	G	0	
-152	45	1	1	165
-152	46	C	0	
-152	47	1	1	168
-152	48	0	1	167
-152	49	B	1	166
-152	50	1	1	165
-152	51	C	0	
-152	52	1	1	155
-152	53	0	1	154
-152	54	B	1	153
-152	55	1	1	152
-152	56	G	0	
-152	57	G	0	
-152	58	1	1	152
-152	59	C	0	
-152	60	1	1	155
-152	61	0	1	154
-152	62	B	1	153
-152	63	1	1	152
-152	64	C	0	
-152	65	1	1	165
-152	66	0	1	164
-152	67	B	1	163
-152	68	0	1	162
-152	69	G	0	
-152	70	G	0	
-152	71	1	1	168
-152	72	C	0	
-152	73	1	1	223
-152	74	0	1	222
-152	75	B	1	221
-152	76	1	1	220
-152	77	G	0	
-152	78	G	0	
-152	79	1	1	220
-152	80	C	0	
-152	81	1	1	223
-152	82	0	1	222
-152	83	B	1	221
-152	84	1	1	220
-152	93	C	0	
-152	94	1	1	202
-152	95	0	1	201
-152	96	B	1	200
-152	97	1	1	199
-152	98	G	0	
-152	99	G	0	
-152	100	1	1	199
-152	101	C	0	
-152	102	1	1	202
-152	103	0	1	201
-152	104	B	1	200
-152	105	1	1	199
-152	106	C	0	
-152	107	1	1	189
-152	108	0	1	188
-152	109	B	1	187
-152	110	1	1	186
-152	111	G	0	
-152	112	G	0	
-152	113	1	1	186
-152	114	C	0	
-152	115	1	1	189
-152	116	0	1	188
-152	117	B	1	187
-152	118	1	1	186
-152	119	C	0	
-152	120	1	1	199
-152	121	0	1	198
-152	122	B	1	197
-152	123	0	1	196
-152	124	G	0	
-152	125	G	0	
-152	126	1	1	202
-152	127	C	0	
-152	128	1	1	168
-152	129	0	1	167
-152	130	B	1	166
-152	131	1	1	165
-152	132	G	0	
-152	133	G	0	
-152	134	1	1	165
-152	135	C	0	
-152	136	1	1	168
-152	137	0	1	167
-152	138	B	1	166
-152	139	1	1	165
-152	140	C	0	
-152	141	1	1	155
-152	142	0	1	154
-152	143	B	1	153
-152	144	1	1	152
-152	145	G	0	
-152	146	G	0	
-152	147	1	1	152
-152	148	C	0	
-152	149	1	1	155
-152	150	0	1	154
-152	151	B	1	153
-152	152	1	1	152
-152	153	C	0	
-152	154	1	1	165
-152	155	0	1	164
-152	156	B	1	163
-152	157	0	1	162
-152	158	G	0	
-152	159	G	0	
-152	160	1	1	168
-152	174	C	0	
-152	175	1	1	207
-152	176	0	1	206
-152	177	B	1	205
-152	178	0	1	204
-152	179	G	0	
-152	180	G	0	
-152	181	1	1	210
-151	-72	G	0	
-151	-71	G	0	
-151	-70	G	0	
-151	-69	B	1	221
-151	-68	0	1	219
-151	-67	G	0	
-151	-66	0	1	219
-151	-65	G	0	
-151	-64	G	0	
-151	-63	G	0	
-151	-62	G	0	
-151	-61	0	1	219
-151	-60	G	0	
-151	-51	G	0	
-151	-50	G	0	
-151	-49	G	0	
-151	-48	B	1	200
-151	-47	0	1	198
-151	-46	G	0	
-151	-45	0	1	198
-151	-44	G	0	
-151	-43	G	0	
-151	-42	G	0	
-151	-41	G	0	
-151	-40	0	1	198
-151	-39	G	0	
-151	-38	G	0	
-151	-37	G	0	
-151	-36	G	0	
-151	-35	B	1	187
-151	-34	0	1	185
-151	-33	G	0	
-151	-32	0	1	185
-151	-31	G	0	
-151	-30	G	0	
-151	-29	G	0	
-151	-28	G	0	
-151	-27	0	1	185
-151	-26	G	0	
-151	-25	G	0	
-151	-24	G	0	
-151	-23	G	0	
-151	-22	B	1	197
-151	-21	1	1	197
-151	-20	G	0	
-151	-19	0	1	201
-151	-18	G	0	
-151	-17	G	0	
-151	-16	G	0	
-151	-15	G	0	
-151	-14	B	1	166
-151	-13	0	1	164
-151	-12	G	0	
-151	-11	0	1	164
-151	-10	G	0	
-151	-9	G	0	
-151	-8	G	0	
-151	-7	G	0	
-151	-6	0	1	164
-151	-5	G	0	
-151	-4	G	0	
-151	-3	G	0	
-151	-2	G	0	
-151	-1	B	1	153
-151	0	0	1	151
-151	1	G	0	
-151	2	0	1	151
-151	3	G	0	
-151	17	G	0	
-151	18	G	0	
-151	19	G	0	
-151	20	B	1	153
-151	21	0	1	151
-151	22	G	0	
-151	23	0	1	151
-151	24	G	0	
-151	25	G	0	
-151	26	G	0	
-151	27	G	0	
-151	28	0	1	151
-151	29	G	0	
-151	38	G	0	
-151	39	G	0	
-151	40	G	0	
-151	41	B	1	166
-151	42	0	1	164
-151	43	G	0	
-151	44	0	1	164
-151	45	G	0	
-151	46	G	0	
-151	47	G	0	
-151	48	G	0	
-151	49	0	1	164
-151	50	G	0	
-151	51	G	0	
-151	52	G	0	
-151	53	G	0	
-151	54	B	1	153
-151	55	0	1	151
-151	56	G	0	
-151	57	0	1	151
-151	58	G	0	
-151	59	G	0	
-151	60	G	0	
-151	61	G	0	
-151	62	0	1	151
-151	63	G	0	
-151	64	G	0	
-151	65	G	0	
-151	66	G	0	
-151	67	B	1	163
-151	68	1	1	163
-151	69	G	0	
-151	70	0	1	167
-151	71	G	0	
-151	72	G	0	
-151	73	G	0	
-151	74	G	0	
-151	75	B	1	221
-151	76	0	1	219
-151	77	G	0	
-151	78	0	1	219
-151	79	G	0	
-151	80	G	0	
-151	81	G	0	
-151	82	G	0	
-151	83	0	1	219
-151	84	G	0	
-151	93	G	0	
-151	94	G	0	
-151	95	G	0	
-151	96	B	1	200
-151	97	0	1	198
-151	98	G	0	
-151	99	0	1	198
-151	100	G	0	
-151	101	G	0	
-151	102	G	0	
-151	103	G	0	
-151	104	0	1	198
-151	105	G	0	
-151	106	G	0	
-151	107	G	0	
-151	108	G	0	
-151	109	B	1	187
-151	110	0	1	185
-151	111	G	0	
-151	112	0	1	185
-151	113	G	0	
-151	114	G	0	
-151	115	G	0	
-151	116	G	0	
-151	117	0	1	185
-151	118	G	0	
-151	119	G	0	
-151	120	G	0	
-151	121	G	0	
-151	122	B	1	197
-151	123	1	1	197
-151	124	G	0	
-151	125	0	1	201
-151	126	G	0	
-151	127	G	0	
-151	128	G	0	
-151	129	G	0	
-151	130	B	1	166
-151	131	0	1	164
-151	132	G	0	
-151	133	0	1	164
-151	134	G	0	
-151	135	G	0	
-151	136	G	0	
-151	137	G	0	
-151	138	0	1	164
-151	139	G	0	
-151	140	G	0	
-151	141	G	0	
-151	142	G	0	
-151	143	B	1	153
-151	144	0	1	151
-151	145	G	0	
-151	146	0	1	151
-151	147	G	0	
-151	148	G	0	
-151	149	G	0	
-151	150	G	0	
-151	151	0	1	151
-151	152	G	0	
-151	153	G	0	
-151	154	G	0	
-151	155	G	0	
-151	156	B	1	163
-151	157	1	1	163
-151	158	G	0	
-151	159	0	1	167
-151	160	G	0	
-151	174	G	0	
-151	175	G	0	
-151	176	G	0	
-151	177	B	1	205
-151	178	1	1	205
-151	179	G	0	
-151	180	0	1	209
-151	181	G	0	
-150	-71	G	0	
-150	-70	0	1	222
-150	-69	G	0	
-150	-68	1	1	218
-150	-67	B	1	218
-150	-66	G	0	
-150	-65	G	0	
-150	-64	G	0	
-150	-63	G	0	
-150	-62	1	1	218
-150	-61	G	0	
-150	-60	G	0	
-150	-59	G	0	
-150	-50	G	0	
-150	-49	0	1	201
-150	-48	G	0	
-150	-47	1	1	197
-150	-46	B	1	197
-150	-45	G	0	
-150	-44	G	0	
-150	-43	G	0	
-150	-42	G	0	
-150	-41	1	1	197
-150	-40	G	0	
-150	-39	G	0	
-150	-38	G	0	
-150	-37	G	0	
-150	-36	0	1	188
-150	-35	G	0	
-150	-34	1	1	184
-150	-33	B	1	184
-150	-32	G	0	
-150	-31	G	0	
-150	-30	G	0	
-150	-29	G	0	
-150	-28	1	1	184
-150	-27	G	0	
-150	-26	G	0	
-150	-25	G	0	
-150	-24	G	0	
-150	-23	0	1	198
-150	-22	G	0	
-150	-21	0	1	198
-150	-20	B	1	200
-150	-19	G	0	
-150	-18	G	0	
-150	-17	G	0	
-150	-16	G	0	
-150	-15	0	1	167
-150	-14	G	0	
-150	-13	1	1	163
-150	-12	B	1	163
-150	-11	G	0	
-150	-10	G	0	
-150	-9	G	0	
-150	-8	G	0	
-150	-7	1	1	163
-150	-6	G	0	
-150	-5	G	0	
-150	-4	G	0	
-150	-3	G	0	
-150	-2	0	1	154
-150	-1	G	0	
-150	0	1	1	150
-150	1	B	1	150
-150	2	G	0	
-150	3	G	0	
-150	4	G	0	
-150	18	G	0	
-150	19	0	1	154
-150	20	G	0	
-150	21	1	1	150
-150	22	B	1	150
-150	23	G	0	
-150	24	G	0	
-150	25	G	0	
-150	26	G	0	
-150	27	1	1	150
-150	28	G	0	
-150	29	G	0	
-150	30	G	0	
-150	39	G	0	
-150	40	0	1	167
-150	41	G	0	
-150	42	1	1	163
-150	43	B	1	163
-150	44	G	0	
-150	45	G	0	
-150	46	G	0	
-150	47	G	0	
-150	48	1	1	163
-150	49	G	0	
-150	50	G	0	
-150	51	G	0	
-150	52	G	0	
-150	53	0	1	154
-150	54	G	0	
-150	55	1	1	150
-150	56	B	1	150
-150	57	G	0	
-150	58	G	0	
-150	59	G	0	
-150	60	G	0	
-150	61	1	1	150
-150	62	G	0	
-150	63	G	0	
-150	64	G	0	
-150	65	G	0	
-150	66	0	1	164
-150	67	G	0	
-150	68	0	1	164
-150	69	B	1	166
-150	70	G	0	
-150	71	G	0	
-150	72	G	0	
-150	73	G	0	
-150	74	0	1	222
-150	75	G	0	
-150	76	1	1	218
-150	77	B	1	218
-150	78	G	0	
-150	79	G	0	
-150	80	G	0	
-150	81	G	0	
-150	82	1	1	218
-150	83	G	0	
-150	84	G	0	
-150	85	G	0	
-150	94	G	0	
-150	95	0	1	201
-150	96	G	0	
-150	97	1	1	197
-150	98	B	1	197
-150	99	G	0	
-150	100	G	0	
-150	101	G	0	
-150	102	G	0	
-150	103	1	1	197
-150	104	G	0	
-150	105	G	0	
-150	106	G	0	
-150	107	G	0	
-150	108	0	1	188
-150	109	G	0	
-150	110	1	1	184
-150	111	B	1	184
-150	112	G	0	
-150	113	G	0	
-150	114	G	0	
-150	115	G	0	
-150	116	1	1	184
-150	117	G	0	
-150	118	G	0	
-150	119	G	0	
-150	120	G	0	
-150	121	0	1	198
-150	122	G	0	
-150	123	0	1	198
-150	124	B	1	200
-150	125	G	0	
-150	126	G	0	
-150	127	G	0	
-150	128	G	0	
-150	129	0	1	167
-150	130	G	0	
-150	131	1	1	163
-150	132	B	1	163
-150	133	G	0	
-150	134	G	0	
-150	135	G	0	
-150	136	G	0	
-150	137	1	1	163
-150	138	G	0	
-150	139	G	0	
-150	140	G	0	
-150	141	G	0	
-150	142	0	1	154
-150	143	G	0	
-150	144	1	1	150
-150	145	B	1	150
-150	146	G	0	
-150	147	G	0	
-150	148	G	0	
-150	149	G	0	
-150	150	1	1	150
-150	151	G	0	
-150	152	G	0	
-150	153	G	0	
-150	154	G	0	
-150	155	0	1	164
-150	156	G	0	
-150	157	0	1	164
-150	158	B	1	166
-150	159	G	0	
-150	160	G	0	
-150	161	G	0	
-150	175	G	0	
-150	176	0	1	206
-150	177	G	0	
-150	178	0	1	206
-150	179	B	1	208
-150	180	G	0	
-150	181	G	0	
-150	182	G	0	
-149	-71	1	1	223
-149	-70	G	0	
-149	-69	G	0	
-149	-68	0	1	217
-149	-67	B	1	218
-149	-66	0	1	219
-149	-65	1	1	220
-149	-64	C	0	
-149	-63	0	1	217
-149	-62	B	1	218
-149	-61	0	1	219
-149	-60	1	1	220
-149	-59	C	0	
-149	-50	1	1	202
-149	-49	G	0	
-149	-48	G	0	
-149	-47	0	1	196
-149	-46	B	1	197
-149	-45	0	1	198
-149	-44	1	1	199
-149	-43	C	0	
-149	-42	0	1	196
-149	-41	B	1	197
-149	-40	0	1	198
-149	-39	1	1	199
-149	-38	C	0	
-149	-37	1	1	189
-149	-36	G	0	
-149	-35	G	0	
-149	-34	0	1	183
-149	-33	B	1	184
-149	-32	0	1	185
-149	-31	1	1	186
-149	-30	C	0	
-149	-29	0	1	183
-149	-28	B	1	184
-149	-27	0	1	185
-149	-26	1	1	186
-149	-25	C	0	
-149	-24	1	1	199
-149	-23	G	0	
-149	-22	G	0	
-149	-21	1	1	199
-149	-20	B	1	200
-149	-19	0	1	201
-149	-18	1	1	202
-149	-17	C	0	
-149	-16	1	1	168
-149	-15	G	0	
-149	-14	G	0	
-149	-13	0	1	162
-149	-12	B	1	163
-149	-11	0	1	164
-149	-10	1	1	165
-149	-9	C	0	
-149	-8	0	1	162
-149	-7	B	1	163
-149	-6	0	1	164
-149	-5	1	1	165
-149	-4	C	0	
-149	-3	1	1	155
-149	-2	G	0	
-149	-1	G	0	
-149	0	0	1	149
-149	1	B	1	150
-149	2	0	1	151
-149	3	1	1	152
-149	4	C	0	
-149	18	1	1	155
-149	19	G	0	
-149	20	G	0	
-149	21	0	1	149
-149	22	B	1	150
-149	23	0	1	151
-149	24	1	1	152
-149	25	C	0	
-149	26	0	1	149
-149	27	B	1	150
-149	28	0	1	151
-149	29	1	1	152
-149	30	C	0	
-149	39	1	1	168
-149	40	G	0	
-149	41	G	0	
-149	42	0	1	162
-149	43	B	1	163
-149	44	0	1	164
-149	45	1	1	165
-149	46	C	0	
-149	47	0	1	162
-149	48	B	1	163
-149	49	0	1	164
-149	50	1	1	165
-149	51	C	0	
-149	52	1	1	155
-149	53	G	0	
-149	54	G	0	
-149	55	0	1	149
-149	56	B	1	150
-149	57	0	1	151
-149	58	1	1	152
-149	59	C	0	
-149	60	0	1	149
-149	61	B	1	150
-149	62	0	1	151
-149	63	1	1	152
-149	64	C	0	
-149	65	1	1	165
-149	66	G	0	
-149	67	G	0	
-149	68	1	1	165
-149	69	B	1	166
-149	70	0	1	167
-149	71	1	1	168
-149	72	C	0	
-149	73	1	1	223
-149	74	G	0	
-149	75	G	0	
-149	76	0	1	217
-149	77	B	1	218
-149	78	0	1	219
-149	79	1	1	220
-149	80	C	0	
-149	81	0	1	217
-149	82	B	1	218
-149	83	0	1	219
-149	84	1	1	220
-149	85	C	0	
-149	94	1	1	202
-149	95	G	0	
-149	96	G	0	
-149	97	0	1	196
-149	98	B	1	197
-149	99	0	1	198
-149	100	1	1	199
-149	101	C	0	
-149	102	0	1	196
-149	103	B	1	197
-149	104	0	1	198
-149	105	1	1	199
-149	106	C	0	
-149	107	1	1	189
-149	108	G	0	
-149	109	G	0	
-149	110	0	1	183
-149	111	B	1	184
-149	112	0	1	185
-149	113	1	1	186
-149	114	C	0	
-149	115	0	1	183
-149	116	B	1	184
-149	117	0	1	185
-149	118	1	1	186
-149	119	C	0	
-149	120	1	1	199
-149	121	G	0	
-149	122	G	0	
-149	123	1	1	199
-149	124	B	1	200
-149	125	0	1	201
-149	126	1	1	202
-149	127	C	0	
-149	128	1	1	168
-149	129	G	0	
-149	130	G	0	
-149	131	0	1	162
-149	132	B	1	163
-149	133	0	1	164
-149	134	1	1	165
-149	135	C	0	
-149	136	0	1	162
-149	137	B	1	163
-149	138	0	1	164
-149	139	1	1	165
-149	140	C	0	
-149	141	1	1	155
-149	142	G	0	
-149	143	G	0	
-149	144	0	1	149
-149	145	B	1	150
-149	146	0	1	151
-149	147	1	1	152
-149	148	C	0	
-149	149	0	1	149
-149	150	B	1	150
-149	151	0	1	151
-149	152	1	1	152
-149	153	C	0	
-149	154	1	1	165
-149	155	G	0	
-149	156	G	0	
-149	157	1	1	165
-149	158	B	1	166
-149	159	0	1	167
-149	160	1	1	168
-149	161	C	0	
-149	175	1	1	207
-149	176	G	0	
-149	177	G	0	
-149	178	1	1	207
-149	179	B	1	208
-149	180	0	1	209
-149	181	1	1	210
-149	182	C	0	
-148	-81	C	0	
-148	-78	G	0	
-148	-77	C	0	
-148	-73	C	0	
-148	-72	C	0	
-148	-71	G	0	
-148	-70	G	0	
-148	-69	C	0	
-148	-68	B	1	216
-148	-67	G	0	
-148	-66	G	0	
-148	-65	G	0	
-148	-64	B	1	216
-148	-63	B	1	218
-148	-62	G	0	
-148	-61	G	0	
-148	-60	C	0	
-148	-57	G	0	
-148	-56	C	0	
-148	-52	C	0	
-148	-51	C	0	
-148	-50	G	0	
-148	-49	G	0	
-148	-48	C	0	
-148	-47	B	1	195
-148	-46	G	0	
-148	-45	G	0	
-148	-44	G	0	
-148	-43	B	1	195
-148	-42	B	1	197
-148	-41	G	0	
-148	-40	G	0	
-148	-39	C	0	
-148	-38	C	0	
-148	-37	G	0	
-148	-36	G	0	
-148	-35	C	0	
-148	-34	B	1	182
-148	-33	G	0	
-148	-32	G	0	
-148	-31	G	0	
-148	-30	B	1	182
-148	-29	B	1	184
-148	-28	G	0	
-148	-27	G	0	
-148	-26	C	0	
-148	-25	C	0	
-148	-24	G	0	
-148	-23	G	0	
-148	-22	C	0	
-148	-21	B	1	200
-148	-20	G	0	
-148	-19	G	0	
-148	-18	C	0	
-148	-17	C	0	
-148	-16	G	0	
-148	-15	G	0	
-148	-14	C	0	
-148	-13	B	1	161
-148	-12	G	0	
-148	-11	G	0	
-148	-10	G	0	
-148	-9	B	1	161
-148	-8	B	1	163
-148	-7	G	0	
-148	-6	G	0	
-148	-5	C	0	
-148	-4	C	0	
-148	-3	G	0	
-148	-2	G	0	
-148	-1	C	0	
-148	0	B	1	148
-148	1	G	0	
-148	2	G	0	
-148	8	C	0	
-148	11	G	0	
-148	12	C	0	
-148	16	C	0	
-148	17	C	0	
-148	18	G	0	
-148	19	G	0	
-148	20	C	0	
-148	21	B	1	148
-148	22	G	0	
-148	23	G	0	
-148	24	G	0	
-148	25	B	1	148
-148	26	B	1	150
-148	27	G	0	
-148	28	G	0	
-148	29	C	0	
-148	32	G	0	
-148	33	C	0	
-148	37	C	0	
-148	38	C	0	
-148	39	G	0	
-148	40	G	0	
-148	41	C	0	
-148	42	B	1	161
-148	43	G	0	
-148	44	G	0	
-148	45	G	0	
-148	46	B	1	161
-148	47	B	1	163
-148	48	G	0	
-148	49	G	0	
-148	50	C	0	
-148	51	C	0	
-148	52	G	0	
-148	53	G	0	
-148	54	C	0	
-148	55	B	1	148
-148	56	G	0	
-148	57	G	0	
-148	58	G	0	
-148	59	B	1	148
-148	60	B	1	150
-148	61	G	0	
-148	62	G	0	
-148	63	C	0	
-148	64	C	0	
-148	65	G	0	
-148	66	G	0	
-148	67	C	0	
-148	68	B	1	166
-148	69	G	0	
-148	70	G	0	
-148	71	C	0	
-148	72	C	0	
-148	73	G	0	
-148	74	G	0	
-148	75	C	0	
-148	76	B	1	216
-148	77	G	0	
-148	78	G	0	
-148	79	G	0	
-148	80	B	1	216
-148	81	B	1	218
-148	82	G	0	
-148	83	G	0	
-148	84	C	0	
-148	87	G	0	
-148	88	C	0	
-148	92	C	0	
-148	93	C	0	
-148	94	G	0	
-148	95	G	0	
-148	96	C	0	
-148	97	B	1	195
-148	98	G	0	
-148	99	G	0	
-148	100	G	0	
-148	101	B	1	195
-148	102	B	1	197
-148	103	G	0	
-148	104	G	0	
-148	105	C	0	
-148	106	C	0	
-148	107	G	0	
-148	108	G	0	
-148	109	C	0	
-148	110	B	1	182
-148	111	G	0	
-148	112	G	0	
-148	113	G	0	
-148	114	B	1	182
-148	115	B	1	184
-148	116	G	0	
-148	117	G	0	
-148	118	C	0	
-148	119	C	0	
-148	120	G	0	
-148	121	G	0	
-148	122	C	0	
-148	123	B	1	200
-148	124	G	0	
-148	125	G	0	
-148	126	C	0	
-148	127	C	0	
-148	128	G	0	
-148	129	G	0	
-148	130	C	0	
-148	131	B	1	161
-148	132	G	0	
-148	133	G	0	
-148	134	G	0	
-148	135	B	1	161
-148	136	B	1	163
-148	137	G	0	
-148	138	G	0	
-148	139	C	0	
-148	140	C	0	
-148	141	G	0	
-148	142	G	0	
-148	143	C	0	
-148	144	B	1	148
-148	145	G	0	
-148	146	G	0	
-148	147	G	0	
-148	148	B	1	148
-148	149	B	1	150
-148	150	G	0	
-148	151	G	0	
-148	153	C	0	
-148	154	G	0	
-148	157	B	1	166
-148	158	G	0	
-148	159	G	0	
-148	174	C	0	
-148	175	G	0	
-148	178	B	1	208
-148	179	G	0	
-148	180	G	0	
-147	-82	G	0	
-147	-81	1	1	228
-147	-80	G	0	
-147	-79	G	0	
-147	-78	1	1	228
-147	-74	G	0	
-147	-73	1	1	220
-147	-72	G	0	
-147	-71	G	0	
-147	-70	1	1	220
-147	-69	G	0	
-147	-68	1	1	215
-147	-67	G	0	
-147	-66	G	0	
-147	-65	1	1	215
-147	-64	G	0	
-147	-63	0	1	219
-147	-62	G	0	
-147	-61	G	0	
-147	-60	1	1	207
-147	-59	G	0	
-147	-58	G	0	
-147	-57	1	1	207
-147	-53	G	0	
-147	-52	1	1	199
-147	-51	G	0	
-147	-50	G	0	
-147	-49	1	1	199
-147	-48	G	0	
-147	-47	1	1	194
-147	-46	G	0	
-147	-45	G	0	
-147	-44	1	1	194
-147	-43	G	0	
-147	-42	0	1	198
-147	-41	G	0	
-147	-40	G	0	
-147	-39	1	1	186
-147	-38	G	0	
-147	-37	G	0	
-147	-36	1	1	186
-147	-35	G	0	
-147	-34	1	1	181
-147	-33	G	0	
-147	-32	G	0	
-147	-31	1	1	181
-147	-30	G	0	
-147	-29	0	1	185
-147	-28	G	0	
-147	-27	G	0	
-147	-26	1	1	173
-147	-25	G	0	
-147	-24	G	0	
-147	-23	1	1	173
-147	-22	G	0	
-147	-21	0	1	201
-147	-20	G	0	
-147	-19	G	0	
-147	-18	1	1	165
-147	-17	G	0	
-147	-16	G	0	
-147	-15	1	1	165
-147	-14	G	0	
-147	-13	1	1	160
-147	-12	G	0	
-147	-11	G	0	
-147	-10	1	1	160
-147	-9	G	0	
-147	-8	0	1	164
-147	-7	G	0	
-147	-6	G	0	
-147	-5	1	1	152
-147	-4	G	0	
-147	-3	G	0	
-147	-2	1	1	152
-147	-1	G	0	
-147	0	1	1	147
-147	1	G	0	
-147	7	G	0	
-147	8	1	1	147
-147	9	G	0	
-147	10	G	0	
-147	11	1	1	147
-147	15	G	0	
-147	16	1	1	152
-147	17	G	0	
-147	18	G	0	
-147	19	1	1	152
-147	20	G	0	
-147	21	1	1	147
-147	22	G	0	
-147	23	G	0	
-147	24	1	1	147
-147	25	G	0	
-147	26	0	1	151
-147	27	G	0	
-147	28	G	0	
-147	29	1	1	173
-147	30	G	0	
-147	31	G	0	
-147	32	1	1	173
-147	36	G	0	
-147	37	1	1	165
-147	38	G	0	
-147	39	G	0	
-147	40	1	1	165
-147	41	G	0	
-147	42	1	1	160
-147	43	G	0	
-147	44	G	0	
-147	45	1	1	160
-147	46	G	0	
-147	47	0	1	164
-147	48	G	0	
-147	49	G	0	
-147	50	1	1	152
-147	51	G	0	
-147	52	G	0	
-147	53	1	1	152
-147	54	G	0	
-147	55	1	1	147
-147	56	G	0	
-147	57	G	0	
-147	58	1	1	147
-147	59	G	0	
-147	60	0	1	151
-147	61	G	0	
-147	62	G	0	
-147	63	1	1	228
-147	64	G	0	
-147	65	G	0	
-147	66	1	1	228
-147	67	G	0	
-147	68	0	1	167
-147	69	G	0	
-147	70	G	0	
-147	71	1	1	220
-147	72	G	0	
-147	73	G	0	
-147	74	1	1	220
-147	75	G	0	
-147	76	1	1	215
-147	77	G	0	
-147	78	G	0	
-147	79	1	1	215
-147	80	G	0	
-147	81	0	1	219
-147	82	G	0	
-147	83	G	0	
-147	84	1	1	207
-147	85	G	0	
-147	86	G	0	
-147	87	1	1	207
-147	91	G	0	
-147	92	1	1	199
-147	93	G	0	
-147	94	G	0	
-147	95	1	1	199
-147	96	G	0	
-147	97	1	1	194
-147	98	G	0	
-147	99	G	0	
-147	100	1	1	194
-147	101	G	0	
-147	102	0	1	198
-147	103	G	0	
-147	104	G	0	
-147	105	1	1	186
-147	106	G	0	
-147	107	G	0	
-147	108	1	1	186
-147	109	G	0	
-147	110	1	1	181
-147	111	G	0	
-147	112	G	0	
-147	113	1	1	181
-147	114	G	0	
-147	115	0	1	185
-147	116	G	0	
-147	117	G	0	
-147	118	1	1	173
-147	119	G	0	
-147	120	G	0	
-147	121	1	1	173
-147	122	G	0	
-147	123	0	1	201
-147	124	G	0	
-147	125	G	0	
-147	126	1	1	165
-147	127	G	0	
-147	128	G	0	
-147	129	1	1	165
-147	130	G	0	
-147	131	1	1	160
-147	132	G	0	
-147	133	G	0	
-147	134	1	1	160
-147	135	G	0	
-147	136	0	1	164
-147	137	G	0	
-147	138	G	0	
-147	139	1	1	152
-147	140	G	0	
-147	141	G	0	
-147	142	1	1	152
-147	143	G	0	
-147	144	1	1	147
-147	145	G	0	
-147	146	G	0	
-147	147	1	1	147
-147	148	G	0	
-147	149	0	1	151
-147	150	G	0	
-147	156	G	0	
-147	157	0	1	167
-147	158	G	0	
-147	177	G	0	
-147	178	0	1	209
-147	179	G	0	
-146	-82	G	0	
-146	-81	0	1	227
