remainder_degree	shift	entry
0	0	1
0	1	153*n/(13*n + 13) - 75/(13*n + 13)
0	2	25137*n**2/(169*n**2 + 507*n + 338) + 243*n/(169*n**2 + 507*n + 338) - 6114/(169*n**2 + 507*n + 338)
1	1	72*n/(13*n + 13) - 48/(13*n + 13)
1	2	11664*n**2/(169*n**2 + 507*n + 338) - 1944*n/(169*n**2 + 507*n + 338) - 3888/(169*n**2 + 507*n + 338)
