0	0	0	0	0	-1	0	0	0	0
1	0	0	0	0	20	-1	0	0	0
-10	1	0	0	0	30	20	-1	0	0
-10	-10	1	0	0	20	30	20	-1	0
-5	-10	-10	1	0	5	20	30	20	-1
-1	-5	-10	-10	1	0	5	20	30	20
0	-1	-5	-10	-10	0	0	5	20	30
0	0	-1	-5	-10	0	0	0	5	20
0	0	0	-1	-5	0	0	0	0	5
0	0	0	0	-1	0	0	0	0	0
