remainder_degree	shift	entry
1	3	82201926135137726641916153188156502458368*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 109952072009548681554092210917813326655488*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 47171349817773950040535400328379918533888*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 40807473892787159870967268544923416422208/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
1	4	2538897086515380599651749469423025047123032989759799296*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 9743233642463555811034044113139781832009969481601376256*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 7034320186190999535692340426844408191231680756372095488*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 4902941218076721479025501413337987811810091539801902720*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 3151382598951263798130403758232111210369535942021801280/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
1	5	78416634663465087342439755405800685180978137960797550786405126897664*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 575388730494685934149260708378076362207749578612817550284108592513024*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 1270559109536934452703130964512729426543884739511601015340027920556032*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 609039737533995621271615708997819125543423366225427293016518581298176*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 627371240815926909161598533670646316553464103411489095332081055905536*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 340688378963717027076981637058149873096421836005365147654565025687680/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
1	6	2421984185421910721424111660108148657945849470430428745855761531758336746715086848*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 28670443918013886944341667433439287356687742122057986127543745693338638755374039040*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 119215659233989222116810537847832947567719214686036044834673147317101984932662575104*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 195407338207003993573359145204060952846679124640428067509724237998452519758652960768*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 65275220247027510561052939013992248097679719592477920162314194856586080484272979968*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 97721631928072397116721486003005890858158476777280902602262404064069937715784996608*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 47352929608667935124668256511113413493562731544065614995059097427775020319122358400/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
1	7	74805650862327196041902459679299692115296708683272639981519539256167185067681848936397101072384*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 1296949338164156440952578025251901041919913328350633974163134652612293452032485883661650027872256*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 8552495218198577568785700894472139313016656123018349721008865127139899716949815913218392738234368*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 26287236753530998061129768570887678670598372019349700024001559244018483477805038885301330724782080*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 35211249483867947784431589307854719447812902855726698032776809543337622079728182639468792948719616*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 8070587101800614591570971961229351907437122157620865170840378097883554012039701540925239031496704*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 18063171201264743881038117798442772452028338487699957388348546354271033615533845463947568311697408*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 8044174861090807426220141042456632284941194838581607855852047095092929560960802635661285376163840/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
2	1	142296987059136*n/(266453663671*n + 266453663671) - 106383952518984/(266453663671*n + 266453663671)
2	2	4385631087767669064162259968*n**2/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 1086688474320943748378742912*n/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 1638129573317235747001867488/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482)
2	3	135455294483728974665655599156083408134144*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 169619357521422706881383328873071483209728*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 100872559939845550600964812989257553796992*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 75944579277231635356838181057978508074720/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
2	4	4183686059200096054840099338002454203996471723848728576*n**4/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 15698095946182976032506889781776988198689214163762929664*n**3/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) + 9983754333917528978731703124254507796306691233400766976*n**2/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 10135058211279129450261504338670214035485054757857955456*n/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944) - 5864867455018859325580141434059010046019195530677944640/(5040652799463764426288677987471934580080530081*n**4 + 50406527994637644262886779874719345800805300810*n**3 + 176422847981231754920103729561517710302818552835*n**2 + 252032639973188221314433899373596729004026504050*n + 120975667187130346230928271699326429921932721944)
2	5	129217754824719493483709729133850205764871994546799118740154275332096*n**5/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 937115136228196496160836383281600112925229500460336451773275342340096*n**4/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 2005409983522343890058376977502324029587012893878742672865412736503808*n**3/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) + 766306586248615684440327333288158942269744832365037376529092842033664*n**2/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 1276805017100913395332794217383876339003342249609586954233437272435584*n/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120) - 634036688135255586905983524527711152287551512242875856766887666108480/(1343100405710602495593897675229068008152492178298172387351*n**5 + 20146506085659037433908465128436020122287382674472585810265*n**4 + 114163534485401212125481302394470780692961835155344652924835*n**3 + 302197591284885561508626976926540301834310740117088787153975*n**2 + 368009511164705083792727963012764634233782856853699234134174*n + 161172048685272299471267721027488160978299061395780686482120)
2	6	3991032770078935436246717611423963209748844932735012828512853258986876699420917760*n**6/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 46903481252724508197146330548417875780651826334069707141144088371938699835053441024*n**5/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 192188564810301752041656291692783128376919524910808031643724408123777074302287872000*n**4/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 302402621788232006361362473606491363118620034638572578853111614181734801306854359040*n**3/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) + 67076281839780018535723411433846577324087713624975989117717675056810515814804357120*n**2/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 197047687837381930764224376299619300200081647503334232149166402936496253823933743104*n/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120) - 88125972344302369233689724419082401524237041731255415692172686021023479741834854400/(357874023779596525119749670555474874927050036956719390453202488625521*n**6 + 7515354499371527027514743081664972373468050776091107199517252261135941*n**5 + 62627954161429391895956192347208103112233756467425893329310435509466175*n**4 + 263037407478003445963016007858274033071381777163188751983103829139757935*n**3 + 581187414618064756794473464982091196881529260017712290096000841527846104*n**2 + 631289777947208270311238418859857679371316265191653004759449189935419044*n + 257669297121309498086219762799941909947476026608837961126305791810375120)
2	7	123267445665267032961963991569306437196524347978577588511986703559168146142044451415107018162176*n**7/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 2126636662495069327457828291242492454522073446170658196044416484514888337523411690933227163222016*n**6/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 13903679292613995571976544646350236751627367117846629744176762924179926269215331955774842631880704*n**5/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 41988245592751017080992744310484748749440222291583221473131156477472984352984159509905250210283520*n**4/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 53442901028744933144359406574875849035565278112657231081058083819654656388493255748488270817787904*n**3/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) + 5308820850706207915837432569630041427975370648869875500130652351145434412239947528205821125853184*n**2/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 36195675182742238516927405244091457741948162183450216075375884998706436541658695269021409499807744*n/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640) - 14970578107831724272183845397517906438115203111157873906723657791085463660944676029586447693332480/(95356844768756068736338081717901554071502981207453828847341744169084775601147591*n**7 + 2669991653525169924617466288101243514002083473808707207725568836734373716832132548*n**6 + 30704904015539454133100862313164300411023959948800132888844041622445297743569524302*n**5 + 186899415746761894723222640167087045980145843166609504540789818571406160178249278360*n**4 + 645470482239709829276272475148475619510003679793254967467656266280534846044168043479*n**3 + 1252226085503304694645591689119483208066977149216283680423291784428421273194270165012*n**2 + 1246123247438104306246466051889537508606400958419006635377061912801599847555796719188*n + 480598497634530586431143931858223832520375025285567297390602390612187269029783858640)
3	1	141393552991488*n/(266453663671*n + 266453663671) - 112935379860576/(266453663671*n + 266453663671)
3	2	4355861387703046291933148160*n**2/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 1301803786738962405680164992*n/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482) - 1738740959173819840649181408/(70997554883698385196241*n**2 + 212992664651095155588723*n + 141995109767396770392482)
3	3	134535950234708593322855099240164004216832*n**3/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) + 161596216140488409515970230781050369028096*n**2/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 113946736907806285230185772133781030036736*n/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266) - 80609013086627437714054646410433260099392/(18917558610444333049685004747460711*n**3 + 113505351662665998298110028484764266*n**2 + 208093144714887663546535052222067821*n + 113505351662665998298110028484764266)
