token_index,batch,time_a,time_b,pair,mixed_with_wall,events
103,301,321919/1026,48167/342,P0/P1,false,pair:P0:P1:SW
104,303,47155/154,6169/42,P0/P1,false,pair:P0:P1:SW
105,307,620457/1966,286403/1966,P0/P1,false,pair:P0:P1:S
106,309,532413/1670,245087/1670,P0/P2,false,pair:P0:P2:SW
107,312,100963/314,231173/1570,P1/P2,false,pair:P1:P2:NW
108,316,87847/274,41541/274,P0/P2,false,pair:P0:P2:S
109,318,22717/70,2115/14,P0/P2,false,pair:P0:P2:S
110,321,24195/74,33311/222,P1/P2,false,pair:P1:P2:W
111,325,523247/1570,47873/314,P1/P2,false,pair:P1:P2:NW
112,327,976257/2942,453611/2942,P0/P2,false,pair:P0:P2:SW
113,334,226165/662,104231/662,P1/P2,false,pair:P1:P2:NE
114,341,16265/46,22361/138,P0/P1,false,pair:P0:P1:NE
115,348,1004037/2806,466615/2806,P1/P2,false,pair:P1:P2:S
116,351,369407/1026,19277/114,P0/P1,false,pair:P0:P1:SW
117,355,1706989/4646,788591/4646,P0/P1,false,pair:P0:P1:SW
118,358,9575/26,4519/26,P0/P2,false,pair:P0:P2:SE
119,363,290699/778,136385/778,P1/P2,false,pair:P1:P2:E
120,368,344133/886,152759/886,P1/P2,false,pair:P1:P2:NE
121,370,426379/1130,203801/1130,P1/P2,false,pair:P1:P2:NE
122,372,1212119/3154,565757/3154,P0/P2,false,pair:P0:P2:W
123,375,1854117/4790,852951/4790,P0/P2,false,pair:P0:P2:W
124,378,62639/162,559391/3078,P1/P2,false,pair:P1:P2:NW
125,385,1237851/3146,580841/3146,P1/P2,false,pair:P1:P2:SW
126,389,1770199/4434,825661/4434,P0/P1,false,pair:P0:P1:N
127,391,3034291/7578,158569/842,P1/P2,false,pair:P1:P2:SW
128,395,3129711/7714,210003/1102,P1/P2,false,pair:P1:P2:SW
129,399,177547/426,26403/142,P1/P2,false,pair:P1:P2:W
130,402,1919981/4646,888943/4646,P0/P2,false,pair:P0:P2:NE
131,405,1038737/2526,1468081/7578,P1/P2,false,pair:P1:P2:NW
132,411,171189/406,52809/266,P0/P1,false,pair:P0:P1:SW
133,413,678429/1606,322719/1606,P0/P2,false,pair:P0:P2:E
134,418,3519387/8138,125965/626,P1/P2,false,pair:P1:P2:E
135,419,2083493/4790,192299/958,P0/P2,false,pair:P0:P2:S
136,421,335755/778,158145/778,P0/P2,false,pair:P0:P2:S
137,424,63351/146,328863/1606,P0/P1,false,pair:P0:P1:W
138,428,3593115/8138,1662121/8138,P0/P2,false,pair:P0:P2:W
139,432,4695775/10562,2196373/10562,P1/P2,false,pair:P1:P2:NW
140,434,715293/1606,335007/1606,P1/P2,false,pair:P1:P2:W
141,437,6366167/14162,2975293/14162,P0/P2,false,pair:P0:P2:SW
142,438,1724669/3846,814559/3846,P1/P2,false,pair:P1:P2:N
143,444,8834999/19346,4148189/19346,P0/P2,false,pair:P0:P2:SW
144,446,33732917/73366,15786567/73366,P1/P2,false,pair:P1:P2:W
145,449,3631651/7866,569131/2622,P1/P2,false,pair:P1:P2:SW
146,452,7569089/16254,3559243/16254,P0/P1,false,pair:P0:P1:NE
147,455,15913991/33522,7247693/33522,P0/P2,false,pair:P0:P2:SE
148,458,1001051/2122,468585/2122,P0/P2,false,pair:P0:P2:SE
149,463,5474601/11438,2537539/11438,P1/P2,false,pair:P1:P2:W
150,464,39056855/81746,2635163/11678,P0/P2,false,pair:P0:P2:S
151,469,58238389/120214,27283399/120214,P1/P2,false,pair:P1:P2:S
152,475,9625895/19634,4552877/19634,P0/P2,false,pair:P0:P2:S
153,478,59614645/120214,27873223/120214,P0/P1,false,pair:P0:P1:S
154,483,35254391/70162,16385565/70162,P0/P1,false,pair:P0:P1:SW
155,485,13564123/26954,6314857/26954,P1/P2,false,pair:P1:P2:SE
156,488,16007321/31694,7482771/31694,P1/P2,false,pair:P1:P2:S
157,492,58881937/116190,1845013/7746,P1/P2,false,pair:P1:P2:S
158,494,33225875/64986,5140251/21662,P0/P1,false,pair:P0:P1:NW
159,498,66843561/130478,31225155/130478,P0/P2,false,pair:P0:P2:S
160,505,85193003/162986,39785433/162986,P0/P1,false,pair:P0:P1:NE
161,507,14186715/26954,6593385/26954,P0/P2,false,pair:P0:P2:NE
162,511,93432477/177094,43791807/177094,P0/P2,false,pair:P0:P2:E
163,512,62899639/118674,29538781/118674,P1/P2,false,pair:P1:P2:SE
164,515,21027387/39562,9842569/39562,P1/P2,false,pair:P1:P2:SE
165,518,68836655/129186,32424965/129186,P1/P2,false,pair:P1:P2:SE
166,519,10927829/20310,1690893/6770,P0/P2,false,pair:P0:P2:S
167,523,137428831/255042,64658453/255042,P0/P1,false,pair:P0:P1:W
168,524,105850227/195610,49507057/195610,P0/P2,false,pair:P0:P2:SE
169,528,3697223/6770,1027643/4062,P0/P2,false,pair:P0:P2:S
170,529,129001533/235654,59657119/235654,P0/P1,false,pair:P0:P1:W
171,532,171628875/314474,80858425/314474,P0/P1,false,pair:P0:P1:W
172,536,202396491/366698,94141241/366698,P1/P2,false,pair:P1:P2:S
173,540,31374935/56914,14893245/56914,P1/P2,false,pair:P1:P2:SW
174,542,38299697/68766,5964041/22922,P1/P2,false,pair:P1:P2:SW
175,545,5520491/9770,27929491/107470,P0/P1,false,pair:P0:P1:S
176,550,106455691/186858,7159039/26694,P1/P2,false,pair:P1:P2:N
177,552,167611229/291398,77303295/291398,P1/P2,false,pair:P1:P2:NE
178,555,222783185/384862,103448571/384862,P0/P2,false,pair:P0:P2:SE
179,557,244832381/423942,38141813/141314,P0/P1,false,pair:P0:P1:NW
180,558,266881577/463022,125402307/463022,P0/P2,false,pair:P0:P2:SE
181,561,301406717/521478,4911659/17982,P0/P1,false,pair:P0:P1:W
182,564,884007163/1518858,414675401/1518858,P0/P2,false,pair:P0:P2:SE
183,568,133716115/226778,186116083/680334,P0/P2,false,pair:P0:P2:SE
184,571,175715917/298086,82060879/298086,P0/P1,false,pair:P0:P1:S
185,573,56409529/96654,9027921/32218,P1/P2,false,pair:P1:P2:E
186,577,525982475/887018,10792431/38566,P0/P2,false,pair:P0:P2:SW
187,579,466005167/784802,220067461/784802,P1/P2,false,pair:P1:P2:NE
188,580,288911755/482282,133773305/482282,P0/P2,false,pair:P0:P2:W
189,585,301392935/500402,140939437/500402,P0/P1,false,pair:P0:P1:W
190,589,405015521/664894,187996075/664894,P1/P2,false,pair:P1:P2:SW
191,593,390470589/635270,183665183/635270,P0/P2,false,pair:P0:P2:SW
192,596,72787723/119018,34757753/119018,P0/P2,false,pair:P0:P2:SW
193,598,209237641/337902,32468385/112634,P0/P2,false,pair:P0:P2:S
194,604,127339285/203478,59397863/203478,P1/P2,false,pair:P1:P2:SE
195,606,1261447291/2014730,591572041/2014730,P0/P2,false,pair:P0:P2:S
196,608,41700307/65370,18713873/65370,P0/P2,false,pair:P0:P2:S
197,612,1434764623/2271330,671176037/2271330,P0/P1,false,pair:P0:P1:W
198,617,1284515963/2014730,602057801/2014730,P0/P2,false,pair:P0:P2:N
199,619,574890773/903894,271914727/903894,P0/P1,false,pair:P0:P1:NW
200,621,322208477/500550,148904063/500550,P0/P1,false,pair:P0:P1:NW
201,628,1476707663/2271330,138010081/454266,P0/P1,false,pair:P0:P1:N
202,635,1542092783/2343714,240795159/781238,P0/P2,false,pair:P0:P2:W
203,637,2868675427/4345914,444926315/1448638,P0/P1,false,pair:P0:P1:NE
204,638,4526222381/6889638,710811557/2296546,P0/P2,false,pair:P0:P2:W
205,644,4514811271/6787058,2105872333/6787058,P1/P2,false,pair:P1:P2:S
206,646,1191736061/1794822,561121759/1794822,P1/P2,false,pair:P1:P2:S
207,651,1596780387/2381882,751892545/2381882,P0/P2,false,pair:P0:P2:SE
208,655,3867448699/5727242,1816689481/5727242,P1/P2,false,pair:P1:P2:NW
209,657,2222464985/3274062,1044775763/3274062,P0/P2,false,pair:P0:P2:NE
210,662,1817995085/2648678,844403023/2648678,P1/P2,false,pair:P1:P2:N
211,664,590004573/861766,1935579129/6032362,P1/P2,false,pair:P1:P2:N
212,668,3503537285/5044214,1621871287/5044214,P0/P2,false,pair:P0:P2:N
213,670,12196279237/17615222,5694007927/17615222,P0/P2,false,pair:P0:P2:N
214,675,1659694947/2381882,781252673/2381882,P1/P2,false,pair:P1:P2:NE
215,679,10583383611/15078026,4956248969/15078026,P0/P1,false,pair:P0:P1:S
216,682,4255861131/6032362,1990105081/6032362,P1/P2,false,pair:P1:P2:E
217,688,7510923369/10589230,3521483139/10589230,P0/P2,false,pair:P0:P2:E
218,691,1789978363/2507018,833780681/2507018,P0/P1,false,pair:P0:P1:N
219,693,10767932987/15078026,5040135049/15078026,P0/P1,false,pair:P0:P1:N
220,696,6493926209/9033342,1010402713/3011114,P1/P2,false,pair:P1:P2:SE
221,698,11503033155/16023674,5401682657/16023674,P0/P2,false,pair:P0:P2:N
222,703,10469258779/14467786,4903019049/14467786,P0/P2,false,pair:P0:P2:NE
223,706,4060277511/5559538,1884828749/5559538,P0/P2,false,pair:P0:P2:E
224,709,11670805315/16023674,5477180129/16023674,P0/P2,false,pair:P0:P2:E
225,710,7170196949/9811286,3351843111/9811286,P0/P1,false,pair:P0:P1:NW
226,716,13141005651/17914970,1240055069/3582994,P1/P2,false,pair:P1:P2:E
227,720,4702993819/6337482,2192880809/6337482,P1/P2,false,pair:P1:P2:NE
228,721,1354927049/1824110,630757539/1824110,P0/P2,false,pair:P0:P2:S
229,724,13308777811/17914970,6267384209/17914970,P1/P2,false,pair:P1:P2:E
230,726,1365412809/1824110,634951843/1824110,P0/P2,false,pair:P0:P2:S
231,730,12939242371/17244154,6053402017/17244154,P1/P2,false,pair:P1:P2:E
232,731,5433970879/7184770,2503269173/7184770,P0/P2,false,pair:P0:P2:W
233,735,13493327187/17914970,6351270289/17914970,P0/P1,false,pair:P0:P1:W
234,739,5341401229/7026662,7474662701/21079986,P0/P1,false,pair:P0:P1:S
235,740,25286570235/33205514,11790764489/33205514,P0/P2,false,pair:P0:P2:SW
236,744,28354754335/37041346,13212025173/37041346,P0/P1,false,pair:P0:P1:SE
237,747,14741769877/19162070,6881472871/19162070,P0/P1,false,pair:P0:P1:SE
238,749,1932995125/2509974,85274423/236790,P1/P2,false,pair:P1:P2:S
239,752,8476724557/11009638,3977390927/11009638,P1/P2,false,pair:P1:P2:S
240,756,1949772341/2509974,1517699617/4183290,P1/P2,false,pair:P1:P2:S
241,757,36615000547/47100730,17097702337/47100730,P0/P2,false,pair:P0:P2:NE
242,766,1798162393/2254158,4126726303/11270790,P0/P1,false,pair:P0:P1:SE
243,769,3985459487/5017794,5572916735/15053382,P0/P2,false,pair:P0:P2:N
244,778,12899736387/16023674,6039216865/16023674,P0/P2,false,pair:P0:P2:W
245,782,37554087955/46429914,17521254353/46429914,P1/P2,false,pair:P1:P2:SE
246,785,50369060145/62141086,23492627995/62141086,P0/P1,false,pair:P0:P1:W
247,788,4540525319/5559538,2107126861/5559538,P0/P2,false,pair:P0:P2:W
248,789,55813309693/68386566,8650661877/22795522,P1/P2,false,pair:P1:P2:SE
249,791,17139623953/21069022,8064394683/21069022,P1/P2,false,pair:P1:P2:SE
250,798,19878525943/24191762,1330121531/3455966,P1/P2,false,pair:P1:P2:E
251,800,24764526137/30111886,1671237685/4301698,P0/P2,false,pair:P0:P2:E
252,804,20029520887/24191762,9361182365/24191762,P0/P1,false,pair:P0:P1:W
253,806,54340511/65474,76078975/196422,P0/P2,false,pair:P0:P2:NE
254,807,8164462871/9803986,11370513655/29411958,P0/P1,false,pair:P0:P1:W
255,812,65091596909/77878310,6080735011/15575662,P0/P2,false,pair:P0:P2:N
256,815,22986526685/27314502,10725078911/27314502,P0/P1,false,pair:P0:P1:NW
257,818,24965525901/29717990,11781282319/29717990,P0/P2,false,pair:P0:P2:E
258,820,24249062681/28674766,33885321017/86024298,P1/P2,false,pair:P1:P2:S
259,825,16615149975/19503058,23271052663/58509174,P1/P2,false,pair:P1:P2:S
260,827,73418276683/86024298,11384585491/28674766,P1/P2,false,pair:P1:P2:S
261,829,44318525/51846,1091608811/2747838,P0/P1,false,pair:P0:P1:SW
262,835,9347210255/10885858,30756427139/76201006,P0/P2,false,pair:P0:P2:NW
263,836,128389098467/148799290,59756648897/148799290,P1/P2,false,pair:P1:P2:SW
264,838,125424952789/144848214,19457059597/48282738,P0/P2,false,pair:P0:P2:NW
265,841,171736881035/197799914,80241197561/197799914,P0/P2,false,pair:P0:P2:W
266,842,45294497179/52122570,63485185531/156367710,P1/P2,false,pair:P1:P2:SE
267,845,42036392419/48231226,19529145281/48231226,P1/P2,false,pair:P1:P2:SE
268,847,7213523437/8287526,10145589901/24862578,P0/P2,false,pair:P0:P2:SW
269,849,55269529893/63299254,77470257349/189897762,P1/P2,false,pair:P1:P2:SE
270,851,179114100975/204284194,83611465029/204284194,P1/P2,false,pair:P1:P2:S
271,853,166882331503/189897762,26002376087/63299254,P1/P2,false,pair:P1:P2:SW
272,855,6803901071/7732706,3182548773/7732706,P0/P1,false,pair:P0:P1:NW
273,862,8334758057/9397166,3914710083/9397166,P1/P2,false,pair:P1:P2:W
274,864,101518959261/114090950,47346845119/114090950,P1/P2,false,pair:P1:P2:W
275,867,214597077455/239861602,100097908453/239861602,P0/P1,false,pair:P0:P1:E
276,872,99708105097/110952942,139670073769/332858826,P0/P1,false,pair:P0:P1:S
277,873,102726918813/114090950,47749498303/114090950,P0/P2,false,pair:P0:P2:W
278,875,445533263001/493980622,207735797651/493980622,P1/P2,false,pair:P1:P2:N
279,880,73204473855/80560898,34032861941/80560898,P0/P1,false,pair:P0:P1:S
280,885,80831781493/88599574,113310542869/265798722,P0/P2,false,pair:P0:P2:SW
281,887,35914636629/38913622,16297599911/38913622,P0/P2,false,pair:P0:P2:SW
282,890,143668119761/156367710,66974846459/156367710,P0/P2,false,pair:P0:P2:SW
283,894,46438338511/50295650,281411283873/653843450,P1/P2,false,pair:P1:P2:S
284,896,103126610917/111372598,48086952919/111372598,P0/P2,false,pair:P0:P2:S
285,900,335618356349/361537542,17441448231/40170838,P0/P1,false,pair:P0:P1:NE
286,903,609301015505/655668574,286727704315/655668574,P0/P2,false,pair:P0:P2:NW
287,904,626704812619/670730858,292244156473/670730858,P0/P1,false,pair:P0:P1:E
288,907,1104727049823/1181439554,1546911521599/3544318662,P0/P2,false,pair:P0:P2:NW
289,909,2060771524231/2202856946,962423208653/2202856946,P0/P1,false,pair:P0:P1:E
290,912,1716073185285/1826091254,2400455881637/5478273762,P1/P2,false,pair:P1:P2:NW
291,915,377406437541/400629686,3353975710133/7611964034,P0/P2,false,pair:P0:P2:N
292,925,2120519063965/2221569478,992531145407/2221569478,P0/P2,false,pair:P0:P2:SW
293,926,133074948025/138884494,132352868251/297609630,P0/P1,false,pair:P0:P1:S
294,930,1928648653063/2007202034,898278620749/2007202034,P1/P2,false,pair:P1:P2:W
295,931,12611536175007/13142139842,5896806547157/13142139842,P0/P1,false,pair:P0:P1:SW
296,932,4896941562755/5113331706,2303692064161/5113331706,P1/P2,false,pair:P1:P2:W
297,935,2875044064221/2983203142,1341433097087/2983203142,P1/P2,false,pair:P1:P2:W
298,938,12688845586335/13142139842,456243560425/1010933834,P0/P1,false,pair:P0:P1:SW
299,942,486692180113/501427166,2499326460809/5515698826,P0/P2,false,pair:P0:P2:W
300,946,3489518666289/3597559966,234146121037/513937138,P0/P2,false,pair:P0:P2:W
301,953,5198716019779/5288717946,809961994059/1762905982,P1/P2,false,pair:P1:P2:SW
302,954,12263652698277/12483837878,5742291415063/12483837878,P0/P2,false,pair:P0:P2:E
303,959,13006673166239/13142139842,6081490140885/13142139842,P0/P2,false,pair:P0:P2:SE
304,963,17827985827927/17964018258,8335036389053/17964018258,P0/P1,false,pair:P0:P1:NE
305,965,1881061312841/1889276526,2628723818857/5667829578,P0/P2,false,pair:P0:P2:SE
306,967,5588332601997/5618340838,7865361506093/16855022514,P1/P2,false,pair:P1:P2:S
307,974,13608108882027/13567217194,6378784050073/13567217194,P0/P1,false,pair:P0:P1:NW
308,975,33395867973075/33269947226,15638615488273/33269947226,P0/P2,false,pair:P0:P2:S
309,978,4612784608295/4572930738,15071972539579/32010515166,P0/P1,false,pair:P0:P1:SW
310,980,20495498593777/20312629534,9587207851611/20312629534,P0/P1,false,pair:P0:P1:S
311,984,28677262632877/28274829734,40232944379981/84824489202,P0/P2,false,pair:P0:P2:SW
312,986,10854790055003/10670171722,5069803831017/10670171722,P0/P1,false,pair:P0:P1:SE
313,988,13484487595585/13245943934,6306110509515/13245943934,P0/P1,false,pair:P0:P1:SE
314,990,19440729663751/19073014002,104363094011/219230046,P0/P1,false,pair:P0:P1:SE
315,991,60162329663299/58909853818,28130129106657/58909853818,P0/P2,false,pair:P0:P2:SW
316,994,73919972113111/72296170834,34600484184637/72296170834,P0/P2,false,pair:P0:P2:SW
317,996,126277133072419/123140318906,59005348749441/123140318906,P1/P2,false,pair:P1:P2:N
318,999,22366437497767/21791626162,10459998968621/21791626162,P1/P2,false,pair:P1:P2:N
319,1004,2389579938333/2317006022,27930702056999/57925150550,P0/P1,false,pair:P0:P1:S
320,1006,44858391883687/43423542194,20889525630765/43423542194,P0/P1,false,pair:P0:P1:S
321,1013,88632624326165/84994290902,41430285943783/84994290902,P1/P2,false,pair:P1:P2:NE
322,1016,156496936375111/149869855858,73202625961741/149869855858,P0/P2,false,pair:P0:P2:W
323,1023,173693497781905/164711067614,81264095980859/164711067614,P0/P1,false,pair:P0:P1:SW
324,1024,184960168126915/175266095994,9597910349209/19474010666,P0/P2,false,pair:P0:P2:N
325,1027,6718902334475/6305314538,3081956539257/6305314538,P0/P2,false,pair:P0:P2:NW
326,1029,278903704464449/263070704766,130239409472459/263070704766,P1/P2,false,pair:P1:P2:NE
327,1032,52007529566157/48754293094,72436279243885/146262879282,P0/P1,false,pair:P0:P1:S
328,1035,591514665203621/554801504694,276387028210967/554801504694,P1/P2,false,pair:P1:P2:NW
329,1040,1733238324013/1616118438,2429813730253/4848355314,P0/P2,false,pair:P0:P2:NW
330,1042,70750316334043/65787975498,10993287273251/21929325166,P1/P2,false,pair:P1:P2:SE
331,1044,433722094663117/404132441446,203648037357775/404132441446,P1/P2,false,pair:P1:P2:SE
332,1048,588658295665253/544520760374,275160986540887/544520760374,P0/P1,false,pair:P0:P1:N
333,1052,419385604904267/387048305770,590194342280107/1161144917310,P1/P2,false,pair:P1:P2:SE
334,1054,603059537295269/554801504694,282159464256791/554801504694,P0/P1,false,pair:P0:P1:NW
335,1055,915022765562197/839791103574,142021664641677/279930367858,P0/P2,false,pair:P0:P2:S
336,1058,1789012741977259/1642566817194,836691333636697/1642566817194,P0/P2,false,pair:P0:P2:S
337,1059,2784875730921751/2554461317330,1302628696760061/2554461317330,P0/P1,false,pair:P0:P1:N
338,1062,1370512749654697/1258160562094,644919751512643/1258160562094,P0/P2,false,pair:P0:P2:SE
339,1066,1481391252430335/1352785643266,694001933348085/1352785643266,P1/P2,false,pair:P1:P2:SE
340,1069,1377109819421353/1258160562094,648218286395971/1258160562094,P0/P1,false,pair:P0:P1:SE
341,1075,204135128710455/184933834898,286282632860951/554801504694,P0/P1,false,pair:P0:P1:SW
342,1077,5362923729287/4848355314,278092019365/538706146,P0/P2,false,pair:P0:P2:NE
343,1080,1478574416489081/1337167134734,693721087133747/1337167134734,P0/P1,false,pair:P0:P1:W
344,1082,6291727569306671/5679526865570,2949718814048517/5679526865570,P0/P2,false,pair:P0:P2:NE
345,1083,3334578736328509/3005192596102,1562276639781023/3005192596102,P0/P1,false,pair:P0:P1:W
346,1088,8957367223302625/8037834844478,4207926343498155/8037834844478,P0/P2,false,pair:P0:P2:SE
347,1091,10078147769129845/8986940107286,4699896795705095/8986940107286,P1/P2,false,pair:P1:P2:S
348,1096,17501142110732271/15588539216674,8208839953420869/15588539216674,P0/P2,false,pair:P0:P2:SE
349,1099,19778597550469673/17594478207150,9291239931956419/17594478207150,P0/P2,false,pair:P0:P2:SE
350,1104,289231557386837/256497269846,137267004594855/256497269846,P0/P1,false,pair:P0:P1:S
351,1106,7154926268745337/6301882976270,3344578067823667/6301882976270,P0/P1,false,pair:P0:P1:S
352,1113,20042480341135913/17594478207150,9414385234267331/17594478207150,P0/P2,false,pair:P0:P2:SW
353,1117,1006627970471255/878967312466,472676883006909/878967312466,P1/P2,false,pair:P1:P2:SE
354,1119,10052949803309137/8774416161886,4725116743596155/8774416161886,P0/P2,false,pair:P0:P2:W
355,1123,19946203655143411/17274225796890,1864710784398461/3454845159378,P1/P2,false,pair:P1:P2:NE
356,1127,9436159136390003/8144096817178,4424014788130033/8144096817178,P1/P2,false,pair:P1:P2:NE
357,1131,19207936084699029/16562800161238,9045077885637735/16562800161238,P0/P2,false,pair:P0:P2:W
358,1137,7123840884133171/6082828913818,3345548850632753/6082828913818,P0/P2,false,pair:P0:P2:SE
359,1141,62747230270835745/53349617861822,29449982520132203/53349617861822,P0/P1,false,pair:P0:P1:SE
