token_index,batch,time_a,time_b,pair,mixed_with_wall,events
40,147,1552/9,163/2,P0/P1,false,pair:P0:P1:NW
41,151,892/5,831/10,P1/P2,false,pair:P1:P2:SE
42,155,1658/9,1567/18,P0/P2,false,pair:P0:P2:SE
43,158,1672/9,529/6,P0/P2,false,pair:P0:P2:SE
44,166,198,4289/46,P1/P2,false,pair:P1:P2:W
45,170,3422/17,3271/34,P1/P2,false,pair:P1:P2:SW
46,174,3958/19,3853/38,P1/P2,false,pair:P1:P2:E
47,178,4056/19,3809/38,P1/P2,false,pair:P1:P2:NE
48,183,2414/11,207/2,P0/P1,false,pair:P0:P1:S
49,184,10286/47,9777/94,P0/P2,false,pair:P0:P2:NE
50,188,6514/29,5971/58,P0/P1,false,pair:P0:P1:E
51,192,10214/45,9803/90,P0/P1,false,pair:P0:P1:SE
52,196,16010/69,15163/138,P0/P2,false,pair:P0:P2:NE
53,198,26474/113,25183/226,P1/P2,false,pair:P1:P2:N
54,203,34362/145,6547/58,P0/P1,false,pair:P0:P1:NE
55,206,14626/61,14035/122,P0/P2,false,pair:P0:P2:NE
56,208,1686/7,27481/238,P0/P2,false,pair:P0:P2:NE
57,210,8066/33,7583/66,P0/P1,false,pair:P0:P1:NE
58,215,24618/97,22831/194,P0/P1,false,pair:P0:P1:SE
59,218,4346/17,239/2,P0/P2,false,pair:P0:P2:NW
60,221,35762/141,34787/282,P0/P1,false,pair:P0:P1:S
61,223,3842/15,3673/30,P0/P2,false,pair:P0:P2:W
62,226,19050/73,18215/146,P0/P1,false,pair:P0:P1:SW
63,228,19370/73,18215/146,P0/P2,false,pair:P0:P2:N
64,230,17126/63,5147/42,P0/P2,false,pair:P0:P2:N
65,238,3682/13,271/2,P0/P2,false,pair:P0:P2:E
66,244,23118/79,22097/158,P0/P1,false,pair:P0:P1:SW
67,246,66446/227,64621/454,P0/P2,false,pair:P0:P2:NE
68,248,58870/199,56521/398,P0/P1,false,pair:P0:P1:SW
69,257,30574/99,3205/22,P1/P2,false,pair:P1:P2:NW
70,258,17762/57,16615/114,P0/P1,false,pair:P0:P1:E
71,263,23970/77,23043/154,P0/P1,false,pair:P0:P1:N
72,264,70542/227,68973/454,P0/P2,false,pair:P0:P2:NE
73,273,147222/455,20079/130,P0/P1,false,pair:P0:P1:E
74,274,17170/53,49169/318,P0/P2,false,pair:P0:P2:S
75,277,162914/501,52585/334,P1/P2,false,pair:P1:P2:SW
76,282,125846/375,118169/750,P0/P1,false,pair:P0:P1:S
77,287,290362/849,91829/566,P1/P2,false,pair:P1:P2:SW
78,291,47734/135,41993/270,P1/P2,false,pair:P1:P2:S
79,292,134146/389,127403/778,P0/P1,false,pair:P0:P1:NE
80,302,689414/1935,43759/258,P0/P1,false,pair:P0:P1:S
81,304,8174/23,7913/46,P0/P2,false,pair:P0:P2:W
82,309,407366/1135,396321/2270,P0/P1,false,pair:P0:P1:E
83,311,32394/89,399531/2314,P0/P2,false,pair:P0:P2:W
84,312,25034/69,23995/138,P0/P1,false,pair:P0:P1:E
85,320,16094/43,689153/3870,P0/P1,false,pair:P0:P1:N
86,329,746758/1935,709633/3870,P0/P1,false,pair:P0:P1:S
87,334,350746/897,25579/138,P0/P2,false,pair:P0:P2:SW
88,336,40566/103,38057/206,P0/P1,false,pair:P0:P1:SE
89,337,248038/639,80987/426,P0/P2,false,pair:P0:P2:W
90,339,729598/1851,691861/3702,P0/P2,false,pair:P0:P2:W
91,347,228654/563,214045/1126,P0/P1,false,pair:P0:P1:SW
92,350,80502/199,77769/398,P0/P2,false,pair:P0:P2:NW
93,353,330846/811,951023/4866,P1/P2,false,pair:P1:P2:NE
94,356,122718/299,350959/1794,P0/P2,false,pair:P0:P2:NW
95,363,189542/447,60059/298,P1/P2,false,pair:P1:P2:N
96,365,669534/1579,1916911/9474,P1/P2,false,pair:P1:P2:N
97,370,784266/1817,756183/3634,P0/P1,false,pair:P0:P1:N
98,375,882442/2009,849175/4018,P0/P2,false,pair:P0:P2:SW
99,384,584882/1277,550835/2554,P1/P2,false,pair:P1:P2:S
100,386,23470/51,109457/510,P1/P2,false,pair:P1:P2:SE
101,392,5460154/11793,1753717/7862,P0/P1,false,pair:P0:P1:SW
102,393,1895490/4069,1800779/8138,P0/P2,false,pair:P0:P2:NE
103,396,203706/433,190783/866,P0/P1,false,pair:P0:P1:W
104,400,6469978/13729,6166223/27458,P0/P2,false,pair:P0:P2:N
105,406,9173170/19197,2924689/12798,P0/P1,false,pair:P0:P1:NE
106,411,4398758/9055,4181041/18110,P1/P2,false,pair:P1:P2:SW
107,416,9418930/19197,1002203/4266,P0/P2,false,pair:P0:P2:NE
108,417,413438/827,378005/1654,P0/P1,false,pair:P0:P1:NW
109,420,11534014/23451,11113013/46902,P0/P1,false,pair:P0:P1:N
110,424,16631822/33507,15798893/67014,P1/P2,false,pair:P1:P2:N
111,426,5137946/10369,4946415/20738,P0/P1,false,pair:P0:P1:N
112,428,637226/1257,195245/838,P0/P1,false,pair:P0:P1:N
113,434,9012290/17893,8653899/35786,P0/P1,false,pair:P0:P1:NE
114,438,2375806/4603,6650239/27618,P1/P2,false,pair:P1:P2:W
115,439,5293594/10369,5077487/20738,P0/P2,false,pair:P0:P2:E
116,440,14046958/27667,13659709/55334,P1/P2,false,pair:P1:P2:W
117,442,442382/867,425965/1734,P1/P2,false,pair:P1:P2:SW
118,444,930542/1811,4418609/18110,P1/P2,false,pair:P1:P2:SW
119,445,14720542/28683,4683671/19122,P0/P2,false,pair:P0:P2:SE
120,453,20553986/39365,19847787/78730,P0/P1,false,pair:P0:P1:SW
121,461,14214994/26509,13521955/53018,P1/P2,false,pair:P1:P2:NE
122,462,23889430/44791,23107353/89582,P0/P2,false,pair:P0:P2:W
123,465,57258270/106379,54689605/212758,P0/P1,false,pair:P0:P1:SW
124,470,1585702/2911,1515313/5822,P0/P1,false,pair:P0:P1:W
125,472,24467198/44603,23063957/89206,P1/P2,false,pair:P1:P2:NW
126,476,6943558/12783,20308451/76698,P1/P2,false,pair:P1:P2:NW
127,486,48938902/87735,15820403/58490,P0/P2,false,pair:P0:P2:N
128,489,40962314/72409,39094807/144818,P1/P2,false,pair:P1:P2:E
129,495,30899930/54113,29408527/108226,P0/P2,false,pair:P0:P2:E
130,500,86562/149,3356371/12218,P1/P2,false,pair:P1:P2:N
131,503,7401686/12759,25962193/93566,P1/P2,false,pair:P1:P2:NW
132,507,70398290/119949,22463073/79966,P0/P2,false,pair:P0:P2:W
133,511,45064758/76103,42368969/152206,P0/P2,false,pair:P0:P2:W
134,515,10974806/18327,10331257/36654,P1/P2,false,pair:P1:P2:N
135,518,20653562/35121,20705855/70242,P0/P2,false,pair:P0:P2:S
136,521,172124998/285167,164202657/570334,P0/P1,false,pair:P0:P1:E
137,528,129667566/211859,124450493/423718,P0/P1,false,pair:P0:P1:SE
138,531,123690990/200339,118830013/400678,P0/P2,false,pair:P0:P2:SE
139,534,122777578/198665,118784487/397330,P0/P1,false,pair:P0:P1:NW
140,537,182839470/289907,170977245/579814,P1/P2,false,pair:P1:P2:S
141,542,220775134/351211,210734309/702422,P0/P2,false,pair:P0:P2:SW
142,543,264945798/423695,256764289/847390,P0/P1,false,pair:P0:P1:NW
143,548,94708250/148353,630291593/2076942,P0/P1,false,pair:P0:P1:S
144,554,378117238/590567,366648361/1181134,P0/P2,false,pair:P0:P2:E
145,561,383360118/590567,370842665/1181134,P0/P2,false,pair:P0:P2:W
146,564,253108146/386173,242307123/772346,P1/P2,false,pair:P1:P2:S
147,568,30110746/45185,194892169/632590,P1/P2,false,pair:P1:P2:S
148,569,288126162/437581,833505065/2625486,P0/P2,false,pair:P0:P2:SW
149,573,340567402/511433,324632615/1022866,P1/P2,false,pair:P1:P2:SE
150,578,1306900450/1945333,1242163771/3890666,P1/P2,false,pair:P1:P2:E
151,580,770827014/1154383,745275201/2308766,P1/P2,false,pair:P1:P2:E
152,581,447124354/669701,435927083/1339402,P0/P2,false,pair:P0:P2:N
153,584,1404251218/2074637,1335491491/4149274,P1/P2,false,pair:P1:P2:SE
154,585,2482052494/3660963,2351410349/7321926,P0/P2,false,pair:P0:P2:N
155,589,3704172674/5464197,3561572267/10928394,P1/P2,false,pair:P1:P2:SE
156,590,4068179750/5986207,3889932273/11972414,P0/P2,false,pair:P0:P2:NW
157,592,2331824186/3418833,737575477/2279222,P1/P2,false,pair:P1:P2:SE
158,594,1409905622/2079063,452544403/1386042,P1/P2,false,pair:P1:P2:SE
159,597,665400590/968547,210020175/645698,P0/P2,false,pair:P0:P2:NW
160,599,4105928486/5986207,3927681009/11972414,P0/P1,false,pair:P0:P1:NW
161,605,3025801038/4362499,2877563469/8724998,P1/P2,false,pair:P1:P2:NE
162,610,349582074/498097,4311092915/12950522,P0/P1,false,pair:P0:P1:W
163,611,771139966/1097851,730728277/2195702,P0/P2,false,pair:P0:P2:E
164,613,6241556326/8911935,5962254673/17823870,P0/P1,false,pair:P0:P1:W
165,614,3156996462/4520531,3039341565/9041062,P0/P2,false,pair:P0:P2:E
166,616,848494682/1218337,825580879/2436674,P0/P1,false,pair:P0:P1:W
167,619,3838390402/5464197,3683207083/10928394,P0/P2,false,pair:P0:P2:SE
168,623,3379802042/4753809,356116135/1056402,P0/P1,false,pair:P0:P1:SE
169,628,1392883682/1945333,1321855547/3890666,P0/P1,false,pair:P0:P1:E
170,634,7207779734/9922999,6825021529/19845998,P0/P2,false,pair:P0:P2:SE
171,635,353049710/476627,318924925/953254,P1/P2,false,pair:P1:P2:NE
172,637,826076918/1163559,276498595/775706,P1/P2,false,pair:P1:P2:NE
173,639,7855542102/10808855,7462073849/21617710,P1/P2,false,pair:P1:P2:NE
174,641,323526826/444905,929543701/2669430,P0/P1,false,pair:P0:P1:SE
175,646,587033126/803615,566084721/1607230,P0/P1,false,pair:P0:P1:NE
176,647,2297533498/3118289,2185133215/6236578,P0/P2,false,pair:P0:P2:SE
177,649,929987806/1264875,6232265539/17708250,P0/P2,false,pair:P0:P2:SE
178,652,3479755242/4694281,3312556263/9388562,P0/P2,false,pair:P0:P2:E
179,655,8227445198/11115331,7917474829/22230662,P1/P2,false,pair:P1:P2:W
180,656,10355052754/13955917,9910164579/27911834,P0/P2,false,pair:P0:P2:E
181,658,9689975686/13021839,9226728961/26043678,P1/P2,false,pair:P1:P2:NW
182,662,3517503978/4694281,3341916391/9388562,P1/P2,false,pair:P1:P2:N
183,668,6915909654/9208823,6708883993/18417646,P0/P1,false,pair:P0:P1:E
184,671,25764074758/33905231,24554631745/67810462,P0/P2,false,pair:P0:P2:SW
185,676,40049354094/52444243,38167792125/104888486,P0/P1,false,pair:P0:P1:SE
186,678,31438260574/41081899,29995706533/82163798,P0/P2,false,pair:P0:P2:W
187,684,10943292302/14142371,10383805869/28284742,P0/P1,false,pair:P0:P1:W
188,687,27916502666/35951769,3791394097/10271934,P0/P1,false,pair:P0:P1:NW
189,692,92202309958/118115567,87739131297/236231134,P1/P2,false,pair:P1:P2:E
190,694,135837683502/173825203,129486853021/347650406,P0/P1,false,pair:P0:P1:NE
191,697,21340297610/27206681,101617827891/272066810,P1/P2,false,pair:P1:P2:NE
192,700,180340802242/228603429,170533431307/457206858,P0/P1,false,pair:P0:P1:N
193,702,27780384154/35466305,5393229731/14186522,P0/P2,false,pair:P0:P2:N
194,704,169786928282/215109057,53985439461/143406038,P0/P2,false,pair:P0:P2:N
195,710,171129105562/215109057,163030060207/430218114,P0/P2,false,pair:P0:P2:N
196,711,326818972090/410056337,310870695647/820112674,P0/P1,false,pair:P0:P1:SW
197,713,38189715558/48114367,36923896529/96228734,P0/P2,false,pair:P0:P2:NW
198,720,331113939386/410056337,315165662943/820112674,P0/P1,false,pair:P0:P1:SE
199,725,246479278894/304137907,235927144861/608275814,P0/P2,false,pair:P0:P2:SE
200,731,175960943770/215109057,55864487653/143406038,P0/P2,false,pair:P0:P2:E
201,732,62744689030/75900303,58326618881/151800606,P0/P1,false,pair:P0:P1:NE
202,735,24622804362/29840921,23294081751/59681842,P0/P1,false,pair:P0:P1:SE
203,737,15127214010/18333073,157950621333/403327606,P0/P1,false,pair:P0:P1:SE
204,742,34713822386/41308413,10690272913/27538942,P1/P2,false,pair:P1:P2:SW
205,743,11773764494/14142371,11138780589/28284742,P0/P1,false,pair:P0:P1:S
206,744,59476293566/71830555,57039425973/143661110,P1/P2,false,pair:P1:P2:SW
207,747,53089632638/63806587,50634845013/127613174,P1/P2,false,pair:P1:P2:SW
208,749,146536366438/175146303,138480332881/350292606,P0/P1,false,pair:P0:P1:S
209,754,235681585626/279840481,223882989967/559680962,P0/P1,false,pair:P0:P1:SE
210,756,232164656662/275189495,220466624281/550378990,P0/P2,false,pair:P0:P2:N
211,760,74892932858/88097713,213189963581/528586278,P0/P1,false,pair:P0:P1:SE
212,762,65078368846/77859971,64417541837/155719942,P0/P1,false,pair:P0:P1:SE
213,764,355000014842/416093745,334138168639/832187490,P0/P1,false,pair:P0:P1:SE
214,767,80150637578/94020185,227551027141/564121110,P0/P2,false,pair:P0:P2:NE
215,769,107462894458/125895409,102719814783/251790818,P0/P1,false,pair:P0:P1:E
216,772,149847420070/173930847,141022087729/347861694,P0/P1,false,pair:P0:P1:E
217,774,359667374474/420013081,346320014551/840026162,P0/P1,false,pair:P0:P1:NE
218,775,261239409762/303895093,249627308795/607790186,P1/P2,false,pair:P1:P2:E
219,778,781205656318/903551035,742041424789/1807102070,P0/P2,false,pair:P0:P2:NE
220,780,228973765870/264293139,216411189053/528586278,P0/P2,false,pair:P0:P2:NE
221,782,716674368534/824347127,675609185305/1648694254,P1/P2,false,pair:P1:P2:E
222,783,1188227008026/1370791297,1133592731887/2741582594,P0/P1,false,pair:P0:P1:NW
223,786,639763507778/736413925,610775451979/1472827850,P0/P1,false,pair:P0:P1:W
224,789,494355349094/561438143,461588238289/1122876286,P0/P1,false,pair:P0:P1:NW
225,799,969692703866/1092917617,919264116223/2185835234,P0/P2,false,pair:P0:P2:NW
226,800,4002109627294/4503048651,3793117849861/9006097302,P0/P1,false,pair:P0:P1:S
227,804,1092948308398/1228554995,3136531905559/7371329970,P0/P2,false,pair:P0:P2:SW
228,811,8790822567014/9747282111,8370718934225/19494564222,P1/P2,false,pair:P1:P2:N
229,815,167307825406/184030011,157740460181/368060022,P0/P2,false,pair:P0:P2:W
230,820,2961770615842/3249094037,1208088325735/2784937746,P1/P2,false,pair:P1:P2:S
231,824,2722831823858/2964291357,857476598065/1976194238,P0/P1,false,pair:P0:P1:W
232,828,7349781175578/7969593089,7004282474351/15939186178,P0/P2,false,pair:P0:P2:NW
233,832,2370672758162/2566333229,2272240934531/5132666458,P1/P2,false,pair:P1:P2:SE
234,834,1098514235510/1183014119,148694949967/338004034,P1/P2,false,pair:P1:P2:SE
235,836,6307170888838/6802801935,6035850132353/13605603870,P1/P2,false,pair:P1:P2:SE
236,839,7427090586906/7969593089,7081591885679/15939186178,P0/P1,false,pair:P0:P1:SW
237,841,9112945114214/9747282111,8675661612241/19494564222,P1/P2,false,pair:P1:P2:E
238,844,7697544185914/8177170129,7263029508767/16354340258,P0/P2,false,pair:P0:P2:SE
239,845,6384480300166/6802801935,2034856536363/4535201290,P1/P2,false,pair:P1:P2:NE
240,849,2095842355526/2215793903,1972363353505/4431587806,P1/P2,false,pair:P1:P2:NE
241,855,848666016190/890638619,800142310581/1781277238,P0/P1,false,pair:P0:P1:NW
242,856,3718337946202/3900034081,10503872841965/23400204486,P0/P2,false,pair:P0:P2:E
243,857,4365685709086/4574993291,4102734357317/9149986582,P0/P1,false,pair:P0:P1:NW
244,862,2105738562842/2213424897,676409015589/1475616598,P0/P1,false,pair:P0:P1:N
245,863,2335883831326/2441773323,2226158167493/4883546646,P1/P2,false,pair:P1:P2:NE
246,869,16121711664994/16627491253,15168198404987/33254982506,P1/P2,false,pair:P1:P2:N
247,873,30533556868282/31590868497,9735185601141/21060578998,P0/P1,false,pair:P0:P1:SW
248,877,36014453556526/36883579827,11416219008735/24589053218,P0/P1,false,pair:P0:P1:SW
249,881,14138678190050/14449734389,13513712264763/28899468778,P0/P1,false,pair:P0:P1:W
250,884,17755152175754/18032005785,3368051300267/7212802314,P0/P2,false,pair:P0:P2:N
251,891,53510116690210/53869077013,50997986514203/107738154026,P0/P2,false,pair:P0:P2:SE
252,894,47892657180554/47860353817,45266525287895/95720707634,P1/P2,false,pair:P1:P2:E
253,898,9453063428546/9431682981,44764853555383/94316829810,P1/P2,false,pair:P1:P2:E
254,901,17793653908494/17805065443,17111315081325/35610130886,P0/P2,false,pair:P0:P2:S
255,902,12359868481978/12294526609,35245089438877/73767159654,P1/P2,false,pair:P1:P2:NE
256,906,3173927635094/3143894327,6434247351761/13473832830,P1/P2,false,pair:P1:P2:E
257,910,11920689796862/11748147771,11255068002709/23496295542,P0/P1,false,pair:P0:P1:W
258,913,2281816770082/2245638805,9049177978507/18863365962,P0/P2,false,pair:P0:P2:E
259,914,30997131681766/30575624575,1178402762425/2446049966,P0/P1,false,pair:P0:P1:W
260,919,11866377860254/11646726219,3767178223831/7764484146,P0/P1,false,pair:P0:P1:S
261,921,48957809069962/47860353817,46228597962199/95720707634,P0/P2,false,pair:P0:P2:N
262,924,31430331853262/30563582787,9809858285231/20375721858,P0/P1,false,pair:P0:P1:S
263,932,94936423704986/91714831937,89792821988399/183429663874,P0/P1,false,pair:P0:P1:SE
264,934,38144757335342/36883579827,36241521851549/73767159654,P0/P2,false,pair:P0:P2:SW
265,941,18498028545038/17805065443,17746970241133/35610130886,P0/P1,false,pair:P0:P1:S
266,944,25361334516382/24267669323,24121725281157/48535338646,P0/P1,false,pair:P0:P1:S
267,945,119380025720402/113668379917,112378314325667/227336759834,P1/P2,false,pair:P1:P2:W
268,948,38380843130318/36532610371,36471722322445/73065220742,P1/P2,false,pair:P1:P2:NW
269,949,26043558324134/24841399519,74662411656211/149048397114,P0/P2,false,pair:P0:P2:S
270,956,32545536095126/30751109303,30925516790105/61502218606,P0/P2,false,pair:P0:P2:E
271,957,2192645454182/2065625407,47592669799239/95018768722,P0/P1,false,pair:P0:P1:SW
272,960,63319464280762/59877800209,60440299484255/119755600418,P0/P1,false,pair:P0:P1:SW
273,965,75870670369378/71165161781,72196402766843/142330323562,P0/P2,false,pair:P0:P2:SE
274,969,73223871264610/68357406133,69639960022907/136714812266,P0/P1,false,pair:P0:P1:N
275,970,206785050479194/193515827233,198404993037391/387031654466,P0/P2,false,pair:P0:P2:SE
276,975,27911825031154/25924345117,79545464150201/155546070702,P0/P1,false,pair:P0:P1:SW
277,976,5973461550382/5488386995,5543293869213/10976773990,P1/P2,false,pair:P1:P2:SW
278,978,102956989569934/96555349923,33533519978639/64370233282,P1/P2,false,pair:P1:P2:SW
279,981,43643715390990/40186185187,41065729265517/80372370374,P0/P1,false,pair:P0:P1:S
280,982,338667274270794/313484118265,64622222642891/125393647306,P1/P2,false,pair:P1:P2:W
281,987,95526135791806/87863468699,91499647685429/175726937398,P1/P2,false,pair:P1:P2:NE
282,992,505285940930366/459246662363,476334233362165/918493324726,P0/P2,false,pair:P0:P2:N
283,995,38140402232774/34772791343,254438866683047/486819078802,P0/P1,false,pair:P0:P1:NE
284,1001,120525952185194/107918561481,112047194967335/215837122962,P0/P2,false,pair:P0:P2:N
285,1002,237886573391982/213598140371,20274696401047/38836025522,P1/P2,false,pair:P1:P2:S
286,1004,433601482288990/389172083499,135704077005623/259448055666,P0/P2,false,pair:P0:P2:N
287,1008,129743512358458/116610442705,24669426094675/46644177082,P1/P2,false,pair:P1:P2:W
288,1009,16360221776562/14674270205,108524473647333/205439782870,P0/P1,false,pair:P0:P1:NE
289,1018,431538706728438/384099187367,58921126803471/109742624962,P1/P2,false,pair:P1:P2:W
290,1020,5080113184466/4475815501,4751333054819/8951631002,P0/P2,false,pair:P0:P2:S
291,1024,34769161647266/30514020053,227419706922621/427196280742,P1/P2,false,pair:P1:P2:N
292,1027,122858101741262/108157752259,116170284077965/216315504518,P0/P2,false,pair:P0:P2:SE
293,1028,454938880011782/400526186703,143550010033131/267017457802,P1/P2,false,pair:P1:P2:N
294,1030,248048275434186/219032868665,237261429389239/438065737330,P1/P2,false,pair:P1:P2:N
295,1035,152562553027074/133508728901,432849053354945/801052373406,P1/P2,false,pair:P1:P2:N
296,1037,127733467565798/110933391103,119274812326545/221866782206,P0/P1,false,pair:P0:P1:E
297,1040,225481516386398/197171141035,42943024517281/78868456414,P0/P1,false,pair:P0:P1:NE
298,1041,224559534234026/196183914601,214262803839879/392367829202,P1/P2,false,pair:P1:P2:NW
299,1043,104819691823518/90746659019,97793811982853/181493318038,P1/P2,false,pair:P1:P2:NW
300,1047,1003477613160818/868095931613,942195339979219/1736191863226,P0/P2,false,pair:P0:P2:W
301,1048,1747676212959062/1517772374551,1660781932012025/3035544749102,P0/P1,false,pair:P0:P1:NE
302,1054,1461922653905254/1257517208895,457783679033371/838344805930,P1/P2,false,pair:P1:P2:W
303,1057,8590311718162/7422126573,19162371485895/34636590674,P0/P2,false,pair:P0:P2:W
304,1061,3798611904391738/3253964237777,3584755030570399/6507928475554,P0/P1,false,pair:P0:P1:SW
305,1062,419918431354714/359784625313,396968561616847/719569250626,P1/P2,false,pair:P1:P2:NW
306,1073,1717921126821038/1455471548019,1632860294831581/2910943096038,P0/P2,false,pair:P0:P2:N
307,1079,3476250413005706/2933331187993,3326558393616343/5866662375986,P0/P2,false,pair:P0:P2:W
308,1081,303830513732746/254398677913,286023358608727/508797355826,P1/P2,false,pair:P1:P2:NE
309,1084,1453729701496298/1218774814473,460043681803853/812516542982,P1/P2,false,pair:P1:P2:NE
310,1085,869939403224542/729087810411,826110697477477/1458175620822,P0/P2,false,pair:P0:P2:NW
311,1086,233630505163178/196183914601,223058896862087/392367829202,P0/P1,false,pair:P0:P1:SW
312,1089,2017748362921326/1683982003283,1909964397173245/3367964006566,P0/P2,false,pair:P0:P2:N
313,1093,314769280165410/261663705749,296723958277275/523327411498,P1/P2,false,pair:P1:P2:NE
314,1095,1486525659847658/1234486560265,200638026073377/352710445790,P0/P2,false,pair:P0:P2:N
315,1103,2104881792880742/1730043300543,658425818389403/1153362200362,P0/P1,false,pair:P0:P1:SW
316,1104,1711931987704114/1409921168445,1620594416247923/2819842336890,P0/P2,false,pair:P0:P2:E
317,1110,77662503889942/62866607607,7916438465425/13970357246,P0/P1,false,pair:P0:P1:W
318,1111,1489661027399442/1215879183085,1401019058694851/2431758366170,P0/P2,false,pair:P0:P2:SE
319,1113,6922733579321006/5662123819891,937589458425595/1617749662826,P0/P1,false,pair:P0:P1:NW
320,1115,464733881794246/380086549167,441317739543521/760173098334,P0/P1,false,pair:P0:P1:NW
321,1118,6913537491979414/5614186024759,6484507133612761/11228372049518,P0/P2,false,pair:P0:P2:E
322,1124,5232191075127786/4236231175433,4940637649210599/8472462350866,P1/P2,false,pair:P1:P2:E
323,1125,336022498587978/273258217849,320837086251383/546516435698,P0/P1,false,pair:P0:P1:N
324,1130,3815266909733422/3111069334579,3707501721746461/6222138669158,P1/P2,false,pair:P1:P2:S
325,1134,393551893535222/314910756007,4789604919616341/8187679656182,P0/P2,false,pair:P0:P2:SW
326,1137,7828390682408542/6266012814507,7374203948986405/12532025629014,P0/P1,false,pair:P0:P1:NE
327,1140,310335199739418/246321719681,2012655435223689/3448504075534,P1/P2,false,pair:P1:P2:SW
328,1142,3617991430495626/2899043913241,492091893011121/828298260926,P0/P2,false,pair:P0:P2:E
329,1144,23128113573086474/18458779861209,154909386098739/261826664698,P0/P2,false,pair:P0:P2:E
330,1147,11778539226071330/9411358699029,11197692037286171/18822717398058,P1/P2,false,pair:P1:P2:NW
331,1148,2040136948893926/1628078696447,1938262196552081/3256157392894,P0/P2,false,pair:P0:P2:E
332,1154,4659690174781618/3693187928829,1463748305037457/2462125285886,P1/P2,false,pair:P1:P2:N
333,1155,106618985983318/84477499671,100408560196345/168954999342,P0/P2,false,pair:P0:P2:SE
334,1158,13205390626471338/10486565204585,2518280778280219/4194626081834,P0/P1,false,pair:P0:P1:SE
335,1161,107237461273942/84477499671,101027035486969/168954999342,P1/P2,false,pair:P1:P2:NE
336,1168,13287399459739126/10396231279271,12482479525617769/20792462558542,P0/P2,false,pair:P0:P2:S
337,1169,18381639073199474/14446196962013,17462417521118163/28892393924026,P0/P1,false,pair:P0:P1:N
338,1170,2547119806730174/2024982841371,80321580572587/130644054282,P0/P2,false,pair:P0:P2:S
339,1173,15582211322520770/12252264000293,14860740845052683/24504528000586,P0/P1,false,pair:P0:P1:N
340,1174,10487971709060422/8202298317551,9880802849552289/16404596635102,P0/P2,false,pair:P0:P2:S
341,1176,1329567822243814/1032554616191,1242984033696785/2065109232382,P1/P2,false,pair:P1:P2:SE
342,1178,311992484058526/243120874187,294334138124293/486241748374,P1/P2,false,pair:P1:P2:SE
343,1180,6465677220366078/5058234825275,6161066794504597/10116469650550,P1/P2,false,pair:P1:P2:SE
344,1184,1713439687891046/1330316656319,1617011394191057/2660633312638,P0/P1,false,pair:P0:P1:NW
345,1186,4012894398989146/3127887011489,225665524703199/367986707234,P0/P2,false,pair:P0:P2:E
346,1190,1107228726700950/855201602743,1046756752911705/1710403205486,P1/P2,false,pair:P1:P2:SW
