token_index,batch,time_a,time_b,pair,mixed_with_wall,events
57,174,10239/58,4813/58,P0/P1,false,pair:P0:P1:SE
58,177,4637/26,2213/26,P0/P2,false,pair:P0:P2:N
59,179,32283/178,15145/178,P0/P1,false,pair:P0:P1:NE
60,181,10097/54,4555/54,P0/P2,false,pair:P0:P2:NW
61,187,34203/178,16105/178,P1/P2,false,pair:P1:P2:SW
62,191,22487/114,10649/114,P0/P2,false,pair:P0:P2:SW
63,195,2003/10,4889/50,P0/P1,false,pair:P0:P1:S
64,199,4625/22,2139/22,P0/P2,false,pair:P0:P2:S
65,200,14677/70,1367/14,P1/P2,false,pair:P1:P2:NW
66,201,2513/12,587/6,P0/P2,false,pair:P0:P2:S
67,205,4723/22,6641/66,P0/P2,false,pair:P0:P2:W
68,207,13333/62,6351/62,P0/P1,false,pair:P0:P1:SW
69,210,6653/30,3047/30,P1/P2,false,pair:P1:P2:N
70,213,6769/30,3127/30,P0/P1,false,pair:P0:P1:NW
71,215,9427/42,4465/42,P0/P2,false,pair:P0:P2:E
72,223,18217/78,2857/26,P0/P1,false,pair:P0:P1:NE
73,226,28803/122,13577/122,P0/P2,false,pair:P0:P2:N
74,229,28373/118,13271/118,P1/P2,false,pair:P1:P2:SW
75,231,1481/6,219/2,P0/P1,false,pair:P0:P1:NE
76,233,10139/42,1587/14,P0/P1,false,pair:P0:P1:NE
77,234,31431/130,14713/130,P0/P2,false,pair:P0:P2:W
78,235,5323/22,1244/11,P0/P1,false,pair:P0:P1:NE
79,239,60245/246,28231/246,P0/P1,false,pair:P0:P1:E
80,240,22139/90,6163/54,P0/P2,false,pair:P0:P2:W
81,241,1543/6,323/3,P0/P1,false,pair:P0:P1:E
82,243,30363/122,13901/122,P0/P1,false,pair:P0:P1:SE
83,248,70813/278,32475/278,P1/P2,false,pair:P1:P2:N
84,251,42791/162,19201/162,P0/P2,false,pair:P0:P2:SW
85,255,24857/94,11423/94,P0/P2,false,pair:P0:P2:SW
86,259,23065/86,10789/86,P0/P2,false,pair:P0:P2:NW
87,263,15827/58,7345/58,P0/P1,false,pair:P0:P1:SW
88,266,144659/522,7405/58,P1/P2,false,pair:P1:P2:E
89,269,75457/270,34967/270,P0/P1,false,pair:P0:P1:N
90,270,163205/582,75475/582,P0/P2,false,pair:P0:P2:E
91,274,231491/810,106949/810,P0/P1,false,pair:P0:P1:N
92,277,132029/470,63867/470,P0/P1,false,pair:P0:P1:N
93,278,34907/122,114683/854,P0/P2,false,pair:P0:P2:S
94,281,41089/142,57157/426,P0/P2,false,pair:P0:P2:S
95,282,166185/574,77519/574,P0/P1,false,pair:P0:P1:W
96,285,249469/854,116731/854,P0/P2,false,pair:P0:P2:S
97,288,152759/514,70737/514,P1/P2,false,pair:P1:P2:E
98,290,254589/854,118779/854,P0/P2,false,pair:P0:P2:S
99,292,143897/478,67967/478,P0/P1,false,pair:P0:P1:SW
100,295,52803/170,23077/170,P0/P1,false,pair:P0:P1:SW
101,297,565261/1846,259691/1846,P1/P2,false,pair:P1:P2:W
102,298,317815/1026,47483/342,P0/P1,false,pair:P0:P1:NW
103,300,46539/154,6085/42,P0/P1,false,pair:P0:P1:NW
104,304,612593/1966,282471/1966,P0/P1,false,pair:P0:P1:N
105,306,525733/1670,241747/1670,P0/P2,false,pair:P0:P2:NW
106,309,99707/314,228033/1570,P1/P2,false,pair:P1:P2:SW
107,313,86751/274,40993/274,P0/P2,false,pair:P0:P2:N
108,315,22437/70,2087/14,P0/P2,false,pair:P0:P2:N
109,318,23899/74,32867/222,P1/P2,false,pair:P1:P2:W
110,322,516967/1570,47245/314,P1/P2,false,pair:P1:P2:SW
111,324,964489/2942,447727/2942,P0/P2,false,pair:P0:P2:NW
112,331,223517/662,102907/662,P1/P2,false,pair:P1:P2:SE
113,338,16081/46,22085/138,P0/P1,false,pair:P0:P1:SE
114,345,992813/2806,461003/2806,P1/P2,false,pair:P1:P2:N
115,348,365303/1026,19049/114,P0/P1,false,pair:P0:P1:NW
116,352,1688405/4646,779299/4646,P0/P1,false,pair:P0:P1:NW
117,355,9471/26,4467/26,P0/P2,false,pair:P0:P2:NE
118,360,287587/778,134829/778,P1/P2,false,pair:P1:P2:E
119,365,340589/886,150987/886,P1/P2,false,pair:P1:P2:SE
120,367,421859/1130,201541/1130,P1/P2,false,pair:P1:P2:SE
121,369,1199503/3154,559449/3154,P0/P2,false,pair:P0:P2:W
122,372,1834957/4790,843371/4790,P0/P2,false,pair:P0:P2:W
123,375,61991/162,553235/3078,P1/P2,false,pair:P1:P2:SW
124,382,1225267/3146,574549/3146,P1/P2,false,pair:P1:P2:NW
125,386,1752463/4434,816793/4434,P0/P1,false,pair:P0:P1:S
126,388,3003979/7578,156885/842,P1/P2,false,pair:P1:P2:NW
127,392,3098855/7714,207799/1102,P1/P2,false,pair:P1:P2:NW
128,396,175843/426,26119/142,P1/P2,false,pair:P1:P2:W
129,399,1901397/4646,879651/4646,P0/P2,false,pair:P0:P2:SE
130,402,1028633/2526,1452925/7578,P1/P2,false,pair:P1:P2:SW
131,408,169565/406,52277/266,P0/P1,false,pair:P0:P1:NW
132,410,672005/1606,319507/1606,P0/P2,false,pair:P0:P2:E
133,415,3486835/8138,124713/626,P1/P2,false,pair:P1:P2:E
134,416,2064333/4790,190383/958,P0/P2,false,pair:P0:P2:N
135,418,332643/778,156589/778,P0/P2,false,pair:P0:P2:N
136,421,62767/146,325651/1606,P0/P1,false,pair:P0:P1:W
137,425,3560563/8138,1645845/8138,P0/P2,false,pair:P0:P2:W
138,429,4653527/10562,2175249/10562,P1/P2,false,pair:P1:P2:SW
139,431,708869/1606,331795/1606,P1/P2,false,pair:P1:P2:W
140,434,6309519/14162,2946969/14162,P0/P2,false,pair:P0:P2:NW
141,435,1709285/3846,806867/3846,P1/P2,false,pair:P1:P2:S
142,441,8757615/19346,4109497/19346,P0/P2,false,pair:P0:P2:NW
143,443,33439453/73366,15639835/73366,P1/P2,false,pair:P1:P2:W
144,446,3600187/7866,563887/2622,P1/P2,false,pair:P1:P2:NW
145,449,7504073/16254,3526735/16254,P0/P1,false,pair:P0:P1:SE
146,452,15779903/33522,7180649/33522,P0/P2,false,pair:P0:P2:NE
147,455,992563/2122,464341/2122,P0/P2,false,pair:P0:P2:NE
148,460,5428849/11438,2514663/11438,P1/P2,false,pair:P1:P2:W
149,461,38729871/81746,2611807/11678,P0/P2,false,pair:P0:P2:N
150,466,57757533/120214,27042971/120214,P1/P2,false,pair:P1:P2:N
151,472,9547359/19634,4513609/19634,P0/P2,false,pair:P0:P2:N
152,475,59133789/120214,27632795/120214,P0/P1,false,pair:P0:P1:N
153,480,34973743/70162,16245241/70162,P0/P1,false,pair:P0:P1:NW
154,482,13456307/26954,6260949/26954,P1/P2,false,pair:P1:P2:NE
155,485,15880545/31694,7419383/31694,P1/P2,false,pair:P1:P2:N
156,489,58417177/116190,1829521/7746,P1/P2,false,pair:P1:P2:N
157,491,32965931/64986,5096927/21662,P0/P1,false,pair:P0:P1:SW
158,495,66321649/130478,30964199/130478,P0/P2,false,pair:P0:P2:N
159,502,84541059/162986,39459461/162986,P0/P1,false,pair:P0:P1:SE
160,504,14078899/26954,6539477/26954,P0/P2,false,pair:P0:P2:SE
161,508,92724101/177094,43437619/177094,P0/P2,false,pair:P0:P2:E
162,509,62424943/118674,29301433/118674,P1/P2,false,pair:P1:P2:NE
163,512,20869139/39562,9763445/39562,P1/P2,false,pair:P1:P2:NE
164,515,68319911/129186,32166593/129186,P1/P2,false,pair:P1:P2:NE
165,516,10846589/20310,1677353/6770,P0/P2,false,pair:P0:P2:N
166,520,136408663/255042,64148369/255042,P0/P1,false,pair:P0:P1:W
167,521,105067787/195610,49115837/195610,P0/P2,false,pair:P0:P2:NE
168,525,3670143/6770,1019519/4062,P0/P2,false,pair:P0:P2:N
169,526,128058917/235654,59185811/235654,P0/P1,false,pair:P0:P1:W
170,529,170370979/314474,80229477/314474,P0/P1,false,pair:P0:P1:W
171,533,200929699/366698,93407845/366698,P1/P2,false,pair:P1:P2:N
172,537,31147279/56914,14779417/56914,P1/P2,false,pair:P1:P2:NW
173,539,38024633/68766,5918197/22922,P1/P2,false,pair:P1:P2:NW
174,542,5481411/9770,27714551/107470,P0/P1,false,pair:P0:P1:N
175,547,105708259/186858,7105651/26694,P1/P2,false,pair:P1:P2:S
176,549,166445637/291398,76720499/291398,P1/P2,false,pair:P1:P2:SE
177,552,221243737/384862,102678847/384862,P0/P2,false,pair:P0:P2:NE
178,554,243136613/423942,37859185/141314,P0/P1,false,pair:P0:P1:SW
179,555,265029489/463022,124476263/463022,P0/P2,false,pair:P0:P2:NE
180,558,299320805/521478,4875695/17982,P0/P1,false,pair:P0:P1:W
181,561,877931731/1518858,411637685/1518858,P0/P2,false,pair:P0:P2:NE
182,565,132809003/226778,184755415/680334,P0/P2,false,pair:P0:P2:NE
183,568,174523573/298086,81464707/298086,P0/P1,false,pair:P0:P1:N
184,570,56022913/96654,8963485/32218,P1/P2,false,pair:P1:P2:E
185,574,522434403/887018,10715299/38566,P0/P2,false,pair:P0:P2:NW
186,576,462865959/784802,218497857/784802,P1/P2,false,pair:P1:P2:SE
187,577,286982627/482282,132808741/482282,P0/P2,false,pair:P0:P2:W
188,582,299391327/500402,139938633/500402,P0/P1,false,pair:P0:P1:W
189,586,402355945/664894,186666287/664894,P1/P2,false,pair:P1:P2:NW
190,590,387929509/635270,182394643/635270,P0/P2,false,pair:P0:P2:NW
191,593,72311651/119018,34519717/119018,P0/P2,false,pair:P0:P2:NW
192,595,207886033/337902,32243117/112634,P0/P2,false,pair:P0:P2:N
193,601,126525373/203478,58990907/203478,P1/P2,false,pair:P1:P2:NE
194,603,1253388371/2014730,587542581/2014730,P0/P2,false,pair:P0:P2:N
195,605,41438827/65370,18583133/65370,P0/P2,false,pair:P0:P2:N
196,609,1425679303/2271330,666633377/2271330,P0/P1,false,pair:P0:P1:W
197,614,1276457043/2014730,598028341/2014730,P0/P2,false,pair:P0:P2:S
198,616,571275197/903894,270106939/903894,P0/P1,false,pair:P0:P1:SW
199,618,320206277/500550,147902963/500550,P0/P1,false,pair:P0:P1:SW
200,625,1467622343/2271330,137101549/454266,P0/P1,false,pair:P0:P1:S
201,632,1532717927/2343714,239232683/781238,P0/P2,false,pair:P0:P2:W
202,634,2851291771/4345914,442029039/1448638,P0/P1,false,pair:P0:P1:SE
203,635,4498663829/6889638,706218465/2296546,P0/P2,false,pair:P0:P2:W
204,641,4487663039/6787058,2092298217/6787058,P1/P2,false,pair:P1:P2:N
205,643,1184556773/1794822,557532115/1794822,P1/P2,false,pair:P1:P2:N
206,648,1587252859/2381882,747128781/2381882,P0/P2,false,pair:P0:P2:NE
207,652,3844539731/5727242,1805234997/5727242,P1/P2,false,pair:P1:P2:SW
208,654,2209368737/3274062,1038227639/3274062,P0/P2,false,pair:P0:P2:SE
209,659,1807400373/2648678,839105667/2648678,P1/P2,false,pair:P1:P2:S
210,661,586557509/861766,1923514405/6032362,P1/P2,false,pair:P1:P2:S
211,665,3483360429/5044214,1611782859/5044214,P0/P2,false,pair:P0:P2:S
212,667,12125818349/17615222,5658777483/17615222,P0/P2,false,pair:P0:P2:S
213,672,1650167419/2381882,776488909/2381882,P1/P2,false,pair:P1:P2:SE
214,676,10523071507/15078026,4926092917/15078026,P0/P1,false,pair:P0:P1:N
215,679,4231731683/6032362,1978040357/6032362,P1/P2,false,pair:P1:P2:E
216,685,7468566449/10589230,3500304679/10589230,P0/P2,false,pair:P0:P2:E
217,688,1779950291/2507018,828766645/2507018,P0/P1,false,pair:P0:P1:S
218,690,10707620883/15078026,5009978997/15078026,P0/P1,false,pair:P0:P1:S
219,693,6457792841/9033342,1004380485/3011114,P1/P2,false,pair:P1:P2:NE
220,695,11438938459/16023674,5369635309/16023674,P0/P2,false,pair:P0:P2:S
221,700,10411387635/14467786,4874083477/14467786,P0/P2,false,pair:P0:P2:SE
222,703,4038039359/5559538,1873709673/5559538,P0/P2,false,pair:P0:P2:E
223,706,11606710619/16023674,5445132781/16023674,P0/P2,false,pair:P0:P2:E
224,707,7130951805/9811286,3332220539/9811286,P0/P1,false,pair:P0:P1:SW
225,713,13069345771/17914970,1232889081/3582994,P1/P2,false,pair:P1:P2:E
226,717,4677643891/6337482,2180205845/6337482,P1/P2,false,pair:P1:P2:SE
227,718,1347630609/1824110,627109319/1824110,P0/P2,false,pair:P0:P2:N
228,721,13237117931/17914970,6231554269/17914970,P1/P2,false,pair:P1:P2:E
229,723,1358116369/1824110,631303623/1824110,P0/P2,false,pair:P0:P2:N
230,727,12870265755/17244154,6018913709/17244154,P1/P2,false,pair:P1:P2:E
231,728,5405231799/7184770,2488899633/7184770,P0/P2,false,pair:P0:P2:W
232,732,13421667307/17914970,6315440349/17914970,P0/P1,false,pair:P0:P1:W
233,736,5313294581/7026662,7432502729/21079986,P0/P1,false,pair:P0:P1:N
234,737,25153748179/33205514,11724353461/33205514,P0/P2,false,pair:P0:P2:NW
235,741,28206588951/37041346,13137942481/37041346,P0/P1,false,pair:P0:P1:NE
236,744,14665121597/19162070,6843148731/19162070,P0/P1,false,pair:P0:P1:NE
237,746,1922955229/2509974,84800843/236790,P1/P2,false,pair:P1:P2:N
238,749,8432686005/11009638,3955371651/11009638,P1/P2,false,pair:P1:P2:N
239,753,1939732445/2509974,1509333037/4183290,P1/P2,false,pair:P1:P2:N
240,754,36426597627/47100730,17003500877/47100730,P0/P2,false,pair:P0:P2:SE
241,763,1789145761/2254158,4104184723/11270790,P0/P1,false,pair:P0:P1:NE
242,766,3965388311/5017794,5542809971/15053382,P0/P2,false,pair:P0:P2:S
243,775,12835641691/16023674,6007169517/16023674,P0/P2,false,pair:P0:P2:W
244,779,37368368299/46429914,17428394525/46429914,P1/P2,false,pair:P1:P2:NE
245,782,50120495801/62141086,23368345823/62141086,P0/P1,false,pair:P0:P1:W
246,785,4518287167/5559538,2096007785/5559538,P0/P2,false,pair:P0:P2:W
247,786,55539763429/68386566,8605070833/22795522,P1/P2,false,pair:P1:P2:NE
248,788,17055347865/21069022,8022256639/21069022,P1/P2,false,pair:P1:P2:NE
249,795,19781758895/24191762,1323209599/3455966,P1/P2,false,pair:P1:P2:E
250,797,24644078593/30111886,1662634289/4301698,P0/P2,false,pair:P0:P2:E
251,801,19932753839/24191762,9312798841/24191762,P0/P1,false,pair:P0:P1:W
252,803,54078615/65474,75686131/196422,P0/P2,false,pair:P0:P2:SE
253,804,8125246927/9803986,11311689739/29411958,P0/P1,false,pair:P0:P1:W
254,809,64780083669/77878310,6049583687/15575662,P0/P2,false,pair:P0:P2:S
255,812,22877268677/27314502,10670449907/27314502,P0/P1,false,pair:P0:P1:SW
256,815,24846653941/29717990,11721846339/29717990,P0/P2,false,pair:P0:P2:E
257,817,24134363617/28674766,33713272421/86024298,P1/P2,false,pair:P1:P2:N
258,822,16537137743/19503058,23154034315/58509174,P1/P2,false,pair:P1:P2:N
259,824,73074179491/86024298,11327235959/28674766,P1/P2,false,pair:P1:P2:N
260,826,44111141/51846,1086113135/2747838,P0/P1,false,pair:P0:P1:NW
261,832,9303666823/10885858,30604025127/76201006,P0/P2,false,pair:P0:P2:SW
262,833,127793901307/148799290,59459050317/148799290,P1/P2,false,pair:P1:P2:NW
263,835,124845559933/144848214,19360494121/48282738,P0/P2,false,pair:P0:P2:SW
264,838,170945681379/197799914,79845597733/197799914,P0/P2,false,pair:P0:P2:W
265,839,45086006899/52122570,63172450111/156367710,P1/P2,false,pair:P1:P2:NE
266,842,41843467515/48231226,19432682829/48231226,P1/P2,false,pair:P1:P2:NE
267,844,7180373333/8287526,10095864745/24862578,P0/P2,false,pair:P0:P2:NW
268,846,55016332877/63299254,77090461825/189897762,P1/P2,false,pair:P1:P2:NE
269,848,178296964199/204284194,83202896641/204284194,P1/P2,false,pair:P1:P2:N
270,850,166122740455/189897762,25875777579/63299254,P1/P2,false,pair:P1:P2:NW
271,852,6772970247/7732706,3167083361/7732706,P0/P1,false,pair:P0:P1:SW
272,859,8297169393/9397166,3895915751/9397166,P1/P2,false,pair:P1:P2:W
273,861,101062595461/114090950,47118663219/114090950,P1/P2,false,pair:P1:P2:W
274,864,213637631047/239861602,99618185249/239861602,P0/P1,false,pair:P0:P1:E
275,869,99264293329/110952942,139004356117/332858826,P0/P1,false,pair:P0:P1:N
276,870,102270555013/114090950,47521316403/114090950,P0/P2,false,pair:P0:P2:W
277,872,443557340513/493980622,206747836407/493980622,P1/P2,false,pair:P1:P2:S
278,877,72882230263/80560898,33871740145/80560898,P0/P1,false,pair:P0:P1:N
279,882,80477383197/88599574,112778945425/265798722,P0/P2,false,pair:P0:P2:NW
280,884,35758982141/38913622,16219772667/38913622,P0/P2,false,pair:P0:P2:NW
281,887,143042648921/156367710,66662111039/156367710,P0/P2,false,pair:P0:P2:NW
282,891,46237155911/50295650,280103596973/653843450,P1/P2,false,pair:P1:P2:N
283,893,102681120525/111372598,47864207723/111372598,P0/P2,false,pair:P0:P2:N
284,897,334172206181/361537542,17361106555/40170838,P0/P1,false,pair:P0:P1:SE
285,900,606678341209/655668574,285416367167/655668574,P0/P2,false,pair:P0:P2:SW
286,901,624021889187/670730858,290902694757/670730858,P0/P1,false,pair:P0:P1:E
287,904,1100001291607/1181439554,1539822884275/3544318662,P0/P2,false,pair:P0:P2:SW
288,906,2051960096447/2202856946,958017494761/2202856946,P0/P1,false,pair:P0:P1:E
289,909,1708768820269/1826091254,2389499334113/5478273762,P1/P2,false,pair:P1:P2:SW
290,912,375803918797/400629686,3338751782065/7611964034,P0/P2,false,pair:P0:P2:S
291,922,2111632786053/2221569478,988088006451/2221569478,P0/P2,false,pair:P0:P2:NW
292,923,132519410049/138884494,131757648991/297609630,P0/P1,false,pair:P0:P1:N
293,927,1920619844927/2007202034,894264216681/2007202034,P1/P2,false,pair:P1:P2:W
294,928,12558967615639/13142139842,5870522267473/13142139842,P0/P1,false,pair:P0:P1:NW
295,929,4876488235931/5113331706,2293465400749/5113331706,P1/P2,false,pair:P1:P2:W
296,932,2863111251653/2983203142,1335466690803/2983203142,P1/P2,false,pair:P1:P2:W
297,935,12636277026967/13142139842,454221692757/1010933834,P0/P1,false,pair:P0:P1:NW
298,939,484686471449/501427166,2488295063157/5515698826,P0/P2,false,pair:P0:P2:W
299,943,3475128426425/3597559966,233118246761/513937138,P0/P2,false,pair:P0:P2:W
300,950,5177561147995/5288717946,806436182095/1762905982,P1/P2,false,pair:P1:P2:NW
301,951,12213717346765/12483837878,5717323739307/12483837878,P0/P2,false,pair:P0:P2:E
302,956,12954104606871/13142139842,6055205861201/13142139842,P0/P2,false,pair:P0:P2:NE
303,960,17756129754895/17964018258,8299108352537/17964018258,P0/P1,false,pair:P0:P1:SE
304,962,1873504206737/1889276526,2617388159701/5667829578,P0/P2,false,pair:P0:P2:NE
305,964,5565859238645/5618340838,7831651461065/16855022514,P1/P2,false,pair:P1:P2:N
306,971,13553840013251/13567217194,6351649615685/13567217194,P0/P1,false,pair:P0:P1:SW
307,972,33262788184171/33269947226,15572075593821/33269947226,P0/P2,false,pair:P0:P2:N
308,975,4594492885343/4572930738,15007951509247/32010515166,P0/P1,false,pair:P0:P1:NW
309,977,20414248075641/20312629534,9546582592543/20312629534,P0/P1,false,pair:P0:P1:N
310,981,28564163313941/28274829734,40063295401577/84824489202,P0/P2,false,pair:P0:P2:NW
311,983,10812109368115/10670171722,5048463487573/10670171722,P0/P1,false,pair:P0:P1:NE
312,985,13431503819849/13245943934,6279618621647/13245943934,P0/P1,false,pair:P0:P1:NE
313,987,19364437607743/19073014002,103924633919/219230046,P0/P1,false,pair:P0:P1:NE
314,988,59926690248027/58909853818,28012309399021/58909853818,P0/P2,false,pair:P0:P2:NW
315,991,73630787429775/72296170834,34455891842969/72296170834,P0/P2,false,pair:P0:P2:NW
316,993,125784571796795/123140318906,58759068111629/123140318906,P1/P2,false,pair:P1:P2:S
317,996,22279270993119/21791626162,10416415716297/21791626162,P1/P2,false,pair:P1:P2:S
318,1001,2380311914245/2317006022,27814851755899/57925150550,P0/P1,false,pair:P0:P1:N
319,1003,44684697714911/43423542194,20802678546377/43423542194,P0/P1,false,pair:P0:P1:N
320,1010,88292647162557/84994290902,41260297361979/84994290902,P1/P2,false,pair:P1:P2:SE
321,1013,155897456951679/149869855858,72902886250025/149869855858,P0/P2,false,pair:P0:P2:W
322,1020,173034653511449/164711067614,80934673845631/164711067614,P0/P1,false,pair:P0:P1:NW
323,1021,184259103742939/175266095994,9558962327877/19474010666,P0/P2,false,pair:P0:P2:S
324,1024,6693681076323/6305314538,3069345910181/6305314538,P0/P2,false,pair:P0:P2:SW
325,1026,277851421645385/263070704766,129713268062927/263070704766,P1/P2,false,pair:P1:P2:SE
326,1029,51812512393781/48754293094,72143753485321/146262879282,P0/P1,false,pair:P0:P1:N
327,1032,589295459184845/554801504694,275277425201579/554801504694,P1/P2,false,pair:P1:P2:SW
328,1037,1726773850261/1616118438,2420117019625/4848355314,P0/P2,false,pair:P0:P2:SW
329,1039,70487164432051/65787975498,10949428622919/21929325166,P1/P2,false,pair:P1:P2:NE
330,1041,432105564897333/404132441446,202839772474883/404132441446,P1/P2,false,pair:P1:P2:NE
331,1045,586480212623757/544520760374,274071945020139/544520760374,P0/P1,false,pair:P0:P1:S
332,1049,417837411681187/387048305770,587872052445487/1161144917310,P1/P2,false,pair:P1:P2:NE
333,1051,600840331276493/554801504694,281049861247403/554801504694,P0/P1,false,pair:P0:P1:SW
334,1052,911663601147901/839791103574,141461803905961/279930367858,P0/P2,false,pair:P0:P2:N
335,1055,1782442474708483/1642566817194,833406200002309/1642566817194,P0/P2,false,pair:P0:P2:N
336,1056,2774657885652431/2554461317330,1297519774125401/2554461317330,P0/P1,false,pair:P0:P1:S
337,1059,1365480107406321/1258160562094,642403430388455/1258160562094,P0/P2,false,pair:P0:P2:NE
338,1063,1475980109857271/1352785643266,691296362061553/1352785643266,P1/P2,false,pair:P1:P2:NE
339,1066,1372077177172977/1258160562094,645701965271783/1258160562094,P0/P1,false,pair:P0:P1:NE
340,1072,203395393370863/184933834898,285173029851563/554801504694,P0/P1,false,pair:P0:P1:NW
341,1074,5343530308031/4848355314,277014607073/538706146,P0/P2,false,pair:P0:P2:SE
342,1077,1473225747950145/1337167134734,691046752864279/1337167134734,P0/P1,false,pair:P0:P1:W
343,1079,6269009461844391/5679526865570,2938359760317377/5679526865570,P0/P2,false,pair:P0:P2:SE
344,1080,3322557965944101/3005192596102,1556266254588819/3005192596102,P0/P1,false,pair:P0:P1:W
345,1085,8925215883924713/8037834844478,4191850673809199/8037834844478,P0/P2,false,pair:P0:P2:NE
346,1088,10042200008700701/8986940107286,4681922915490523/8986940107286,P1/P2,false,pair:P1:P2:N
347,1093,17438787953865575/15588539216674,8177662874987521/15588539216674,P0/P2,false,pair:P0:P2:NE
348,1096,19708219637641073/17594478207150,9256050975542119/17594478207150,P0/P2,false,pair:P0:P2:NE
349,1101,288205568307453/256497269846,136754010055163/256497269846,P0/P1,false,pair:P0:P1:N
350,1103,7129718736840257/6301882976270,3331974301871127/6301882976270,P0/P1,false,pair:P0:P1:N
351,1110,19972102428307313/17594478207150,9379196277853031/17594478207150,P0/P2,false,pair:P0:P2:NW
352,1114,1003112101221391/878967312466,470918948381977/878967312466,P1/P2,false,pair:P1:P2:NE
353,1116,10017852138661593/8774416161886,4707567911272383/8774416161886,P0/P2,false,pair:P0:P2:W
354,1120,19877106751955851/17274225796890,1857801094079705/3454845159378,P1/P2,false,pair:P1:P2:SE
355,1124,9403582749121291/8144096817178,4407726594495677/8144096817178,P1/P2,false,pair:P1:P2:SE
356,1128,19141684884054077/16562800161238,9011952285315259/16562800161238,P0/P2,false,pair:P0:P2:W
357,1134,7099509568477899/6082828913818,3333383192805117/6082828913818,P0/P2,false,pair:P0:P2:NE
358,1138,62533831799388457/53349617861822,29343283284408559/53349617861822,P0/P1,false,pair:P0:P1:NE
359,1143,3374296049389831/2846728757730,521929324472779/948909585910,P0/P1,false,pair:P0:P1:N
