token_index,batch,time_a,time_b,pair,mixed_with_wall,events
1,1,1,1/2,P0/P2,false,pair:P0:P2:SE
2,5,6,3,P0/P2,false,pair:P0:P2:SE
3,6,13/2,3,P0/P1,false,pair:P0:P1:W
4,8,15/2,7/2,P0/P2,false,pair:P0:P2:SE
5,12,25/2,6,P0/P2,false,pair:P0:P2:SE
6,16,35/2,17/2,P0/P2,false,pair:P0:P2:SE
7,17,37/2,9,P1/P2,true,pair:P1:P2:NW|wall:P0:N
8,19,41/2,19/2,P0/P2,false,pair:P0:P2:S
9,21,43/2,61/6,P1/P2,false,pair:P1:P2:NW
10,23,47/2,23/2,P0/P2,false,pair:P0:P2:S
11,26,267/10,127/10,P1/P2,false,pair:P1:P2:NW
12,28,393/14,181/14,P0/P2,false,pair:P0:P2:S
13,31,173/6,27/2,P0/P2,false,pair:P0:P2:S
14,33,61/2,14,P1/P2,false,pair:P1:P2:N
15,35,465/14,205/14,P0/P1,false,pair:P0:P1:S
16,41,545/14,237/14,P0/P1,false,pair:P0:P1:S
17,43,83/2,35/2,P0/P1,false,pair:P0:P1:SE
18,44,407/10,191/10,P1/P2,false,pair:P1:P2:E
19,46,83/2,191/10,P0/P1,false,pair:P0:P1:SE
20,49,625/14,269/14,P0/P1,false,pair:P0:P1:S
21,54,701/14,325/14,P0/P2,false,pair:P0:P2:E
22,58,543/10,239/10,P0/P1,false,pair:P0:P1:W
23,62,1947/34,851/34,P0/P1,false,pair:P0:P1:SW
24,63,583/10,1291/50,P0/P2,false,pair:P0:P2:E
25,69,2957/46,1381/46,P0/P2,false,pair:P0:P2:S
26,75,431/6,197/6,P0/P2,false,pair:P0:P2:SE
27,79,1649/22,753/22,P0/P1,false,pair:P0:P1:NE
28,81,2333/30,351/10,P1/P2,false,pair:P1:P2:S
29,88,841/10,391/10,P0/P1,false,pair:P0:P1:NE
30,92,173/2,83/2,P1/P2,false,pair:P1:P2:E
31,93,535/6,731/18,P0/P2,false,pair:P0:P2:NE
