token_index,batch,time_a,time_b,pair,mixed_with_wall,events
32,92,101,385/8,P1/P2,false,pair:P1:P2:NW
33,94,509/5,241/5,P0/P2,false,pair:P0:P2:NE
34,98,752/7,103/2,P0/P2,false,pair:P0:P2:SE
35,104,453/4,163/3,P0/P2,false,pair:P0:P2:SE
36,107,346/3,323/6,P0/P2,false,pair:P0:P2:SE
37,108,1963/17,1857/34,P1/P2,false,pair:P1:P2:W
38,115,128,113/2,P1/P2,false,pair:P1:P2:SW
39,116,3921/31,3719/62,P0/P2,false,pair:P0:P2:NW
40,122,3049/23,2911/46,P1/P2,false,pair:P1:P2:S
41,126,139,3273/50,P0/P1,false,pair:P0:P1:W
42,131,7773/55,677/10,P0/P2,false,pair:P0:P2:S
43,133,2159/15,2099/30,P0/P2,false,pair:P0:P2:SW
44,134,6259/43,5919/86,P1/P2,false,pair:P1:P2:S
45,142,767/5,5171/70,P0/P2,false,pair:P0:P2:E
46,145,4009/25,3781/50,P0/P2,false,pair:P0:P2:SE
47,148,164,2953/38,P0/P2,false,pair:P0:P2:S
48,152,6909/41,6365/82,P1/P2,false,pair:P1:P2:E
49,155,5983/35,5599/70,P0/P1,false,pair:P0:P1:SE
50,158,863/5,821/10,P0/P1,false,pair:P0:P1:E
51,163,41831/235,39943/470,P1/P2,false,pair:P1:P2:S
52,165,41555/231,40115/462,P0/P1,false,pair:P0:P1:NE
53,168,9149/50,2172/25,P0/P2,false,pair:P0:P2:SE
54,170,7687/41,7057/82,P0/P1,false,pair:P0:P1:N
55,174,59233/313,56533/626,P1/P2,false,pair:P1:P2:SE
56,177,9297/49,44497/490,P1/P2,false,pair:P1:P2:SE
57,178,10817/57,31679/342,P0/P2,false,pair:P0:P2:NW
58,185,8230/41,7935/82,P0/P2,false,pair:P0:P2:SE
59,191,15173/73,14733/146,P0/P1,false,pair:P0:P1:SE
60,193,33389/159,10725/106,P1/P2,false,pair:P1:P2:SE
61,194,10321/49,49617/490,P0/P1,false,pair:P0:P1:SE
62,197,90611/423,86707/846,P0/P1,false,pair:P0:P1:E
63,202,94437/433,91077/866,P1/P2,false,pair:P1:P2:SW
64,203,3742/17,17827/170,P0/P2,false,pair:P0:P2:NE
65,207,5126/23,24413/230,P1/P2,false,pair:P1:P2:S
66,213,119485/517,114001/1034,P0/P1,false,pair:P0:P1:SW
67,218,169125/713,162765/1426,P0/P1,false,pair:P0:P1:N
68,221,184645/761,174621/1522,P1/P2,false,pair:P1:P2:SE
69,223,60599/247,56683/494,P0/P1,false,pair:P0:P1:NE
70,225,317697/1301,303689/2602,P1/P2,false,pair:P1:P2:SE
71,230,379699/1519,364235/3038,P1/P2,false,pair:P1:P2:SE
72,237,225847/883,219647/1766,P0/P1,false,pair:P0:P1:N
73,238,533837/2065,506421/4130,P0/P2,false,pair:P0:P2:NE
74,240,116761/445,21693/178,P1/P2,false,pair:P1:P2:SE
75,246,554317/2065,526901/4130,P0/P2,false,pair:P0:P2:SE
76,248,350465/1301,336457/2602,P1/P2,false,pair:P1:P2:SW
77,253,209221/761,199197/1522,P1/P2,false,pair:P1:P2:SW
78,255,534771/1951,518107/3902,P0/P2,false,pair:P0:P2:N
79,256,1374229/5001,441679/3334,P1/P2,false,pair:P1:P2:SW
80,257,304687/1099,288823/2198,P0/P2,false,pair:P0:P2:N
81,259,1503219/5407,1432155/10814,P0/P2,false,pair:P0:P2:N
82,263,826319/2939,793991/5878,P0/P1,false,pair:P0:P1:NE
83,269,846799/2939,814471/5878,P0/P1,false,pair:P0:P1:NE
84,273,142951/491,138503/982,P0/P1,false,pair:P0:P1:NE
85,277,867279/2939,834951/5878,P0/P1,false,pair:P0:P1:NE
86,281,909851/3047,871491/6094,P1/P2,false,pair:P1:P2:NE
87,284,129857/437,128425/874,P1/P2,false,pair:P1:P2:NE
88,285,1654251/5495,1591059/10990,P0/P1,false,pair:P0:P1:N
89,286,615395/1999,563659/3998,P1/P2,false,pair:P1:P2:NE
90,289,34974/115,33501/230,P1/P2,false,pair:P1:P2:E
91,291,2342389/7657,2251213/15314,P0/P2,false,pair:P0:P2:N
92,295,35614/115,34013/230,P1/P2,false,pair:P1:P2:E
93,296,2266423/7283,2165503/14566,P0/P2,false,pair:P0:P2:N
94,302,1897213/5905,1790869/11810,P0/P1,false,pair:P0:P1:E
95,304,4654725/14521,4437981/29042,P0/P1,false,pair:P0:P1:E
96,307,2590877/8049,826279/5366,P0/P2,false,pair:P0:P2:SE
97,311,1947419/5927,1835523/11854,P0/P1,false,pair:P0:P1:SE
98,318,2325965/6977,2208581/13954,P0/P1,false,pair:P0:P1:S
99,322,18017/53,1737325/10706,P0/P2,false,pair:P0:P2:SE
100,329,1067669/3049,1002253/6098,P1/P2,false,pair:P1:P2:SW
101,333,2010089/5725,1920817/11450,P1/P2,false,pair:P1:P2:W
102,337,1131381/3181,1080377/6362,P0/P1,false,pair:P0:P1:SE
103,350,3849409/10213,523327/2918,P0/P1,false,pair:P0:P1:NW
104,354,1379619/3623,1329299/7246,P0/P2,false,pair:P0:P2:W
105,369,595795/1447,3992357/20258,P1/P2,false,pair:P1:P2:SE
106,373,2498357/6009,2398333/12018,P1/P2,false,pair:P1:P2:SW
107,374,103141/247,883871/4446,P0/P2,false,pair:P0:P2:E
108,376,3075763/7367,2942355/14734,P1/P2,false,pair:P1:P2:W
109,378,6683135/15939,6401279/31878,P0/P2,false,pair:P0:P2:NE
110,382,7933193/18733,7604577/37466,P0/P2,false,pair:P0:P2:N
111,384,2884269/6793,2792093/13586,P0/P1,false,pair:P0:P1:E
112,386,16545451/38671,15856795/77342,P0/P2,false,pair:P0:P2:NW
113,388,6505241/15205,6296937/30410,P0/P1,false,pair:P0:P1:SE
114,390,9724527/22691,9508607/45382,P0/P2,false,pair:P0:P2:W
115,394,25882891/59727,8237065/39818,P0/P2,false,pair:P0:P2:W
116,400,381281/861,7683125/36162,P1/P2,false,pair:P1:P2:NE
117,404,16235897/36261,15544553/72522,P0/P2,false,pair:P0:P2:NE
118,405,717881/1605,689993/3210,P0/P1,false,pair:P0:P1:SW
119,408,5537211/12319,5312619/24638,P0/P1,false,pair:P0:P1:SW
120,411,6832921/15205,6624617/30410,P0/P1,false,pair:P0:P1:SW
121,412,6316253/13977,30214753/139770,P0/P2,false,pair:P0:P2:E
122,413,17915423/39475,16965519/78950,P0/P1,false,pair:P0:P1:SW
123,415,555793/1237,546985/2474,P0/P2,false,pair:P0:P2:SE
124,419,18177567/39475,17227663/78950,P0/P1,false,pair:P0:P1:SE
125,421,10350849/22477,763957/3458,P0/P1,false,pair:P0:P1:E
126,427,18439711/39475,17489807/78950,P0/P1,false,pair:P0:P1:SE
127,429,8138773/17505,2628583/11670,P1/P2,false,pair:P1:P2:SW
128,431,47147651/100295,45167923/200590,P1/P2,false,pair:P1:P2:W
129,434,49512301/104617,47473021/209234,P1/P2,false,pair:P1:P2:W
130,437,4827155/10039,13910633/60234,P0/P2,false,pair:P0:P2:E
131,441,55312709/114561,17581351/76374,P0/P2,false,pair:P0:P2:E
132,446,49244803/100295,47002931/200590,P1/P2,false,pair:P1:P2:W
133,449,51609453/104617,49308029/209234,P1/P2,false,pair:P1:P2:W
134,453,634939/1243,576959/2486,P0/P1,false,pair:P0:P1:E
135,456,4575513/9061,22032141/90610,P1/P2,false,pair:P1:P2:S
136,461,51407491/100295,3766847/15430,P0/P2,false,pair:P0:P2:W
137,467,536407/1019,503703/2038,P1/P2,false,pair:P1:P2:W
138,468,81006119/155035,77655063/310070,P0/P2,false,pair:P0:P2:NW
139,471,34334835/65191,32842675/130382,P1/P2,false,pair:P1:P2:NW
140,480,40262509/75081,115412759/450486,P0/P1,false,pair:P0:P1:S
141,482,98909099/183567,94380187/367134,P1/P2,false,pair:P1:P2:E
142,486,13585329/24989,90294279/349846,P0/P2,false,pair:P0:P2:S
143,488,7987901/14105,6899437/28210,P1/P2,false,pair:P1:P2:S
144,493,74105129/134261,70178617/268522,P0/P2,false,pair:P0:P2:NW
145,495,57907141/105569,55698453/211138,P0/P2,false,pair:P0:P2:NW
146,497,46771319/84731,45051095/169462,P0/P1,false,pair:P0:P1:SW
147,499,33275201/59837,31561089/119674,P0/P1,false,pair:P0:P1:SW
148,500,85927561/154085,16243957/61634,P0/P2,false,pair:P0:P2:N
149,509,268809997/474249,256621405/948498,P0/P1,false,pair:P0:P1:W
150,512,65249693/114457,186557447/686742,P1/P2,false,pair:P1:P2:S
151,516,88680073/154085,83579081/308170,P0/P1,false,pair:P0:P1:S
152,520,135363881/235093,130031065/470186,P0/P2,false,pair:P0:P2:E
153,524,53199145/91221,150806411/547326,P0/P1,false,pair:P0:P1:SE
154,526,55534869/95657,53716813/191314,P0/P2,false,pair:P0:P2:NE
155,534,47839687/80627,45571743/161254,P1/P2,false,pair:P1:P2:S
156,537,75968553/127189,72306521/254378,P0/P2,false,pair:P0:P2:W
157,543,11654629/19189,32927827/115134,P0/P1,false,pair:P0:P1:W
158,546,49150407/80627,46620319/161254,P1/P2,false,pair:P1:P2:S
159,551,192604381/313153,182814821/626306,P1/P2,false,pair:P1:P2:SE
160,554,20379861/32945,12326761/41930,P0/P2,false,pair:P0:P2:SW
161,557,121231303/195603,38616149/130402,P1/P2,false,pair:P1:P2:SW
162,563,54433489/87049,52641829/174098,P0/P1,false,pair:P0:P1:NW
163,564,36490457/57917,104546323/347502,P0/P2,false,pair:P0:P2:SE
164,570,51954205/82413,50305417/164826,P0/P2,false,pair:P0:P2:E
165,572,118640227/186803,113808727/373606,P1/P2,false,pair:P1:P2:SW
166,573,376275649/591169,359192301/1182338,P0/P2,false,pair:P0:P2:E
167,574,138995195/217563,131574847/435126,P1/P2,false,pair:P1:P2:SW
168,577,290340873/451753,274058741/903506,P0/P1,false,pair:P0:P1:E
169,579,762259247/1191599,731831875/2383198,P1/P2,false,pair:P1:P2:SW
170,584,1395243649/2147745,1326307469/4295490,P0/P1,false,pair:P0:P1:S
171,587,673556465/1032529,643536381/2065058,P0/P1,false,pair:P0:P1:S
172,590,305513689/464913,287221133/929826,P0/P1,false,pair:P0:P1:SE
173,592,1142105449/1740953,1086680837/3481906,P0/P2,false,pair:P0:P2:W
174,593,1092108319/1671567,350798401/1114378,P0/P1,false,pair:P0:P1:SE
175,602,84871217/128449,416828801/1284490,P0/P2,false,pair:P0:P2:NE
176,607,136594693/199269,18152759/56934,P0/P1,false,pair:P0:P1:NE
177,611,422924913/617273,404455797/1234546,P1/P2,false,pair:P1:P2:W
178,614,1312279291/1912923,1254985151/3825846,P1/P2,false,pair:P1:P2:W
179,615,2679468209/3891905,509357481/1556762,P0/P2,false,pair:P0:P2:E
180,619,1653567241/2403033,529798231/1602022,P0/P2,false,pair:P0:P2:E
181,621,513087455/737951,484779251/1475902,P0/P2,false,pair:P0:P2:NE
182,623,61857311/89391,138830887/417158,P0/P1,false,pair:P0:P1:SE
183,628,286051259/408271,271005435/816542,P0/P2,false,pair:P0:P2:N
184,630,584459591/835559,562633947/1671118,P1/P2,false,pair:P1:P2:NW
185,632,1288315087/1826847,1217771603/3653694,P1/P2,false,pair:P1:P2:NW
186,634,2218946525/3147469,2116325545/6294938,P0/P1,false,pair:P0:P1:NE
187,640,1803311131/2543707,1728687615/5087414,P0/P2,false,pair:P0:P2:N
188,644,562792433/785073,1249165465/3663674,P1/P2,false,pair:P1:P2:NW
189,647,156829183/218035,149150159/436070,P0/P1,false,pair:P0:P1:NE
190,650,1631732165/2258821,1555040353/4517642,P1/P2,false,pair:P1:P2:NW
191,652,2533627443/3482995,2391464247/6965990,P0/P1,false,pair:P0:P1:E
192,656,571181041/785073,3806216651/10991022,P0/P1,false,pair:P0:P1:SE
193,661,1096437833/1491961,1038573029/2983922,P0/P2,false,pair:P0:P2:S
194,666,9287048519/12518279,8838118075/25036558,P0/P2,false,pair:P0:P2:NW
195,671,4046770733/5422349,3864112393/10844698,P0/P2,false,pair:P0:P2:NW
196,674,246642087/285287,157244187/570574,P0/P1,false,pair:P0:P1:N
197,675,10747744465/14329489,10256017277/28658978,P0/P2,false,pair:P0:P2:NW
198,677,11289328101/15046117,10837677761/30092234,P0/P1,false,pair:P0:P1:NE
199,681,3349402353/4446577,3229074269/8893154,P0/P2,false,pair:P0:P2:S
200,685,922387697/1209165,290287451/806110,P0/P1,false,pair:P0:P1:N
201,687,782795317/1033749,251769979/689166,P0/P1,false,pair:P0:P1:N
202,689,34838979115/45626539,33163585423/91253078,P1/P2,false,pair:P1:P2:SE
203,692,30306508953/39599897,28964969957/79199794,P0/P2,false,pair:P0:P2:E
204,694,6356424239/8337071,6135571523/16674142,P0/P2,false,pair:P0:P2:E
205,697,22863751597/29780653,21937283049/59561306,P0/P1,false,pair:P0:P1:NW
206,699,11043885833/14168713,10263182997/28337426,P0/P1,false,pair:P0:P1:NW
207,708,450595963/549243,1142696285/3295458,P1/P2,false,pair:P1:P2:SE
208,709,35744948779/45626539,34069555087/91253078,P0/P2,false,pair:P0:P2:SW
209,711,6685918597/8539397,6389479521/17078794,P1/P2,false,pair:P1:P2:E
210,715,3474723571/4461299,3407721271/8922598,P0/P2,false,pair:P0:P2:S
211,717,47136974499/59775779,44994792103/119551558,P1/P2,false,pair:P1:P2:E
212,720,7955857577/9990441,2497623271/6660294,P0/P2,false,pair:P0:P2:SE
213,724,10063612765/12659677,9600325209/25319354,P1/P2,false,pair:P1:P2:NE
214,725,20336550105/25645657,19553577509/51291314,P0/P2,false,pair:P0:P2:SE
215,729,716052237/895133,682604281/1790266,P1/P2,false,pair:P1:P2:NE
216,735,2835169567/3544671,2770301107/7089342,P0/P1,false,pair:P0:P1:N
217,741,8247460613/10087941,7830361697/20175882,P0/P2,false,pair:P0:P2:SE
218,749,14744990191/17866799,14144954435/35733598,P0/P1,false,pair:P0:P1:NW
219,753,3618014799/4354295,689206431/1741718,P0/P2,false,pair:P0:P2:W
220,755,10509684231/12648263,30164459633/75889578,P1/P2,false,pair:P1:P2:SW
221,761,26694728411/31723931,25240490303/63447862,P0/P2,false,pair:P0:P2:W
222,763,27261364105/32428169,25857583509/64856338,P0/P1,false,pair:P0:P1:E
223,766,34154474095/40550767,32584205059/81101534,P0/P2,false,pair:P0:P2:NW
224,771,34422909551/40550767,32852640515/81101534,P0/P2,false,pair:P0:P2:NE
225,773,7641494647/8942071,7227130347/17884142,P0/P2,false,pair:P0:P2:NE
226,778,20633338565/24042181,19557009953/48084362,P0/P2,false,pair:P0:P2:SE
227,779,3215170451/3759267,5126980449/12530890,P0/P1,false,pair:P0:P1:NW
228,780,11518365945/13550489,11204872741/27100978,P0/P2,false,pair:P0:P2:SE
229,782,20604796425/23817737,19195820821/47635474,P0/P2,false,pair:P0:P2:SE
230,785,2194306615/2548567,27186389263/66262742,P1/P2,false,pair:P1:P2:E
231,791,42949414997/49473365,41211586929/98946730,P0/P1,false,pair:P0:P1:SW
232,797,85858598009/98045561,82005578437/196091122,P1/P2,false,pair:P1:P2:W
233,800,25781488629/29354837,24822934193/58709674,P0/P1,false,pair:P0:P1:N
234,801,73436230359/83052119,69681453771/166104238,P1/P2,false,pair:P1:P2:W
235,803,7859547427/8870507,7425442623/17741014,P1/P2,false,pair:P1:P2:SW
236,805,46143447297/52279825,8816767353/20911930,P0/P2,false,pair:P0:P2:NW
237,809,410131203/467027,401857399/934054,P1/P2,false,pair:P1:P2:SW
238,810,27774331711/31291503,8864209633/20861002,P0/P2,false,pair:P0:P2:NW
239,814,230111333/255936,107933245/255936,P0/P1,false,pair:P0:P1:E
240,816,13688903715/14895139,12246160551/29790278,P0/P2,false,pair:P0:P2:W
241,821,172298103207/191254631,164440257819/382509262,P1/P2,false,pair:P1:P2:NW
242,825,205170974305/226983969,65427833327/151322646,P0/P1,false,pair:P0:P1:E
243,828,123350794303/135211391,116754240851/270422782,P1/P2,false,pair:P1:P2:NW
244,829,27319230917/29888581,25778244769/59777162,P0/P1,false,pair:P0:P1:NE
245,837,335215074347/365100267,321652953679/730200534,P0/P2,false,pair:P0:P2:E
246,841,314690215533/340493485,300080614249/680986970,P0/P1,false,pair:P0:P1:NE
247,842,20620897589/22172869,19377707521/44345738,P0/P2,false,pair:P0:P2:SE
248,853,599633403049/635523049,572878175477/1271046098,P0/P1,false,pair:P0:P1:NE
249,854,76939431955/81312531,73046379223/162625062,P0/P2,false,pair:P0:P2:S
250,858,132631882603/140767403,127963081231/281534806,P0/P2,false,pair:P0:P2:S
251,862,77610520595/81312531,24527750045/54208354,P0/P2,false,pair:P0:P2:S
252,866,133974059883/140767403,18433831865/40219258,P0/P2,false,pair:P0:P2:S
253,867,236394950673/247101265,225123683901/494202530,P0/P1,false,pair:P0:P1:SW
254,869,290537278353/303392465,277277065149/606784930,P0/P1,false,pair:P0:P1:SW
255,870,370605950947/384208803,31650102613/69856146,P1/P2,false,pair:P1:P2:S
256,875,795838129761/829361057,765252099149/1658722114,P0/P1,false,pair:P0:P1:NW
257,878,730864926173/758938653,78048015761/168653034,P0/P2,false,pair:P0:P2:NW
258,879,1435769029107/1481416627,1365870518647/2962833254,P0/P1,false,pair:P0:P1:N
259,885,319965449673/326027785,300309209749/652055570,P0/P1,false,pair:P0:P1:NW
260,887,411044580633/418715225,387694631589/837430450,P1/P2,false,pair:P1:P2:W
261,888,717005993989/735968837,690295168801/1471937674,P0/P1,false,pair:P0:P1:NW
262,893,278198755509/282915637,265423663313/565831274,P1/P2,false,pair:P1:P2:S
263,895,2016195145513/2040079977,48941330179/104619486,P0/P2,false,pair:P0:P2:SW
264,899,3237924720309/3273132277,3087055110161/6546264554,P1/P2,false,pair:P1:P2:S
265,903,1329444942059/1340571819,1263852924175/2681143638,P1/P2,false,pair:P1:P2:SW
266,904,618691194489/624500153,4146342889891/8743002142,P0/P1,false,pair:P0:P1:SW
267,911,710190804913/697187569,652115644253/1394375138,P1/P2,false,pair:P1:P2:W
268,912,1877309215289/1874115961,1801632171845/3748231922,P0/P1,false,pair:P0:P1:W
269,913,145889801297/147116049,47896521983/98077366,P1/P2,false,pair:P1:P2:W
270,923,5324285385003/5254830827,5141985470031/10509661654,P1/P2,false,pair:P1:P2:NW
271,924,8214817873507/8072164899,7877052286759/16144329798,P0/P1,false,pair:P0:P1:SW
272,930,2448268690631/2394690951,2358238320571/4789381902,P0/P2,false,pair:P0:P2:W
273,932,2788958368957/2715598077,886871335379/1810398718,P0/P1,false,pair:P0:P1:NW
274,933,1736745929951/1691944863,4980433449433/10151669178,P1/P2,false,pair:P1:P2:SW
275,937,7218981070111/6990495711,6886236842291/13980991422,P1/P2,false,pair:P1:P2:S
276,939,15613593986839/15117416407,14890945820619/30234832814,P1/P2,false,pair:P1:P2:S
277,941,3848132378863/3716501423,10976556655177/22299008538,P0/P2,false,pair:P0:P2:NW
278,944,467446430901/452424181,450946510609/904848362,P0/P1,false,pair:P0:P1:NW
279,945,5278278342287/5061295439,4983684507107/10122590878,P1/P2,false,pair:P1:P2:SW
280,948,3873902182639/3716501423,11053866066505/22299008538,P0/P1,false,pair:P0:P1:NW
281,952,1236403297133/1183463341,5895249858573/11834633410,P0/P2,false,pair:P0:P2:S
282,954,8289069915079/7878629511,7804650669755/15757259022,P0/P1,false,pair:P0:P1:N
283,955,10266866072143/9781768463,423260545365/850588562,P0/P2,false,pair:P0:P2:S
284,957,19017270741/18299413,241292734205/475784738,P0/P1,false,pair:P0:P1:N
285,959,6216376224033/5917316705,5912429727757/11834633410,P0/P1,false,pair:P0:P1:N
286,964,14236286126745/13489481177,13503603413029/26978962354,P0/P2,false,pair:P0:P2:SE
287,967,11665395631643/11053956059,11111929630847/22107912118,P0/P1,false,pair:P0:P1:NW
288,968,25718537117069/24351873485,24472476952073/48703746970,P0/P2,false,pair:P0:P2:SE
289,975,14373725080217/13489481177,13641042366501/26978962354,P0/P1,false,pair:P0:P1:NE
290,980,5417075144363/5090373739,88726786941/172555042,P0/P1,false,pair:P0:P1:N
291,981,17622388371091/16530438739,17001191588759/33060877478,P0/P2,false,pair:P0:P2:E
292,986,864370656537/800429657,818322639525/1600859314,P0/P1,false,pair:P0:P1:N
293,987,7639148454353/7086043921,7266259942141/14172087842,P1/P2,false,pair:P1:P2:E
294,988,1903139505529/1764028601,1811407186309/3528057202,P0/P2,false,pair:P0:P2:NE
295,990,15555638602195/14420379027,14852837277143/28840758054,P0/P2,false,pair:P0:P2:NE
296,992,5408072917879/5007289399,5157665131691/10014578798,P0/P2,false,pair:P0:P2:NE
297,994,3173820359017/2935525545,3042624603829/5871051090,P1/P2,false,pair:P1:P2:E
298,997,30641849562683/28181967867,29083594133023/56363935734,P0/P1,false,pair:P0:P1:E
299,999,17946568126615/16439865687,268461836789/521900498,P1/P2,false,pair:P1:P2:E
300,1001,6139018501281/5622759905,1159858310633/2249103962,P0/P1,false,pair:P0:P1:E
301,1004,25984436238231/23819487319,24835778764363/47638974638,P0/P2,false,pair:P0:P2:SE
302,1010,428682412973/389593069,12665280349047/24154770278,P0/P1,false,pair:P0:P1:W
303,1013,38640430362841/35065007129,36777959254373/70130014258,P0/P1,false,pair:P0:P1:W
304,1015,26242134275991/23819487319,25076296932939/47638974638,P0/P2,false,pair:P0:P2:SE
305,1024,125002173491/112372531,358293100901/674235186,P1/P2,false,pair:P1:P2:NW
306,1029,2613116266531/2331810531,2488553182951/4663621062,P0/P1,false,pair:P0:P1:S
307,1034,22228189104049/19713757425,21102721538909/39427514850,P1/P2,false,pair:P1:P2:N
308,1039,10666353076073/9393989289,30320544714271/56363935734,P0/P1,false,pair:P0:P1:S
309,1040,4679313309583/4141569615,4491430931171/8283139230,P0/P2,false,pair:P0:P2:NW
310,1042,8499392052811/7504979979,1161857841625/2144279994,P0/P1,false,pair:P0:P1:S
311,1048,1220334532253/1072139997,2722454876581/5003319986,P0/P1,false,pair:P0:P1:S
312,1050,3044217474799/2646689199,2850064223939/5293378398,P0/P2,false,pair:P0:P2:SW
313,1051,3511883208201/3081419081,3366658519765/6162838162,P1/P2,false,pair:P1:P2:W
314,1057,897998334911/783775359,1437633552437/2612584530,P1/P2,false,pair:P1:P2:W
315,1059,13443511989/11744501,5136509785659/9278155790,P0/P2,false,pair:P0:P2:E
316,1063,11664742217163/10059212683,33073478732621/60355276098,P1/P2,false,pair:P1:P2:S
317,1067,22915383871409/19713757425,21721196829533/39427514850,P0/P1,false,pair:P0:P1:N
318,1071,4783234540685/4121090253,1970557525837/3532363074,P0/P2,false,pair:P0:P2:NE
319,1072,2996458585043/2594682771,4869701438737/8648942570,P0/P1,false,pair:P0:P1:NW
320,1074,22969449526955/19652319339,21800288548303/39304638678,P0/P1,false,pair:P0:P1:NW
321,1076,24690167790019/21078970755,7800357549997/14052647170,P0/P2,false,pair:P0:P2:E
322,1080,7885368161887/6733674783,22694581902425/40402048698,P0/P1,false,pair:P0:P1:N
323,1086,10520607788945/8925282513,110178548530975/196356215286,P1/P2,false,pair:P1:P2:SW
324,1088,50140643973393/42362849873,47506819625277/84725699746,P0/P1,false,pair:P0:P1:N
325,1094,13491652061913/11341350425,12820384914277/22682700850,P1/P2,false,pair:P1:P2:W
326,1096,167099886083777/140336049153,52922466742031/93557366102,P0/P2,false,pair:P0:P2:SE
327,1100,165562442418791/137896922919,51854784430153/91931281946,P1/P2,false,pair:P1:P2:N
328,1101,136630195779493/113841050085,8583161245871/15178806678,P0/P2,false,pair:P0:P2:S
329,1110,67474129150377/55869788393,64266352079349/111739576786,P0/P2,false,pair:P0:P2:W
330,1112,4842819530411/4009628523,4615481097935/8019257046,P0/P2,false,pair:P0:P2:W
331,1116,439096408116211/362204254131,139735346449533/241469502754,P0/P2,false,pair:P0:P2:SW
332,1121,68161323917737/55869788393,64816107893237/111739576786,P0/P2,false,pair:P0:P2:W
333,1122,112506975313999/92144084751,320583478498793/552864508506,P0/P1,false,pair:P0:P1:SE
334,1124,262654373567/214385023,3227318259255/5574010598,P0/P2,false,pair:P0:P2:W
335,1129,86783793133301/70744913205,82751704670033/141489826410,P0/P1,false,pair:P0:P1:S
336,1134,623150823313463/504114354423,589623187966571/1008228708846,P1/P2,false,pair:P1:P2:N
337,1136,291430944879763/236800196691,278994195059095/473600393382,P1/P2,false,pair:P1:P2:N
338,1140,69544400264767/56012706047,591822211222123/1008228708846,P1/P2,false,pair:P1:P2:N
339,1141,228148070692617/184177901129,217184427445205/368355802258,P0/P1,false,pair:P0:P1:NW
340,1146,183399061938647/147631190679,174974885997451/295262381358,P0/P1,false,pair:P0:P1:W
341,1150,345904702103789/276432254253,109426686631075/184288169502,P1/P2,false,pair:P1:P2:NW
342,1153,182629110423067/145531745243,173070806182015/291063490486,P0/P2,false,pair:P0:P2:S
343,1157,393738859603567/314092508463,125705680745153/209395005642,P0/P1,false,pair:P0:P1:E
344,1161,180302998598857/142274014217,509092526834623/853644085302,P1/P2,false,pair:P1:P2:S
345,1167,282325685030903/222824057015,269269508009771/445648114030,P1/P2,false,pair:P1:P2:E
346,1171,185515328445979/145531745243,175544707344511/291063490486,P0/P1,false,pair:P0:P1:N
347,1175,473096363745893/370457275557,149442488255659/246971517038,P0/P2,false,pair:P0:P2:SE
348,1184,371836651889347/288985672323,1062264464344085/1733914033938,P0/P1,false,pair:P0:P1:SW
349,1188,514571464124361/397559570185,486013805612437/795119140370,P1/P2,false,pair:P1:P2:N
350,1191,399848012899723/308612745035,378119034454831/617225490070,P1/P2,false,pair:P1:P2:NW
351,1194,964914992395699/741181532531,908407763545143/1482363065062,P0/P1,false,pair:P0:P1:SE
352,1197,5673706895701/4352089493,5364659084337/8704178986,P1/P2,false,pair:P1:P2:NW
353,1201,3261374167461103/2499167796143,3104167146839235/4998335592286,P0/P2,false,pair:P0:P2:W
354,1208,487664892813925/370457275557,462621115928065/740914551114,P0/P2,false,pair:P0:P2:NE
