bit_index,row_id,keep_mask,output
2352,36,48,H.0
2353,36,49,H.5
2354,36,50,H.4
2355,36,51,H.4
2356,36,52,H.0
2357,36,53,H.5
2358,36,54,H.0
2359,36,55,H.3
2360,36,56,H.0
2361,36,57,H.5
2362,36,58,H.4
2363,36,59,H.4
2364,36,60,H.0
2365,36,61,H.5
2366,36,62,H.0
2367,36,63,H.4
2371,37,3,H.4
2372,37,4,H.3
2373,37,5,H.3
2374,37,6,H.3
2375,37,7,H.3
2376,37,8,H.2
2377,37,9,H.5
2378,37,10,H.2
2379,37,11,H.2
2380,37,12,H.2
2381,37,13,H.2
2382,37,14,H.2
2383,37,15,H.2
2384,37,16,H.1
2385,37,17,H.5
2386,37,18,H.1
2387,37,19,H.4
2388,37,20,H.1
2389,37,21,H.5
2390,37,22,H.1
2391,37,23,H.3
2392,37,24,H.1
2393,37,25,H.5
2394,37,26,H.1
2395,37,27,H.4
2396,37,28,H.1
2397,37,29,H.5
2398,37,30,H.1
2399,37,31,H.1
2400,37,32,H.0
2401,37,33,H.5
2402,37,34,H.4
2403,37,35,H.4
2404,37,36,H.0
2405,37,37,H.3
2406,37,38,H.3
2407,37,39,H.3
2408,37,40,H.0
2409,37,41,H.5
2410,37,42,H.2
2411,37,43,H.2
2412,37,44,H.0
2413,37,45,H.5
2414,37,46,H.2
2415,37,47,H.2
2416,37,48,H.0
2417,37,49,H.5
2418,37,50,H.4
2419,37,51,H.4
2420,37,52,H.0
2421,37,53,H.5
2422,37,54,H.0
2423,37,55,H.3
2424,37,56,H.0
2425,37,57,H.5
2426,37,58,H.4
2427,37,59,H.4
2428,37,60,H.0
2429,37,61,H.5
2430,37,62,H.0
2431,37,63,H.4
2435,38,3,H.4
2436,38,4,H.3
2437,38,5,H.3
2438,38,6,H.3
2439,38,7,H.3
2440,38,8,H.2
2441,38,9,H.5
2442,38,10,H.2
2443,38,11,H.2
2444,38,12,H.2
2445,38,13,H.2
2446,38,14,H.2
2447,38,15,H.2
2448,38,16,H.1
2449,38,17,H.5
2450,38,18,H.4
2451,38,19,H.4
2452,38,20,H.1
2453,38,21,H.5
2454,38,22,H.1
2455,38,23,H.3
2456,38,24,H.1
2457,38,25,H.5
2458,38,26,H.1
2459,38,27,H.4
2460,38,28,H.1
2461,38,29,H.5
2462,38,30,H.1
2463,38,31,H.1
2464,38,32,H.0
2465,38,33,H.5
2466,38,34,H.4
2467,38,35,H.4
2468,38,36,H.0
2469,38,37,H.3
2470,38,38,H.3
2471,38,39,H.3
2472,38,40,H.0
2473,38,41,H.5
2474,38,42,H.2
2475,38,43,H.2
2476,38,44,H.0
2477,38,45,H.5
2478,38,46,H.2
2479,38,47,H.2
2480,38,48,H.0
2481,38,49,H.5
2482,38,50,H.4
2483,38,51,H.4
2484,38,52,H.0
2485,38,53,H.5
2486,38,54,H.0
2487,38,55,H.3
2488,38,56,H.0
2489,38,57,H.5
2490,38,58,H.4
2491,38,59,H.4
2492,38,60,H.0
2493,38,61,H.5
2494,38,62,H.0
2495,38,63,H.4
2499,39,3,H.4
2500,39,4,H.3
2501,39,5,H.3
2502,39,6,H.3
2503,39,7,H.3
2504,39,8,H.2
2505,39,9,H.5
2506,39,10,H.2
2507,39,11,H.2
2508,39,12,H.2
2509,39,13,H.2
2510,39,14,H.2
2511,39,15,H.2
2512,39,16,H.1
2513,39,17,H.5
2514,39,18,H.1
2515,39,19,H.4
2516,39,20,H.1
2517,39,21,H.5
2518,39,22,H.1
2519,39,23,H.3
2520,39,24,H.1
2521,39,25,H.5
2522,39,26,H.1
2523,39,27,H.4
2524,39,28,H.1
2525,39,29,H.5
2526,39,30,H.1
2527,39,31,H.1
2528,39,32,H.0
2529,39,33,H.5
2530,39,34,H.4
2531,39,35,H.4
2532,39,36,H.3
2533,39,37,H.3
2534,39,38,H.3
2535,39,39,H.3
2536,39,40,H.0
2537,39,41,H.5
2538,39,42,H.4
2539,39,43,H.4
2540,39,44,H.0
2541,39,45,H.2
2542,39,46,H.2
2543,39,47,H.2
2544,39,48,H.0
2545,39,49,H.5
2546,39,50,H.4
2547,39,51,H.4
2548,39,52,H.0
2549,39,53,H.5
2550,39,54,H.0
2551,39,55,H.3
2552,39,56,H.0
2553,39,57,H.5
2554,39,58,H.4
2555,39,59,H.4
2556,39,60,H.0
2557,39,61,H.5
2558,39,62,H.0
2559,39,63,H.3
2563,40,3,H.4
2564,40,4,H.3
2565,40,5,H.3
2566,40,6,H.3
2567,40,7,H.3
2569,40,9,H.5
2570,40,10,H.2
2571,40,11,H.2
2572,40,12,H.2
2573,40,13,H.2
2574,40,14,H.2
2575,40,15,H.2
2578,40,18,H.4
2579,40,19,H.4
2580,40,20,H.1
2581,40,21,H.5
2582,40,22,H.1
2583,40,23,H.1
2584,40,24,H.1
2585,40,25,H.5
2586,40,26,H.1
2587,40,27,H.4
2588,40,28,H.1
2589,40,29,H.5
2590,40,30,H.1
2591,40,31,H.1
2593,40,33,H.5
2594,40,34,H.4
2595,40,35,H.4
2596,40,36,H.0
2597,40,37,H.3
2598,40,38,H.3
2599,40,39,H.3
2601,40,41,H.5
2602,40,42,H.2
2603,40,43,H.2
2604,40,44,H.0
2605,40,45,H.5
2606,40,46,H.2
2607,40,47,H.2
2608,40,48,H.0
2609,40,49,H.5
2610,40,50,H.4
2611,40,51,H.4
2612,40,52,H.0
2613,40,53,H.5
2614,40,54,H.0
2615,40,55,H.3
2616,40,56,H.0
2617,40,57,H.5
2618,40,58,H.0
2619,40,59,H.4
2620,40,60,H.0
2621,40,61,H.5
2622,40,62,H.0
2623,40,63,H.4
2627,41,3,H.4
2628,41,4,H.3
2629,41,5,H.3
2630,41,6,H.3
2631,41,7,H.3
2633,41,9,H.5
2634,41,10,H.2
2635,41,11,H.2
2636,41,12,H.2
2637,41,13,H.2
2638,41,14,H.2
2639,41,15,H.2
2640,41,16,H.1
2641,41,17,H.5
2642,41,18,H.4
2643,41,19,H.4
2644,41,20,H.1
2645,41,21,H.5
2646,41,22,H.1
2647,41,23,H.3
2648,41,24,H.1
2649,41,25,H.5
2650,41,26,H.1
2651,41,27,H.4
2652,41,28,H.1
2653,41,29,H.5
2654,41,30,H.1
2655,41,31,H.1
2656,41,32,H.0
2657,41,33,H.5
2658,41,34,H.4
2659,41,35,H.4
2660,41,36,H.0
2661,41,37,H.3
2662,41,38,H.3
2663,41,39,H.3
2664,41,40,H.0
2665,41,41,H.5
2666,41,42,H.2
2667,41,43,H.2
2668,41,44,H.0
2669,41,45,H.5
2670,41,46,H.2
2671,41,47,H.2
2672,41,48,H.0
2673,41,49,H.5
2674,41,50,H.4
2675,41,51,H.4
2676,41,52,H.0
2677,41,53,H.5
2678,41,54,H.0
2679,41,55,H.3
2680,41,56,H.0
2681,41,57,H.5
2682,41,58,H.0
2683,41,59,H.4
2684,41,60,H.0
2685,41,61,H.5
2686,41,62,H.0
2687,41,63,H.4
2691,42,3,H.4
2693,42,5,H.3
2695,42,7,H.3
2696,42,8,H.2
2697,42,9,H.5
2698,42,10,H.2
2699,42,11,H.2
2700,42,12,H.2
2701,42,13,H.2
2702,42,14,H.2
2703,42,15,H.2
2704,42,16,H.1
2705,42,17,H.5
2706,42,18,H.1
2707,42,19,H.4
2708,42,20,H.1
2709,42,21,H.5
2710,42,22,H.1
2711,42,23,H.3
2712,42,24,H.1
2713,42,25,H.5
2714,42,26,H.1
2715,42,27,H.4
2716,42,28,H.1
2717,42,29,H.5
2718,42,30,H.1
2719,42,31,H.1
2720,42,32,H.0
2721,42,33,H.5
2722,42,34,H.4
2723,42,35,H.4
2724,42,36,H.3
2725,42,37,H.3
2726,42,38,H.3
2727,42,39,H.3
2728,42,40,H.0
2729,42,41,H.5
2730,42,42,H.2
2731,42,43,H.2
2732,42,44,H.0
2733,42,45,H.2
2734,42,46,H.2
2735,42,47,H.2
2736,42,48,H.0
2737,42,49,H.5
2738,42,50,H.4
2739,42,51,H.4
2740,42,52,H.0
2741,42,53,H.5
2742,42,54,H.0
2743,42,55,H.3
2744,42,56,H.0
2745,42,57,H.5
2746,42,58,H.4
2747,42,59,H.4
2748,42,60,H.0
2749,42,61,H.5
2750,42,62,H.0
2751,42,63,H.1
2755,43,3,H.4
2757,43,5,H.3
2759,43,7,H.3
2760,43,8,H.2
2761,43,9,H.5
2762,43,10,H.2
2763,43,11,H.2
2764,43,12,H.2
2765,43,13,H.2
2766,43,14,H.2
2767,43,15,H.2
2768,43,16,H.1
2769,43,17,H.5
2770,43,18,H.4
2771,43,19,H.4
2772,43,20,H.1
2773,43,21,H.5
2774,43,22,H.1
2775,43,23,H.3
2776,43,24,H.1
2777,43,25,H.5
2778,43,26,H.1
2779,43,27,H.4
2780,43,28,H.1
2781,43,29,H.5
