# REPHEX current computed pattern
# axiom=F level=5 cells=15841
# source=F: F@e; F -> F + {B_i@g_i : i=0..5}
# q r state orientation colour_index dark_cap leaf_tag
-9 -37 G 3 5 0 N
-8 -37 1 1 0 0 N
-7 -37 G 3 2 0 N
-6 -37 G 1 4 0 N
-5 -37 1 2 0 0 N
-4 -37 G 3 3 0 N
-3 -37 G 1 2 0 N
-2 -37 0 5 0 0 N
-1 -37 G 3 5 0 N
0 -37 1 1 1 0 N
1 -37 B 3 5 0 N
2 -37 0 3 0 0 N
3 -37 1 3 0 0 N
4 -37 C 3 1 1 N
5 -37 1 1 0 0 N
6 -37 G 3 2 0 N
7 -37 G 1 4 0 N
8 -37 1 2 0 0 N
9 -37 G 3 3 0 N
10 -37 G 1 2 0 N
11 -37 0 5 0 0 N
12 -37 G 3 5 0 N
13 -37 1 1 0 0 N
14 -37 G 3 2 0 N
15 -37 G 1 4 0 N
16 -37 1 2 0 0 N
17 -37 G 3 3 0 N
18 -37 1 1 0 0 N
19 -37 G 3 2 0 N
20 -37 G 1 4 0 N
21 -37 1 2 0 0 N
22 -37 G 3 3 0 N
23 -37 G 1 2 0 N
24 -37 0 5 0 0 N
25 -37 G 3 5 0 N
26 -37 1 1 0 0 N
27 -37 G 3 2 0 N
28 -37 G 1 4 0 N
29 -37 1 2 0 0 N
30 -37 G 3 3 0 N
31 -37 G 1 2 0 N
32 -37 0 5 0 0 N
33 -37 G 3 5 0 N
34 -37 1 1 0 0 N
35 -37 G 3 2 0 N
36 -37 G 1 9 0 N
37 -37 1 2 1 0 N
38 -37 B 3 6 0 N
39 -37 0 3 0 0 N
40 -37 1 3 0 0 N
41 -37 C 3 1 1 N
42 -37 0 4 0 0 N
43 -37 B 3 7 0 N
44 -37 0 3 0 0 N
45 -37 1 3 0 0 N
46 -37 C 3 1 1 N
47 -37 1 1 0 0 N
48 -37 G 3 2 0 N
49 -37 G 1 4 0 N
50 -37 1 2 0 0 N
51 -37 G 3 3 0 N
52 -37 G 1 2 0 N
53 -37 0 5 0 0 N
54 -37 G 3 5 0 N
55 -37 0 4 0 0 N
56 -37 B 3 7 0 N
57 -37 0 3 0 0 N
58 -37 1 3 0 0 N
59 -37 C 3 1 1 N
-30 -36 G 0 4 0 N
-29 -36 0 1 0 0 N
-28 -36 G 0 5 0 N
-27 -36 0 2 0 0 N
-26 -36 G 4 2 0 N
-25 -36 G 0 3 0 N
-24 -36 1 5 0 0 N
-23 -36 G 4 4 0 N
-22 -36 G 0 4 0 N
-21 -36 0 1 0 0 N
-20 -36 G 0 5 0 N
-19 -36 0 2 0 0 N
-18 -36 G 4 2 0 N
-17 -36 G 0 4 0 N
-16 -36 0 1 0 0 N
-15 -36 G 0 5 0 N
-14 -36 0 2 0 0 N
-13 -36 G 4 2 0 N
-12 -36 G 0 3 0 N
-11 -36 1 5 0 0 N
-10 -36 G 4 4 0 N
-9 -36 G 0 4 0 N
-8 -36 0 1 0 0 N
-7 -36 G 0 5 0 N
-6 -36 0 2 0 0 N
-5 -36 G 4 2 0 N
-4 -36 G 0 3 0 N
-3 -36 1 5 0 0 N
-2 -36 G 4 4 0 N
-1 -36 G 0 9 0 N
0 -36 0 1 1 0 N
1 -36 G 2 4 0 N
2 -36 G 5 2 0 N
3 -36 G 4 3 0 N
4 -36 G 0 4 0 N
5 -36 0 1 0 0 N
6 -36 G 0 5 0 N
7 -36 0 2 0 0 N
8 -36 G 4 2 0 N
9 -36 G 0 3 0 N
10 -36 1 5 0 0 N
11 -36 G 4 4 0 N
12 -36 G 0 4 0 N
13 -36 0 1 0 0 N
14 -36 G 0 5 0 N
15 -36 0 2 0 0 N
16 -36 G 4 2 0 N
17 -36 G 0 4 0 N
18 -36 0 1 0 0 N
19 -36 G 0 5 0 N
20 -36 0 2 0 0 N
21 -36 G 4 2 0 N
22 -36 G 0 3 0 N
23 -36 1 5 0 0 N
24 -36 G 4 4 0 N
25 -36 G 0 4 0 N
26 -36 0 1 0 0 N
27 -36 G 0 5 0 N
28 -36 0 2 0 0 N
29 -36 G 4 2 0 N
30 -36 G 0 3 0 N
31 -36 1 5 0 0 N
32 -36 G 4 4 0 N
33 -36 G 0 4 0 N
34 -36 0 1 0 0 N
35 -36 G 0 10 0 N
36 -36 0 2 1 0 N
37 -36 B 4 5 0 N
38 -36 G 2 5 0 N
39 -36 G 5 2 0 N
40 -36 G 4 3 0 N
41 -36 G 0 3 0 N
42 -36 1 4 0 0 N
43 -36 G 2 10 0 N
44 -36 G 5 2 0 N
45 -36 G 4 3 0 N
46 -36 G 0 4 0 N
47 -36 0 1 0 0 N
48 -36 G 0 5 0 N
49 -36 0 2 0 0 N
50 -36 G 4 2 0 N
51 -36 G 0 3 0 N
52 -36 1 5 0 0 N
53 -36 G 4 4 0 N
54 -36 G 0 3 0 N
55 -36 1 4 0 0 N
56 -36 G 2 10 0 N
57 -36 G 5 2 0 N
58 -36 G 4 3 0 N
-32 -35 G 1 3 0 N
-31 -35 G 2 2 0 N
-30 -35 G 5 5 0 N
-29 -35 B 1 6 0 N
-28 -35 B 2 5 0 N
-27 -35 G 1 4 0 N
-26 -35 G 2 3 0 N
-25 -35 C 5 1 1 N
-24 -35 G 1 3 0 N
-23 -35 G 2 2 0 N
-22 -35 G 5 5 0 N
-21 -35 B 1 6 0 N
-20 -35 B 2 5 0 N
-19 -35 G 1 4 0 N
-18 -35 G 2 3 0 N
-17 -35 G 5 5 0 N
-16 -35 B 1 6 0 N
-15 -35 B 2 5 0 N
-14 -35 G 1 4 0 N
-13 -35 G 2 3 0 N
-12 -35 C 5 1 1 N
-11 -35 G 1 3 0 N
-10 -35 G 2 2 0 N
-9 -35 G 5 5 0 N
-8 -35 B 1 6 0 N
-7 -35 B 2 5 0 N
-6 -35 G 1 4 0 N
-5 -35 G 2 3 0 N
-4 -35 C 5 1 1 N
-3 -35 G 1 3 0 N
-2 -35 G 2 2 0 N
-1 -35 G 5 10 0 N
0 -35 1 1 0 0 N
1 -35 G 3 3 0 N
2 -35 G 1 3 0 N
3 -35 G 2 2 0 N
4 -35 G 5 5 0 N
5 -35 B 1 6 0 N
6 -35 B 2 5 0 N
7 -35 G 1 4 0 N
8 -35 G 2 3 0 N
9 -35 C 5 1 1 N
10 -35 G 1 3 0 N
11 -35 G 2 2 0 N
12 -35 G 5 5 0 N
13 -35 B 1 6 0 N
14 -35 B 2 5 0 N
15 -35 G 1 4 0 N
16 -35 G 2 3 0 N
17 -35 G 5 5 0 N
18 -35 B 1 6 0 N
19 -35 B 2 5 0 N
20 -35 G 1 4 0 N
21 -35 G 2 3 0 N
22 -35 C 5 1 1 N
23 -35 G 1 3 0 N
24 -35 G 2 2 0 N
25 -35 G 5 5 0 N
26 -35 B 1 6 0 N
27 -35 B 2 5 0 N
28 -35 G 1 4 0 N
29 -35 G 2 3 0 N
30 -35 C 5 1 1 N
31 -35 G 1 3 0 N
32 -35 G 2 2 0 N
33 -35 G 5 5 0 N
34 -35 B 1 7 0 N
35 -35 1 2 0 0 N
36 -35 G 3 4 0 N
37 -35 0 4 0 0 N
38 -35 G 3 4 0 N
39 -35 G 1 3 0 N
40 -35 G 2 2 0 N
41 -35 G 5 4 0 N
42 -35 0 4 1 0 N
43 -35 G 3 9 0 N
44 -35 G 1 3 0 N
45 -35 G 2 2 0 N
46 -35 G 5 5 0 N
47 -35 B 1 6 0 N
48 -35 B 2 5 0 N
49 -35 G 1 4 0 N
50 -35 G 2 3 0 N
51 -35 C 5 1 1 N
52 -35 G 1 3 0 N
53 -35 G 2 2 0 N
54 -35 G 5 4 0 N
55 -35 0 4 1 0 N
56 -35 G 3 9 0 N
-33 -34 C 0 1 1 N
-32 -34 1 0 0 0 N
-31 -34 0 0 0 0 N
-30 -34 B 0 2 0 N
-29 -34 1 0 1 0 N
-28 -34 0 0 1 0 N
-27 -34 1 0 0 0 N
-26 -34 0 0 0 0 N
-25 -34 B 0 1 0 N
-24 -34 1 0 0 0 N
-23 -34 0 0 0 0 N
-22 -34 B 0 2 0 N
-21 -34 1 0 1 0 N
-20 -34 0 0 1 0 N
-19 -34 1 0 0 0 N
-18 -34 0 0 0 0 N
-17 -34 B 0 2 0 N
-16 -34 1 0 1 0 N
-15 -34 0 0 1 0 N
-14 -34 1 0 0 0 N
-13 -34 0 0 0 0 N
-12 -34 B 0 1 0 N
-11 -34 1 0 0 0 N
-10 -34 0 0 0 0 N
-9 -34 B 0 2 0 N
-8 -34 1 0 1 0 N
-7 -34 0 0 1 0 N
-6 -34 1 0 0 0 N
-5 -34 0 0 0 0 N
-4 -34 B 0 1 0 N
-3 -34 1 0 0 0 N
-2 -34 0 0 0 0 N
-1 -34 B 0 7 0 N
0 -34 0 1 0 0 N
1 -34 C 0 1 1 N
2 -34 1 0 0 0 N
3 -34 0 0 0 0 N
4 -34 B 0 2 0 N
5 -34 1 0 1 0 N
6 -34 0 0 1 0 N
7 -34 1 0 0 0 N
8 -34 0 0 0 0 N
9 -34 B 0 1 0 N
10 -34 1 0 0 0 N
11 -34 0 0 0 0 N
12 -34 B 0 2 0 N
13 -34 1 0 1 0 N
14 -34 0 0 1 0 N
15 -34 1 0 0 0 N
16 -34 0 0 0 0 N
17 -34 B 0 2 0 N
18 -34 1 0 1 0 N
19 -34 0 0 1 0 N
20 -34 1 0 0 0 N
21 -34 0 0 0 0 N
22 -34 B 0 1 0 N
23 -34 1 0 0 0 N
24 -34 0 0 0 0 N
25 -34 B 0 2 0 N
26 -34 1 0 1 0 N
27 -34 0 0 1 0 N
28 -34 1 0 0 0 N
29 -34 0 0 0 0 N
30 -34 B 0 1 0 N
31 -34 1 0 0 0 N
32 -34 0 0 0 0 N
33 -34 B 0 8 0 N
34 -34 0 2 0 0 N
35 -34 G 4 3 0 N
36 -34 G 0 2 0 N
37 -34 1 4 0 0 N
38 -34 C 0 1 1 N
39 -34 1 0 0 0 N
40 -34 0 0 0 0 N
41 -34 B 0 5 0 N
42 -34 1 4 1 0 N
43 -34 C 0 1 1 N
44 -34 1 0 0 0 N
45 -34 0 0 0 0 N
46 -34 B 0 2 0 N
47 -34 1 0 1 0 N
48 -34 0 0 1 0 N
49 -34 1 0 0 0 N
50 -34 0 0 0 0 N
51 -34 B 0 1 0 N
52 -34 1 0 0 0 N
53 -34 0 0 0 0 N
54 -34 B 0 5 0 N
55 -34 1 4 1 0 N
-55 -33 C 1 1 1 N
-54 -33 G 2 3 0 N
-51 -33 C 2 1 1 N
-43 -33 C 2 1 1 N
-32 -33 G 5 4 0 N
-31 -33 G 4 5 0 N
-29 -33 G 5 9 0 N
-28 -33 G 4 10 0 N
-27 -33 B 5 7 0 N
-26 -33 B 4 8 0 N
-25 -33 G 2 5 0 N
-24 -33 G 5 4 0 N
-23 -33 G 4 5 0 N
-22 -33 C 2 1 1 N
-21 -33 G 5 9 0 N
-20 -33 G 4 10 0 N
-19 -33 B 5 7 0 N
-18 -33 B 4 8 0 N
-17 -33 G 2 5 0 N
-16 -33 G 5 9 0 N
-15 -33 G 4 10 0 N
-14 -33 B 5 7 0 N
-13 -33 B 4 8 0 N
-12 -33 G 2 5 0 N
-11 -33 G 5 4 0 N
-10 -33 G 4 5 0 N
-9 -33 C 2 1 1 N
-8 -33 G 5 9 0 N
-7 -33 G 4 10 0 N
-6 -33 B 5 7 0 N
-5 -33 B 4 8 0 N
-4 -33 G 2 5 0 N
-3 -33 G 5 4 0 N
-2 -33 G 4 5 0 N
-1 -33 B 5 8 0 N
0 -33 B 1 1 0 N
1 -33 G 2 3 0 N
2 -33 G 5 4 0 N
3 -33 G 4 5 0 N
4 -33 C 2 1 1 N
5 -33 G 5 9 0 N
6 -33 G 4 10 0 N
7 -33 B 5 7 0 N
8 -33 B 4 8 0 N
9 -33 G 2 5 0 N
10 -33 G 5 4 0 N
11 -33 G 4 5 0 N
12 -33 C 2 1 1 N
13 -33 G 5 9 0 N
14 -33 G 4 10 0 N
15 -33 B 5 7 0 N
16 -33 B 4 8 0 N
17 -33 G 2 5 0 N
18 -33 G 5 9 0 N
19 -33 G 4 10 0 N
20 -33 B 5 7 0 N
21 -33 B 4 8 0 N
22 -33 G 2 5 0 N
23 -33 G 5 4 0 N
24 -33 G 4 5 0 N
25 -33 C 2 1 1 N
26 -33 G 5 9 0 N
27 -33 G 4 10 0 N
28 -33 B 5 7 0 N
29 -33 B 4 8 0 N
30 -33 G 2 5 0 N
31 -33 G 5 4 0 N
32 -33 G 4 5 0 N
33 -33 B 2 1 0 N
34 -33 C 1 1 1 N
35 -33 G 2 3 0 N
36 -33 G 5 3 0 N
37 -33 C 4 1 1 N
38 -33 C 2 1 1 N
39 -33 G 5 4 0 N
40 -33 G 4 5 0 N
41 -33 B 5 6 0 N
42 -33 B 4 2 0 N
43 -33 G 2 5 0 N
44 -33 G 5 4 0 N
45 -33 G 4 5 0 N
46 -33 C 2 1 1 N
47 -33 G 5 9 0 N
48 -33 G 4 10 0 N
49 -33 B 5 7 0 N
50 -33 B 4 8 0 N
51 -33 G 2 5 0 N
52 -33 G 5 4 0 N
53 -33 G 4 5 0 N
54 -33 B 5 6 0 N
55 -33 B 4 2 0 N
56 -33 G 2 5 0 N
59 -33 C 2 1 1 N
67 -33 C 2 1 1 N
-55 -32 1 1 0 0 N
-54 -32 G 3 2 0 N
-53 -32 G 1 4 0 N
-52 -32 1 2 0 0 N
-51 -32 G 3 3 0 N
-45 -32 G 1 4 0 N
-44 -32 1 2 0 0 N
-43 -32 G 3 3 0 N
-29 -32 G 1 2 0 N
-28 -32 0 5 0 0 N
-27 -32 G 3 5 0 N
-26 -32 0 4 0 0 N
-25 -32 G 3 4 0 N
-24 -32 G 1 4 0 N
-23 -32 1 2 0 0 N
-22 -32 G 3 3 0 N
-21 -32 G 1 2 0 N
-20 -32 0 5 0 0 N
-19 -32 G 3 5 0 N
-18 -32 0 4 0 0 N
-17 -32 G 3 4 0 N
-16 -32 G 1 2 0 N
-15 -32 0 5 0 0 N
-14 -32 G 3 5 0 N
-13 -32 0 4 0 0 N
-12 -32 G 3 4 0 N
-11 -32 G 1 4 0 N
-10 -32 1 2 0 0 N
-9 -32 G 3 3 0 N
-8 -32 G 1 2 0 N
-7 -32 0 5 0 0 N
-6 -32 G 3 5 0 N
-5 -32 0 4 0 0 N
-4 -32 G 3 4 0 N
-3 -32 G 1 2 0 N
-2 -32 0 5 0 0 N
-1 -32 G 3 5 0 N
0 -32 1 1 0 0 N
1 -32 G 3 2 0 N
2 -32 G 1 4 0 N
3 -32 1 2 0 0 N
4 -32 G 3 3 0 N
5 -32 G 1 2 0 N
6 -32 0 5 0 0 N
7 -32 G 3 5 0 N
8 -32 0 4 0 0 N
9 -32 G 3 4 0 N
10 -32 G 1 4 0 N
11 -32 1 2 0 0 N
12 -32 G 3 3 0 N
13 -32 G 1 2 0 N
14 -32 0 5 0 0 N
15 -32 G 3 5 0 N
16 -32 0 4 0 0 N
17 -32 G 3 4 0 N
18 -32 G 1 2 0 N
19 -32 0 5 0 0 N
20 -32 G 3 5 0 N
21 -32 0 4 0 0 N
22 -32 G 3 4 0 N
23 -32 G 1 4 0 N
24 -32 1 2 0 0 N
25 -32 G 3 3 0 N
26 -32 G 1 2 0 N
27 -32 0 5 0 0 N
28 -32 G 3 5 0 N
29 -32 0 4 0 0 N
30 -32 G 3 4 0 N
31 -32 G 1 4 0 N
32 -32 1 2 0 0 N
33 -32 G 3 3 0 N
34 -32 1 1 0 0 N
35 -32 G 3 2 0 N
36 -32 G 1 4 0 N
37 -32 1 2 0 0 N
38 -32 G 3 3 0 N
39 -32 G 1 2 0 N
40 -32 0 5 0 0 N
41 -32 G 3 5 0 N
42 -32 0 4 0 0 N
43 -32 G 3 4 0 N
44 -32 G 1 4 0 N
45 -32 1 2 0 0 N
46 -32 G 3 3 0 N
47 -32 G 1 2 0 N
48 -32 0 5 0 0 N
49 -32 G 3 5 0 N
50 -32 0 4 0 0 N
51 -32 G 3 4 0 N
52 -32 G 1 2 0 N
53 -32 0 5 0 0 N
54 -32 G 3 5 0 N
55 -32 0 4 0 0 N
56 -32 G 3 4 0 N
57 -32 G 1 4 0 N
58 -32 1 2 0 0 N
59 -32 G 3 3 0 N
65 -32 G 1 4 0 N
66 -32 1 2 0 0 N
67 -32 G 3 3 0 N
-56 -31 G 0 4 0 N
-55 -31 0 1 0 0 N
-54 -31 G 0 5 0 N
-53 -31 0 2 0 0 N
-52 -31 G 4 2 0 N
-46 -31 G 0 5 0 N
-45 -31 0 2 0 0 N
-44 -31 G 4 2 0 N
-30 -31 G 0 3 0 N
-29 -31 1 5 0 0 N
-28 -31 G 4 4 0 N
-27 -31 G 0 2 0 N
-26 -31 1 4 0 0 N
-25 -31 G 0 5 0 N
-24 -31 0 2 0 0 N
-23 -31 G 4 2 0 N
-22 -31 G 0 3 0 N
-21 -31 1 5 0 0 N
-20 -31 G 4 4 0 N
-19 -31 G 0 2 0 N
-18 -31 1 4 0 0 N
-17 -31 G 0 3 0 N
-16 -31 1 5 0 0 N
-15 -31 G 4 4 0 N
-14 -31 G 0 2 0 N
-13 -31 1 4 0 0 N
-12 -31 G 0 5 0 N
-11 -31 0 2 0 0 N
-10 -31 G 4 2 0 N
-9 -31 G 0 3 0 N
-8 -31 1 5 0 0 N
-7 -31 G 4 4 0 N
-6 -31 G 0 2 0 N
-5 -31 1 4 0 0 N
-4 -31 G 0 3 0 N
-3 -31 1 5 0 0 N
-2 -31 G 4 4 0 N
-1 -31 G 0 4 0 N
0 -31 0 1 0 0 N
1 -31 G 0 5 0 N
2 -31 0 2 0 0 N
3 -31 G 4 2 0 N
4 -31 G 0 3 0 N
5 -31 1 5 0 0 N
6 -31 G 4 4 0 N
7 -31 G 0 2 0 N
8 -31 1 4 0 0 N
9 -31 G 0 5 0 N
10 -31 0 2 0 0 N
11 -31 G 4 2 0 N
12 -31 G 0 3 0 N
13 -31 1 5 0 0 N
14 -31 G 4 4 0 N
15 -31 G 0 2 0 N
16 -31 1 4 0 0 N
17 -31 G 0 3 0 N
18 -31 1 5 0 0 N
19 -31 G 4 4 0 N
20 -31 G 0 2 0 N
21 -31 1 4 0 0 N
22 -31 G 0 5 0 N
23 -31 0 2 0 0 N
24 -31 G 4 2 0 N
25 -31 G 0 3 0 N
26 -31 1 5 0 0 N
27 -31 G 4 4 0 N
28 -31 G 0 2 0 N
29 -31 1 4 0 0 N
30 -31 G 0 5 0 N
31 -31 0 2 0 0 N
32 -31 G 4 2 0 N
33 -31 G 0 4 0 N
34 -31 0 1 0 0 N
35 -31 G 0 5 0 N
36 -31 0 2 0 0 N
37 -31 G 4 2 0 N
38 -31 G 0 3 0 N
39 -31 1 5 0 0 N
40 -31 G 4 4 0 N
41 -31 G 0 2 0 N
42 -31 1 4 0 0 N
43 -31 G 0 5 0 N
44 -31 0 2 0 0 N
45 -31 G 4 2 0 N
46 -31 G 0 3 0 N
47 -31 1 5 0 0 N
48 -31 G 4 4 0 N
49 -31 G 0 2 0 N
50 -31 1 4 0 0 N
51 -31 G 0 3 0 N
52 -31 1 5 0 0 N
53 -31 G 4 4 0 N
54 -31 G 0 2 0 N
55 -31 1 4 0 0 N
56 -31 G 0 5 0 N
57 -31 0 2 0 0 N
58 -31 G 4 2 0 N
64 -31 G 0 5 0 N
65 -31 0 2 0 0 N
66 -31 G 4 2 0 N
-56 -30 G 5 5 0 N
-55 -30 B 1 2 0 N
-54 -30 B 2 6 0 N
-53 -30 G 1 5 0 N
-52 -30 G 2 4 0 N
-50 -30 C 1 1 1 N
-49 -30 G 2 3 0 N
-46 -30 B 2 2 0 N
-45 -30 G 1 5 0 N
-44 -30 G 2 4 0 N
-30 -30 C 5 1 1 N
-29 -30 C 1 1 1 N
-28 -30 G 2 3 0 N
-27 -30 G 5 3 0 N
-26 -30 C 4 1 1 N
-25 -30 B 2 2 0 N
-24 -30 G 1 5 0 N
-23 -30 G 2 4 0 N
-22 -30 C 5 1 1 N
-21 -30 C 1 1 1 N
-20 -30 G 2 3 0 N
-19 -30 G 5 3 0 N
-18 -30 C 4 1 1 N
-17 -30 B 5 1 0 N
-16 -30 G 1 5 0 N
-15 -30 G 2 4 0 N
-14 -30 G 5 3 0 N
-13 -30 B 4 1 0 N
-12 -30 B 2 8 0 N
-11 -30 G 1 5 0 N
-10 -30 G 2 4 0 N
-9 -30 C 5 1 1 N
-8 -30 C 1 1 1 N
-7 -30 G 2 3 0 N
-6 -30 G 5 3 0 N
-5 -30 C 4 1 1 N
-4 -30 B 5 1 0 N
-3 -30 G 1 5 0 N
-2 -30 G 2 4 0 N
-1 -30 G 5 5 0 N
0 -30 B 1 2 0 N
1 -30 B 2 6 0 N
2 -30 G 1 5 0 N
3 -30 G 2 4 0 N
4 -30 C 5 1 1 N
5 -30 C 1 1 1 N
6 -30 G 2 3 0 N
7 -30 G 5 3 0 N
8 -30 C 4 1 1 N
9 -30 B 2 2 0 N
10 -30 G 1 5 0 N
11 -30 G 2 4 0 N
12 -30 C 5 1 1 N
13 -30 C 1 1 1 N
14 -30 G 2 3 0 N
15 -30 G 5 3 0 N
16 -30 C 4 1 1 N
17 -30 B 5 1 0 N
18 -30 G 1 5 0 N
19 -30 G 2 4 0 N
20 -30 G 5 3 0 N
21 -30 B 4 1 0 N
22 -30 B 2 8 0 N
23 -30 G 1 5 0 N
24 -30 G 2 4 0 N
25 -30 C 5 1 1 N
26 -30 C 1 1 1 N
27 -30 G 2 3 0 N
28 -30 G 5 3 0 N
29 -30 C 4 1 1 N
30 -30 B 2 2 0 N
31 -30 G 1 5 0 N
32 -30 G 2 4 0 N
33 -30 G 5 5 0 N
34 -30 B 1 2 0 N
35 -30 B 2 6 0 N
36 -30 G 1 5 0 N
37 -30 G 2 4 0 N
38 -30 C 5 1 1 N
39 -30 C 1 1 1 N
40 -30 G 2 3 0 N
41 -30 G 5 3 0 N
42 -30 C 4 1 1 N
43 -30 B 2 2 0 N
44 -30 G 1 5 0 N
45 -30 G 2 4 0 N
46 -30 C 5 1 1 N
47 -30 C 1 1 1 N
48 -30 G 2 3 0 N
49 -30 G 5 3 0 N
50 -30 C 4 1 1 N
51 -30 B 5 1 0 N
52 -30 G 1 5 0 N
53 -30 G 2 4 0 N
54 -30 G 5 3 0 N
55 -30 B 4 1 0 N
56 -30 B 2 8 0 N
57 -30 G 1 5 0 N
58 -30 G 2 4 0 N
60 -30 C 1 1 1 N
61 -30 G 2 3 0 N
64 -30 B 2 2 0 N
65 -30 G 1 5 0 N
66 -30 G 2 4 0 N
-55 -29 1 1 1 0 N
-54 -29 B 3 5 0 N
-53 -29 0 3 0 0 N
-52 -29 1 3 0 0 N
-51 -29 C 3 1 1 N
-50 -29 1 1 0 0 N
-49 -29 G 3 2 0 N
-48 -29 G 1 9 0 N
-47 -29 1 2 1 0 N
-46 -29 B 3 6 0 N
-45 -29 0 3 0 0 N
-44 -29 1 3 0 0 N
-43 -29 C 3 1 1 N
-29 -29 1 1 0 0 N
-28 -29 G 3 2 0 N
-27 -29 G 1 9 0 N
-26 -29 1 2 1 0 N
-25 -29 B 3 6 0 N
-24 -29 0 3 0 0 N
-23 -29 1 3 0 0 N
-22 -29 C 3 1 1 N
-21 -29 1 1 0 0 N
-20 -29 G 3 2 0 N
-19 -29 G 1 3 0 N
-18 -29 0 5 0 0 N
-17 -29 B 3 8 0 N
-16 -29 0 3 0 0 N
-15 -29 1 3 0 0 N
-14 -29 C 3 1 1 N
-13 -29 0 4 0 0 N
-12 -29 B 3 7 0 N
-11 -29 0 3 0 0 N
-10 -29 1 3 0 0 N
-9 -29 C 3 1 1 N
-8 -29 1 1 0 0 N
-7 -29 G 3 2 0 N
-6 -29 G 1 3 0 N
-5 -29 0 5 0 0 N
-4 -29 B 3 8 0 N
-3 -29 0 3 0 0 N
-2 -29 1 3 0 0 N
-1 -29 C 3 1 1 N
0 -29 1 1 1 0 N
1 -29 B 3 5 0 N
2 -29 0 3 0 0 N
3 -29 1 3 0 0 N
4 -29 C 3 1 1 N
5 -29 1 1 0 0 N
6 -29 G 3 2 0 N
7 -29 G 1 9 0 N
8 -29 1 2 1 0 N
9 -29 B 3 6 0 N
10 -29 0 3 0 0 N
11 -29 1 3 0 0 N
12 -29 C 3 1 1 N
13 -29 1 1 0 0 N
14 -29 G 3 2 0 N
15 -29 G 1 3 0 N
16 -29 0 5 0 0 N
17 -29 B 3 8 0 N
18 -29 0 3 0 0 N
19 -29 1 3 0 0 N
20 -29 C 3 1 1 N
21 -29 0 4 0 0 N
22 -29 B 3 7 0 N
23 -29 0 3 0 0 N
24 -29 1 3 0 0 N
25 -29 C 3 1 1 N
26 -29 1 1 0 0 N
27 -29 G 3 2 0 N
28 -29 G 1 9 0 N
29 -29 1 2 1 0 N
30 -29 B 3 6 0 N
31 -29 0 3 0 0 N
32 -29 1 3 0 0 N
33 -29 C 3 1 1 N
34 -29 1 1 1 0 N
35 -29 B 3 5 0 N
36 -29 0 3 0 0 N
37 -29 1 3 0 0 N
38 -29 C 3 1 1 N
39 -29 1 1 0 0 N
40 -29 G 3 2 0 N
41 -29 G 1 9 0 N
42 -29 1 2 1 0 N
43 -29 B 3 6 0 N
44 -29 0 3 0 0 N
45 -29 1 3 0 0 N
46 -29 C 3 1 1 N
47 -29 1 1 0 0 N
48 -29 G 3 2 0 N
49 -29 G 1 3 0 N
50 -29 0 5 0 0 N
51 -29 B 3 8 0 N
52 -29 0 3 0 0 N
53 -29 1 3 0 0 N
54 -29 C 3 1 1 N
55 -29 0 4 0 0 N
56 -29 B 3 7 0 N
57 -29 0 3 0 0 N
58 -29 1 3 0 0 N
59 -29 C 3 1 1 N
60 -29 1 1 0 0 N
61 -29 G 3 2 0 N
62 -29 G 1 9 0 N
63 -29 1 2 1 0 N
64 -29 B 3 6 0 N
65 -29 0 3 0 0 N
66 -29 1 3 0 0 N
67 -29 C 3 1 1 N
-56 -28 G 0 9 0 N
-55 -28 0 1 1 0 N
-54 -28 G 2 4 0 N
-53 -28 G 5 2 0 N
-52 -28 G 4 3 0 N
-51 -28 G 0 4 0 N
-50 -28 0 1 0 0 N
-49 -28 G 0 10 0 N
-48 -28 0 2 1 0 N
-47 -28 B 4 5 0 N
-46 -28 G 2 5 0 N
-45 -28 G 5 2 0 N
-44 -28 G 4 3 0 N
-30 -28 G 0 4 0 N
-29 -28 0 1 0 0 N
-28 -28 G 0 10 0 N
-27 -28 0 2 1 0 N
-26 -28 B 4 5 0 N
-25 -28 G 2 5 0 N
-24 -28 G 5 2 0 N
-23 -28 G 4 3 0 N
-22 -28 G 0 4 0 N
-21 -28 0 1 0 0 N
-20 -28 G 0 4 0 N
-19 -28 1 5 0 0 N
-18 -28 B 4 7 0 N
-17 -28 G 2 5 0 N
-16 -28 G 5 2 0 N
-15 -28 G 4 3 0 N
-14 -28 G 0 3 0 N
-13 -28 1 4 0 0 N
-12 -28 G 2 10 0 N
-11 -28 G 5 2 0 N
-10 -28 G 4 3 0 N
-9 -28 G 0 4 0 N
-8 -28 0 1 0 0 N
-7 -28 G 0 4 0 N
-6 -28 1 5 0 0 N
-5 -28 B 4 7 0 N
-4 -28 G 2 5 0 N
-3 -28 G 5 2 0 N
-2 -28 G 4 3 0 N
-1 -28 G 0 9 0 N
0 -28 0 1 1 0 N
1 -28 G 2 4 0 N
2 -28 G 5 2 0 N
3 -28 G 4 3 0 N
4 -28 G 0 4 0 N
5 -28 0 1 0 0 N
6 -28 G 0 10 0 N
7 -28 0 2 1 0 N
8 -28 B 4 5 0 N
9 -28 G 2 5 0 N
10 -28 G 5 2 0 N
11 -28 G 4 3 0 N
12 -28 G 0 4 0 N
13 -28 0 1 0 0 N
14 -28 G 0 4 0 N
15 -28 1 5 0 0 N
16 -28 B 4 7 0 N
17 -28 G 2 5 0 N
