# REPHEX current computed pattern
# axiom=F level=4 cells=2311
# source=F: F@e; F -> F + {B_i@g_i : i=0..5}
# q r state orientation colour_index dark_cap leaf_tag
-14 -4 G 5 3 0 P
-13 -4 C 4 1 1 N
-12 -4 C 2 1 1 N
-11 -4 G 5 4 0 P
-10 -4 G 4 5 0 P
-9 -4 B 5 2 0 N
-8 -4 C 1 1 1 N
-7 -4 G 2 3 0 P
-6 -4 G 5 3 0 P
-5 -4 C 4 1 1 N
-4 -4 C 2 1 1 N
-3 -4 G 5 4 0 P
-2 -4 G 4 5 0 P
-1 -4 B 5 8 0 N
0 -4 B 1 1 0 N
1 -4 G 2 3 0 T
2 -4 G 5 4 0 T
3 -4 G 4 5 0 T
4 -4 B 2 1 0 N
5 -4 C 1 1 1 N
6 -4 G 2 3 0 P
7 -4 G 5 3 0 P
8 -4 C 4 1 1 N
9 -4 C 2 1 1 N
10 -4 G 5 4 0 P
11 -4 G 4 5 0 P
12 -4 B 5 8 0 N
13 -4 B 1 1 0 N
14 -4 G 2 3 0 T
15 -4 G 5 4 0 T
16 -4 G 4 5 0 T
17 -4 B 2 1 0 N
18 -4 C 1 1 1 N
19 -4 G 2 3 0 P
20 -4 G 5 3 0 P
21 -4 C 4 1 1 N
22 -4 C 2 1 1 N
26 -4 C 1 1 1 N
27 -4 G 2 3 0 U
30 -4 C 2 1 1 N
-29 -3 1 1 0 0 N
-28 -3 G 3 2 0 U
-27 -3 G 1 4 0 U
-26 -3 1 2 0 0 N
-25 -3 G 3 3 0 P
-24 -3 G 1 2 0 P
-23 -3 0 5 0 0 N
-22 -3 G 3 5 0 T
-21 -3 1 1 0 0 N
-20 -3 G 3 2 0 T
-19 -3 G 1 4 0 T
-18 -3 1 2 0 0 N
-17 -3 G 3 3 0 T
-16 -3 1 1 0 0 N
-15 -3 G 3 2 0 P
-14 -3 G 1 4 0 P
-13 -3 1 2 0 0 N
-12 -3 G 3 3 0 P
-11 -3 G 1 2 0 P
-10 -3 0 5 0 0 N
-9 -3 G 3 5 0 T
-8 -3 1 1 0 0 N
-7 -3 G 3 2 0 P
-6 -3 G 1 4 0 P
-5 -3 1 2 0 0 N
-4 -3 G 3 3 0 P
-3 -3 G 1 2 0 P
-2 -3 0 5 0 0 N
-1 -3 G 3 5 0 T
0 -3 1 1 0 0 N
1 -3 G 3 2 0 T
2 -3 G 1 4 0 T
3 -3 1 2 0 0 N
4 -3 G 3 3 0 T
5 -3 1 1 0 0 N
6 -3 G 3 2 0 P
7 -3 G 1 4 0 P
8 -3 1 2 0 0 N
9 -3 G 3 3 0 P
10 -3 G 1 2 0 P
11 -3 0 5 0 0 N
12 -3 G 3 5 0 T
13 -3 1 1 0 0 N
14 -3 G 3 2 0 T
15 -3 G 1 4 0 T
16 -3 1 2 0 0 N
17 -3 G 3 3 0 T
18 -3 1 1 0 0 N
19 -3 G 3 2 0 P
20 -3 G 1 4 0 P
21 -3 1 2 0 0 N
22 -3 G 3 3 0 U
26 -3 1 1 0 0 N
27 -3 G 3 2 0 U
28 -3 G 1 4 0 U
29 -3 1 2 0 0 N
30 -3 G 3 3 0 U
-30 -2 G 0 4 0 U
-29 -2 0 1 0 0 N
-28 -2 G 0 5 0 U
-27 -2 0 2 0 0 N
-26 -2 G 4 2 0 P
-25 -2 G 0 3 0 P
-24 -2 1 5 0 0 N
-23 -2 G 4 4 0 T
-22 -2 G 0 4 0 T
-21 -2 0 1 0 0 N
-20 -2 G 0 5 0 T
-19 -2 0 2 0 0 N
-18 -2 G 4 2 0 T
-17 -2 G 0 4 0 T
-16 -2 0 1 0 0 N
-15 -2 G 0 5 0 P
-14 -2 0 2 0 0 N
-13 -2 G 4 2 0 P
-12 -2 G 0 3 0 P
-11 -2 1 5 0 0 N
-10 -2 G 4 4 0 T
-9 -2 G 0 4 0 T
-8 -2 0 1 0 0 N
-7 -2 G 0 5 0 P
-6 -2 0 2 0 0 N
-5 -2 G 4 2 0 P
-4 -2 G 0 3 0 P
-3 -2 1 5 0 0 N
-2 -2 G 4 4 0 T
-1 -2 G 0 4 0 T
0 -2 0 1 0 0 N
1 -2 G 0 5 0 T
2 -2 0 2 0 0 N
3 -2 G 4 2 0 T
4 -2 G 0 4 0 T
5 -2 0 1 0 0 N
6 -2 G 0 5 0 P
7 -2 0 2 0 0 N
8 -2 G 4 2 0 P
9 -2 G 0 3 0 P
10 -2 1 5 0 0 N
11 -2 G 4 4 0 T
12 -2 G 0 4 0 T
13 -2 0 1 0 0 N
14 -2 G 0 5 0 T
15 -2 0 2 0 0 N
16 -2 G 4 2 0 T
17 -2 G 0 4 0 T
18 -2 0 1 0 0 N
19 -2 G 0 5 0 P
20 -2 0 2 0 0 N
21 -2 G 4 2 0 U
25 -2 G 0 4 0 U
26 -2 0 1 0 0 N
27 -2 G 0 5 0 U
28 -2 0 2 0 0 N
29 -2 G 4 2 0 U
-32 -1 G 1 3 0 U
-31 -1 G 2 2 0 U
-30 -1 G 5 5 0 U
-29 -1 B 1 6 0 N
-28 -1 B 2 5 0 N
-27 -1 G 1 4 0 P
-26 -1 G 2 3 0 P
-25 -1 C 5 1 1 N
-24 -1 G 1 3 0 T
-23 -1 G 2 2 0 T
-22 -1 G 5 5 0 T
-21 -1 B 1 6 0 N
-20 -1 B 2 5 0 N
-19 -1 G 1 4 0 T
-18 -1 G 2 3 0 T
-17 -1 G 5 5 0 T
-16 -1 B 1 6 0 N
-15 -1 B 2 5 0 N
-14 -1 G 1 4 0 P
-13 -1 G 2 3 0 P
-12 -1 C 5 1 1 N
-11 -1 G 1 3 0 T
-10 -1 G 2 2 0 T
-9 -1 G 5 5 0 T
-8 -1 B 1 6 0 N
-7 -1 B 2 5 0 N
-6 -1 G 1 4 0 P
-5 -1 G 2 3 0 P
-4 -1 C 5 1 1 N
-3 -1 G 1 3 0 T
-2 -1 G 2 2 0 T
-1 -1 G 5 5 0 T
0 -1 B 1 1 0 N
1 -1 B 2 2 0 N
2 -1 G 1 5 0 T
3 -1 G 2 4 0 T
4 -1 G 5 5 0 T
5 -1 B 1 8 0 N
6 -1 B 2 7 0 N
7 -1 G 1 10 0 P
8 -1 G 2 9 0 P
9 -1 C 5 1 1 N
10 -1 G 1 5 0 T
11 -1 G 2 4 0 T
12 -1 G 5 5 0 T
13 -1 B 1 8 0 N
14 -1 B 2 7 0 N
15 -1 G 1 10 0 T
16 -1 G 2 9 0 T
17 -1 G 5 5 0 T
18 -1 B 1 8 0 N
19 -1 B 2 7 0 N
20 -1 G 1 10 0 U
21 -1 G 2 9 0 U
23 -1 G 1 5 0 U
24 -1 G 2 4 0 U
25 -1 G 5 5 0 U
26 -1 B 1 8 0 N
27 -1 B 2 7 0 N
28 -1 G 1 10 0 U
29 -1 G 2 9 0 U
31 -1 G 1 5 0 U
32 -1 G 2 4 0 U
-33 0 B 0 1 0 N
-32 0 1 0 0 0 N
-31 0 0 0 0 0 N
-30 0 B 0 2 0 N
-29 0 1 0 1 0 N
-28 0 0 0 1 0 N
-27 0 1 0 0 0 N
-26 0 0 0 0 0 N
-25 0 B 0 1 0 N
-24 0 1 0 0 0 N
-23 0 0 0 0 0 N
-22 0 B 0 2 0 N
-21 0 1 0 1 0 N
-20 0 0 0 1 0 N
-19 0 1 0 0 0 N
-18 0 0 0 0 0 N
-17 0 B 0 2 0 N
-16 0 1 0 1 0 N
-15 0 0 0 1 0 N
-14 0 1 0 0 0 N
-13 0 0 0 0 0 N
-12 0 B 0 1 0 N
-11 0 1 0 0 0 N
-10 0 0 0 0 0 N
-9 0 B 0 2 0 N
-8 0 1 0 1 0 N
-7 0 0 0 1 0 N
-6 0 1 0 0 0 N
-5 0 0 0 0 0 N
-4 0 B 0 1 0 N
-3 0 1 0 0 0 N
-2 0 0 0 0 0 N
-1 0 B 0 0 0 N
0 0 F 0 0 0 N
1 0 B 3 3 0 N
2 0 0 3 0 0 N
3 0 1 3 0 0 N
4 0 B 3 1 0 N
5 0 0 3 0 0 N
6 0 1 3 0 0 N
7 0 0 3 1 0 N
8 0 1 3 1 0 N
9 0 B 3 2 0 N
10 0 0 3 0 0 N
11 0 1 3 0 0 N
12 0 B 3 1 0 N
13 0 0 3 0 0 N
14 0 1 3 0 0 N
15 0 0 3 1 0 N
16 0 1 3 1 0 N
17 0 B 3 2 0 N
18 0 0 3 0 0 N
19 0 1 3 0 0 N
20 0 0 3 1 0 N
21 0 1 3 1 0 N
22 0 B 3 2 0 N
23 0 0 3 0 0 N
24 0 1 3 0 0 N
25 0 B 3 1 0 N
26 0 0 3 0 0 N
27 0 1 3 0 0 N
28 0 0 3 1 0 N
29 0 1 3 1 0 N
30 0 B 3 2 0 N
31 0 0 3 0 0 N
32 0 1 3 0 0 N
33 0 B 3 1 0 N
-32 1 G 5 4 0 U
-31 1 G 4 5 0 U
-29 1 G 5 9 0 U
-28 1 G 4 10 0 U
-27 1 B 5 7 0 N
-26 1 B 4 8 0 N
-25 1 G 2 5 0 U
-24 1 G 5 4 0 U
-23 1 G 4 5 0 U
-21 1 G 5 9 0 U
-20 1 G 4 10 0 U
-19 1 B 5 7 0 N
-18 1 B 4 8 0 N
-17 1 G 2 5 0 T
-16 1 G 5 9 0 T
-15 1 G 4 10 0 T
-14 1 B 5 7 0 N
-13 1 B 4 8 0 N
-12 1 G 2 5 0 T
-11 1 G 5 4 0 T
-10 1 G 4 5 0 T
-9 1 C 2 1 1 N
-8 1 G 5 9 0 P
-7 1 G 4 10 0 P
-6 1 B 5 7 0 N
-5 1 B 4 8 0 N
-4 1 G 2 5 0 T
-3 1 G 5 4 0 T
-2 1 G 4 5 0 T
-1 1 B 5 5 0 N
0 1 B 4 4 0 N
1 1 G 2 5 0 T
2 1 G 5 2 0 T
3 1 G 4 3 0 T
4 1 C 2 1 1 N
5 1 G 5 3 0 P
6 1 G 4 4 0 P
7 1 B 5 5 0 N
8 1 B 4 6 0 N
9 1 G 2 5 0 T
10 1 G 5 2 0 T
11 1 G 4 3 0 T
12 1 C 2 1 1 N
13 1 G 5 3 0 P
14 1 G 4 4 0 P
15 1 B 5 5 0 N
16 1 B 4 6 0 N
17 1 G 2 5 0 T
18 1 G 5 3 0 T
19 1 G 4 4 0 T
20 1 B 5 5 0 N
21 1 B 4 6 0 N
22 1 G 2 5 0 T
23 1 G 5 2 0 T
24 1 G 4 3 0 T
25 1 C 2 1 1 N
26 1 G 5 3 0 P
27 1 G 4 4 0 P
28 1 B 5 5 0 N
29 1 B 4 6 0 N
30 1 G 2 5 0 U
31 1 G 5 2 0 U
32 1 G 4 3 0 U
-29 2 G 1 2 0 U
-28 2 0 5 0 0 N
-27 2 G 3 5 0 U
-26 2 0 4 0 0 N
-25 2 G 3 4 0 U
-21 2 G 1 2 0 U
-20 2 0 5 0 0 N
-19 2 G 3 5 0 P
-18 2 0 4 0 0 N
-17 2 G 3 4 0 T
-16 2 G 1 2 0 T
-15 2 0 5 0 0 N
-14 2 G 3 5 0 T
-13 2 0 4 0 0 N
-12 2 G 3 4 0 T
-11 2 G 1 4 0 T
-10 2 1 2 0 0 N
-9 2 G 3 3 0 P
-8 2 G 1 2 0 P
-7 2 0 5 0 0 N
-6 2 G 3 5 0 P
-5 2 0 4 0 0 N
-4 2 G 3 4 0 T
-3 2 G 1 2 0 T
-2 2 0 5 0 0 N
-1 2 G 3 5 0 T
0 2 0 4 0 0 N
1 2 G 3 4 0 T
2 2 G 1 4 0 T
3 2 1 2 0 0 N
4 2 G 3 3 0 P
5 2 G 1 2 0 P
6 2 0 5 0 0 N
7 2 G 3 5 0 P
8 2 0 4 0 0 N
9 2 G 3 4 0 T
10 2 G 1 4 0 T
11 2 1 2 0 0 N
12 2 G 3 3 0 P
13 2 G 1 2 0 P
14 2 0 5 0 0 N
15 2 G 3 5 0 P
16 2 0 4 0 0 N
17 2 G 3 4 0 T
18 2 G 1 2 0 T
19 2 0 5 0 0 N
20 2 G 3 5 0 T
21 2 0 4 0 0 N
22 2 G 3 4 0 T
23 2 G 1 4 0 T
24 2 1 2 0 0 N
25 2 G 3 3 0 P
26 2 G 1 2 0 P
27 2 0 5 0 0 N
28 2 G 3 5 0 U
29 2 0 4 0 0 N
30 2 G 3 4 0 U
-30 3 G 0 3 0 U
-29 3 1 5 0 0 N
-28 3 G 4 4 0 U
-27 3 G 0 2 0 U
-26 3 1 4 0 0 N
-22 3 G 0 3 0 U
-21 3 1 5 0 0 N
-20 3 G 4 4 0 P
-19 3 G 0 2 0 P
-18 3 1 4 0 0 N
-17 3 G 0 3 0 T
-16 3 1 5 0 0 N
-15 3 G 4 4 0 T
-14 3 G 0 2 0 T
-13 3 1 4 0 0 N
-12 3 G 0 5 0 T
-11 3 0 2 0 0 N
-10 3 G 4 2 0 P
-9 3 G 0 3 0 P
-8 3 1 5 0 0 N
-7 3 G 4 4 0 P
-6 3 G 0 2 0 P
-5 3 1 4 0 0 N
-4 3 G 0 3 0 T
-3 3 1 5 0 0 N
-2 3 G 4 4 0 T
-1 3 G 0 2 0 T
0 3 1 4 0 0 N
1 3 G 0 5 0 T
2 3 0 2 0 0 N
3 3 G 4 2 0 P
4 3 G 0 3 0 P
5 3 1 5 0 0 N
6 3 G 4 4 0 P
7 3 G 0 2 0 P
8 3 1 4 0 0 N
9 3 G 0 5 0 T
10 3 0 2 0 0 N
11 3 G 4 2 0 P
12 3 G 0 3 0 P
13 3 1 5 0 0 N
14 3 G 4 4 0 P
15 3 G 0 2 0 P
16 3 1 4 0 0 N
17 3 G 0 3 0 T
18 3 1 5 0 0 N
19 3 G 4 4 0 T
20 3 G 0 2 0 T
21 3 1 4 0 0 N
22 3 G 0 5 0 T
23 3 0 2 0 0 N
24 3 G 4 2 0 P
25 3 G 0 3 0 P
26 3 1 5 0 0 N
27 3 G 4 4 0 U
28 3 G 0 2 0 U
29 3 1 4 0 0 N
-30 4 C 5 1 1 N
-27 4 G 5 3 0 U
-26 4 C 4 1 1 N
-22 4 C 5 1 1 N
-21 4 C 1 1 1 N
-20 4 G 2 3 0 P
-19 4 G 5 3 0 P
-18 4 C 4 1 1 N
-17 4 B 5 1 0 N
-16 4 G 1 5 0 T
-15 4 G 2 4 0 T
-14 4 G 5 3 0 T
-13 4 B 4 1 0 N
-12 4 B 2 8 0 N
-11 4 G 1 5 0 P
-10 4 G 2 4 0 P
-9 4 C 5 1 1 N
-8 4 C 1 1 1 N
-7 4 G 2 3 0 P
-6 4 G 5 3 0 P
-5 4 C 4 1 1 N
-4 4 B 5 1 0 N
-3 4 G 1 5 0 T
-2 4 G 2 4 0 T
-1 4 G 5 3 0 T
0 4 B 4 1 0 N
1 4 B 2 8 0 N
2 4 G 1 5 0 P
3 4 G 2 4 0 P
4 4 C 5 1 1 N
5 4 C 1 1 1 N
6 4 G 2 3 0 P
7 4 G 5 3 0 P
8 4 C 4 1 1 N
9 4 B 2 2 0 N
10 4 G 1 5 0 P
11 4 G 2 4 0 P
12 4 C 5 1 1 N
13 4 C 1 1 1 N
14 4 G 2 3 0 P
15 4 G 5 3 0 P
16 4 C 4 1 1 N
17 4 B 5 1 0 N
18 4 G 1 5 0 T
19 4 G 2 4 0 T
20 4 G 5 3 0 T
21 4 B 4 1 0 N
22 4 B 2 8 0 N
23 4 G 1 5 0 P
24 4 G 2 4 0 P
25 4 C 5 1 1 N
28 4 G 5 3 0 U
29 4 C 4 1 1 N
-21 5 1 1 0 0 N
-20 5 G 3 2 0 P
-19 5 G 1 3 0 P
-18 5 0 5 0 0 N
-17 5 B 3 8 0 N
-16 5 0 3 0 0 N
-15 5 1 3 0 0 N
-14 5 C 3 1 1 N
-13 5 0 4 0 0 N
-12 5 B 3 7 0 N
-11 5 0 3 0 0 N
-10 5 1 3 0 0 N
-9 5 C 3 1 1 N
-8 5 1 1 0 0 N
-7 5 G 3 2 0 P
-6 5 G 1 3 0 P
-5 5 0 5 0 0 N
-4 5 B 3 8 0 N
-3 5 0 3 0 0 N
-2 5 1 3 0 0 N
-1 5 C 3 1 1 N
0 5 0 4 0 0 N
1 5 B 3 7 0 N
2 5 0 3 0 0 N
3 5 1 3 0 0 N
4 5 C 3 1 1 N
5 5 1 1 0 0 N
6 5 G 3 2 0 P
7 5 G 1 9 0 P
8 5 1 2 1 0 N
9 5 B 3 6 0 N
10 5 0 3 0 0 N
11 5 1 3 0 0 N
12 5 C 3 1 1 N
13 5 1 1 0 0 N
14 5 G 3 2 0 P
15 5 G 1 3 0 P
16 5 0 5 0 0 N
17 5 B 3 8 0 N
18 5 0 3 0 0 N
19 5 1 3 0 0 N
20 5 C 3 1 1 N
21 5 0 4 0 0 N
22 5 B 3 7 0 N
23 5 0 3 0 0 N
24 5 1 3 0 0 N
25 5 C 3 1 1 N
-22 6 G 0 4 0 U
-21 6 0 1 0 0 N
-20 6 G 0 4 0 P
-19 6 1 5 0 0 N
-18 6 B 4 7 0 N
-17 6 G 2 5 0 P
-16 6 G 5 2 0 P
-15 6 G 4 3 0 P
-14 6 G 0 3 0 P
-13 6 1 4 0 0 N
-12 6 G 2 10 0 P
-11 6 G 5 2 0 P
-10 6 G 4 3 0 P
-9 6 G 0 4 0 P
-8 6 0 1 0 0 N
-7 6 G 0 4 0 P
-6 6 1 5 0 0 N
-5 6 B 4 7 0 N
-4 6 G 2 5 0 P
-3 6 G 5 2 0 P
-2 6 G 4 3 0 P
-1 6 G 0 3 0 P
0 6 1 4 0 0 N
1 6 G 2 10 0 P
2 6 G 5 2 0 P
3 6 G 4 3 0 P
4 6 G 0 4 0 P
5 6 0 1 0 0 N
6 6 G 0 10 0 P
7 6 0 2 1 0 N
8 6 B 4 5 0 N
9 6 G 2 5 0 P
10 6 G 5 2 0 P
11 6 G 4 3 0 P
12 6 G 0 4 0 P
13 6 0 1 0 0 N
14 6 G 0 4 0 P
15 6 1 5 0 0 N
16 6 B 4 7 0 N
17 6 G 2 5 0 P
18 6 G 5 2 0 P
19 6 G 4 3 0 P
20 6 G 0 3 0 P
21 6 1 4 0 0 N
22 6 G 2 10 0 U
23 6 G 5 2 0 U
24 6 G 4 3 0 U
-24 7 G 1 3 0 U
-23 7 G 2 2 0 U
-22 7 G 5 5 0 U
-21 7 B 1 5 0 N
-20 7 0 5 1 0 N
-19 7 G 3 10 0 P
-18 7 0 4 0 0 N
-17 7 G 3 4 0 P
-16 7 G 1 3 0 P
-15 7 G 2 2 0 P
-14 7 G 5 4 0 P
-13 7 0 4 1 0 N
-12 7 G 3 9 0 P
-11 7 G 1 3 0 P
-10 7 G 2 2 0 P
-9 7 G 5 5 0 P
-8 7 B 1 5 0 N
-7 7 0 5 1 0 N
-6 7 G 3 10 0 P
-5 7 0 4 0 0 N
-4 7 G 3 4 0 P
-3 7 G 1 3 0 P
-2 7 G 2 2 0 P
-1 7 G 5 4 0 P
0 7 0 4 1 0 N
1 7 G 3 9 0 P
2 7 G 1 3 0 P
3 7 G 2 2 0 P
4 7 G 5 5 0 P
5 7 B 1 7 0 N
6 7 1 2 0 0 N
7 7 G 3 4 0 P
8 7 0 4 0 0 N
9 7 G 3 4 0 P
10 7 G 1 3 0 P
11 7 G 2 2 0 P
12 7 G 5 5 0 P
13 7 B 1 5 0 N
14 7 0 5 1 0 N
15 7 G 3 10 0 U
16 7 0 4 0 0 N
17 7 G 3 4 0 P
18 7 G 1 3 0 P
19 7 G 2 2 0 P
20 7 G 5 4 0 P
21 7 0 4 1 0 N
22 7 G 3 9 0 U
-25 8 C 0 1 1 N
-24 8 1 0 0 0 N
-23 8 0 0 0 0 N
-22 8 B 0 6 0 N
-21 8 1 5 1 0 N
-20 8 G 4 9 0 P
-19 8 G 0 2 0 P
-18 8 1 4 0 0 N
-17 8 C 0 1 1 N
-16 8 1 0 0 0 N
-15 8 0 0 0 0 N
-14 8 B 0 5 0 N
-13 8 1 4 1 0 N
-12 8 C 0 1 1 N
-11 8 1 0 0 0 N
-10 8 0 0 0 0 N
-9 8 B 0 6 0 N
-8 8 1 5 1 0 N
-7 8 G 4 9 0 P
-6 8 G 0 2 0 P
-5 8 1 4 0 0 N
-4 8 C 0 1 1 N
-3 8 1 0 0 0 N
-2 8 0 0 0 0 N
-1 8 B 0 5 0 N
0 8 1 4 1 0 N
1 8 C 0 1 1 N
2 8 1 0 0 0 N
3 8 0 0 0 0 N
4 8 B 0 8 0 N
5 8 0 2 0 0 N
6 8 G 4 3 0 P
7 8 G 0 2 0 P
8 8 1 4 0 0 N
9 8 C 0 1 1 N
10 8 1 0 0 0 N
11 8 0 0 0 0 N
12 8 B 0 6 0 N
13 8 1 5 1 0 N
14 8 G 4 9 0 U
15 8 G 0 2 0 U
16 8 1 4 0 0 N
17 8 C 0 1 1 N
18 8 1 0 0 0 N
19 8 0 0 0 0 N
20 8 B 0 5 0 N
21 8 1 4 1 0 N
-24 9 G 5 4 0 U
-23 9 G 4 5 0 U
-22 9 B 5 2 0 N
-21 9 C 1 1 1 N
-20 9 G 2 3 0 P
-19 9 G 5 3 0 P
-18 9 C 4 1 1 N
-17 9 C 2 1 1 N
-16 9 G 5 4 0 P
-15 9 G 4 5 0 P
-14 9 B 5 6 0 N
-13 9 B 4 2 0 N
-12 9 G 2 5 0 T
-11 9 G 5 4 0 T
-10 9 G 4 5 0 T
-9 9 B 5 2 0 N
-8 9 C 1 1 1 N
-7 9 G 2 3 0 P
-6 9 G 5 3 0 P
-5 9 C 4 1 1 N
-4 9 C 2 1 1 N
-3 9 G 5 4 0 P
-2 9 G 4 5 0 P
-1 9 B 5 6 0 N
0 9 B 4 2 0 N
1 9 G 2 5 0 T
2 9 G 5 4 0 T
3 9 G 4 5 0 T
4 9 B 2 1 0 N
5 9 C 1 1 1 N
6 9 G 2 3 0 P
7 9 G 5 3 0 P
8 9 C 4 1 1 N
9 9 C 2 1 1 N
10 9 G 5 4 0 P
11 9 G 4 5 0 P
12 9 B 5 2 0 N
15 9 G 5 3 0 U
16 9 C 4 1 1 N
18 9 G 5 4 0 U
19 9 G 4 5 0 U
20 9 B 5 6 0 N
21 9 B 4 2 0 N
22 9 G 2 5 0 U
-24 10 G 1 2 0 U
-23 10 0 5 0 0 N
-22 10 G 3 5 0 U
-21 10 1 1 0 0 N
-20 10 G 3 2 0 P
-19 10 G 1 4 0 P
-18 10 1 2 0 0 N
-17 10 G 3 3 0 P
-16 10 G 1 2 0 P
-15 10 0 5 0 0 N
-14 10 G 3 5 0 P
-13 10 0 4 0 0 N
-12 10 G 3 4 0 T
-11 10 G 1 2 0 T
-10 10 0 5 0 0 N
-9 10 G 3 5 0 T
-8 10 1 1 0 0 N
-7 10 G 3 2 0 P
-6 10 G 1 4 0 P
-5 10 1 2 0 0 N
-4 10 G 3 3 0 P
-3 10 G 1 2 0 P
-2 10 0 5 0 0 N
-1 10 G 3 5 0 T
0 10 0 4 0 0 N
1 10 G 3 4 0 T
2 10 G 1 4 0 T
3 10 1 2 0 0 N
4 10 G 3 3 0 T
5 10 1 1 0 0 N
6 10 G 3 2 0 P
7 10 G 1 4 0 P
8 10 1 2 0 0 N
9 10 G 3 3 0 P
10 10 G 1 2 0 P
11 10 0 5 0 0 N
12 10 G 3 5 0 U
18 10 G 1 2 0 U
19 10 0 5 0 0 N
20 10 G 3 5 0 U
21 10 0 4 0 0 N
22 10 G 3 4 0 U
-25 11 G 0 3 0 U
-24 11 1 5 0 0 N
-23 11 G 4 4 0 U
-22 11 G 0 4 0 U
-21 11 0 1 0 0 N
-20 11 G 0 5 0 P
-19 11 0 2 0 0 N
-18 11 G 4 2 0 P
-17 11 G 0 3 0 P
-16 11 1 5 0 0 N
-15 11 G 4 4 0 P
-14 11 G 0 2 0 P
-13 11 1 4 0 0 N
-12 11 G 0 3 0 T
-11 11 1 5 0 0 N
-10 11 G 4 4 0 T
-9 11 G 0 4 0 T
-8 11 0 1 0 0 N
-7 11 G 0 5 0 P
-6 11 0 2 0 0 N
-5 11 G 4 2 0 P
-4 11 G 0 3 0 P
-3 11 1 5 0 0 N
-2 11 G 4 4 0 T
-1 11 G 0 2 0 T
0 11 1 4 0 0 N
1 11 G 0 5 0 T
2 11 0 2 0 0 N
3 11 G 4 2 0 T
4 11 G 0 4 0 T
5 11 0 1 0 0 N
6 11 G 0 5 0 P
7 11 0 2 0 0 N
8 11 G 4 2 0 P
9 11 G 0 3 0 P
10 11 1 5 0 0 N
11 11 G 4 4 0 U
17 11 G 0 3 0 U
18 11 1 5 0 0 N
19 11 G 4 4 0 U
20 11 G 0 2 0 U
21 11 1 4 0 0 N
-25 12 C 5 1 1 N
-22 12 G 5 5 0 U
-21 12 B 1 2 0 N
-20 12 B 2 6 0 N
-19 12 G 1 5 0 P
-18 12 G 2 4 0 P
-17 12 C 5 1 1 N
-16 12 C 1 1 1 N
-15 12 G 2 3 0 P
-14 12 G 5 3 0 P
-13 12 C 4 1 1 N
-12 12 B 5 1 0 N
-11 12 G 1 5 0 T
-10 12 G 2 4 0 T
-9 12 G 5 5 0 T
-8 12 B 1 8 0 N
-7 12 B 2 7 0 N
-6 12 G 1 10 0 P
-5 12 G 2 9 0 P
-4 12 C 5 1 1 N
-3 12 G 1 5 0 T
-2 12 G 2 4 0 T
-1 12 G 5 3 0 T
0 12 B 4 1 0 N
1 12 B 2 8 0 N
2 12 G 1 5 0 T
3 12 G 2 4 0 T
4 12 G 5 5 0 T
5 12 B 1 8 0 N
6 12 B 2 7 0 N
7 12 G 1 10 0 P
8 12 G 2 9 0 P
9 12 C 5 1 1 N
10 12 G 1 5 0 U
11 12 G 2 4 0 U
17 12 C 5 1 1 N
20 12 G 5 3 0 U
21 12 C 4 1 1 N
-21 13 1 1 1 0 N
-20 13 B 3 5 0 N
-19 13 0 3 0 0 N
-18 13 1 3 0 0 N
-17 13 C 3 1 1 N
-16 13 1 1 0 0 N
-15 13 G 3 2 0 P
-14 13 G 1 3 0 P
-13 13 0 5 0 0 N
-12 13 B 3 8 0 N
-11 13 0 3 0 0 N
-10 13 1 3 0 0 N
-9 13 B 3 1 0 N
-8 13 0 3 0 0 N
-7 13 1 3 0 0 N
-6 13 0 3 1 0 N
-5 13 1 3 1 0 N
-4 13 B 3 2 0 N
-3 13 0 3 0 0 N
-2 13 1 3 0 0 N
-1 13 C 3 1 1 N
0 13 0 4 0 0 N
1 13 B 3 7 0 N
2 13 0 3 0 0 N
3 13 1 3 0 0 N
4 13 B 3 1 0 N
5 13 0 3 0 0 N
6 13 1 3 0 0 N
7 13 0 3 1 0 N
8 13 1 3 1 0 N
9 13 B 3 2 0 N
10 13 0 3 0 0 N
11 13 1 3 0 0 N
12 13 C 3 1 1 N
-22 14 G 0 9 0 U
-21 14 0 1 1 0 N
-20 14 G 2 4 0 P
-19 14 G 5 2 0 P
-18 14 G 4 3 0 P
-17 14 G 0 4 0 P
-16 14 0 1 0 0 N
-15 14 G 0 4 0 P
-14 14 1 5 0 0 N
-13 14 B 4 7 0 N
-12 14 G 2 5 0 T
-11 14 G 5 2 0 T
-10 14 G 4 3 0 T
-9 14 C 2 1 1 N
-8 14 G 5 3 0 P
-7 14 G 4 4 0 P
-6 14 B 5 5 0 N
-5 14 B 4 6 0 N
-4 14 G 2 5 0 P
-3 14 G 5 2 0 P
-2 14 G 4 3 0 P
-1 14 G 0 3 0 P
0 14 1 4 0 0 N
1 14 G 2 10 0 T
2 14 G 5 2 0 T
3 14 G 4 3 0 T
4 14 C 2 1 1 N
5 14 G 5 3 0 P
6 14 G 4 4 0 P
7 14 B 5 5 0 N
8 14 B 4 6 0 N
9 14 G 2 5 0 U
10 14 G 5 2 0 U
11 14 G 4 3 0 U
-24 15 G 1 3 0 U
-23 15 G 2 2 0 U
-22 15 G 5 10 0 U
-21 15 1 1 0 0 N
-20 15 G 3 3 0 P
-19 15 G 1 3 0 P
-18 15 G 2 2 0 P
-17 15 G 5 5 0 P
