remainder_degree	shift	entry
1	6	775001373167791336392957177609492663436803209963205704774498811168*n**6/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 9174282909711724241826671451830867329650438071515279935810537754128*n**5/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 38149559320836719116938291651275803543454864004744534673680479406240*n**4/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 62539222073737438461010394649290444634626076018106541533695398191920*n**3/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 20912632924611262949231811525582259334081360664932595740190286358592*n**2/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 31247205789999141186352907397519162747596239016978266287983948991168*n/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 15147040539958179135514189818028269871687533549425596082525843109120/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000)
2	1	253642201344*n/(955713305*n + 955713305) - 189638233344/(955713305*n + 955713305)
2	2	21090946884862577474304*n**2/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 5227369830186149463552*n/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 7877548417755176600832/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050)
2	3	1758746423099468189777448497370624*n**3/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) + 2202217101691423693802138057370624*n**2/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 1309640743182727233222624474197760*n/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 986182568170326299426306260946688/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750)
2	4	146659046629231496389146472635780681464338944*n**4/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 550286972529128136630841941860253359554082304*n**3/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 349982299566414795385147737117849448007865600*n**2/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 355281432283563895687046639560633599675395328*n/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 205624991427726054083190205396627759473054720/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000)
2	5	12229662940465744944942897773801517439825361625171588864*n**5/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 88691369333006207246068651056802965481474561311548898048*n**4/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 189798619406112067451274040747057125432442853950981545984*n**3/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 72528944093275207759472656656508710759867355581508684032*n**2/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 120844718047702002795359159678417692294978311962139940608*n/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 60017917350587556312018101491176077406225267665119902720/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000)
2	6	1019811999847326672731177365208331465629671535510561028412578864384*n**6/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 11984985198340796396784562132018640924689279452585890434401838396416*n**5/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 49108888164771082901667331802290485486395892210308071848750782880000*n**4/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 77272004020733011536096949716093215524025168567666911781558671810560*n**3/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 17140816401087195405349394402545572793566929909552096688383320982016*n**2/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 50353073086057456255394013264791235856001395043866160002577026139136*n/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 22522494579165205249148460975066405845387756117485264956555746365440/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000)
3	1	188847009792*n/(955713305*n + 955713305) - 150868279296/(955713305*n + 955713305)
3	2	15693827604119155556352*n**2/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 4692856346076407685120*n/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 6265778852617630875648/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050)
3	3	1308690019173105083671891039936512*n**3/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) + 1571703833954429559448803364405248*n**2/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 1108665168456945112795823606304768*n/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750) - 784407321785080906206588650668032/(872936989064333420268847625*n**3 + 5237621934386000521613085750*n**2 + 9602306879707667622957323875*n + 5237621934386000521613085750)
3	4	109129563881895174837013687348649922982428672*n**4/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 403885774108284095100917719224266781507821568*n**3/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) + 235273866945975366884321431814706961458266112*n**2/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 296555749972299859834975521455908996588941312*n/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000) - 163553639944982825484575798066828794118062080/(834277494875422950707094352230150625*n**4 + 8342774948754229507070943522301506250*n**3 + 29199712320639803274748302328055271875*n**2 + 41713874743771147535354717611507531250*n + 20022659877010150816970264453523615000)
3	5	9100139498991193349243684593024048320160372812144709632*n**5/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 65529875896377469080223975124097804073762646432588267520*n**4/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 137502722882888060113019725917429498603427629124079616000*n**3/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) + 43944481576348054629583404098014463196543251893753774080*n**2/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 100195929944139129474044880321970238433201146114101727232*n/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000) - 47738111872708354969090245704209777813400528825225134080/(797330101914511031493129230316711374466565625*n**5 + 11959951528717665472396938454750670616998484375*n**4 + 67773058662733437676915984576920466829658078125*n**3 + 179399272930764982085954076821260059254977265625*n**2 + 218468447924576022629117409106778916603838981250*n + 95679612229741323779175507638005364935987875000)
3	6	758846053773783232502697994665704271656628397825277374317588283392*n**6/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 8879238609629120687685580865522566077097220773449435302954209296384*n**5/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 36056552849467838439046226181645141294267516058573035718901856829440*n**4/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 55263828289602690235366936828873689657223859971057494860232021934080*n**3/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) + 8135925274421982199689775210342295465403924938019210576714650861568*n**2/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 41580409524744250758916622056017002356178696988146649911202817081344*n/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000) - 17914339806096810642541217628595862571902335101047938630538678108160/(762018986876704165367257621498090424422534045468140625*n**6 + 16002398724410787472712410051459898912873214954830953125*n**5 + 133353322703423228939270083762165824273943457956924609375*n**4 + 560083955354377561544934351801096461950562523419083359375*n**3 + 1237518834687767564556426377312898849262195289840260375000*n**2 + 1344201492850506147707842444322631508681350056205800062500*n + 548653670551226999064425487478625105584224512737061250000)
4	1	75172478976*n/(955713305*n + 955713305) - 62612766720/(955713305*n + 955713305)
4	2	6244643376770990800896*n**2/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 2079390477835293622272*n/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050) - 2600101426195192872960/(913387921354023025*n**2 + 2740163764062069075*n + 1826775842708046050)
