bit_index,output
2475,D1.4
2478,D1.0
2479,D1.2
2480,D1.0
2481,D1.5
2482,D1.4
2483,D1.4
2484,D1.0
2485,D1.5
2486,D1.0
2487,D1.3
2488,D1.0
2489,D1.5
2490,D1.0
2491,D1.4
2492,D1.0
2493,D1.5
2494,D1.0
2495,D1.5
2499,LEAF.4
2501,LEAF.3
2503,LEAF.3
2505,LEAF.2
2506,LEAF.2
2507,LEAF.2
2508,LEAF.2
2509,LEAF.2
2510,LEAF.2
2511,LEAF.2
2514,LEAF.1
2515,LEAF.4
2516,LEAF.1
2517,LEAF.1
2518,LEAF.1
2519,LEAF.1
2520,LEAF.1
2521,LEAF.5
2522,LEAF.1
2523,LEAF.1
2524,LEAF.1
2525,LEAF.1
2526,LEAF.1
2527,LEAF.1
2529,LEAF.5
2530,LEAF.4
2531,LEAF.4
2532,LEAF.0
2533,LEAF.3
2534,LEAF.3
2535,LEAF.3
2537,LEAF.5
2538,LEAF.0
2539,LEAF.2
2540,LEAF.0
2541,LEAF.5
2542,LEAF.0
2543,LEAF.2
2544,LEAF.0
2545,LEAF.5
2546,LEAF.4
2547,LEAF.4
2548,LEAF.0
2549,LEAF.5
2550,LEAF.0
2551,LEAF.3
2552,LEAF.0
2553,LEAF.5
2554,LEAF.0
2555,LEAF.4
2556,LEAF.0
2557,LEAF.5
2558,LEAF.0
2559,LEAF.0
2563,LEAF.4
2565,LEAF.3
2567,LEAF.3
2569,LEAF.2
2570,LEAF.2
2571,LEAF.2
2572,LEAF.2
2573,LEAF.2
2574,LEAF.2
2575,LEAF.2
2578,LEAF.1
2579,LEAF.4
2580,LEAF.1
2581,LEAF.1
2582,LEAF.1
2583,LEAF.1
2584,LEAF.1
2585,LEAF.5
2586,LEAF.1
2587,LEAF.1
2588,LEAF.1
2589,LEAF.1
2590,LEAF.1
2591,LEAF.1
2593,LEAF.5
2594,LEAF.4
2595,LEAF.4
2596,LEAF.0
2597,LEAF.3
2598,LEAF.3
2599,LEAF.3
2601,LEAF.5
2602,LEAF.0
2603,LEAF.2
2604,LEAF.0
2605,LEAF.5
2606,LEAF.0
2607,LEAF.2
2608,LEAF.0
2609,LEAF.5
2610,LEAF.4
2611,LEAF.4
2612,LEAF.0
2613,LEAF.5
2614,LEAF.0
2615,LEAF.3
2616,LEAF.0
2617,LEAF.5
2618,LEAF.0
2619,LEAF.4
2620,LEAF.0
2621,LEAF.5
2622,LEAF.0
2623,LEAF.0
2641,LEAF.5
2642,LEAF.4
2643,LEAF.4
2644,LEAF.1
2645,LEAF.1
2646,LEAF.1
2647,LEAF.1
2648,LEAF.1
2649,LEAF.5
2650,LEAF.1
2651,LEAF.1
2652,LEAF.1
2653,LEAF.1
2654,LEAF.1
2655,LEAF.1
2657,LEAF.5
2658,LEAF.4
2659,LEAF.4
2660,LEAF.0
2661,LEAF.3
2662,LEAF.3
2663,LEAF.3
2664,LEAF.0
2665,LEAF.5
2666,LEAF.0
2667,LEAF.4
2668,LEAF.0
2669,LEAF.5
2670,LEAF.0
2671,LEAF.2
2673,LEAF.5
2674,LEAF.4
2675,LEAF.4
2676,LEAF.0
2677,LEAF.3
2678,LEAF.3
2679,LEAF.3
2680,LEAF.0
2681,LEAF.5
2682,LEAF.0
2683,LEAF.4
2684,LEAF.0
2685,LEAF.5
2686,LEAF.0
2687,LEAF.0
2705,LEAF.5
2706,LEAF.4
2707,LEAF.4
2708,LEAF.1
2709,LEAF.1
2710,LEAF.1
2711,LEAF.1
2712,LEAF.1
2713,LEAF.5
2714,LEAF.1
2715,LEAF.1
2716,LEAF.1
2717,LEAF.1
2718,LEAF.1
2719,LEAF.1
2721,LEAF.5
2722,LEAF.4
2723,LEAF.4
2724,LEAF.0
2725,LEAF.3
2726,LEAF.3
2727,LEAF.3
2728,LEAF.0
2729,LEAF.5
2730,LEAF.0
2731,LEAF.4
2732,LEAF.0
2733,LEAF.5
2734,LEAF.0
2735,LEAF.2
2737,LEAF.5
2738,LEAF.4
2739,LEAF.4
2740,LEAF.0
2741,LEAF.3
2742,LEAF.0
2743,LEAF.3
2744,LEAF.0
2745,LEAF.5
2746,LEAF.0
2747,LEAF.4
2748,LEAF.0
2749,LEAF.5
2750,LEAF.0
2751,LEAF.0
2755,LEAF.4
2757,LEAF.3
2758,LEAF.3
2759,LEAF.3
2761,LEAF.2
2763,LEAF.2
2764,LEAF.2
2765,LEAF.2
2766,LEAF.2
2767,LEAF.2
2769,LEAF.5
2770,LEAF.4
2771,LEAF.4
2773,LEAF.3
2774,LEAF.1
2775,LEAF.3
2776,LEAF.1
2777,LEAF.5
2778,LEAF.1
2779,LEAF.1
2780,LEAF.1
2781,LEAF.1
2782,LEAF.1
2783,LEAF.1
2786,LEAF.4
2787,LEAF.4
2788,LEAF.3
2789,LEAF.3
2790,LEAF.3
2791,LEAF.3
2792,LEAF.0
2793,LEAF.5
2794,LEAF.2
2795,LEAF.2
2796,LEAF.0
2797,LEAF.2
2798,LEAF.2
2799,LEAF.2
2800,LEAF.0
2801,LEAF.5
2802,LEAF.4
2803,LEAF.4
2804,LEAF.0
2805,LEAF.3
2806,LEAF.3
2807,LEAF.3
2808,LEAF.0
2809,LEAF.5
2810,LEAF.4
2811,LEAF.4
2812,LEAF.0
2813,LEAF.5
2814,LEAF.0
2815,LEAF.2
2819,LEAF.4
2821,LEAF.3
2822,LEAF.3
2823,LEAF.3
2825,LEAF.2
2827,LEAF.2
2828,LEAF.2
2829,LEAF.2
2830,LEAF.2
2831,LEAF.2
2833,LEAF.5
2834,LEAF.1
2835,LEAF.4
2836,LEAF.1
2837,LEAF.1
2838,LEAF.1
2839,LEAF.1
2840,LEAF.1
2841,LEAF.5
2842,LEAF.1
2843,LEAF.1
2844,LEAF.1
2845,LEAF.1
2846,LEAF.1
2847,LEAF.1
2850,LEAF.4
2851,LEAF.4
2852,LEAF.3
2853,LEAF.3
2854,LEAF.3
2855,LEAF.3
2856,LEAF.0
2857,LEAF.5
2858,LEAF.2
2859,LEAF.2
2860,LEAF.0
2861,LEAF.2
2862,LEAF.2
2863,LEAF.2
2864,LEAF.0
2865,LEAF.5
2866,LEAF.4
2867,LEAF.4
2868,LEAF.0
2869,LEAF.3
2870,LEAF.3
2871,LEAF.3
2872,LEAF.0
2873,LEAF.5
2874,LEAF.4
2875,LEAF.4
2876,LEAF.0
2877,LEAF.5
2878,LEAF.0
2879,LEAF.0
2882,LEAF.4
2883,LEAF.4
2885,LEAF.3
2886,LEAF.3
2887,LEAF.3
2889,LEAF.5
2890,LEAF.2
2891,LEAF.2
2893,LEAF.2
2894,LEAF.2
2895,LEAF.2
2897,LEAF.5
2898,LEAF.1
2899,LEAF.4
2901,LEAF.1
2902,LEAF.1
2903,LEAF.1
2905,LEAF.5
2906,LEAF.1
2907,LEAF.1
2909,LEAF.1
2910,LEAF.1
2911,LEAF.1
2913,LEAF.5
2914,LEAF.4
2915,LEAF.4
2917,LEAF.3
2918,LEAF.3
2919,LEAF.3
2921,LEAF.5
2922,LEAF.4
2923,LEAF.4
2925,LEAF.2
2926,LEAF.0
2927,LEAF.2
2929,LEAF.5
2930,LEAF.4
2931,LEAF.4
2933,LEAF.3
2934,LEAF.0
2935,LEAF.3
2937,LEAF.5
2938,LEAF.4
2939,LEAF.4
2941,LEAF.5
2942,LEAF.0
2943,LEAF.0
2949,LEAF.3
2950,LEAF.3
2951,LEAF.3
2953,LEAF.2
2954,LEAF.2
2955,LEAF.2
2957,LEAF.2
2958,LEAF.2
2959,LEAF.2
2961,LEAF.5
2962,LEAF.4
2963,LEAF.4
2965,LEAF.5
2966,LEAF.1
2967,LEAF.1
2969,LEAF.5
2970,LEAF.1
2971,LEAF.1
2973,LEAF.5
2974,LEAF.1
2975,LEAF.1
2977,LEAF.5
2978,LEAF.4
2979,LEAF.4
2981,LEAF.3
2982,LEAF.3
2983,LEAF.3
2985,LEAF.5
2986,LEAF.4
2987,LEAF.4
2989,LEAF.5
2990,LEAF.2
2991,LEAF.2
2993,LEAF.5
2994,LEAF.4
2995,LEAF.4
2997,LEAF.5
2998,LEAF.3
2999,LEAF.3
3001,LEAF.5
3002,LEAF.4
3003,LEAF.4
3005,LEAF.5
3006,LEAF.0
3007,LEAF.4
3013,LEAF.3
3014,LEAF.3
3015,LEAF.3
3017,LEAF.5
3018,LEAF.2
3019,LEAF.2
3021,LEAF.2
3022,LEAF.2
3023,LEAF.2
3025,LEAF.5
3026,LEAF.4
3027,LEAF.4
3029,LEAF.1
3030,LEAF.1
3031,LEAF.1
3033,LEAF.5
3034,LEAF.1
3035,LEAF.1
3037,LEAF.1
3038,LEAF.1
3039,LEAF.1
3041,LEAF.5
3042,LEAF.4
3043,LEAF.4
3045,LEAF.3
3046,LEAF.3
3047,LEAF.3
3049,LEAF.5
3050,LEAF.4
3051,LEAF.4
3053,LEAF.2
3054,LEAF.2
3055,LEAF.2
3057,LEAF.5
3058,LEAF.4
3059,LEAF.4
3061,LEAF.3
3062,LEAF.3
3063,LEAF.3
3065,LEAF.5
3066,LEAF.4
3067,LEAF.4
3069,LEAF.5
3070,LEAF.0
3071,LEAF.0
3077,LEAF.3
3078,LEAF.3
3079,LEAF.3
3081,LEAF.2
3082,LEAF.2
3083,LEAF.2
3085,LEAF.2
3086,LEAF.2
3087,LEAF.2
3089,LEAF.5
3090,LEAF.4
3091,LEAF.4
3093,LEAF.1
3094,LEAF.1
3095,LEAF.1
3097,LEAF.5
3098,LEAF.1
3099,LEAF.1
3101,LEAF.1
3102,LEAF.1
3103,LEAF.1
3105,LEAF.5
3106,LEAF.4
3107,LEAF.4
3109,LEAF.3
3110,LEAF.3
3111,LEAF.3
3113,LEAF.5
3114,LEAF.4
3115,LEAF.4
3117,LEAF.2
3118,LEAF.2
3119,LEAF.2
3121,LEAF.5
3122,LEAF.4
3123,LEAF.4
3125,LEAF.3
3126,LEAF.3
3127,LEAF.3
3129,LEAF.5
3130,LEAF.4
3131,LEAF.4
3133,LEAF.5
3134,LEAF.0
3135,LEAF.0
3139,LEAF.4
3141,LEAF.3
3142,LEAF.3
3143,LEAF.3
3145,LEAF.2
3147,LEAF.2
3148,LEAF.2
3149,LEAF.2
3150,LEAF.2
3151,LEAF.2
3153,LEAF.5
3154,LEAF.4
3155,LEAF.4
3157,LEAF.3
3158,LEAF.1
3159,LEAF.3
3160,LEAF.1
3161,LEAF.5
3162,LEAF.1
3163,LEAF.1
3164,LEAF.1
3165,LEAF.1
3166,LEAF.1
3167,LEAF.1
3170,LEAF.4
3171,LEAF.4
3172,LEAF.3
3173,LEAF.3
3174,LEAF.3
3175,LEAF.3
3176,LEAF.0
3177,LEAF.5
3178,LEAF.2
3179,LEAF.2
3180,LEAF.0
3181,LEAF.2
3182,LEAF.2
3183,LEAF.2
3184,LEAF.0
3185,LEAF.5
3186,LEAF.4
3187,LEAF.4
3188,LEAF.0
3189,LEAF.3
3190,LEAF.3
3191,LEAF.3
3192,LEAF.0
3193,LEAF.5
3194,LEAF.4
3195,LEAF.4
3196,LEAF.0
3197,LEAF.5
3198,LEAF.0
3199,LEAF.2
3203,LEAF.4
3205,LEAF.3
3206,LEAF.3
3207,LEAF.3
3209,LEAF.2
3211,LEAF.2
3212,LEAF.2
3213,LEAF.2
3214,LEAF.2
3215,LEAF.2
3217,LEAF.5
3218,LEAF.1
3219,LEAF.4
3220,LEAF.1
3222,LEAF.1
3223,LEAF.1
3224,LEAF.1
3225,LEAF.5
3226,LEAF.1
3227,LEAF.1
3228,LEAF.1
3229,LEAF.1
3230,LEAF.1
3231,LEAF.1
3234,LEAF.4
3235,LEAF.4
3236,LEAF.3
3237,LEAF.3
3238,LEAF.3
3239,LEAF.3
3240,LEAF.0
3241,LEAF.5
3242,LEAF.2
3243,LEAF.2
3244,LEAF.0
3245,LEAF.2
3246,LEAF.2
3247,LEAF.2
3248,LEAF.0
3249,LEAF.5
3250,LEAF.4
3251,LEAF.4
3252,LEAF.0
3253,LEAF.3
3254,LEAF.3
3255,LEAF.3
3256,LEAF.0
3257,LEAF.5
3258,LEAF.4
3259,LEAF.4
3260,LEAF.0
3261,LEAF.5
3262,LEAF.0
3263,LEAF.1
3267,LEAF.4
3269,LEAF.3
3270,LEAF.3
3271,LEAF.3
3273,LEAF.2
3275,LEAF.2
3276,LEAF.2
3277,LEAF.2
3278,LEAF.2
3279,LEAF.2
3281,LEAF.5
3282,LEAF.1
3283,LEAF.4
3284,LEAF.1
3285,LEAF.1
3286,LEAF.1
3287,LEAF.1
3288,LEAF.1
3289,LEAF.5
3290,LEAF.1
3291,LEAF.1
3292,LEAF.1
3293,LEAF.1
3294,LEAF.1
3295,LEAF.1
3297,LEAF.5
3298,LEAF.4
3299,LEAF.4
3300,LEAF.0
3301,LEAF.3
3302,LEAF.3
3303,LEAF.3
3304,LEAF.0
3305,LEAF.5
3306,LEAF.0
3307,LEAF.4
3308,LEAF.0
3309,LEAF.5
3310,LEAF.0
3311,LEAF.2
3313,LEAF.5
3314,LEAF.4
3315,LEAF.4
3316,LEAF.0
3317,LEAF.3
3318,LEAF.0
3319,LEAF.3
3320,LEAF.0
3321,LEAF.5
3322,LEAF.0
3323,LEAF.4
3324,LEAF.0
3325,LEAF.5
3326,LEAF.0
3327,LEAF.5
3330,LEAF.4
3331,LEAF.4
3333,LEAF.3
3334,LEAF.3
3335,LEAF.3
3337,LEAF.5
3338,LEAF.2
3339,LEAF.2
3341,LEAF.2
3342,LEAF.2
3343,LEAF.2
3345,LEAF.5
3346,LEAF.1
3347,LEAF.4
3349,LEAF.1
3350,LEAF.1
3351,LEAF.1
3353,LEAF.5
3354,LEAF.1
3355,LEAF.4
3357,LEAF.1
3358,LEAF.1
3359,LEAF.1
3361,LEAF.5
3362,LEAF.4
3363,LEAF.4
3365,LEAF.3
3366,LEAF.3
3367,LEAF.3
3369,LEAF.5
3370,LEAF.0
3371,LEAF.4
3373,LEAF.2
3374,LEAF.0
3375,LEAF.2
3377,LEAF.5
3378,LEAF.4
3379,LEAF.4
3381,LEAF.3
3382,LEAF.0
3383,LEAF.3
3385,LEAF.5
3386,LEAF.0
3387,LEAF.4
3389,LEAF.5
3390,LEAF.0
3391,LEAF.3
3397,LEAF.3
3398,LEAF.3
3399,LEAF.3
3401,LEAF.5
3402,LEAF.2
3403,LEAF.2
3405,LEAF.2
3406,LEAF.2
3407,LEAF.2
3409,LEAF.5
3410,LEAF.4
3411,LEAF.4
3413,LEAF.5
3414,LEAF.1
3415,LEAF.1
3417,LEAF.5
3418,LEAF.1
3419,LEAF.1
3421,LEAF.5
3422,LEAF.1
3423,LEAF.1
3425,LEAF.5
3426,LEAF.4
3427,LEAF.4
3429,LEAF.3
3430,LEAF.3
3431,LEAF.3
3433,LEAF.5
3434,LEAF.4
3435,LEAF.4
3437,LEAF.5
3438,LEAF.2
3439,LEAF.2
3441,LEAF.5
3442,LEAF.4
3443,LEAF.4
3445,LEAF.5
3446,LEAF.3
3447,LEAF.3
3449,LEAF.5
3450,LEAF.4
3451,LEAF.4
3453,LEAF.5
3454,LEAF.0
3455,LEAF.4
3459,LEAF.4
3462,LEAF.3
3463,LEAF.3
3465,LEAF.5
3466,LEAF.2
3467,LEAF.2
3468,LEAF.2
3469,LEAF.2
3470,LEAF.2
3471,LEAF.2
3473,LEAF.5
3474,LEAF.4
3475,LEAF.4
3476,LEAF.1
3477,LEAF.5
3478,LEAF.1
3479,LEAF.3
3481,LEAF.5
3482,LEAF.1
3483,LEAF.4
3484,LEAF.1
3485,LEAF.5
3486,LEAF.1
3487,LEAF.1
3489,LEAF.5
3491,LEAF.4
3492,LEAF.0
3493,LEAF.3
3494,LEAF.3
3495,LEAF.3
3496,LEAF.0
3497,LEAF.5
3498,LEAF.4
3499,LEAF.4
3500,LEAF.0
3501,LEAF.5
3502,LEAF.2
3503,LEAF.2
3504,LEAF.0
3505,LEAF.5
3506,LEAF.4
3507,LEAF.4
3508,LEAF.0
3509,LEAF.5
3510,LEAF.3
3511,LEAF.3
3512,LEAF.0
3513,LEAF.5
3514,LEAF.4
3515,LEAF.4
3516,LEAF.0
3517,LEAF.5
3518,LEAF.0
3519,LEAF.4
3523,LEAF.4
3526,LEAF.3
3527,LEAF.3
3529,LEAF.5
3530,LEAF.2
3531,LEAF.2
3532,LEAF.2
3533,LEAF.2
3534,LEAF.2
3535,LEAF.2
3537,LEAF.5
3538,LEAF.4
3539,LEAF.4
3540,LEAF.1
3541,LEAF.5
3542,LEAF.1
3543,LEAF.3
3545,LEAF.5
3546,LEAF.1
3547,LEAF.4
3548,LEAF.1
3549,LEAF.5
3550,LEAF.1
3551,LEAF.1
3553,LEAF.5
3555,LEAF.4
3556,LEAF.0
3557,LEAF.3
3558,LEAF.3
3559,LEAF.3
3560,LEAF.0
3561,LEAF.5
3562,LEAF.4
3563,LEAF.4
3564,LEAF.0
3565,LEAF.5
3566,LEAF.2
3567,LEAF.2
3568,LEAF.0
3569,LEAF.5
3570,LEAF.4
3571,LEAF.4
3572,LEAF.0
3573,LEAF.5
3574,LEAF.3
3575,LEAF.3
3576,LEAF.0
3577,LEAF.5
3578,LEAF.4
3579,LEAF.4
3580,LEAF.0
3581,LEAF.5
3582,LEAF.0
3583,LEAF.4
3587,LEAF.4
3589,LEAF.3
3590,LEAF.3
3591,LEAF.3
3593,LEAF.5
3594,LEAF.2
3595,LEAF.2
3596,LEAF.2
3597,LEAF.2
3598,LEAF.2
3599,LEAF.2
3601,LEAF.5
3602,LEAF.4
3603,LEAF.4
3604,LEAF.1
3606,LEAF.1
3607,LEAF.3
3609,LEAF.5
3610,LEAF.1
3611,LEAF.4
3612,LEAF.1
3613,LEAF.5
3614,LEAF.1
3615,LEAF.1
3617,LEAF.5
3619,LEAF.4
3620,LEAF.3
3621,LEAF.3
3622,LEAF.3
3623,LEAF.3
3624,LEAF.0
3625,LEAF.5
3626,LEAF.4
3627,LEAF.4
3628,LEAF.0
3629,LEAF.2
3630,LEAF.2
3631,LEAF.2
3632,LEAF.0
3633,LEAF.5
3634,LEAF.4
3635,LEAF.4
3636,LEAF.0
3637,LEAF.3
3638,LEAF.3
3639,LEAF.3
3640,LEAF.0
3641,LEAF.5
3642,LEAF.4
3643,LEAF.4
3644,LEAF.0
3645,LEAF.5
3646,LEAF.0
3647,LEAF.3
3651,LEAF.4
3653,LEAF.3
3654,LEAF.3
3655,LEAF.3
3657,LEAF.5
3658,LEAF.2
3659,LEAF.2
3660,LEAF.2
3661,LEAF.2
3662,LEAF.2
3663,LEAF.2
3665,LEAF.5
3666,LEAF.4
3667,LEAF.4
3668,LEAF.1
3669,LEAF.3
3670,LEAF.1
3671,LEAF.3
3673,LEAF.5
3674,LEAF.1
3675,LEAF.4
3676,LEAF.1
3677,LEAF.5
3678,LEAF.1
3679,LEAF.1
3681,LEAF.5
3683,LEAF.4
3684,LEAF.3
3685,LEAF.3
3686,LEAF.3
3687,LEAF.3
3688,LEAF.0
3689,LEAF.5
3690,LEAF.4
3691,LEAF.4
3692,LEAF.0
3693,LEAF.2
3694,LEAF.2
3695,LEAF.2
3696,LEAF.0
3697,LEAF.5
3698,LEAF.4
3699,LEAF.4
3700,LEAF.0
3701,LEAF.3
3702,LEAF.3
3703,LEAF.3
3704,LEAF.0
3705,LEAF.5
3706,LEAF.4
3707,LEAF.4
3708,LEAF.0
3709,LEAF.5
3710,LEAF.0
3711,LEAF.2
3715,LEAF.4
3717,LEAF.3
3718,LEAF.3
3719,LEAF.3
3721,LEAF.5
3722,LEAF.2
3723,LEAF.2
3725,LEAF.2
3726,LEAF.2
3727,LEAF.2
3729,LEAF.5
3730,LEAF.4
3731,LEAF.4
3732,LEAF.1
3733,LEAF.3
3734,LEAF.1
3735,LEAF.3
3736,LEAF.1
3737,LEAF.5
3738,LEAF.1
3739,LEAF.1
3740,LEAF.1
3741,LEAF.5
3742,LEAF.1
3743,LEAF.1
3745,LEAF.5
3747,LEAF.4
3748,LEAF.3
3749,LEAF.3
3750,LEAF.3
3751,LEAF.3
3752,LEAF.0
3753,LEAF.5
3754,LEAF.2
3755,LEAF.2
3756,LEAF.0
3757,LEAF.2
3758,LEAF.2
3759,LEAF.2
3760,LEAF.0
3761,LEAF.5
3762,LEAF.4
3763,LEAF.4
3764,LEAF.0
3765,LEAF.3
3766,LEAF.3
3767,LEAF.3
3768,LEAF.0
3769,LEAF.5
3770,LEAF.0
3771,LEAF.4
3772,LEAF.0
3773,LEAF.5
3774,LEAF.0
3775,LEAF.1
3779,LEAF.4
3781,LEAF.3
3783,LEAF.3
3785,LEAF.5
3786,LEAF.2
3787,LEAF.2
3788,LEAF.2
3789,LEAF.2
3790,LEAF.2
3791,LEAF.2
3793,LEAF.5
3794,LEAF.1
3795,LEAF.4
3796,LEAF.1
3798,LEAF.1
3799,LEAF.1
3800,LEAF.1
3801,LEAF.5
3802,LEAF.1
3803,LEAF.4
3804,LEAF.1
3805,LEAF.5
3806,LEAF.1
3807,LEAF.1
3809,LEAF.5
3810,LEAF.4
3811,LEAF.4
3812,LEAF.0
3813,LEAF.3
3814,LEAF.3
3815,LEAF.3
3817,LEAF.5
3818,LEAF.0
3819,LEAF.2
3820,LEAF.0
3821,LEAF.5
3822,LEAF.0
3823,LEAF.2
3824,LEAF.0
3825,LEAF.5
3826,LEAF.4
3827,LEAF.4
3828,LEAF.0
3829,LEAF.5
3830,LEAF.0
3831,LEAF.3
3832,LEAF.0
3833,LEAF.5
3834,LEAF.0
3835,LEAF.4
3836,LEAF.0
3837,LEAF.5
3838,LEAF.0
3839,LEAF.5
3843,LEAF.4
3845,LEAF.3
3847,LEAF.3
3849,LEAF.5
3850,LEAF.2
3851,LEAF.2
3852,LEAF.2
3853,LEAF.2
3854,LEAF.2
3855,LEAF.2
3857,LEAF.5
3858,LEAF.1
3859,LEAF.4
3860,LEAF.1
3861,LEAF.5
3862,LEAF.1
3863,LEAF.1
3864,LEAF.1
3865,LEAF.5
3866,LEAF.1
3867,LEAF.4
3868,LEAF.1
3869,LEAF.5
3870,LEAF.1
3871,LEAF.1
3873,LEAF.5
3874,LEAF.4
3875,LEAF.4
3876,LEAF.0
3877,LEAF.3
3878,LEAF.3
3879,LEAF.3
3881,LEAF.5
3882,LEAF.0
3883,LEAF.2
3884,LEAF.0
3885,LEAF.5
3886,LEAF.0
3887,LEAF.2
3888,LEAF.0
3889,LEAF.5
3890,LEAF.4
3891,LEAF.4
3892,LEAF.0
3893,LEAF.5
3894,LEAF.0
3895,LEAF.3
3896,LEAF.0
3897,LEAF.5
3898,LEAF.0
3899,LEAF.4
3900,LEAF.0
3901,LEAF.5
3902,LEAF.0
3903,LEAF.4
3909,LEAF.3
3910,LEAF.3
3911,LEAF.3
3912,LEAF.2
3913,LEAF.5
3914,LEAF.2
3915,LEAF.2
3916,LEAF.2
3917,LEAF.2
3918,LEAF.2
3919,LEAF.2
3924,LEAF.1
3925,LEAF.5
3926,LEAF.1
3927,LEAF.1
3928,LEAF.1
3929,LEAF.5
3930,LEAF.1
3931,LEAF.4
3932,LEAF.1
3933,LEAF.5
3934,LEAF.1
3935,LEAF.1
3940,LEAF.0
3941,LEAF.3
3942,LEAF.3
3943,LEAF.3
3944,LEAF.0
3945,LEAF.5
3946,LEAF.2
3947,LEAF.2
3948,LEAF.0
3949,LEAF.5
3950,LEAF.2
3951,LEAF.2
3956,LEAF.0
3957,LEAF.5
3958,LEAF.0
3959,LEAF.3
3960,LEAF.0
3961,LEAF.5
3962,LEAF.4
3963,LEAF.4
3964,LEAF.0
3965,LEAF.5
3966,LEAF.0
3967,LEAF.4
3973,LEAF.3
3974,LEAF.3
3975,LEAF.3
3977,LEAF.2
3978,LEAF.2
3979,LEAF.2
3981,LEAF.2
3982,LEAF.2
3983,LEAF.2
3988,LEAF.1
3989,LEAF.3
3990,LEAF.1
3991,LEAF.3
3992,LEAF.1
3993,LEAF.5
3994,LEAF.1
3995,LEAF.1
3996,LEAF.1
3997,LEAF.5
3998,LEAF.1
3999,LEAF.1
4004,LEAF.0
4005,LEAF.3
4006,LEAF.3
4007,LEAF.3
4008,LEAF.0
4009,LEAF.5
4010,LEAF.2
4011,LEAF.2
4012,LEAF.0
4013,LEAF.5
4014,LEAF.2
4015,LEAF.2
4020,LEAF.0
4021,LEAF.3
4022,LEAF.3
4023,LEAF.3
4024,LEAF.0
4025,LEAF.5
4026,LEAF.0
4027,LEAF.4
4028,LEAF.0
4029,LEAF.5
4030,LEAF.0
4031,LEAF.2
4037,LEAF.3
4038,LEAF.3
4039,LEAF.3
4041,LEAF.2
4042,LEAF.2
4043,LEAF.2
4045,LEAF.2
4046,LEAF.2
4047,LEAF.2
4052,LEAF.1
4053,LEAF.5
4054,LEAF.1
4055,LEAF.1
4056,LEAF.1
4057,LEAF.5
4058,LEAF.1
4059,LEAF.1
4060,LEAF.1
4061,LEAF.5
4062,LEAF.1
4063,LEAF.1
4068,LEAF.0
4069,LEAF.3
4070,LEAF.3
4071,LEAF.3
4072,LEAF.0
4073,LEAF.5
4074,LEAF.2
4075,LEAF.2
4076,LEAF.0
4077,LEAF.5
4078,LEAF.2
4079,LEAF.2
4084,LEAF.0
4085,LEAF.5
4086,LEAF.0
4087,LEAF.3
4088,LEAF.0
4089,LEAF.5
4090,LEAF.0
4091,LEAF.4
4092,LEAF.0
4093,LEAF.5
4094,LEAF.0
4095,LEAF.4
4101,LEAF.3
4102,LEAF.3
4103,LEAF.3
4105,LEAF.2
4106,LEAF.2
4107,LEAF.2
4109,LEAF.2
4110,LEAF.2
4111,LEAF.2
4116,LEAF.1
4117,LEAF.5
4118,LEAF.1
4119,LEAF.1
4120,LEAF.1
4121,LEAF.5
4122,LEAF.1
4123,LEAF.1
4124,LEAF.1
4125,LEAF.5
4126,LEAF.1
4127,LEAF.1
4132,LEAF.0
4133,LEAF.3
4134,LEAF.3
4135,LEAF.3
4136,LEAF.0
4137,LEAF.5
4138,LEAF.2
4139,LEAF.2
4140,LEAF.0
4141,LEAF.5
4142,LEAF.2
4143,LEAF.2
4148,LEAF.0
4149,LEAF.5
4150,LEAF.0
4151,LEAF.3
4152,LEAF.0
4153,LEAF.5
4154,LEAF.0
4155,LEAF.4
4156,LEAF.0
4157,LEAF.5
4158,LEAF.0
4159,LEAF.4
4165,LEAF.3
4166,LEAF.3
4167,LEAF.3
4169,LEAF.5
4170,LEAF.2
4171,LEAF.2
4172,LEAF.2
4173,LEAF.2
4174,LEAF.2
4175,LEAF.2
4177,LEAF.5
4178,LEAF.4
4179,LEAF.4
4180,LEAF.1
4181,LEAF.5
4182,LEAF.1
4183,LEAF.1
4184,LEAF.1
4185,LEAF.5
4186,LEAF.1
4187,LEAF.4
4188,LEAF.1
4189,LEAF.5
4190,LEAF.1
4191,LEAF.1
4193,LEAF.5
4194,LEAF.4
4195,LEAF.4
4196,LEAF.0
4197,LEAF.3
4198,LEAF.3
4199,LEAF.3
4201,LEAF.5
4202,LEAF.4
4203,LEAF.4
4204,LEAF.0
4205,LEAF.5
4206,LEAF.2
4207,LEAF.2
4208,LEAF.0
4209,LEAF.5
4210,LEAF.4
4211,LEAF.4
4212,LEAF.0
4213,LEAF.5
4214,LEAF.0
4215,LEAF.3
4216,LEAF.0
4217,LEAF.5
4218,LEAF.4
4219,LEAF.4
4220,LEAF.0
4221,LEAF.5
4222,LEAF.0
4223,LEAF.3
4229,LEAF.3
4230,LEAF.3
4231,LEAF.3
4232,LEAF.2
4233,LEAF.5
4234,LEAF.2
4235,LEAF.2
4236,LEAF.2
4237,LEAF.2
4238,LEAF.2
4239,LEAF.2
4244,LEAF.1
4245,LEAF.5
4246,LEAF.1
4247,LEAF.1
4248,LEAF.1
4249,LEAF.5
4250,LEAF.1
4251,LEAF.4
4252,LEAF.1
4253,LEAF.5
4254,LEAF.1
