bit_index,row_id,keep_mask,ambiguous_outputs
2496,39,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2497,39,1,D1.5|LEAF.5
2498,39,2,LEAF.4|PASS.4
2500,39,4,LEAF.3|PASS.3
2502,39,6,LEAF.3|PASS.3
2504,39,8,D0.2|D1.2|LEAF.2
2512,39,16,D0.1|D1.1|LEAF.1
2513,39,17,D1.5|LEAF.5
2528,39,32,D0.0|D1.0|LEAF.0
2536,39,40,D0.0|D1.0|LEAF.0
2560,40,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2561,40,1,D1.5|LEAF.5
2562,40,2,LEAF.4|PASS.4
2564,40,4,LEAF.3|PASS.3
2566,40,6,LEAF.3|PASS.3
2568,40,8,D0.2|D1.2|LEAF.2
2576,40,16,D0.1|D1.1|LEAF.1
2577,40,17,D1.5|LEAF.5
2592,40,32,D0.0|D1.0|LEAF.0
2600,40,40,D0.0|D1.0|LEAF.0
2624,41,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2625,41,1,CAP.5|LEAF.5
2626,41,2,CAP.4|LEAF.4
2627,41,3,CAP.4|LEAF.4
2628,41,4,CAP.3|LEAF.3
2629,41,5,CAP.3|LEAF.3
2630,41,6,CAP.3|LEAF.3
2631,41,7,CAP.3|LEAF.3
2632,41,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
2633,41,9,CAP.2|LEAF.2
2634,41,10,CAP.2|LEAF.2
2635,41,11,CAP.2|LEAF.2
2636,41,12,CAP.2|LEAF.2
2637,41,13,CAP.2|LEAF.2
2638,41,14,CAP.2|LEAF.2
2639,41,15,CAP.2|LEAF.2
2640,41,16,LEAF.1|PASS.1
2656,41,32,LEAF.0|PASS.0
2672,41,48,LEAF.0|PASS.0
2688,42,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2689,42,1,CAP.5|LEAF.5
2690,42,2,CAP.4|LEAF.4
2691,42,3,CAP.4|LEAF.4
2692,42,4,CAP.3|LEAF.3
2693,42,5,CAP.3|LEAF.3
2694,42,6,CAP.3|LEAF.3
2695,42,7,CAP.3|LEAF.3
2696,42,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
2697,42,9,CAP.2|LEAF.2
2698,42,10,CAP.2|LEAF.2
2699,42,11,CAP.2|LEAF.2
2700,42,12,CAP.2|LEAF.2
2701,42,13,CAP.2|LEAF.2
2702,42,14,CAP.2|LEAF.2
2703,42,15,CAP.2|LEAF.2
2704,42,16,LEAF.1|PASS.1
2720,42,32,LEAF.0|PASS.0
2736,42,48,LEAF.0|PASS.0
2752,43,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2753,43,1,LEAF.5|PASS.5
2754,43,2,D0.4|D1.4|LEAF.4
2756,43,4,D0.3|D1.3|LEAF.3
2760,43,8,D0.2|D1.2|LEAF.2
2762,43,10,D0.2|D1.2|LEAF.2
2768,43,16,D1.1|LEAF.1
2772,43,20,D1.1|LEAF.1
2784,43,32,LEAF.0|PASS.0
2785,43,33,LEAF.5|PASS.5
2816,44,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2817,44,1,LEAF.5|PASS.5
2818,44,2,D0.4|D1.4|LEAF.4
2820,44,4,D0.3|D1.3|LEAF.3
2824,44,8,D0.2|D1.2|LEAF.2
2826,44,10,D0.2|D1.2|LEAF.2
2832,44,16,CAP.1|LEAF.1
2848,44,32,LEAF.0|PASS.0
2849,44,33,LEAF.5|PASS.5
2880,45,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2881,45,1,LEAF.5|PASS.5
2884,45,4,CAP.3|LEAF.3
2888,45,8,CAP.2|LEAF.2
2892,45,12,CAP.2|LEAF.2
2896,45,16,CAP.1|LEAF.1
2900,45,20,CAP.1|LEAF.1
2904,45,24,CAP.1|LEAF.1
2908,45,28,CAP.1|LEAF.1
2912,45,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2916,45,36,CAP.3|LEAF.3
2920,45,40,CAP.0|LEAF.0
2924,45,44,CAP.0|LEAF.0
2928,45,48,CAP.0|LEAF.0
2932,45,52,CAP.0|LEAF.0
2936,45,56,CAP.0|LEAF.0
2940,45,60,CAP.0|LEAF.0
2944,46,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2945,46,1,LEAF.5|PASS.5
2946,46,2,LEAF.4|PASS.4
2947,46,3,LEAF.4|PASS.4
2948,46,4,CAP.3|LEAF.3
2952,46,8,CAP.2|LEAF.2
2956,46,12,CAP.2|LEAF.2
2960,46,16,CAP.1|LEAF.1
2964,46,20,CAP.1|LEAF.1
2968,46,24,CAP.1|LEAF.1
2972,46,28,CAP.1|LEAF.1
2976,46,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
2980,46,36,CAP.0|LEAF.0
2984,46,40,CAP.0|LEAF.0
2988,46,44,CAP.0|LEAF.0
2992,46,48,CAP.0|LEAF.0
2996,46,52,CAP.0|LEAF.0
3000,46,56,CAP.0|LEAF.0
3004,46,60,CAP.0|LEAF.0
3008,47,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3009,47,1,LEAF.5|PASS.5
3010,47,2,LEAF.4|PASS.4
3011,47,3,LEAF.4|PASS.4
3012,47,4,CAP.3|LEAF.3
3016,47,8,CAP.2|LEAF.2
3020,47,12,CAP.2|LEAF.2
3024,47,16,CAP.1|LEAF.1
3028,47,20,CAP.1|LEAF.1
3032,47,24,CAP.1|LEAF.1
3036,47,28,CAP.1|LEAF.1
3040,47,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3044,47,36,CAP.3|LEAF.3
3048,47,40,CAP.0|LEAF.0
3052,47,44,CAP.0|LEAF.0
3056,47,48,CAP.0|LEAF.0
3060,47,52,CAP.0|LEAF.0
3064,47,56,CAP.0|LEAF.0
3068,47,60,CAP.0|LEAF.0
3072,48,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3073,48,1,LEAF.5|PASS.5
3074,48,2,LEAF.4|PASS.4
3075,48,3,LEAF.4|PASS.4
3076,48,4,CAP.3|LEAF.3|PASS.3
3080,48,8,CAP.2|LEAF.2
3084,48,12,CAP.2|LEAF.2
3088,48,16,CAP.1|LEAF.1
3092,48,20,CAP.1|LEAF.1
3096,48,24,CAP.1|LEAF.1
3100,48,28,CAP.1|LEAF.1
3104,48,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3108,48,36,CAP.3|LEAF.3|PASS.0|PASS.3
3112,48,40,CAP.0|LEAF.0
3116,48,44,CAP.0|LEAF.0
3120,48,48,CAP.0|LEAF.0
3124,48,52,CAP.0|LEAF.0
3128,48,56,CAP.0|LEAF.0
3132,48,60,CAP.0|LEAF.0
3136,49,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3137,49,1,LEAF.5|PASS.5
3138,49,2,D0.4|D1.4|LEAF.4
3140,49,4,D0.3|D1.3|LEAF.3
3144,49,8,D0.2|D1.2|LEAF.2
3146,49,10,D0.2|D1.2|LEAF.2
3152,49,16,D1.1|LEAF.1
3156,49,20,D1.1|LEAF.1
3168,49,32,LEAF.0|PASS.0
3169,49,33,LEAF.5|PASS.5
3200,50,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3201,50,1,LEAF.5|PASS.5
3202,50,2,D0.4|D1.4|LEAF.4
3204,50,4,D0.3|D1.3|LEAF.3
3208,50,8,D0.2|D1.2|LEAF.2
3210,50,10,D0.2|D1.2|LEAF.2
3216,50,16,CAP.1|LEAF.1
3221,50,21,LEAF.1|PASS.5
3232,50,32,LEAF.0|PASS.0
3233,50,33,LEAF.5|PASS.5
3264,51,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3265,51,1,LEAF.5|PASS.5
3266,51,2,D0.4|D1.4|LEAF.4
3268,51,4,D0.3|D1.3|LEAF.3
3272,51,8,D0.2|D1.2|LEAF.2
3274,51,10,D1.2|LEAF.2
3280,51,16,CAP.1|LEAF.1
3296,51,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3312,51,48,CAP.0|LEAF.0
3328,52,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3329,52,1,LEAF.5|PASS.5
3332,52,4,CAP.3|LEAF.3
3336,52,8,CAP.2|LEAF.2
3340,52,12,CAP.2|LEAF.2
3344,52,16,CAP.1|LEAF.1
3348,52,20,CAP.1|LEAF.1
3352,52,24,CAP.1|LEAF.1
3356,52,28,CAP.1|LEAF.1
3360,52,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3364,52,36,CAP.3|LEAF.3
3368,52,40,CAP.0|LEAF.0
3372,52,44,CAP.0|LEAF.0
3376,52,48,CAP.0|LEAF.0
3380,52,52,CAP.0|LEAF.0
3384,52,56,CAP.0|LEAF.0
3388,52,60,CAP.0|LEAF.0
3392,53,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3393,53,1,LEAF.5|PASS.5
3394,53,2,LEAF.4|PASS.4
3395,53,3,LEAF.4|PASS.4
3396,53,4,CAP.3|LEAF.3
3400,53,8,CAP.2|LEAF.2
3404,53,12,CAP.2|LEAF.2
3408,53,16,CAP.1|LEAF.1
3412,53,20,CAP.1|LEAF.1
3416,53,24,CAP.1|LEAF.1
3420,53,28,CAP.1|LEAF.1
3424,53,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3428,53,36,CAP.0|LEAF.0
3432,53,40,CAP.0|LEAF.0
3436,53,44,CAP.0|LEAF.0
3440,53,48,CAP.0|LEAF.0
3444,53,52,CAP.0|LEAF.0
3448,53,56,CAP.0|LEAF.0
3452,53,60,CAP.0|LEAF.0
3456,54,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3457,54,1,D0.5|D1.5|LEAF.5
3458,54,2,D0.4|D1.4|LEAF.4
3460,54,4,D1.3|LEAF.3
3461,54,5,D1.3|LEAF.3
3464,54,8,LEAF.2|PASS.2
3472,54,16,LEAF.1|PASS.1
3480,54,24,LEAF.1|PASS.1
3488,54,32,D0.0|D1.0|LEAF.0
3490,54,34,D0.4|D1.4|LEAF.4
3520,55,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3521,55,1,D0.5|D1.5|LEAF.5
3522,55,2,D0.4|D1.4|LEAF.4
3524,55,4,D1.3|LEAF.3
3525,55,5,D1.3|LEAF.3
3528,55,8,LEAF.2|PASS.2
3536,55,16,LEAF.1|PASS.1
3544,55,24,LEAF.1|PASS.1
3552,55,32,D0.0|D1.0|LEAF.0
3554,55,34,D0.4|D1.4|LEAF.4
3584,56,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3585,56,1,D0.5|D1.5|LEAF.5
3586,56,2,D0.4|D1.4|LEAF.4
3588,56,4,CAP.3|LEAF.3
3592,56,8,LEAF.2|PASS.2
3600,56,16,LEAF.1|PASS.1
3605,56,21,LEAF.3|PASS.1
3608,56,24,LEAF.1|PASS.1
3616,56,32,D0.0|D1.0|LEAF.0
3618,56,34,D0.4|D1.4|LEAF.4
3648,57,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3649,57,1,D0.5|D1.5|LEAF.5
3650,57,2,D0.4|D1.4|LEAF.4
3652,57,4,CAP.3|LEAF.3
3656,57,8,LEAF.2|PASS.2
3664,57,16,LEAF.1|PASS.1
3672,57,24,LEAF.1|PASS.1
3680,57,32,D0.0|D1.0|LEAF.0
3682,57,34,D0.4|D1.4|LEAF.4
3712,58,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3713,58,1,D0.5|D1.5|LEAF.5
3714,58,2,D0.4|D1.4|LEAF.4
3716,58,4,CAP.3|LEAF.3
3720,58,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
3724,58,12,CAP.2|LEAF.2
3728,58,16,LEAF.1|PASS.1
3744,58,32,D0.0|D1.0|LEAF.0
3746,58,34,D1.4|LEAF.4
3776,59,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3777,59,1,CAP.5|LEAF.5
3778,59,2,LEAF.4|PASS.4
3780,59,4,LEAF.3|PASS.3
3782,59,6,LEAF.3|PASS.3
3784,59,8,D0.2|D1.2|LEAF.2
3792,59,16,D0.1|D1.1|LEAF.1
3797,59,21,LEAF.5|PASS.3
3808,59,32,D0.0|D1.0|LEAF.0
3816,59,40,D0.0|D1.0|LEAF.0
3840,60,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3841,60,1,CAP.5|LEAF.5
3842,60,2,LEAF.4|PASS.4
3844,60,4,LEAF.3|PASS.3
3846,60,6,LEAF.3|PASS.3
3848,60,8,D0.2|D1.2|LEAF.2
3856,60,16,D0.1|D1.1|LEAF.1
3872,60,32,D0.0|D1.0|LEAF.0
3880,60,40,D0.0|D1.0|LEAF.0
3904,61,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3905,61,1,CAP.5|LEAF.5
3906,61,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
3907,61,3,CAP.4|LEAF.4
3908,61,4,LEAF.3|PASS.3
3920,61,16,CAP.1|LEAF.1
3921,61,17,CAP.5|LEAF.5
3922,61,18,CAP.1|LEAF.1
3923,61,19,CAP.4|LEAF.4
3936,61,32,CAP.0|LEAF.0
3937,61,33,CAP.5|LEAF.5
3938,61,34,CAP.4|LEAF.4
3939,61,35,CAP.4|LEAF.4
3952,61,48,CAP.0|LEAF.0
3953,61,49,CAP.5|LEAF.5
3954,61,50,CAP.4|LEAF.4
3955,61,51,CAP.4|LEAF.4
3968,62,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
3969,62,1,CAP.5|LEAF.5
3970,62,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
3971,62,3,CAP.4|LEAF.4
3972,62,4,LEAF.3|PASS.3
3976,62,8,LEAF.2|PASS.2
3980,62,12,LEAF.2|PASS.2
3984,62,16,CAP.1|LEAF.1
3985,62,17,CAP.5|LEAF.5
3986,62,18,CAP.4|LEAF.4
3987,62,19,CAP.4|LEAF.4
4000,62,32,CAP.0|LEAF.0
4001,62,33,CAP.5|LEAF.5
4002,62,34,CAP.4|LEAF.4
4003,62,35,CAP.4|LEAF.4
4016,62,48,CAP.0|LEAF.0
4017,62,49,CAP.5|LEAF.5
4018,62,50,CAP.4|LEAF.4
4019,62,51,CAP.4|LEAF.4
4032,63,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4033,63,1,CAP.5|LEAF.5
4034,63,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4035,63,3,CAP.4|LEAF.4
4036,63,4,LEAF.3|PASS.3
4040,63,8,LEAF.2|PASS.2
4044,63,12,LEAF.2|PASS.2
4048,63,16,CAP.1|LEAF.1
4049,63,17,CAP.5|LEAF.5
4050,63,18,CAP.1|LEAF.1
4051,63,19,CAP.4|LEAF.4
4064,63,32,CAP.0|LEAF.0
4065,63,33,CAP.5|LEAF.5
4066,63,34,CAP.4|LEAF.4
4067,63,35,CAP.4|LEAF.4
4080,63,48,CAP.0|LEAF.0
4081,63,49,CAP.5|LEAF.5
4082,63,50,CAP.4|LEAF.4
4083,63,51,CAP.4|LEAF.4
4096,64,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4097,64,1,CAP.5|LEAF.5
4098,64,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4099,64,3,CAP.4|LEAF.4
4100,64,4,LEAF.3|PASS.3
4104,64,8,LEAF.2|PASS.2
4108,64,12,LEAF.2|PASS.2
4112,64,16,CAP.1|LEAF.1|PASS.1
4113,64,17,CAP.5|LEAF.5
4114,64,18,CAP.1|LEAF.1|PASS.1|PASS.4
4115,64,19,CAP.4|LEAF.4
4128,64,32,CAP.0|LEAF.0
4129,64,33,CAP.5|LEAF.5
4130,64,34,CAP.4|LEAF.4
4131,64,35,CAP.4|LEAF.4
4144,64,48,CAP.0|LEAF.0
4145,64,49,CAP.5|LEAF.5
4146,64,50,CAP.4|LEAF.4
4147,64,51,CAP.4|LEAF.4
4160,65,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4161,65,1,CAP.5|LEAF.5
4162,65,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4163,65,3,CAP.4|LEAF.4
4164,65,4,LEAF.3|PASS.3
4168,65,8,D0.2|D1.2|LEAF.2
4176,65,16,D0.1|D1.1|LEAF.1
4192,65,32,D0.0|D1.0|LEAF.0
4200,65,40,D1.0|LEAF.0
4224,66,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4225,66,1,CAP.5|LEAF.5
4226,66,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4227,66,3,CAP.4|LEAF.4
4228,66,4,LEAF.3|PASS.3
4240,66,16,CAP.1|LEAF.1
4241,66,17,CAP.5|LEAF.5
4242,66,18,CAP.1|LEAF.1
4243,66,19,CAP.4|LEAF.4
4256,66,32,CAP.0|LEAF.0
4257,66,33,CAP.5|LEAF.5
4258,66,34,CAP.4|LEAF.4
4259,66,35,CAP.4|LEAF.4
4272,66,48,CAP.0|LEAF.0
4273,66,49,CAP.5|LEAF.5
4274,66,50,CAP.4|LEAF.4
4275,66,51,CAP.4|LEAF.4
4288,67,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4289,67,1,CAP.5|LEAF.5
4290,67,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4291,67,3,CAP.4|LEAF.4
4292,67,4,LEAF.3|PASS.3
4296,67,8,LEAF.2|PASS.2
4300,67,12,LEAF.2|PASS.2
4304,67,16,CAP.1|LEAF.1
4305,67,17,CAP.5|LEAF.5
4306,67,18,CAP.4|LEAF.4
4307,67,19,CAP.4|LEAF.4
4320,67,32,CAP.0|LEAF.0
4321,67,33,CAP.5|LEAF.5
4322,67,34,CAP.4|LEAF.4
4323,67,35,CAP.4|LEAF.4
4336,67,48,CAP.0|LEAF.0
4337,67,49,CAP.5|LEAF.5
4338,67,50,CAP.4|LEAF.4
4339,67,51,CAP.4|LEAF.4
4352,68,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4353,68,1,CAP.5|LEAF.5
4354,68,2,CAP.4|LEAF.4
4355,68,3,CAP.4|LEAF.4
4356,68,4,CAP.3|LEAF.3
4357,68,5,CAP.3|LEAF.3
4358,68,6,CAP.3|LEAF.3
4359,68,7,CAP.3|LEAF.3
4360,68,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
4361,68,9,CAP.5|LEAF.5
4362,68,10,CAP.2|LEAF.2
4363,68,11,CAP.2|LEAF.2
4364,68,12,CAP.2|LEAF.2
4365,68,13,CAP.2|LEAF.2
4366,68,14,CAP.2|LEAF.2
4367,68,15,CAP.2|LEAF.2
4368,68,16,LEAF.1|PASS.1
4416,69,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4417,69,1,CAP.5|LEAF.5
4418,69,2,CAP.4|LEAF.4
4419,69,3,CAP.4|LEAF.4
4420,69,4,CAP.3|LEAF.3
4421,69,5,CAP.3|LEAF.3
4422,69,6,CAP.3|LEAF.3
4423,69,7,CAP.3|LEAF.3
4424,69,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
4425,69,9,CAP.5|LEAF.5
4426,69,10,CAP.2|LEAF.2
4427,69,11,CAP.2|LEAF.2
4428,69,12,CAP.2|LEAF.2
4429,69,13,CAP.2|LEAF.2
4430,69,14,CAP.2|LEAF.2
4431,69,15,CAP.2|LEAF.2
4432,69,16,LEAF.1|PASS.1
4448,69,32,LEAF.0|PASS.0
4464,69,48,LEAF.0|PASS.0
4480,70,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4481,70,1,CAP.5|LEAF.5
4482,70,2,CAP.4|LEAF.4
4483,70,3,CAP.4|LEAF.4
4484,70,4,CAP.3|LEAF.3
4485,70,5,CAP.3|LEAF.3
4486,70,6,CAP.3|LEAF.3
4487,70,7,CAP.3|LEAF.3
4488,70,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
4489,70,9,CAP.5|LEAF.5
4490,70,10,CAP.2|LEAF.2
4491,70,11,CAP.2|LEAF.2
4492,70,12,CAP.2|LEAF.2
4493,70,13,CAP.2|LEAF.2
4494,70,14,CAP.2|LEAF.2
4495,70,15,CAP.2|LEAF.2
4496,70,16,LEAF.1|PASS.1
4544,71,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4545,71,1,CAP.5|LEAF.5|PASS.5
4546,71,2,CAP.4|LEAF.4
4547,71,3,CAP.4|LEAF.4
4548,71,4,CAP.3|LEAF.3
4549,71,5,CAP.3|LEAF.3
4550,71,6,CAP.3|LEAF.3
4551,71,7,CAP.3|LEAF.3
4552,71,8,CAP.2|D0.2|D1.2|LEAF.2|PASS.2
4553,71,9,CAP.5|LEAF.5|PASS.2|PASS.5
4554,71,10,CAP.2|LEAF.2
4555,71,11,CAP.2|LEAF.2
4556,71,12,CAP.2|LEAF.2
4557,71,13,CAP.2|LEAF.2
4558,71,14,CAP.2|LEAF.2
4559,71,15,CAP.2|LEAF.2
4560,71,16,LEAF.1|PASS.1
4576,71,32,LEAF.0|PASS.0
4592,71,48,LEAF.0|PASS.0
4608,72,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4610,72,2,CAP.4|D0.4|D1.4|LEAF.4|PASS.4
4612,72,4,CAP.3|D0.3|PASS.3
4614,72,6,CAP.3|D0.3|PASS.3
4616,72,8,CAP.2|PASS.2
4617,72,9,PASS.2|PASS.5
4618,72,10,CAP.2|PASS.2
4620,72,12,CAP.2|PASS.2
4622,72,14,CAP.2|PASS.2
4624,72,16,CAP.1|LEAF.1|PASS.1
4626,72,18,CAP.1|LEAF.1|PASS.1|PASS.4
4628,72,20,CAP.1|PASS.1
4630,72,22,CAP.1|PASS.1
4632,72,24,CAP.1|PASS.1
4634,72,26,CAP.1|PASS.1
4635,72,27,PASS.1|PASS.4
4636,72,28,CAP.1|PASS.1
4638,72,30,CAP.1|PASS.1
4672,73,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4673,73,1,LEAF.5|PASS.5
4674,73,2,LEAF.4|PASS.4
4688,73,16,D0.1|D1.1|PASS.1
4704,73,32,LEAF.0|PASS.0
4705,73,33,LEAF.5|PASS.5
4736,74,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4737,74,1,LEAF.5|PASS.5
4738,74,2,LEAF.4|PASS.4
4739,74,3,LEAF.4|PASS.4
4752,74,16,D0.1|D1.1|PASS.1
4772,74,36,CAP.3|LEAF.3|PASS.0|PASS.3
4800,75,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4801,75,1,LEAF.5|PASS.5
4802,75,2,LEAF.4|PASS.4
4816,75,16,D0.1|D1.1|PASS.1
4832,75,32,LEAF.0|PASS.0
4833,75,33,LEAF.5|PASS.5
4864,76,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4865,76,1,LEAF.5|PASS.5
4866,76,2,LEAF.4|PASS.4
4867,76,3,LEAF.4|PASS.4
4880,76,16,D0.1|D1.1|PASS.1
4900,76,36,CAP.3|LEAF.3|PASS.0|PASS.3
4928,77,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4929,77,1,CAP.5|D0.5|PASS.5
4930,77,2,CAP.4|PASS.4
4931,77,3,CAP.4|PASS.4
4944,77,16,D0.1|D1.1|PASS.1
4946,77,18,PASS.1|PASS.4
4949,77,21,LEAF.3|PASS.1
4964,77,36,CAP.3|LEAF.3|PASS.0|PASS.3
4982,77,54,PASS.0|PASS.3
4992,78,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
4993,78,1,CAP.5|D0.5|PASS.5
4994,78,2,CAP.4|PASS.4
4995,78,3,CAP.4|PASS.4
4996,78,4,CAP.3|LEAF.3|PASS.3
4997,78,5,CAP.3|PASS.3
4998,78,6,CAP.3|PASS.3
4999,78,7,CAP.3|PASS.3
5010,78,18,PASS.1|PASS.4
5024,78,32,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5025,78,33,CAP.5|D0.5|PASS.5
5026,78,34,CAP.4|PASS.4
5027,78,35,CAP.4|PASS.4
5028,78,36,CAP.3|LEAF.3|PASS.0|PASS.3
5029,78,37,CAP.3|PASS.3
5030,78,38,CAP.3|PASS.3
5031,78,39,CAP.3|PASS.3
5046,78,54,PASS.0|PASS.3
5056,79,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5057,79,1,CAP.5|D0.5|PASS.5
5058,79,2,CAP.4|PASS.4
5059,79,3,CAP.4|PASS.4
5060,79,4,CAP.3|LEAF.3|PASS.3
5061,79,5,CAP.3|PASS.3
5062,79,6,CAP.3|PASS.3
5063,79,7,CAP.3|PASS.3
5072,79,16,D0.1|D1.1|PASS.1
5120,80,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5124,80,4,D0.3|D1.3|PASS.3
5128,80,8,LEAF.2|PASS.2
5136,80,16,LEAF.1|PASS.1
5144,80,24,LEAF.1|PASS.1
5152,80,32,LEAF.0|PASS.0
5184,81,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5188,81,4,D0.3|D1.3|PASS.3
5192,81,8,LEAF.2|PASS.2
5200,81,16,LEAF.1|PASS.1
5208,81,24,LEAF.1|PASS.1
5216,81,32,LEAF.0|PASS.0
5248,82,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5252,82,4,D0.3|D1.3|PASS.3
5257,82,9,CAP.5|LEAF.5|PASS.2|PASS.5
5264,82,16,LEAF.1|PASS.1
5280,82,32,LEAF.0|PASS.0
5296,82,48,LEAF.0|PASS.0
5312,83,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5316,83,4,D0.3|D1.3|PASS.3
5321,83,9,CAP.5|LEAF.5|PASS.2|PASS.5
5328,83,16,LEAF.1|PASS.1
5344,83,32,LEAF.0|PASS.0
5360,83,48,LEAF.0|PASS.0
5376,84,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5380,84,4,D0.3|D1.3|PASS.3
5385,84,9,CAP.5|LEAF.5|PASS.2|PASS.5
5392,84,16,CAP.1|D0.1|PASS.1
5397,84,21,LEAF.5|PASS.3
5408,84,32,CAP.0|PASS.0
5412,84,36,PASS.0|PASS.3
5421,84,45,PASS.2|PASS.5
5424,84,48,CAP.0|PASS.0
5440,85,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5441,85,1,D0.5|D1.5|PASS.5
5442,85,2,LEAF.4|PASS.4
5444,85,4,LEAF.3|PASS.3
5446,85,6,LEAF.3|PASS.3
5448,85,8,LEAF.2|PASS.2
5504,86,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5505,86,1,D0.5|D1.5|PASS.5
5506,86,2,LEAF.4|PASS.4
5508,86,4,LEAF.3|PASS.3
5510,86,6,LEAF.3|PASS.3
5512,86,8,LEAF.2|PASS.2
5568,87,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5569,87,1,D0.5|D1.5|PASS.5
5572,87,4,LEAF.3|PASS.3
5576,87,8,LEAF.2|PASS.2
5580,87,12,LEAF.2|PASS.2
5586,87,18,CAP.1|LEAF.1|PASS.1|PASS.4
5632,88,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5633,88,1,D0.5|D1.5|PASS.5
5636,88,4,LEAF.3|PASS.3
5640,88,8,LEAF.2|PASS.2
5644,88,12,LEAF.2|PASS.2
5650,88,18,CAP.1|LEAF.1|PASS.1|PASS.4
5696,89,0,CAP.0|D0.0|D1.0|LEAF.0|PASS.0
5697,89,1,D0.5|D1.5|PASS.5
5700,89,4,CAP.3|D0.3|PASS.3
5704,89,8,CAP.2|PASS.2
5705,89,9,PASS.2|PASS.5
5708,89,12,CAP.2|PASS.2
5714,89,18,CAP.1|LEAF.1|PASS.1|PASS.4
