batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
984,5240442173924/5254084407,2492610606424/5254084407,I2,O0,NW,false,pair:I2:O0:NW
985,4513937630685/4493844007,19085386480553/40444596063,I3,O2,N,false,pair:I3:O2:N
988,1743546446717/1656299537,731115891961/1656299537,I3,O1,S,false,pair:I3:O1:S
996,60852816583249/60277284621,3225699725237/6697476069,I2,I3,W,false,pair:I2:I3:W
1000,23457622244735/23239061329,11278864662299/23239061329,I2,I3,NW,false,pair:I2:I3:NW
1001,66255293599889/65613750221,31882580342941/65613750221,I3,O0,NE,false,pair:I3:O0:NE
1008,149566031494243/146659869127,71944539273223/146659869127,O0,O1,W,false,pair:O0:O1:W
1009,2157500013789/2112641939,11416303615771/23239061329,I2,I3,SW,false,pair:I2:I3:SW
1012,222114267621677/216321989745,105877384793641/216321989745,I2,O1,NW,false,pair:I2:O1:NW
1020,35853702867911/34795930699,51990034886161/104387792097,I3,O1,NE,false,pair:I3:O1:NE
1024,41812243985387/40269741639,46839731874339/93962730491,I2,O0,W,false,pair:I2:O0:W
1027,260773842564331/251023454103,41753316692037/83674484701,I3,O0,NE,false,pair:I3:O0:NE
1035,113393752006151/107839011143,54204469911531/107839011143,I2,I3,SW,false,pair:I2:I3:SW
1037,184650919586691/175482711983,88518941050631/175482711983,I3,O0,W,false,pair:I3:O0:W
1041,72743918466989/68829758693,34707660051865/68829758693,O1,O2,SE,false,pair:O1:O2:SE
1046,190270530571003/180127608639,91790639221439/180127608639,I2,O2,S,false,pair:I2:O2:S
1048,24913050683865/23522858429,131583643058199/258751442719,O0,O1,E,false,pair:O0:O1:E
1050,81273455267335/77183845419,39714107877403/77183845419,I2,O2,S,false,pair:I2:O2:S
1052,26218303261677/24652621633,113079915721201/221873594697,O0,O1,N,false,pair:O0:O1:N
1053,46198006663567/43614818571,67252702055401/130844455713,I2,O1,NE,false,pair:I2:O1:NE
1054,205724002092331/191902354455,13851385834169/27414622065,I3,O2,E,false,pair:I3:O2:E
1059,406715230588807/380292027155,196094598400891/380292027155,I2,O2,E,false,pair:I2:O2:E
1060,204196171727697/190253161885,97677396822813/190253161885,O0,O2,W,false,pair:O0:O2:W
1062,253323218328861/236253004201,121736491396281/236253004201,O0,O2,W,false,pair:O0:O2:W
1064,508323549524309/472720305017,8370109587493/16300700173,I2,O2,E,false,pair:I2:O2:E
1068,151638735551703/140342501107,217225872337121/421027503321,I2,I3,SE,false,pair:I2:I3:SE
1069,498514107099583/460139257531,236735515226131/460139257531,I3,O1,NE,false,pair:I3:O1:NE
1074,45082837518789/41204313665,21227121027073/41204313665,I2,O1,SE,false,pair:I2:O1:SE
1075,92282803094165/84562483801,43743139819505/84562483801,O1,O2,NE,false,pair:O1:O2:NE
1077,14638141911877/13461676801,7018194299521/13461676801,I3,O0,SE,false,pair:I3:O0:SE
1079,43249068660231/39753505571,20764598804667/39753505571,I2,O2,NE,false,pair:I2:O2:NE
1080,4433433815771/4068173031,188714270093095/362067399759,O0,O1,NE,false,pair:O0:O1:NE
1082,632310527807137/580041525605,302483290811341/580041525605,I2,I3,SW,false,pair:I2:I3:SW
1083,21546471096251/19680182972,10199926223931/19680182972,I2,O2,N,false,pair:I2:O2:N
1086,386616028298471/354691608875,185405195776251/354691608875,I2,O1,SE,false,pair:I2:O1:SE
1087,365583566154137/335368707437,175524909647269/335368707437,I2,O2,NW,false,pair:I2:O2:NW
1091,167029288058453/152848188649,80671685491825/152848188649,I3,O2,SE,false,pair:I3:O2:SE
1093,595880967081379/543163677583,285353953009063/543163677583,I3,O2,SE,false,pair:I3:O2:SE
1098,440690877224627/400691451191,211938191512215/400691451191,O1,O2,NW,false,pair:O1:O2:NW
1101,614449105746809/556535029101,294261874664837/556535029101,I3,O2,SW,false,pair:I3:O2:SW
1107,98304799561591/87203418355,45812951180523/87203418355,I3,O2,S,false,pair:I3:O2:S
1108,677015027322729/606604304989,323803600061877/606604304989,O1,O2,W,false,pair:O1:O2:W
1110,76472884196267/68715995351,36927920571023/68715995351,I3,O0,SW,false,pair:I3:O0:SW
1111,1017032826709043/913344329103,163875095366077/304448109701,O0,O2,SE,false,pair:O0:O2:SE
1114,1924604936488539/1719674363191,921673198227647/1719674363191,I3,O0,SW,false,pair:I3:O0:SW
1116,379032429894985/339818095677,916700529450089/1699090478385,I2,I3,W,false,pair:I2:I3:W
1117,113446513722437/100791254261,53755989016177/100791254261,O0,O2,SE,false,pair:O0:O2:SE
1121,144162174244359/127319035939,68109943717051/127319035939,I2,O1,N,false,pair:I2:O1:N
1122,4963609995405077/4402052010233,2374169236727793/4402052010233,I2,O2,SW,false,pair:I2:O2:SW
1123,1228026726677809/1090337101317,196557593649055/363445700439,I2,O1,NE,false,pair:I2:O1:NE
1128,2938637893927679/2609060231275,1421655444034451/2609060231275,O0,O2,N,false,pair:O0:O2:N
1129,3089414811056501/2722395088601,1467242640640721/2722395088601,I2,O1,N,false,pair:I2:O1:N
1130,1017309702194269/900587382977,489889535256089/900587382977,I3,O2,S,false,pair:I3:O2:S
1134,1280907450279345/1130513876053,614611916527901/1130513876053,O0,O2,NW,false,pair:O0:O2:NW
1137,4906891243798373/4303842579401,2336654716558593/4303842579401,I3,O1,NW,false,pair:I3:O1:NW
1138,5961282236138677/5223548551705,257776749240531/474868050155,I3,O2,S,false,pair:I3:O2:S
1143,6392998765080817/5554340744901,3010041496149917/5554340744901,I2,O2,N,false,pair:I2:O2:N
1145,470167560515849/409672671953,224354803499589/409672671953,O1,O2,SE,false,pair:O1:O2:SE
1146,15552560176222843/13577678690071,7467076438153567/13577678690071,I3,O2,SW,false,pair:I3:O2:SW
1148,2756028337975023/2390899458347,1311543306266499/2390899458347,I2,O2,NE,false,pair:I2:O2:NE
1155,6353390843646813/5498749079713,3056199699167129/5498749079713,I2,I3,NE,false,pair:I2:I3:NE
1158,9596627518461631/8310450339179,4639944180719443/8310450339179,I2,O2,S,false,pair:I2:O2:S
1162,2681260150385215/2301045784011,1278712810918739/2301045784011,O0,O1,W,false,pair:O0:O1:W
1165,8449030943495601/7258249452181,311952793831505/558326880937,I3,O1,NE,false,pair:I3:O1:NE
1167,21909533121809/18672861861,142208383178903/255195778767,I2,O0,W,false,pair:I2:O0:W
1172,18659594985833/15985481125,536249093063383/943143386375,O0,O1,W,false,pair:O0:O1:W
1173,11703542509201897/9911972434173,1857266546342887/3303990811391,I2,O1,S,false,pair:I2:O1:S
1175,19058553815128855/16248684565443,9223975653483083/16248684565443,I2,O1,S,false,pair:I2:O1:S
1179,24866298969844487/20997841184019,3935088483198889/6999280394673,I3,O2,NE,false,pair:I3:O2:NE
1182,10477789305666793/8836012208349,552147281875661/981779134261,I3,O2,NE,false,pair:I3:O2:NE
1183,4452661249578847/3778134822683,2144374758584371/3778134822683,O0,O1,NW,false,pair:O0:O1:NW
1184,2875133943661249/2414817808597,6770180084181473/12074089042985,I2,O2,NW,false,pair:I2:O2:NW
1192,32906533874115869/27529102008417,15660188134238809/27529102008417,I2,I3,N,false,pair:I2:I3:N
1193,36270265902719801/30249974820525,17162101446176837/30249974820525,I3,O2,NE,false,pair:I3:O2:NE
1195,60429540217817685/50826151287929,29294739473283377/50826151287929,I3,O0,N,false,pair:I3:O0:N
1196,42990681840777771/35932114531591,20541187260626255/35932114531591,O0,O2,E,false,pair:O0:O2:E
1198,88797676506795899/74223983352343,42555216494357087/74223983352343,O0,O1,W,false,pair:O0:O1:W
1199,2862937166626133/2393241801297,458625609036059/797747267099,O0,O2,E,false,pair:O0:O2:E
1203,45414029228725499/37682896231959,21648042994382815/37682896231959,I3,O0,N,false,pair:I3:O0:N
1205,38487176612411987/31953313009487,18439564553536087/31953313009487,O1,O2,S,false,pair:O1:O2:S
1208,29410798521291247/24453480847451,14207012804477635/24453480847451,I3,O0,NW,false,pair:I3:O0:NW
1211,24897241821042123/20731482311239,1725735240504537/2961640330177,I3,O2,E,false,pair:I3:O2:E
1213,39028594692826843/32332269630615,6277450975992981/10777423210205,I3,O0,NW,false,pair:I3:O0:NW
1214,27081535660651629/22388304309841,13078405326567401/22388304309841,O0,O1,N,false,pair:O0:O1:N
1219,70887621714141937/58152010948773,1611701640791529/2769143378513,I3,O0,NW,false,pair:I3:O0:NW
1223,16803840536602893/13742782728785,4804820982720287/8245669637271,I2,I3,SW,false,pair:I2:I3:SW
1225,3072874119974121/2512389575383,1469502540738221/2512389575383,I2,O1,E,false,pair:I2:O1:E
1228,178708221273342239/145773817578283,3711959038082501/6337992068621,I2,O0,W,false,pair:I2:O0:W
1230,12858866767996337/10460519799909,6121203832127453/10460519799909,I2,O1,S,false,pair:I2:O1:S
1231,55229355957272027/45087981935799,26547943312165439/45087981935799,O1,O2,S,false,pair:O1:O2:S
1233,96253946069618645/78162606223641,15309324102916283/26054202074547,O0,O1,NE,false,pair:O0:O1:NE
1237,7887570819760051/6417838220883,3808904532755303/6417838220883,I3,O2,NE,false,pair:I3:O2:NE
1244,192166081575750929/154707679774213,92038045826555069/154707679774213,I2,O1,W,false,pair:I2:O1:W
1245,6764823534715041/5803031614741,3775709875334157/5803031614741,I3,O2,N,false,pair:I3:O2:N
1248,266369783546212969/213385028932925,127214680745086773/213385028932925,O0,O1,W,false,pair:O0:O1:W
1253,12273431726471465/9851620352621,5951165954175541/9851620352621,I2,I3,N,false,pair:I2:I3:N
1255,286603804301496969/228685742906237,137406148608648277/228685742906237,I3,O1,NW,false,pair:I3:O1:NW
1260,253383181419335773/201371740793889,121243374550933145/201371740793889,I3,O0,E,false,pair:I3:O0:E
1261,168222613947213669/132713829062825,79107176353665921/132713829062825,O0,O2,N,false,pair:O0:O2:N
1266,477318431456608873/377491133541565,228596697404131637/377491133541565,O1,O2,NE,false,pair:O1:O2:NE
1267,222673982909246223/176858748447163,108225129735819875/176858748447163,O0,O1,NW,false,pair:O0:O1:NW
1273,9547714347832517/7593693309801,17261599041346105/27843542135937,I2,O0,W,false,pair:I2:O0:W
1274,197091893668187409/154707679774213,94149108151884989/154707679774213,I3,O0,E,false,pair:I3:O0:E
1275,289158929510217131/225884733140615,136513419179731663/225884733140615,I2,O0,W,false,pair:I2:O0:W
1276,138610385493297549/108369416784713,65679152618186665/108369416784713,I3,O1,N,false,pair:I3:O1:N
1284,242998839441468901/189279261495753,116275497070697345/189279261495753,I2,O1,N,false,pair:I2:O1:N
1285,65490616008791057/51079580130209,31460303172972941/51079580130209,O0,O1,NE,false,pair:O0:O1:NE
1287,191765016165822899/148464544527999,91005275313612791/148464544527999,I3,O0,N,false,pair:I3:O0:N
1293,103260758134802237/79857533380317,49408638284675785/79857533380317,I2,O1,E,false,pair:I2:O1:E
1294,167331033911810177/129416593399545,16023938175367481/25883318679909,O0,O2,E,false,pair:O0:O2:E
1298,789388215157111453/607174964565105,375423330406698649/607174964565105,I2,O0,SW,false,pair:I2:O0:SW
1300,128427872370244911/99287906967163,186680871674152585/297863720901489,I3,O1,N,false,pair:I3:O1:N
1301,381092808018865435/290680006171863,59713759607610965/96893335390621,O1,O2,SE,false,pair:O1:O2:SE
1302,176350675102981729/135491371163761,84408870333567133/135491371163761,I2,O1,S,false,pair:I2:O1:S
1305,1143341604050841561/877019345127437,546449264178334565/877019345127437,I3,O2,N,false,pair:I3:O2:N
1308,726235319048838527/558578722459579,349805332561193939/558578722459579,O1,O2,S,false,pair:O1:O2:S
1309,87065164033626533/66572172725955,8275469334701093/13314434545191,I3,O2,N,false,pair:I3:O2:N
1320,1542079555182868933/1169169997165833,245411695012734667/389723332388611,I2,I3,SW,false,pair:I2:I3:SW
1321,37782932161119851/28774763700778,18304525279404115/28774763700778,I2,O1,NE,false,pair:I2:O1:NE
1324,2464977749315914601/1863959186870845,1181432465239798837/1863959186870845,I3,O0,N,false,pair:I3:O0:N
1325,8567488837037667/6455775948959,1177206732628056327/1865719249249151,I3,O2,NE,false,pair:I3:O2:NE
1326,443284406463780019/333460513804599,210098296838865047/333460513804599,I2,O2,NW,false,pair:I2:O2:NW
1328,4811936814107186361/3637418057639981,2313108134857407429/3637418057639981,I2,I3,SW,false,pair:I2:I3:SW
1334,810410338483762479/606383232137051,1152362960906988041/1819149696411153,O0,O2,SE,false,pair:O0:O2:SE
1337,491584594244822199/368375243689571,2121418953918143683/3315377193206139,I2,O0,SW,false,pair:I2:O0:SW
1343,1592577501979483879/1185034007016371,762581090956756059/1185034007016371,I2,O0,S,false,pair:I2:O0:S
1344,83665180082933247/61696145540587,196012794232111839/308480727702935,O1,O2,E,false,pair:O1:O2:E
1347,31388271666899763/23403438309299,15283350209043303/23403438309299,I2,O2,E,false,pair:I2:O2:E
1349,2335184942143497567/1726223531072923,1117150059047025715/1726223531072923,I2,I3,S,false,pair:I2:I3:S
1353,331269308237107753/244668451983227,158733326666743069/244668451983227,I3,O0,E,false,pair:I3:O0:E
1355,155767200424331225/114831250962181,74413599049593861/114831250962181,I3,O2,NE,false,pair:I3:O2:NE
1357,506452763180040451/368408224207775,235037871502335431/368408224207775,O0,O2,N,false,pair:O0:O2:N
1364,2405124111528009151/1759417447369531,1156756986570942995/1759417447369531,O0,O2,E,false,pair:O0:O2:E
1370,1934232739979684869/1404634183022121,927688165408285729/1404634183022121,I3,O0,NW,false,pair:I3:O0:NW
1373,757673271574457365/549897489580313,363756333222234737/549897489580313,I3,O0,NW,false,pair:I3:O0:NW
1377,2773556167195853773/2003454905047073,1321428032206655753/2003454905047073,O1,O2,E,false,pair:O1:O2:E
1380,576965941414365321/419547921917549,281008096346363797/419547921917549,I2,O1,S,false,pair:I2:O1:S
1381,724297868061854431/522988236914923,347707643449728883/522988236914923,I2,O0,N,false,pair:I2:O0:N
1384,3728192972633488661/2684897599514009,1785009504949948785/2684897599514009,I3,O2,NW,false,pair:I3:O2:NW
1385,46466814734844619/33569480092839,471747535482782747/704959081949619,I3,O1,W,false,pair:I3:O1:W
1388,3501581731131037199/2509384514577595,1668196655464894819/2509384514577595,I3,O1,W,false,pair:I3:O1:W
1390,1368231279379263887/983384456127371,659157396383098019/983384456127371,I2,O1,NE,false,pair:I2:O1:NE
1391,2809361416594316367/2010553885428635,1341460474012074531/2010553885428635,O1,O2,N,false,pair:O1:O2:N
1398,6725357057010596483/4778804552461311,3213581439439517639/4778804552461311,I2,O1,N,false,pair:I2:O1:N
1402,8207506826370427021/5812875874248977,3920387012079929097/5812875874248977,I2,O0,NE,false,pair:I2:O0:NE
1406,600513316161847085/422065230392177,1421578667322095821/2110326151960885,I2,O1,W,false,pair:I2:O1:W
1407,4445337999275777249/3133490721598549,2120082351282862925/3133490721598549,I2,O0,N,false,pair:I2:O0:N
1411,759966925902294911/534961890096235,2538301064190699653/3744733230673645,O0,O1,S,false,pair:O0:O1:S
1414,15067242123243272315/10572663547153303,7184274118418482527/10572663547153303,O0,O2,SE,false,pair:O0:O2:SE
1418,5066663334340180087/3535243852300611,2412238357908273067/3535243852300611,I2,O2,N,false,pair:I2:O2:N
1420,4136782808904059707/2873763636209367,650823465526414261/957921212069789,I3,O1,NW,false,pair:I3:O1:NW
1423,2021422169781350213/1402799807495977,8604759003132052073/12625198267463793,I3,O0,N,false,pair:I3:O0:N
1427,671276014279615509/470823361699001,2289361150935246231/3295763531893007,O0,O1,W,false,pair:O0:O1:W
1430,3482538539980157561/2439609645011565,339574080743730817/487921929002313,I3,O0,N,false,pair:I3:O0:N
1432,8029175004151668943/5563780475023227,3852831091875328291/5563780475023227,I2,O2,N,false,pair:I2:O2:N
1435,16790402909357881429/11609074114365433,8070648409498362161/11609074114365433,I2,O1,NE,false,pair:I2:O1:NE
1443,21653426244131817683/14746026540011855,923633957830768101/1340547867273805,I2,I3,N,false,pair:I2:I3:N
1445,21393156935388019091/14678565322348687,10295096093003152535/14678565322348687,O0,O2,W,false,pair:O0:O2:W
1447,17792681632380864537/12132606525398797,8460628118824450981/12132606525398797,O1,O2,SE,false,pair:O1:O2:SE
1448,7902371751173684075/5415090695806471,3809266031987766927/5415090695806471,O0,O1,W,false,pair:O0:O1:W
1452,15185239401265062275/10343965351385151,2425304133228346861/3447988450461717,I2,O2,E,false,pair:I2:O2:E
1456,78246303630399419895/53166725798837059,37392288067355854123/53166725798837059,I2,O1,NW,false,pair:I2:O1:NW
1459,34571624002234046197/23538109329264921,16644453918672769873/23538109329264921,I2,O2,SE,false,pair:I2:O2:SE
1463,9529371249288979619/6469951122158687,22934602339059043843/32349755610793435,I3,O1,NW,false,pair:I3:O1:NW
1464,38085836274456539789/25782797291949201,6103905316277319939/8594265763983067,O1,O2,SE,false,pair:O1:O2:SE
1470,20386478452632633781/13691964253443929,9693408446592544017/13691964253443929,O1,O2,SE,false,pair:O1:O2:SE
1473,27000581461088879695/18149284276325371,12941285203475665571/18149284276325371,I3,O2,W,false,pair:I3:O2:W
1482,24384556118507528213/16232986314659513,1667449579956274247/2318998044951359,I3,O2,NW,false,pair:I3:O2:NW
1489,23884234354291103045/15844382064486697,11467321323920016737/15844382064486697,I3,O1,NW,false,pair:I3:O1:NW
1491,8906945113335702363/5898932014636919,4265078641742164159/5898932014636919,I2,O0,SW,false,pair:I2:O0:SW
1493,118350790702444855613/78390824021255809,56876128022261624313/78390824021255809,I3,O0,E,false,pair:I3:O0:E
1495,65498391430312897043/43204828973579279,31288652160322481943/43204828973579279,I2,O0,SW,false,pair:I2:O0:SW
1496,48549695443421354583/31804114467600803,22810049292054835211/31804114467600803,O0,O2,NW,false,pair:O0:O2:NW
1505,15789280150762919401/10384352395466653,7560722423468501813/10384352395466653,I3,O0,E,false,pair:I3:O0:E
1506,16205189976882224015/10671437958168891,54503649369952924213/74700065707182237,I2,O1,W,false,pair:I2:O1:W
1510,189028765216027519199/123776112789854155,90187054148059448307/123776112789854155,I2,O0,S,false,pair:I2:O0:S
1512,78732179890192545431/51520219548946787,37608306588487562571/51520219548946787,O0,O2,S,false,pair:O0:O2:S
1513,50970399480498326767/33332674858992027,24372618039157707971/33332674858992027,I3,O1,N,false,pair:I3:O1:N
1515,319435199230018729639/208660775346516787,21796344403199295565/29808682192359541,I3,O0,SE,false,pair:I3:O0:SE
1517,68100504579124568473/44542095681380365,32706827418781391141/44542095681380365,O0,O2,SE,false,pair:O0:O2:SE
1518,32563921567013010851/21115117488758111,15354213570008273255/21115117488758111,I3,O1,NW,false,pair:I3:O1:NW
1523,47743748142100588133/31199367904160457,23043729264476022785/31199367904160457,I3,O1,SW,false,pair:I3:O1:SW
1525,376883201868641112987/245729570846496311,181191312942781816319/245729570846496311,O0,O1,N,false,pair:O0:O1:N
1526,185908209300238760455/120932099229854483,89016395884877725179/120932099229854483,I3,O1,SW,false,pair:I3:O1:SW
1528,322682585861082838021/210139224564402409,155168888438917731617/210139224564402409,I2,O0,W,false,pair:I2:O0:W
1531,110605181839397178833/71538847897341093,52506597074877355261/71538847897341093,I2,O2,NE,false,pair:I2:O2:NE
1533,183664726984193389953/118675879583776277,261889945809461821639/356027638751328831,O0,O2,E,false,pair:O0:O2:E
1534,852610354484890170745/550270075939940717,404942693047194685317/550270075939940717,O0,O1,NW,false,pair:O0:O1:NW
1536,59118921576947006167/38217833496439779,28343179841365347211/38217833496439779,I2,I3,NE,false,pair:I2:I3:NE
1538,237344413158929278275/152137315178469631,111544356048594168455/152137315178469631,I2,O2,W,false,pair:I2:O2:W
1540,816052011226135214053/526400877370308425,389961497682857498497/526400877370308425,I2,I3,NE,false,pair:I2:I3:NE
1541,341363184908276657503/222126247013369163,55624261861889720529/74042082337789721,I2,O2,W,false,pair:I2:O2:W
1543,2603351862282987252709/1678760557808203593,138363009654999047609/186528950867578177,O1,O2,SE,false,pair:O1:O2:SE
1544,1920625492466433937703/1234508063781465267,303840505241217701769/411502687927155089,I2,O2,W,false,pair:I2:O2:W
1546,3575780794118297068985/2296636862384290733,1697962360853259327173/2296636862384290733,I2,I3,NW,false,pair:I2:I3:NW
1547,234069880401886409537/152030565649074389,114328109026714447277/152030565649074389,O0,O1,NE,false,pair:O0:O1:NE
1549,143295610269859525617/92371433764726853,481633179328200446027/646600036353087971,O0,O1,NE,false,pair:O0:O1:NE
1551,792188645299613157733/522226881716519625,134844802256587715499/174075627238839875,I2,O2,W,false,pair:I2:O2:W
1555,2363238183472727356855/1513545299825554563,3395522056511192209345/4540635899476663689,I2,O1,NW,false,pair:I2:O1:NW
1557,469079028652091992933/303862539122140361,231596760026703885569/303862539122140361,I3,O2,NE,false,pair:I3:O2:NE
1559,3868386204346029813601/2462660624908602997,1838483111338454670157/2462660624908602997,I2,O1,N,false,pair:I2:O1:N
1563,12293601743024898207617/7831135631704118549,5892027030598835304685/7831135631704118549,I3,O0,W,false,pair:I3:O0:W
1570,1268240899966984731505/802812208131639237,9090477548108116313011/12042183121974588555,O0,O2,NE,false,pair:O0:O2:NE
1575,874936753892441030479/543373919923011579,133747508981100116449/181124639974337193,I2,O2,NE,false,pair:I2:O2:NE
1576,212926237758835222615/134208307760774211,101646951749459425675/134208307760774211,O0,O1,NW,false,pair:O0:O1:NW
1577,412085528957789866089/259368268231477789,196476287459897496501/259368268231477789,I2,O1,W,false,pair:I2:O1:W
1579,4979574649543324695391/3133180746795403083,793513323391295849169/1044393582265134361,I3,O2,SW,false,pair:I3:O2:SW
1581,689262352840020200371/433587245556527151,2970214151152312629743/3902285210008744359,I2,O1,W,false,pair:I2:O1:W
1582,9656771625790320988789/6114888851705866521,4707031445627670062801/6114888851705866521,I2,I3,N,false,pair:I2:I3:N
1584,14630280344137780755317/9220347925494437401,7057325963750285286353/9220347925494437401,O1,O2,NW,false,pair:O1:O2:NW
1588,2275065239996760702997/1410917598240075577,1055775123335548310513/1410917598240075577,O1,O2,NW,false,pair:O1:O2:NW
1590,883441729760306110207/550625274267892587,7972311893395201512425/10461880211089959153,I2,I3,W,false,pair:I2:I3:W
1594,14031404328020233412281/8767529548246868141,6740278371913005759429/8767529548246868141,O0,O2,SW,false,pair:O0:O2:SW
1597,2122998205935995417275/1326419990788249047,340831060911586685493/442139996929416349,I2,I3,SW,false,pair:I2:I3:SW
1598,4843283938480044582391/3007257548445776323,11522942002825592758231/15036287742228881615,I3,O1,E,false,pair:I3:O1:E
1599,43683851778252520996351/27210622099626950251,20959524338310081218195/27210622099626950251,I3,O2,SW,false,pair:I3:O2:SW
1607,14238823649239863969557/8769926248638075449,6752638690440962887409/8769926248638075449,O0,O2,NW,false,pair:O0:O2:NW
1612,52884394151523185625215/32531428248287533803,25293599729677975404307/32531428248287533803,I2,O0,S,false,pair:I2:O0:S
1618,28608280710738486822413/17584933818163802257,13833089648461340075657/17584933818163802257,I2,O1,SE,false,pair:I2:O1:SE
1619,73746036746995437337377/45076816374223913269,35191898720353734700045/45076816374223913269,O0,O1,SW,false,pair:O0:O1:SW
1626,15585965176682887521621/9529975357810322809,7507505163390450774065/9529975357810322809,I3,O2,NE,false,pair:I3:O2:NE
1627,60949838069037402570039/37266920078488523267,29372555198655724583275/37266920078488523267,O1,O2,NW,false,pair:O1:O2:NW
1628,80601855950908270044419/49098493451568697279,38488519488374118555463/49098493451568697279,I2,I3,NE,false,pair:I2:I3:NE
1629,49429925597542495001177/30038542735948051661,23473509161593217007333/30038542735948051661,I3,O2,NE,false,pair:I3:O2:NE
1634,13459721957187636007531/8137159325453890887,6353455780782218808463/8137159325453890887,O0,O2,SW,false,pair:O0:O2:SW
1635,1091508677340321949877/665447616867918681,175991390672144494939/221815872289306227,O1,O2,W,false,pair:O1:O2:W
1637,86721118096735760835893/52631338300018567897,41617981474424920687249/52631338300018567897,I2,O2,E,false,pair:I2:O2:E
1642,148008585352568169163175/89594709059921297203,71089938857507933582619/89594709059921297203,I2,O0,NE,false,pair:I2:O0:NE
1645,113641681025958918086921/68251130891489347901,4905240435692900352927/6204648262862667991,O1,O2,NW,false,pair:O1:O2:NW
1651,21142055843007134678533/12725606835955420137,10166041090368169984801/12725606835955420137,O1,O2,NE,false,pair:O1:O2:NE
1652,26945695142362680150219/16083315273497828135,12749547574585708761967/16083315273497828135,I2,I3,SE,false,pair:I2:I3:SE
1655,48812711182001113355821/29206564737765258033,7790476722803067363683/9735521579255086011,I2,I3,S,false,pair:I2:I3:S
1657,1843126538773098897565/1106693725559330401,91999353198314803051087/113989453732611031303,I3,O0,SE,false,pair:I3:O0:SE
1663,198237657673591658223241/118152277749485513917,95038098652511778008917/118152277749485513917,I3,O0,S,false,pair:I3:O0:S
1665,294491223850810366340267/175058631268931558535,140780093022184953248207/175058631268931558535,I3,O1,W,false,pair:I3:O1:W
1666,56248130502525889885085/32938478995705079137,25910507384520407104729/32938478995705079137,I2,O1,SE,false,pair:I2:O1:SE
1669,128408802519183180149399/76317136797976134371,185862892690745091733985/228951410393928403113,I3,O2,S,false,pair:I3:O2:S
1677,249315876062159779090267/146898710973602454775,119480278752649148632767/146898710973602454775,I3,O1,N,false,pair:I3:O1:N
1679,526449601346167652671535/311004109814254351451,254606689870275857442051/311004109814254351451,I3,O2,N,false,pair:I3:O2:N
1681,18197656541713628322317/10740652099132443793,8840332780630748220041/10740652099132443793,I3,O0,N,false,pair:I3:O0:N
1683,22106086078766915162177/13010752619225173205,53530273988052423357793/65053763096125866025,I2,O0,SW,false,pair:I2:O0:SW
1685,654800811257502056371363/383296395030027560927,313604927324301404374631/383296395030027560927,I2,O1,E,false,pair:I2:O1:E
1686,1074659984675854651540117/627272521751828308921,511114070047804822627441/627272521751828308921,I3,O2,NE,false,pair:I3:O2:NE
1687,156554950169690229855601/91631892512632185285,24994722943985910105439/30543964170877395095,I2,O0,W,false,pair:I2:O0:W
1693,1325860781862708298495743/773078804828103895915,126808320693284732430519/154615760965620779183,I2,O2,S,false,pair:I2:O2:S
1696,1805529840773223077184089/1049297820707465387213,859018150803061776746213/1049297820707465387213,O0,O2,SE,false,pair:O0:O2:SE
1698,567037507880702465149203/334058088513298201871,39888469977873130234225/47722584073328314553,I2,O1,NE,false,pair:I2:O1:NE
1700,10647022292741566737461/6218478962845834713,1712071137579696433627/2072826320948611571,I2,O1,NE,false,pair:I2:O1:NE
1701,4115585618523989648650803/2395719497596927331503,1972865072457005517065399/2395719497596927331503,I2,I3,S,false,pair:I2:I3:S
1702,760706575561819730244711/443595548121849037043,366613462985563583695067/443595548121849037043,I2,O1,N,false,pair:I2:O1:N
1708,569263485816353329675463/330295047699863175379,273707937545067500108219/330295047699863175379,O0,O2,E,false,pair:O0:O2:E
1710,2704337757856808246575109/1564252422844019045865,1295374767170433931238689/1564252422844019045865,I3,O2,N,false,pair:I3:O2:N
1717,26731395026777254315035/15353833696140923063,368738250527421508911715/445261177188086768827,I2,O2,NW,false,pair:I2:O2:NW
1718,2659434851020528212713857/1523959109491260364565,1262868538734280229888749/1523959109491260364565,I3,O0,NW,false,pair:I3:O0:NW
1722,2453754511730897747407907/1410833973819639938399,1179982810785388503363559/1410833973819639938399,O0,O1,SE,false,pair:O0:O1:SE
1725,1818009583224965952565407/1035127730042489853323,855105801397121190524083/1035127730042489853323,O0,O1,SE,false,pair:O0:O1:SE
1728,5247230642823042673247267/3010802947999383457119,2521487672471598816739303/3010802947999383457119,I2,I3,NE,false,pair:I2:I3:NE
1734,1553641513947213851025509/884036339608124763593,56929960400212419603653/68002795354471135661,I2,O0,NE,false,pair:I2:O0:NE
1736,5089033024724944511610417/2897385745666279360901,2432596921285737630128605/2897385745666279360901,O0,O1,NE,false,pair:O0:O1:NE
1738,141615592085001204301693/80603716380893572801,474051462271925957045903/564226014666255009607,I3,O1,SE,false,pair:I3:O1:SE
1742,215647445967621698084203/122453242187149212743,1337602802075153617274435/1591892148432939765659,I2,O0,N,false,pair:I2:O0:N
1745,1190137373747858947451479/673383471578431092131,566862668002682502565899/673383471578431092131,O1,O2,W,false,pair:O1:O2:W
