batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
370,7743472/20327,22122403/121962,I0,O0,NE,false,pair:I0:O0:NE
371,62226352/161915,58108717/323830,I1,I3,E,false,pair:I1:I3:E
372,136821840/356293,128506515/712586,I0,O2,S,false,pair:I0:O2:S
379,143901168/371807,140147241/743614,I0,O0,NE,false,pair:I0:O0:NE
382,244550320/617963,230046269/1235926,I0,O2,E,false,pair:I0:O2:E
383,159533456/403545,10175409/53806,I0,O0,NE,false,pair:I0:O0:NE
384,100596240/255137,485828659/2551370,I0,I1,W,false,pair:I0:I1:W
388,123526960/308851,117770613/617702,I3,O0,W,false,pair:I3:O0:W
395,274126544/668973,262243819/1337946,I0,O0,NE,false,pair:I0:O0:NE
398,344866608/835571,331113461/1671142,I1,O0,SE,false,pair:I1:O0:SE
399,328128272/798641,320504135/1597282,I0,I3,NE,false,pair:I0:I3:NE
400,714801776/1727207,691133281/3454414,O0,O2,E,false,pair:O0:O2:E
402,262939536/629881,747964093/3779286,O0,O2,E,false,pair:O0:O2:E
403,632679952/1525857,611631895/3051714,I3,O0,NE,false,pair:I3:O0:NE
404,65041520/156743,190053635/940458,I1,O0,S,false,pair:I1:O0:S
406,31160688/74279,29574177/148558,I1,O0,S,false,pair:I1:O0:S
410,3425648/8039,79315449/401950,I1,O2,E,false,pair:I1:O2:E
412,33568496/80183,32553873/160366,I1,O2,E,false,pair:I1:O2:E
414,900498608/2136587,864914717/4273174,I0,O0,N,false,pair:I0:O0:N
417,510249488/1196129,484807447/2392258,I1,O0,S,false,pair:I1:O0:S
419,824150928/1920377,786569535/3840754,I1,I3,SW,false,pair:I1:I3:SW
421,165722896/387505,159985479/775010,I1,I3,SW,false,pair:I1:I3:SW
422,227244912/525799,214087265/1051598,I0,O2,NE,false,pair:I0:O2:NE
424,1559851568/3614755,1489965637/7229510,I0,I1,W,false,pair:I0:I1:W
427,4168944/9551,1097377951/5329458,I1,I3,NW,false,pair:I1:I3:NW
429,2096222448/4821007,2011171065/9642014,I1,O0,S,false,pair:I1:O0:S
431,883807888/2024105,847225487/4048210,I3,O2,NE,false,pair:I3:O2:NE
432,1663071248/3787201,1575110327/7574402,I1,O0,SW,false,pair:I1:O0:SW
435,552581520/1257113,2646582171/12571130,I3,O0,S,false,pair:I3:O0:S
436,1509508048/3456573,1471718491/6913146,I0,O2,SW,false,pair:I0:O2:SW
439,4822584272/10914237,4637891803/21828474,I3,O2,NE,false,pair:I3:O2:NE
442,2475262736/5521457,2320344263/11042914,I0,O2,W,false,pair:I0:O2:W
446,6420739216/14169417,6016279279/28338834,I0,O0,E,false,pair:I0:O0:E
449,5077350096/11128685,952900079/4451474,I0,O2,NW,false,pair:I0:O2:NW
456,7570510384/16477475,7271482693/32954950,I0,I1,NW,false,pair:I0:I1:NW
459,7832522960/16870669,7377782539/33741338,O0,O2,SW,false,pair:O0:O2:SW
460,7804105648/16816955,7430193773/33633910,I0,O0,E,false,pair:I0:O0:E
463,1261320848/2692009,3584918701/16152054,I0,O0,SE,false,pair:I0:O0:SE
466,7190912688/15312619,976874395/4375034,I0,I3,N,false,pair:I0:I3:N
468,2105653648/4357273,1876855071/8714546,I0,I3,N,false,pair:I0:I3:N
469,8760068560/18680989,8463094523/37361978,I3,O2,SW,false,pair:I3:O2:SW
470,4051771856/8598045,3873931643/17196090,I1,O2,SE,false,pair:I1:O2:SE
474,8106759216/17068355,7743221797/34136710,I0,O0,SE,false,pair:I0:O0:SE
476,799941136/1713185,800389463/3426370,I0,O2,N,false,pair:I0:O2:N
481,6792543888/14226409,6648274767/28452818,I0,I1,NW,false,pair:I0:I1:NW
483,710422928/1471257,5213997763/22559274,I0,I3,N,false,pair:I0:I3:N
485,32161356432/66235817,30520907663/132471634,I0,I1,NW,false,pair:I0:I1:NW
492,4855241840/9785031,4636147841/19570062,I0,I3,SE,false,pair:I0:I3:SE
494,51364733136/103154189,48917137931/206308378,I3,O0,SE,false,pair:I3:O0:SE
502,20357238608/39367925,18774696931/78735850,I3,O2,E,false,pair:I3:O2:E
505,31736754448/62291729,30750482151/124583458,I0,O0,NW,false,pair:I0:O0:NW
506,40029791952/78191213,2023254537/8230654,I3,O2,E,false,pair:I3:O2:E
510,29619035216/57527749,28357332115/115055498,I0,I3,NE,false,pair:I0:I3:NE
513,33190569424/64263773,31877208891/128527546,I1,I3,SW,false,pair:I1:I3:SW
515,11738825360/22415401,10976995599/44830802,I0,O0,W,false,pair:I0:O0:W
516,12139464304/23264359,11554280929/46528718,I0,I3,NE,false,pair:I0:I3:NE
520,21046867600/40297833,6729558853/26865222,I0,O0,SW,false,pair:I0:O0:SW
523,3739345040/7040521,3455960111/14081042,I1,I3,SE,false,pair:I1:I3:SE
524,2212492016/4257327,127921481/500862,I0,O0,SW,false,pair:I0:O0:SW
526,1775136912/3363337,8446517483/33633370,I0,I1,W,false,pair:I0:I1:W
527,3761832304/7157783,47127899389/186102358,I1,O0,S,false,pair:I1:O0:S
528,4749008688/8904307,4442235253/17808614,I0,O2,SE,false,pair:I0:O2:SE
533,4508032912/8389241,4251939903/16778482,I1,I3,N,false,pair:I1:I3:N
535,6960904688/12919711,19877061307/77518266,I1,O0,SW,false,pair:I1:O0:SW
537,16311205104/30701519,16251708217/61403038,I3,O0,SW,false,pair:I3:O0:SW
539,15738482704/29034241,105234992193/406479374,I1,I3,W,false,pair:I1:I3:W
541,51845465776/94655595,48585832381/189311190,I3,O0,W,false,pair:I3:O0:W
547,46360294672/83742545,43714079911/167485090,I0,O2,E,false,pair:I0:O2:E
550,34075075408/61737525,2204835373/8231670,I0,O2,NE,false,pair:I0:O2:NE
555,86019340208/152589691,81720284717/305179382,I0,O0,E,false,pair:I0:O0:E
559,164764636880/291315053,157249848235/582630106,I0,I1,NE,false,pair:I0:I1:NE
563,37558550928/66236441,36103805343/132472882,I3,O2,E,false,pair:I3:O2:E
564,193843273680/339787261,185280382619/679574522,I1,O2,SE,false,pair:I1:O2:SE
566,20929482448/36744941,20353164843/73489882,I1,O0,N,false,pair:I1:O0:N
567,243956686064/425864655,15722571319/56781954,I3,O2,E,false,pair:I3:O2:E
568,127236773936/221789571,123043160549/443579142,I0,I3,NE,false,pair:I0:I3:NE
571,394949366224/682461469,376757219963/1364922938,I1,I3,SW,false,pair:I1:I3:SW
574,81739040400/140833897,78114683599/281667794,I1,O0,NE,false,pair:I1:O0:NE
577,86096143312/148846141,83489729627/297692282,I0,I3,NW,false,pair:I0:I3:NW
579,2218620176/3063121,1089425063/6126242,I0,I3,NW,false,pair:I0:I3:NW
581,110968083568/189277511,105415546369/378555022,I0,O2,NE,false,pair:I0:O2:NE
582,138869935952/238381301,134212800483/476762602,I1,O2,S,false,pair:I1:O2:S
583,44269945328/73391135,39482483817/146782270,I1,O0,SE,false,pair:I1:O0:SE
584,276457225552/466466773,260183210499/932933546,I3,O0,N,false,pair:I3:O0:N
585,16994252112/28903253,81656014991/289032530,I0,I3,N,false,pair:I0:I3:N
590,269501822672/449634157,250732114347/899268314,I0,I3,NE,false,pair:I0:I3:NE
596,614923748656/1025915987,596803253397/2051831974,I0,O2,NE,false,pair:I0:O2:NE
597,415348333904/695552469,407481325571/1391104938,I0,I3,S,false,pair:I0:I3:S
598,26501051696/43900755,15203633395/52680906,I1,O0,N,false,pair:I1:O0:N
599,960417712592/1596789917,930847836923/3193579834,O0,O2,W,false,pair:O0:O2:W
601,50584653872/83174019,16061765367/55449346,I0,O2,NE,false,pair:I0:O2:NE
607,21334918544/34743385,20270244703/69486770,I1,O0,N,false,pair:I1:O0:N
613,165755560112/271308299,163584473373/542616598,I3,O0,N,false,pair:I3:O0:N
616,732904898704/1175156745,139826625443/470062698,I3,O2,SW,false,pair:I3:O2:SW
617,793315073648/1270565351,761270328417/2541130702,I0,O2,S,false,pair:I0:O2:S
619,708412864688/1133839243,682663419805/2267678486,I3,O0,NE,false,pair:I3:O0:NE
623,24371781872/39019663,70826869099/234117978,I1,O0,W,false,pair:I1:O0:W
627,561946914608/884535539,533810834165/1769071078,O0,O2,S,false,pair:O0:O2:S
631,738502663024/1167930807,720004897297/2335861614,I3,O0,E,false,pair:I3:O0:E
636,627219015056/974386265,605988836191/1948772530,I1,I3,NE,false,pair:I1:I3:NE
639,134093268336/209259607,131993968241/418519214,I0,I3,NE,false,pair:I0:I3:NE
640,66275930128/102747905,450928366657/1438470670,O0,O2,SW,false,pair:O0:O2:SW
641,1346459769616/2071796657,1288556375367/4143593314,I0,O0,S,false,pair:I0:O0:S
645,258532099248/396269899,249193651165/792539798,I0,O0,SW,false,pair:I0:O0:SW
648,40409879888/61033205,37858849251/122066410,I0,O2,S,false,pair:I0:O2:S
649,226686212432/344936597,217584114499/689873194,I3,O2,W,false,pair:I3:O2:W
652,690179412592/1048210983,662143030817/2096421966,O0,O2,E,false,pair:O0:O2:E
654,65348718352/99262705,12613918619/39705082,I0,I3,S,false,pair:I0:I3:S
655,49560025744/74694057,46981531535/149388114,I0,O2,W,false,pair:I0:O2:W
658,984492663632/1482441269,942508264611/2964882538,I0,O2,NW,false,pair:I0:O2:NW
660,43979087152/65638611,125361738815/393831666,I0,O2,N,false,pair:I0:O2:N
662,1417299302960/2114203043,1349066555589/4228406086,O0,O2,E,false,pair:O0:O2:E
667,1319279434960/1963462093,1270608281675/3926924186,O0,O2,E,false,pair:O0:O2:E
668,1436912378992/2129386055,1376019462401/4258772110,I0,O0,NW,false,pair:I0:O0:NW
669,53202334960/78784239,50874425113/157568478,I1,O0,SE,false,pair:I1:O0:SE
670,1001672532816/1482441269,959688133795/2964882538,I0,O2,NE,false,pair:I0:O2:NE
677,941312121552/1382445485,906204147051/2764890970,I0,O2,E,false,pair:I0:O2:E
678,930106127792/1364031323,895308223821/2728062646,I1,I3,SE,false,pair:I1:I3:SE
679,1535899486192/2258377855,299090169909/903351142,I1,O0,W,false,pair:I1:O0:W
681,469670841392/680820931,190776580313/583560798,I3,O2,N,false,pair:I3:O2:N
682,277998681936/397907957,256474097891/795815914,I0,O0,W,false,pair:I0:O0:W
687,1525642980080/2212121263,1474264475993/4424242526,I0,O0,NW,false,pair:I0:O0:NW
690,5108964639856/7353576519,4894051456769/14707153038,I0,I3,SE,false,pair:I0:I3:SE
692,330293632528/472911329,313060942231/945822658,I1,O2,N,false,pair:I1:O2:N
693,123241552400/174575009,2177982318837/6633850342,I0,O0,N,false,pair:I0:O0:N
698,2176078996272/3093231155,2066298018741/6186462310,I0,O0,N,false,pair:I0:O0:N
701,1603527826928/2268044767,1538692773033/4536089534,I3,O0,NW,false,pair:I3:O0:NW
703,2743678293008/3868052801,2625109694263/7736105602,I1,O0,NE,false,pair:I1:O0:NE
708,570075233040/800004017,543208460615/1600008034,I3,O0,NW,false,pair:I3:O0:NW
710,423299876592/598676591,414596985241/1197353182,O0,O2,NE,false,pair:O0:O2:NE
721,1346968176528/1848478841,1297864657471/3696957682,I3,O2,E,false,pair:I3:O2:E
725,513225165776/698745277,491894138075/1397490554,I1,I3,E,false,pair:I1:I3:E
728,4289221220016/5807451499,4112738408125/11614902998,I1,O2,SE,false,pair:I1:O2:SE
734,9611920654800/12917910557,9185605334907/25835821114,I0,O2,N,false,pair:I0:O2:N
735,23174714706544/31144453287,22250967829409/62288906574,I0,I3,SE,false,pair:I0:I3:SE
741,421063805264/559665301,2003454011471/5596653010,I0,O2,NW,false,pair:I0:O2:NW
746,31688034726096/41937697549,30238504487179/83875395098,I0,I1,E,false,pair:I0:I1:E
749,591103428112/772085601,551395011607/1544171202,I1,I3,W,false,pair:I1:I3:W
750,239420752400/315090977,3875506596551/10713093218,I0,O2,W,false,pair:I0:O2:W
751,23584915460176/30949257477,22299987521363/61898514954,I0,I3,E,false,pair:I0:I3:E
752,7304304296976/9523071041,6797961135159/19046142082,I0,O2,W,false,pair:I0:O2:W
754,873765613392/1144658293,828005821283/2289316586,I0,O2,NW,false,pair:I0:O2:NW
756,384899990864/515490389,389076310915/1030980778,I1,O2,SW,false,pair:I1:O2:SW
758,3914322182800/5094123561,3735459334415/10188247122,I0,O2,NE,false,pair:I0:O2:NE
763,11137533879600/14618862163,10977507466901/29237724326,I3,O2,N,false,pair:I3:O2:N
765,42869225590128/55334684887,41082953039345/110669369774,I1,O2,SE,false,pair:I1:O2:SE
771,20883093232688/26728761795,20030258353061/53457523590,I0,O0,NW,false,pair:I0:O0:NW
773,5296249224624/6745140187,5059065363661/13490280374,I0,I3,S,false,pair:I0:I3:S
774,70870900882000/90508280741,68400594065331/181016561482,I0,I1,SW,false,pair:I0:I1:SW
777,20254296608208/25512691933,19078171923643/51025383866,I3,O2,SE,false,pair:I3:O2:SE
781,6409465219888/8103656627,6160783548725/16207313254,I1,O0,NW,false,pair:I1:O0:NW
788,21503157544208/26839384657,20593940570535/53678769314,I0,O0,NW,false,pair:I0:O0:NW
794,72795046230608/90508280741,70324739413939/181016561482,I0,I1,SW,false,pair:I0:I1:SW
795,9143159792688/11315053123,8792442410789/22630106246,O0,O2,SE,false,pair:O0:O2:SE
799,144231999490288/176626594959,45878140390099/117751063306,I1,I3,E,false,pair:I1:I3:E
803,46185761014896/56533352519,44471945421569/113066705038,I1,I3,NE,false,pair:I1:I3:NE
804,73210140918064/90070485011,71465353128661/180140970022,I3,O2,N,false,pair:I3:O2:N
808,181317400972016/220580355247,173786535544665/441160710494,I1,I3,NE,false,pair:I1:I3:NE
810,216364485114160/262408183699,206966958069589/524816367398,I1,O0,N,false,pair:I1:O0:N
812,53045135459440/63871614023,50426119685889/127743228046,I0,O2,NW,false,pair:I0:O2:NW
813,46767423854256/56521238891,44875541838525/113042477782,I3,O2,E,false,pair:I3:O2:E
818,45693686810672/54737844355,43645870329573/109475688710,I3,O0,SW,false,pair:I3:O0:SW
822,148011570710768/176626594959,141207833960569/353253189918,I3,O0,S,false,pair:I3:O0:S
825,60989229557456/73445711469,60074053417643/146891422938,I0,O2,NW,false,pair:I0:O2:NW
827,266633410318704/317017702679,256453705622449/634035405358,I1,I3,NE,false,pair:I1:I3:NE
838,45367136369072/52686746523,477370995768719/1159108423506,I1,I3,W,false,pair:I1:I3:W
839,36767086668528/42849250991,604815416883945/1456874533694,I1,O2,NE,false,pair:I1:O2:NE
841,621004883373840/719501406961,596107188960263/1439002813922,I1,I3,W,false,pair:I1:I3:W
845,484652557121200/560110783339,466456992827581/1120221566678,I0,O2,NW,false,pair:I0:O2:NW
847,61183001502128/70700290587,59417762628749/141400581174,I0,I1,S,false,pair:I0:I1:S
854,627794462411120/711228438679,590992339955761/1422456877358,I1,O0,SW,false,pair:I1:O0:SW
856,22236780551024/25284730295,21186139025937/50569460590,I3,O2,N,false,pair:I3:O2:N
857,74005773247248/84561606193,71433955081927/169123212386,I1,I3,NW,false,pair:I1:I3:NW
860,1660500868828944/1887545690353,1594741780510215/3775091380706,I0,I3,SW,false,pair:I0:I3:SW
862,646668249400528/737373126733,630016319224267/1474746253466,I3,O0,SE,false,pair:I3:O0:SE
865,1404280216574160/1582741054861,1347050379348619/3165482109722,I0,I1,SE,false,pair:I0:I1:SE
869,116482095961680/131085430117,112058337492979/262170860234,I1,O0,S,false,pair:I1:O0:S
872,92519092604848/106483717371,94985430915757/212967434742,I0,O2,E,false,pair:I0:O2:E
875,143276692477936/159955923327,1793914254017653/4158854006502,I0,O0,SW,false,pair:I0:O0:SW
879,1127123253732944/1253630268005,1083148751926003/2507260536010,O0,O2,E,false,pair:O0:O2:E
880,56994550477264/62893049629,161175875505521/377358297774,I1,I3,W,false,pair:I1:I3:W
886,3806684685840/4197578849,3645194740503/8395157698,I1,O0,W,false,pair:I1:O0:W
887,3485542942745008/3846068103707,3349767606283405/7692136207414,I0,O2,NW,false,pair:I0:O2:NW
888,839242403058672/919084136767,792775111945801/1838168273534,I3,O0,N,false,pair:I3:O0:N
890,480383462111344/533798471559,471783438123457/1067596943118,I3,O0,N,false,pair:I3:O0:N
894,3142500995125264/3442513831169,432320037754641/983575380334,O0,O2,NW,false,pair:O0:O2:NW
895,12880752166384/14140027999,87474361689887/197960391986,I0,I3,NW,false,pair:I0:I3:NW
897,580611238444016/633351691199,2782468281554669/6333516911990,I3,O0,N,false,pair:I3:O0:N
898,160445139884560/175483316641,774139183343411/1754833166410,I0,I3,N,false,pair:I0:I3:N
901,5001357521551248/5429685192697,4752497629819583/10859370385394,I1,O0,SW,false,pair:I1:O0:SW
902,2498216782411664/2703602402169,786035583584533/1802401601446,I3,O0,NE,false,pair:I3:O0:NE
905,949152808865936/1029859653897,53272042949951/121159959282,I0,I3,NE,false,pair:I0:I3:NE
907,4558607150415792/4950245023739,4369621417293741/9900490047478,I3,O0,E,false,pair:I3:O0:E
912,1306853203506576/1394414817113,1230878112194655/2788829634226,I3,O2,E,false,pair:I3:O2:E
913,4425583017333584/4727351087413,4189017708070307/9454702174826,I0,I1,S,false,pair:I0:I1:S
915,1229219430613424/1315557573659,1172581991269005/2631115147318,I0,I3,NE,false,pair:I0:I3:NE
924,1468149761748880/1557471165177,4201381957678909/9344826991062,I1,O2,SE,false,pair:I1:O2:SE
926,17606741408784/19143394241,125274685569281/268007519374,I1,O2,S,false,pair:I1:O2:S
929,3087512166271504/3237871493281,2920252961593559/6475742986562,I3,O0,N,false,pair:I3:O0:N
934,6477672470199792/6764606151647,6136207933884073/13529212303294,I0,O0,SE,false,pair:I0:O0:SE
938,3472958482682704/3617650356533,195236273782387/425605924298,I1,O0,NE,false,pair:I1:O0:NE
940,19532202813488/20303211139,1437317509996769/3126694515406,I0,O2,N,false,pair:I0:O2:N
943,8910351240645424/9255156419763,2876770848485479/6170104279842,I0,I3,S,false,pair:I0:I3:S
946,4529304745752272/4689680434029,1457996898996025/3126453622686,I1,I3,S,false,pair:I1:I3:S
949,4223213966985360/4333036458121,3999196904754607/8666072916242,I0,I1,W,false,pair:I0:I1:W
954,268833584600720/275937826153,257854098231759/551875652306,O0,O2,S,false,pair:O0:O2:S
957,226282635641200/231248732183,216850367909041/462497464366,I0,O0,E,false,pair:I0:O0:E
961,2671167897392272/2709895658825,2549889120967407/5419791317650,I1,O2,SE,false,pair:I1:O2:SE
962,12653844641177776/12951521347083,4119467336456287/8634347564722,I3,O2,NE,false,pair:I3:O2:NE
963,375879647925200/380616022333,25432392275111997/54047475171286,I3,O0,E,false,pair:I3:O0:E
969,2094844606542000/2118645747467,6045723201857623/12711874484802,I0,O2,SE,false,pair:I0:O2:SE
970,15763821815742768/15929406391315,15186097649307349/31858812782630,I0,I1,W,false,pair:I0:I1:W
972,2127705957844112/2186544475209,6443509457148877/13119266851254,I1,I3,S,false,pair:I1:I3:S
975,10110587912055568/10119376146097,28909968769541845/60716256876582,I3,O0,SE,false,pair:I3:O0:SE
981,26091520403134288/26053312398709,25083847137644387/52106624797418,O0,O2,W,false,pair:O0:O2:W
982,79995165358712496/79749392791147,76881427833308605/159498785582294,I0,O2,SW,false,pair:I0:O2:SW
