batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
1225,285070320253899/167995280990,69061944075837/83997640495,I2,O0,S,false,pair:I2:O0:S
1228,42871059721519/25061455750,10224969239097/12530727875,I2,O0,S,false,pair:I2:O0:S
1235,32746257034249/19150458410,39757372430603/47876146025,I1,I2,SE,false,pair:I1:I2:SE
1239,270011552341093/157574595202,65574822409747/78787297601,I1,O0,SW,false,pair:I1:O0:SW
1241,160346035332779/93173956894,38640366837853/46586978447,I2,O2,W,false,pair:I2:O2:W
1250,41012922584231/23668109238,3322088193195/3944684873,I1,I2,SE,false,pair:I1:I2:SE
1251,189185663952959/108912831270,45724024957097/54456415635,O0,O2,SW,false,pair:O0:O2:SW
1255,241856723485423/138635894022,175063292132203/207953841033,I2,O0,SW,false,pair:I2:O0:SW
1256,251624991231449/143640502602,20109486285781/23940083767,O0,O2,S,false,pair:O0:O2:S
1260,41282759176283/23615781118,9992990936877/11807890559,O0,O2,SE,false,pair:O0:O2:SE
1261,102773693148053/58794600802,24901123457891/29397300401,I1,O0,S,false,pair:I1:O0:S
1265,212443468474469/120555879042,51089927211539/60277939521,I2,O2,SE,false,pair:I2:O2:SE
1267,6301213934883/3538919246,1480388646181/1769459623,I1,I2,SW,false,pair:I1:I2:SW
1268,322592081509403/183381236350,78157716897133/91690618175,I1,O2,SE,false,pair:I1:O2:SE
1270,98811176441497/55759336650,7840197923221/9293222775,I2,O0,NW,false,pair:I2:O0:NW
1272,45304980965145/25742967242,10984754909247/12871483621,I1,O0,NW,false,pair:I1:O0:NW
1280,58706859326965/33018347298,4669462392321/5503057883,I1,I2,SE,false,pair:I1:I2:SE
1281,198643518727245/111970566674,47774153110507/55985283337,I2,O2,NE,false,pair:I2:O2:NE
1283,138371865129541/77963776834,33405549858099/38981888417,I1,I2,S,false,pair:I1:I2:S
1292,251786448814073/140510175370,60874998467679/70255087685,I1,O0,S,false,pair:I1:O0:S
1299,19024196639597/10590159698,4656837216203/5295079849,I1,O2,E,false,pair:I1:O2:E
1300,126109934871225/69683550218,30419479604127/34841775109,I2,O2,S,false,pair:I2:O2:S
1302,8925212018149/4988574082,2222929514643/2494287041,I2,O0,W,false,pair:I2:O0:W
1308,539652190554627/296590145038,130614699148613/148295072519,I1,O0,NE,false,pair:I1:O0:NE
1310,396848798264243/216772959726,95047826914325/108386479863,I2,O0,W,false,pair:I2:O0:W
1320,165299901333557/89534663074,39897320422851/44767331537,I2,O2,N,false,pair:I2:O2:N
1322,128721274987193/69683550218,31037954894751/34841775109,I2,O2,N,false,pair:I2:O2:N
1323,401796600589235/216772959726,10683037615789/12042942207,I2,O0,E,false,pair:I2:O0:E
1325,251224136913481/135857471658,60564126384527/67928735829,I1,O2,NE,false,pair:I1:O2:NE
1327,180997805428673/97814889690,43639304920919/48907444845,I1,O0,SE,false,pair:I1:O0:SE
1329,457843809316381/248075625778,111316387587483/124037812889,I1,O2,NE,false,pair:I1:O2:NE
1332,493376705968045/265786274258,118772245352843/132893137129,I2,O0,NW,false,pair:I2:O0:NW
1336,495575729223597/265786274258,119322001166731/132893137129,I2,O0,SW,false,pair:I2:O0:SW
1338,568963281809625/305152782154,137475973451903/152576391077,I1,O2,E,false,pair:I1:O2:E
1343,180265907476305/96155245946,43395151142215/48077622973,I1,O2,NE,false,pair:I1:O2:NE
1345,604641518314293/323071858594,146962786476739/161535929297,O0,O2,SW,false,pair:O0:O2:SW
1346,198317603940383/104702050278,15613638809411/17450341713,I1,I2,W,false,pair:I1:I2:W
1355,131739013175447/69952188950,32295669020817/34976094475,I1,O0,NE,false,pair:I1:O0:NE
1361,116998399795221/61712588386,28503042636515/30856294193,I2,O2,SW,false,pair:I2:O2:SW
1365,813174819620667/426870498238,196888327183693/213435249119,I2,O2,SE,false,pair:I2:O2:SE
1369,18021929494583/9387839574,1443773472763/1564639929,I1,I2,NW,false,pair:I1:I2:NW
1371,296385771916957/154769035826,71914146861339/77384517913,I2,O0,E,false,pair:I2:O0:E
1375,278918827585923/145205909774,67663545962949/72602954887,I2,O2,NE,false,pair:I2:O2:NE
1377,340163647186291/176932088686,247615611372799/265398133029,I2,O2,E,false,pair:I2:O2:E
1384,249582271490393/128676973642,25764175653595/27573637209,I1,O2,S,false,pair:I1:O2:S
1392,497361272903369/255153706410,361432259689261/382730559615,I2,O2,E,false,pair:I2:O2:E
1399,1371698186464205/698585441554,331623036346475/349292720777,I1,O2,NE,false,pair:I1:O2:NE
1402,784066071377477/400162962242,190810875767091/200081481121,O0,O2,SE,false,pair:O0:O2:SE
1404,1409466870051569/718080881594,342179723737255/359040440797,I2,O0,SW,false,pair:I2:O0:SW
1408,415686443795581/210002354930,19981894933311/21000235493,I1,O2,NE,false,pair:I1:O2:NE
1415,1838728347713197/926836762578,447238841545355/463418381289,I2,O0,W,false,pair:I2:O0:W
1416,744213883142609/371898879610,177309286870727/185949439805,I1,O2,E,false,pair:I1:O2:E
1418,943579675075843/474194277390,76094181254679/79032379565,I2,O2,SW,false,pair:I2:O2:SW
1423,63674562289431/31729908502,15257324228113/15864954251,I1,O0,N,false,pair:I1:O0:N
1427,2524399833800925/1257695755442,87188525991821/89835411103,I2,O2,N,false,pair:I2:O2:N
1430,909370044574543/456073391814,74654903205811/76012231969,I2,O2,E,false,pair:I2:O2:E
1431,961834309095035/478577504318,699357657156647/717866256477,I2,O0,NW,false,pair:I2:O0:NW
1433,493192106702295/242142526102,116017446197585/121071263051,I1,I2,SW,false,pair:I1:I2:SW
1435,1041088272131647/515194435366,250263846435497/257597217683,I1,O2,SE,false,pair:I1:O2:SE
1437,815020621640939/402648564638,195747823511581/201324282319,I1,I2,S,false,pair:I1:I2:S
1444,3631847747279643/1790864195710,881302403827309/895432097855,I1,O0,W,false,pair:I1:O0:W
1458,3361036335037757/1636674098802,818052704870779/818337049401,O0,O2,SW,false,pair:O0:O2:SW
1468,2654552168718501/1278901240066,644009408026579/639450620033,I1,O2,SW,false,pair:I1:O2:SW
1470,688444822298207/332186473062,168394405963145/166093236531,O0,O2,SE,false,pair:O0:O2:SE
1472,1312108372664799/628632653158,950689999364635/942948979737,I1,I2,SE,false,pair:I1:I2:SE
1475,116142592584791/55651459990,197055756908471/194780109965,I1,O2,W,false,pair:I1:O2:W
1486,1625931115105591/772945810006,393330475602673/386472905003,I2,O0,E,false,pair:I2:O0:E
1487,3578462345097423/1700248821190,865177136627097/850124410595,I1,O2,E,false,pair:I1:O2:E
1489,1161586015213003/552566141534,281961952410685/276283070767,O0,O2,NE,false,pair:O0:O2:NE
1491,113294994923423/53806826214,27482926285385/26903413107,I2,O0,SE,false,pair:I2:O0:SE
1494,3571436368738149/1689027477634,861749238719251/844513738817,I2,O2,SE,false,pair:I2:O2:SE
1499,2061112504385663/972301152678,499955590616681/486150576339,I2,O2,SE,false,pair:I2:O2:SE
1503,1576041968275899/743381800126,1151390367575143/1115072700189,I1,O0,SE,false,pair:I1:O0:SE
1512,171686020408323/80317241870,41708152163141/40158620935,I1,O0,N,false,pair:I1:O0:N
1514,6704363226028857/3131392947466,1625301711519519/1565696473733,I2,O2,NW,false,pair:I2:O2:NW
1517,1413466390436515/658837777998,1027838161906415/988256666997,O0,O2,N,false,pair:O0:O2:N
1518,410879686732425/191407081258,99633092259663/95703540629,I1,O0,NE,false,pair:I1:O0:NE
1522,598260965677431/278172147926,434979768157715/417258221889,I2,O0,N,false,pair:I2:O0:N
1526,971954325370255/451130853702,235956270394073/225565426851,I1,O2,N,false,pair:I1:O2:N
1528,2331520965471581/1079545897394,564872083706971/539772948697,I2,O2,W,false,pair:I2:O2:W
1532,601559500560759/278172147926,437178791413267/417258221889,I2,O0,N,false,pair:I2:O0:N
1544,216330509386303/98776780582,365455529621151/345718732037,O0,O2,N,false,pair:O0:O2:N
1548,1585690776670223/724559452742,385111793011801/362279726371,O0,O2,E,false,pair:O0:O2:E
1550,184210718857901/83878903762,847263675059281/796849585739,I1,O2,N,false,pair:I1:O2:N
1553,2070351741325825/940769333082,167016217593437/156794888847,O0,O2,SE,false,pair:O0:O2:SE
1556,10528685448120357/4777498846210,2551736390329427/2388749423105,I2,O0,N,false,pair:I2:O0:N
1565,6596887681528297/2972975431402,1596916192475375/1486487715701,O0,O2,S,false,pair:O0:O2:S
1566,6448264799996361/2907923645354,1564824138038799/1453961822677,I1,O0,S,false,pair:I1:O0:S
1572,4837336678838317/2173678358226,1174027076707595/1086839179113,I1,I2,S,false,pair:I1:I2:S
1574,6632072053617129/2972975431402,1603513262242031/1486487715701,I2,O2,S,false,pair:I2:O2:S
1575,1129764311134189/506338293842,1911403283962637/1772184028447,I1,I2,SE,false,pair:I1:I2:SE
1576,9391414960018805/4205182927394,2268141878044291/2102591463697,O0,O2,NW,false,pair:O0:O2:NW
1579,2609671500292291/1169466176910,42269991834155/38982205897,I1,O2,NE,false,pair:I1:O2:NE
1583,4330560307342219/1930015741918,1045788225417341/965007870959,I2,O2,N,false,pair:I2:O2:N
1587,7227213601511215/3211559287686,1746057604026425/1605779643843,I2,O0,E,false,pair:I2:O0:E
1600,1992969574929191/877363984566,1449501527188099/1316045976849,I1,I2,SE,false,pair:I1:I2:SE
1602,896309509083187/396473381614,220007420412821/198236690807,I1,I2,E,false,pair:I1:I2:E
1604,4610017897482241/2020714302298,1111718407400727/1010357151149,O0,O2,NE,false,pair:O0:O2:NE
1609,635230181699121/277335164986,264099468822543/239516733397,I2,O2,N,false,pair:I2:O2:N
1617,2403478574503021/1046999240018,1752135878095969/1570498860027,I1,O0,E,false,pair:I1:O0:E
1619,2337284279023921/1016236647994,565910028912743/508118323997,I2,O2,NW,false,pair:I2:O2:NW
1620,2799610956521847/1217330606294,678226417788081/608665303147,O0,O2,SE,false,pair:O0:O2:SE
1622,7151599634531329/3109259666266,1732391187501335/1554629833133,O0,O2,SE,false,pair:O0:O2:SE
1623,9000906344523033/3913635499466,2181656743002687/1956817749733,I2,O2,NW,false,pair:I2:O2:NW
1624,19959547537385/8656386794,2054567968986277/1848138580519,I1,O0,NE,false,pair:I1:O0:NE
1626,4177951851012447/1804896428134,998570745195145/902448214067,O0,O2,E,false,pair:O0:O2:E
1630,690425276231563/299319787486,503703449273719/448979681229,I1,O0,N,false,pair:I1:O0:N
1631,713922685346753/308877216986,519201507131909/463315825479,I1,I2,SE,false,pair:I1:I2:SE
1634,3008672613818885/1299671784642,104074307725877/92833698903,I1,O0,N,false,pair:I1:O0:N
1639,274415292588079/118151980422,730719177336691/649835892321,I1,O0,N,false,pair:I1:O0:N
1640,13964598326388947/6022374570798,3397728089643509/3011187285399,I1,O2,SE,false,pair:I1:O2:SE
1644,2220100333188719/955966650374,5939483678217395/5257816577057,I2,O2,W,false,pair:I2:O2:W
1646,48380347796361537/20782013893594,11731829337096663/10391006946797,O0,O2,S,false,pair:O0:O2:S
1648,1402257962770611/601653059566,26143886625065/23140502291,I1,O2,NE,false,pair:I1:O2:NE
1654,9132358421429479/3914824115766,2222955230055361/1957412057883,I1,I2,NE,false,pair:I1:I2:NE
1658,71012189601721631/30289284907494,5736832409069635/5048214151249,I2,O2,S,false,pair:I2:O2:S
1662,22098506556713101/9385629188242,5334519818343851/4692814594121,O0,O2,SE,false,pair:O0:O2:SE
1666,57504589909404559/24416307316038,4659935531095795/4069384552673,I1,O0,W,false,pair:I1:O0:W
1668,101559591931813769/43021173516586,24614877973328463/21510586758293,O0,O2,N,false,pair:O0:O2:N
1674,79164429701419297/33447062724762,19213553986592503/16723531362381,I2,O0,SE,false,pair:I2:O0:SE
1678,94844806421249291/39886269595358,22870594420114173/19943134797679,I1,O0,NW,false,pair:I1:O0:NW
1679,92167567884683173/38838455432962,22344319961454803/19419227716481,I2,O0,SE,false,pair:I2:O0:SE
1682,567705440231565/239055239314,138233311654827/119527619657,I2,O2,SE,false,pair:I2:O2:SE
1686,99147784146180089/41613699354762,24043791032382559/20806849677381,I1,O0,NW,false,pair:I1:O0:NW
1693,152054925602602271/63201845141990,36446573599844553/31600922570995,O0,O2,N,false,pair:O0:O2:N
1697,65261167643494217/27203911000746,5268442985054597/4533985166791,I1,O0,N,false,pair:I1:O0:N
1698,303163764803185819/126414964402046,73492892294650093/63207482201023,I1,I2,E,false,pair:I1:I2:E
1701,25230501273076129/10496835513754,6120249447316087/5248417756877,I2,O2,NE,false,pair:I2:O2:NE
1702,192652053410454851/80064581499534,46680265264332805/40032290749767,I1,I2,NE,false,pair:I1:I2:NE
1705,180311419868995195/75180660969534,44126079889011725/37590330484767,O0,O2,S,false,pair:O0:O2:S
1707,52086987137434555/21683325151422,1411417278533541/1204629175079,O0,O2,S,false,pair:O0:O2:S
1711,37146413247457519/15340335511814,8947840833185913/7670167755907,I1,O0,SE,false,pair:I1:O0:SE
1715,97356997407516251/40262101513470,23700123278952749/20131050756735,I1,I2,S,false,pair:I1:I2:S
1719,21932257403927633/9022630567802,5315533039022151/4511315283901,O0,O2,SE,false,pair:O0:O2:SE
1722,478599008151615681/196526409428698,115762827071196759/98263204714349,I2,O2,NE,false,pair:I2:O2:NE
1723,74414717091569201/30533679425594,18013719396293479/15266839712797,I1,I2,N,false,pair:I1:I2:N
1728,142835969705117573/58395123223490,103358354780955097/87592684835235,I1,I2,NE,false,pair:I1:I2:NE
1731,577039563247442021/236437833423490,140112427628321299/118218916711745,I2,O0,NW,false,pair:I2:O0:NW
1736,246154044183729285/100402518465986,59783339694006515/50201259232993,I2,O0,W,false,pair:I2:O0:W
1739,792740607851083663/322853260508486,192294952065571033/161426630254243,I1,O0,W,false,pair:I1:O0:W
1742,308407819288939961/125334641161738,74829534577625247/62667320580869,O0,O2,N,false,pair:O0:O2:N
1745,1119952512037025107/454845830733870,272289369933429109/227422915366935,I1,I2,SW,false,pair:I1:I2:SW
1749,345692927565994569/139907607122090,586375754621899497/489676624927315,I2,O2,S,false,pair:I2:O2:S
1754,245400458089786051/99110734674318,178612556512519055/148666102011477,I2,O0,E,false,pair:I2:O0:E
1759,767529369812672975/308585607223238,185845926874178713/154292803611619,O0,O2,NW,false,pair:O0:O2:NW
1765,121168673370870571/48795318642206,89095167432318871/73192977963309,I1,O0,E,false,pair:I1:O0:E
1771,1557251088267769705/621491111161322,376225987700815727/310745555580661,O0,O2,N,false,pair:O0:O2:N
1780,212465968013585619/84311661552430,10309038811705649/8431166155243,I1,I2,W,false,pair:I1:I2:W
1791,865672898318061637/341025537482562,349124164014254421/284187947902135,O0,O2,SW,false,pair:O0:O2:SW
1793,79980039121025909/31421230882338,32257333202885509/26184359068615,I1,I2,E,false,pair:I1:I2:E
1802,1909324146244298553/747186900249866,463325809463186207/373593450124933,O0,O2,NE,false,pair:O0:O2:NE
1806,2062040870934493435/804557719773502,498293260248290701/402278859886751,I1,I2,NW,false,pair:I1:I2:NW
1809,1876384143976865101/731068094958610,454842497842615019/365534047479305,I2,O0,NW,false,pair:I2:O0:NW
1810,2078077469062718911/806660255877670,499200406150197033/403330127938835,O0,O2,N,false,pair:O0:O2:N
1813,2888700987744589777/1122515861752442,699585952709765319/561257930876221,I1,O2,SW,false,pair:I1:O2:SW
1817,9992896445623953079/3886090207430998,2435053818045504881/1943045103715499,I2,O2,N,false,pair:I2:O2:N
1829,13837780904605260487/5318598012110582,3352644365085022945/2659299006055291,I1,O2,NE,false,pair:I1:O2:NE
1834,21249969313302643461/8151592328918722,5145969858861682291/4075796164459361,I2,O2,S,false,pair:I2:O2:S
1836,714077573323808233/272846877292266,1890778983146581573/1500657825107463,I2,O0,SW,false,pair:I2:O0:SW
1838,33704595484983866277/12902022991802114,8171052555544251603/6451011495901057,I1,O0,N,false,pair:I1:O0:N
1841,13678775316162790681/5259653841833418,1124018062976284181/876608973638903,O0,O2,SE,false,pair:O0:O2:SE
1845,26128222327362744247/9958092571226966,6334539279220370545/4979046285613483,O0,O2,E,false,pair:O0:O2:E
1846,25169524048865405721/9570553450736074,6069855213249760319/4785276725368037,I1,I2,NE,false,pair:I1:I2:NE
1849,3342211839293511603/1259808877237742,791127304787882005/629904438618871,I1,I2,NE,false,pair:I1:I2:NE
1850,737351680929835543/280294589716758,59549532497260123/46715764952793,I1,O0,W,false,pair:I1:O0:W
1853,11170577421115561357/4226399966679698,2687152016848363691/2113199983339849,O0,O2,SW,false,pair:O0:O2:SW
1855,11274976366804531445/4224978963479842,2653442958663554819/2112489481739921,I1,O0,S,false,pair:I1:O0:S
1856,47842435383339601523/18144025092216174,11608976690036857685/9072012546108087,O0,O2,SW,false,pair:O0:O2:SW
1859,74544648754346280767/28252990075195686,6048755784948196835/4708831679199281,I1,O0,E,false,pair:I1:O0:E
1862,209561602936649867637/79249842752092706,50873459905892547203/39624921376046353,I1,O0,E,false,pair:I1:O0:E
1869,5430087504621254603/2039660209186398,1308588294931319357/1019830104593199,I2,O2,SE,false,pair:I2:O2:SE
1872,39892045204194668219/14934470954206910,9580938342769093069/7467235477103455,I1,I2,S,false,pair:I1:I2:S
1879,37549865396119035905/14083424634420058,27456251219612172101/21125136951630087,I1,O2,W,false,pair:I1:O2:W
1881,105797148998499154431/39563009073670310,5128822288668550805/3956300907367031,I1,O0,S,false,pair:I1:O0:S
1885,174915420016459581617/65252558924028218,42392138372561136871/32626279462014109,I1,O2,W,false,pair:I1:O2:W
1890,16334561179606588151/6075765722326998,19713414623084661749/15189414305817495,I2,O0,NE,false,pair:I2:O0:NE
1892,145849808354502817615/54271811566134982,35333494599411815193/27135905783067491,O0,O2,NW,false,pair:O0:O2:NW
1893,111278345018667694967/41538755238859990,27220967116386548401/20769377619429995,I1,O2,SW,false,pair:I1:O2:SW
1895,69371877394201763839/25758032195634342,50269381752360779963/38637048293451513,I1,O2,SW,false,pair:I1:O2:SW
1896,60257482655311731367/22465335479737270,14741546171371943937/11232667739868635,I2,O2,W,false,pair:I2:O2:W
1899,498274721772787386545/184776929414191418,120730260893856476391/92388464707095709,I1,O2,S,false,pair:I1:O2:S
1906,371203674422415610859/136982893028141470,90061707243949994269/68491446514070735,I1,O0,NE,false,pair:I1:O0:NE
1914,188361185102423743375/69045888883615046,45424954279375918297/34522944441807523,I2,O2,S,false,pair:I2:O2:S
1915,250327817869547683135/92019086528793894,60928693627363625897/46009543264396947,I1,O0,E,false,pair:I1:O0:E
1922,5104429985506608153/1861980708533194,1232153648827616063/930990354266597,I1,O0,E,false,pair:I1:O0:E
1926,375094784500463719403/136982893028141470,90998455966443057437/68491446514070735,I1,O0,SE,false,pair:I1:O0:SE
1927,66840209914392055863/24371289694871638,16168889284106606577/12185644847435819,I1,O2,N,false,pair:I1:O2:N
1930,158739792022173038225/57865520265288186,38571387631223860231/28932760132644093,I1,O2,N,false,pair:I1:O2:N
1933,48374972882728658109/17616258079111538,35367329551226063345/26424387118667307,I1,I2,E,false,pair:I1:I2:E
1934,67164469087562731575/24371289694871638,16240946878144534513/12185644847435819,I1,O2,N,false,pair:I1:O2:N
1938,159388310368514389649/57865520265288186,12905167606433238701/9644253377548031,I1,O2,N,false,pair:I1:O2:N
1940,3221261333450477147/1168509052470526,17984514954818304779/13437854103411049,I1,I2,SE,false,pair:I1:I2:SE
1946,295662803582663907071/106608099655031462,71665770936835316713/53304049827515731,I1,I2,SW,false,pair:I1:I2:SW
1950,65926787076153618403/23711954001782478,15925851258932382821/11855977000891239,O0,O2,N,false,pair:O0:O2:N
1954,7159285998018501151/2551996002210790,11902227477076990591/8931986007737765,O0,O2,NE,false,pair:O0:O2:NE
1958,531711940268745493637/190923583270309314,43056482014863767633/31820597211718219,I1,O0,NW,false,pair:I1:O0:NW
1964,365895643196681616151/130466110789538582,88354105702093902353/65233055394769291,I1,I2,S,false,pair:I1:I2:S
1967,678499383164451830057/241789537499663210,164625556438221103023/120894768749831605,I1,O0,SW,false,pair:I1:O0:SW
1970,447362969664767734367/159343952299514470,21695716568784819893/15934395229951447,I1,O0,SW,false,pair:I1:O0:SW
1972,1095489263319971020217/390025372507411978,265866069746397796511/195012686253705989,I1,I2,E,false,pair:I1:I2:E
1977,48978295963995446113/17418442950589210,21564806087281585379/15676598655530289,O0,O2,W,false,pair:O0:O2:W
1980,823246959752421552775/291497950662074486,199633489556399389985/145748975331037243,I2,O2,E,false,pair:I2:O2:E
1986,825841033137786958471/291497950662074486,200209950308702813473/145748975331037243,I2,O2,E,false,pair:I2:O2:E
1989,574951486416221344813/203216890982545106,140283208823026721035/101608445491272553,I1,I2,S,false,pair:I1:I2:S
1992,2737927783441007297893/964188897642081410,663123633971826894099/482094448821040705,I2,O0,SE,false,pair:I2:O0:SE
1993,1332852781205436045095/468584651517976758,107291202581110721835/78097441919662793,I1,I2,SE,false,pair:I1:I2:SE
1996,783710661451309506547/274618304615054446,188203713049347780053/137309152307527223,I1,I2,SE,false,pair:I1:I2:SE
1998,825287485685783642863/289953702268198150,200091741525317320313/144976851134099075,I1,O2,E,false,pair:I1:O2:E
2002,451006734866157736435/157906199605153902,36312131075021207879/26317699934192317,I1,O2,NE,false,pair:I1:O2:NE
2004,184425514275241109335/64657726036877718,223917442670317681429/161644315092194295,I1,O0,S,false,pair:I1:O0:S
2005,7361263070469497035/2584100477800542,1796578897582094653/1292050238900271,I1,O2,NE,false,pair:I1:O2:NE
2014,1265740714909998411999/440521872930689894,305831402883410972425/220260936465344947,I2,O2,E,false,pair:I2:O2:E
2027,2615516924941819489653/904100878967386658,633795856762366119555/452050439483693329,O0,O2,SW,false,pair:O0:O2:SW
2028,1109102034133376785571/383376648859083342,269097890568122601893/191688324429541671,I1,I2,NE,false,pair:I1:I2:NE
2031,2078794709628450005525/717813535178920546,504374452764390664419/358906767589460273,I1,O2,NW,false,pair:I1:O2:NW
2033,1086724751533448770417/375078570431176890,263645488898825847847/187539285215588445,I2,O0,N,false,pair:I2:O0:N
2037,907562688960780646843/311379753213830334,72777219323818233071/51896625535638389,I2,O2,W,false,pair:I2:O2:W
2038,4131858094199378128699/1423103232369292222,1004571761090781640013/711551616184646111,I1,I2,SE,false,pair:I1:I2:SE
2039,2072245287528370755937/712136542267836186,501222135872147037367/356068271133918093,I2,O0,NE,false,pair:I2:O0:NE
2040,1597072081220001836341/549579140633680802,388056920926979393731/274789570316840401,I1,O2,S,false,pair:I1:O2:S
2046,6867567805933066289127/2354867313793627190,1665662015615355867329/1177433656896813595,I2,O2,NW,false,pair:I2:O2:NW
2052,8633536376748797512063/2952579144244190118,299303423455267533583/210898510303156437,I1,O2,SW,false,pair:I1:O2:SW
2054,5958872101866119335243/2031733253206881630,41026101970378555807/29024760760098309,I2,O0,W,false,pair:I2:O0:W
2057,1988682313109979279205/679292798216843394,484756485819091397395/339646399108421697,I1,I2,N,false,pair:I1:I2:N
2062,2735793060269087816781/929889851192422930,42029106584691959353/29426894025076675,I2,O2,S,false,pair:I2:O2:S
2064,5010975425498497238201/1696485581576670218,1206283684731244214687/848242790788335109,I2,O0,W,false,pair:I2:O0:W
2066,6000377276031965826379/2031733253206881630,1445136941000104229053/1015866626603440815,I2,O0,W,false,pair:I2:O0:W
2067,6296253968905583438293/2142121954782415842,1535206305770583448355/1071060977391207921,I2,O2,S,false,pair:I2:O2:S
2069,7881043566750378963799/2667067862916979094,1899180520702566113233/1333533931458489547,I1,I2,W,false,pair:I1:I2:W
2072,2459763655471980837405/833276185747709234,1789422291803829169361/1249914278621563851,I2,O2,SW,false,pair:I2:O2:SW
2074,9084137598837501295459/3076839906652844494,2204960100138314208485/1538419953326422247,O0,O2,N,false,pair:O0:O2:N
2076,3712622974649695413629/1255709032526265586,898771545798251855675/627854516263132793,I2,O2,W,false,pair:I2:O2:W
2077,13951320679465184669135/4713040116604374982,3378313665241981384857/2356520058302187491,I1,O2,SW,false,pair:I1:O2:SW
2081,2912687838432427656179/978081025276879982,698943952129035692501/489040512638439991,I2,O0,NW,false,pair:I2:O0:NW
2085,7726913326828010884021/2599283747355268258,1868273735449523209795/1299641873677634129,O0,O2,NE,false,pair:O0:O2:NE
2089,253181481359856092575/85002539068743398,797186182414674739125/552516503946832087,I1,I2,S,false,pair:I1:I2:S
2093,3467432597228226091715/1164035176257886606,842813659065543083653/582017588128943303,I1,O0,SW,false,pair:I1:O0:SW
2095,10856990984511397269467/3641122212763323390,878973422832378058383/606853702127220565,I1,O0,S,false,pair:I1:O0:S
2103,14947041692741914088279/4985233982288566678,3633029832462217805777/2492616991144283339,I2,O0,NW,false,pair:I2:O0:NW
2107,4035985692285140029545/1341217053532796906,979468142928882300527/670608526766398453,O0,O2,SE,false,pair:O0:O2:SE
2112,21714572905405114631889/7205369929910931578,5267757619311926682055/3602684964955465789,I1,O2,S,false,pair:I1:O2:S
2114,5929811938065076178095/1967015148896520838,1440338257398469205689/983507574448260419,I2,O0,SE,false,pair:I2:O0:SE
2118,8144508106477998140985/2693473747929539338,5928297783387097275485/4040210621894309007,I1,O0,N,false,pair:I1:O0:N
2123,83953467984161236679291/27688598238692255806,20345112286736571004941/13844299119346127903,O0,O2,SW,false,pair:O0:O2:SW
2125,83437616202925693320277/27434717189518462178,20138909007162687980707/13717358594759231089,I2,O2,S,false,pair:I2:O2:S
2130,152203713053147006679389/50026415781373335986,36885217651097583937627/25013207890686667993,I2,O0,SE,false,pair:I2:O0:SE
2133,44446672930554184865311/14585384769386752998,17966280526799248949839/12154487307822294165,I1,O0,S,false,pair:I1:O0:S
2137,1929670460140157568955/628968218915934398,462465401616551373005/314484109457967199,O0,O2,N,false,pair:O0:O2:N
2138,924562882942842101453/302656507486065426,1419148153354441866491/958412273705873849,I2,O2,SE,false,pair:I2:O2:SE
2139,99687794418998586484225/32628381627865290586,24172127269963992669975/16314190813932645293,I1,I2,S,false,pair:I1:I2:S
2141,169079644301466100940071/55326503225694239926,40986518895212779868545/27663251612847119963,I2,O2,SE,false,pair:I2:O2:SE
2146,108262770539247884197813/35329118601716014242,26240078219535015154243/17664559300858007121,I1,O2,S,false,pair:I1:O2:S
2148,30675671301121600414021/10010634704511981890,1062365967977654068597/715045336036570135,I1,O2,S,false,pair:I1:O2:S
2151,191841725027790270786517/62417691729912741858,46380741095254027716899/31208845864956370929,I1,I2,SW,false,pair:I1:I2:SW
2153,38434558588978371378689/12493092260000843610,46449639406535716692851/31232730650002109025,I2,O2,SW,false,pair:I2:O2:SW
2158,131580903871829712836687/42604941239931535558,31734168117105305750041/21302470619965767779,I1,I2,S,false,pair:I1:I2:S
2168,503373007731938083640243/162363289426081279470,121916872164740154217493/81181644713040639735,I2,O2,W,false,pair:I2:O2:W
2174,377528869918817313660069/121254650018633505026,91317593397925976226771/60627325009316752513,I2,O0,W,false,pair:I2:O0:W
2178,311862586031294019502041/100109188337506727242,75557798974962018314623/50054594168753363621,I2,O2,NE,false,pair:I2:O2:NE
2179,46739489893473326215931/15015405394455725374,11348978388816034171789/7507702697227862687,I1,I2,E,false,pair:I1:I2:E
2180,247151412178791538943413/79398205303576246434,60016882269816907045955/39699102651788123217,I1,O0,SW,false,pair:I1:O0:SW
2186,112007993689621523601569/35879658897820222362,81667537880289007280741/53819488346730333543,I1,I2,SE,false,pair:I1:I2:SE
2187,44067349563562324898327/14120385694942210326,10733094084867502359313/7060192847471105163,I1,O0,NW,false,pair:I1:O0:NW
2188,8064347608366211232239/2572904053800690438,1945657426829300709241/1286452026900345219,I2,O2,NE,false,pair:I2:O2:NE
2190,122844346978004999207817/39331781700482580778,29904144617474976708175/19665890850241290389,I2,O2,NE,false,pair:I2:O2:NE
2192,41831640755919806763343/13349188919894608582,30309459372287558040395/20023783379841912873,I2,O2,NE,false,pair:I2:O2:NE
2196,353546517732326594551787/112739871031692894622,85509576524660050167069/56369935515846447311,I1,O0,N,false,pair:I1:O0:N
2197,117604007842623872686497/37482282450919021978,85382767980552654858085/56223423676378532967,I1,I2,E,false,pair:I1:I2:E
