batch_index,time_a,time_b,pair_a,pair_b,face_a,mixed_with_wall,batch_events
1367,703203526595856425461/511123781626478518,670625952451983056255/1022247563252957036,I1,I3,NW,false,pair:I1:I3:NW
1368,320770199212754384019/233503885175483450,307146453763304890137/467007770350966900,I0,I3,S,false,pair:I0:I3:S
1369,426229188370936504235/308017431122153738,401722967590495992673/616034862244307476,I1,O0,S,false,pair:I1:O0:S
1370,1091439641643126492629/791619938638939126,1038297184529821695263/1583239877277878252,I0,I2,NW,false,pair:I0:I2:NW
1372,449899243217617724591/324612168287972226,424004277003211914989/649224336575944452,I0,I3,S,false,pair:I0:I3:S
1382,57490778723724868157/41358643908059174,55019501270332307287/82717287816118348,I1,I2,E,false,pair:I1:I2:E
1384,57887126080469326961/41631510613874238,55421843001270175859/83263021227748476,I1,I2,E,false,pair:I1:I2:E
1386,794833616682894562365/571914074327116838,762884851676134565207/1143828148654233676,I1,O0,SW,false,pair:I1:O0:SW
1387,331736608039139946677/238861989416122934,319510107665973158335/477723978832245868,I1,I2,E,false,pair:I1:I2:E
1388,52390728297130308589/37500195216609990,29973884386567952753/45000234259931988,I1,I3,W,false,pair:I1:I3:W
1390,88607665584407160947/63383147282391162,84450436270606931641/126766294564782324,I0,I2,NW,false,pair:I0:I2:NW
1393,946283494410785119997/674350587080797862,899403861049561472407/1348701174161595724,I0,O0,SW,false,pair:I0:O0:SW
1399,1906219030470529279713/1354968501837430622,1825336948995971425731/2709937003674861244,I0,I1,SW,false,pair:I0:I1:SW
1403,264459291132871496349/186355581310933862,249442142485256260727/372711162621867724,I2,O0,E,false,pair:I2:O0:E
1406,1492838912440531050133/1056625239854086774,1432771174587876394847/2113250479708173548,I0,I3,E,false,pair:I0:I3:E
1407,113339009498983797861/80083968599136470,108472311018438570703/160167937198272940,I1,I2,NE,false,pair:I1:I2:NE
1409,353201440523769390181/248427716866078934,1006239856964625737837/1490566301196473604,I3,O0,S,false,pair:I3:O0:S
1411,253404816241096579387/178594645102878698,242341936510584433169/357189290205757396,I1,I2,NW,false,pair:I1:I2:NW
1413,2944795320438006980025/2064754318040745134,2805283534229634964811/4129508636081490268,I0,I2,E,false,pair:I0:I2:E
1421,2454171920693759043731/1719731731115738170,2361952632954851998489/3439463462231476340,I1,I2,N,false,pair:I1:I2:N
1423,3510289851670851692071/2444131301063069586,3331494912777708358229/4888262602126139172,I3,O0,SW,false,pair:I3:O0:SW
1425,218180601684682761511/152140115103871378,207948793762623186773/304280230207742756,I0,O0,SE,false,pair:I0:O0:SE
1427,3064472879747507107087/2132861624108594882,2919973326794282490893/4265723248217189764,I2,O0,N,false,pair:I2:O0:N
1429,5050671513557008016683/3508071415434163722,4801229817455017671649/7016142830868327444,I0,I3,E,false,pair:I0:I3:E
1430,7900430633318892341731/5489297018916715418,7537562643499316566281/10978594037833430836,I1,I3,NW,false,pair:I1:I3:NW
1433,2948856843853910435/2049637758100506,2639022984479767388831/3832822607647946220,I1,O0,SW,false,pair:I1:O0:SW
1439,6681904994168579557417/4625130377067081166,6384805190078155594395/9250260754134162332,I0,I3,NE,false,pair:I0:I3:NE
1440,14102782820013776445923/9731649292473469850,13409357611396455473417/19463298584946939700,I0,I2,S,false,pair:I0:I2:S
1441,14475053212123316619131/9997329161653324650,13819536552936211676369/19994658323306649300,I2,O0,SE,false,pair:I2:O0:SE
1444,799144901420178893311/551590351024577250,254954817707235995039/367726900683051500,I1,O0,S,false,pair:I1:O0:S
1445,28910040560945164049479/19900198279072221010,27578256523953716809909/39800396558144442020,I1,I3,N,false,pair:I1:I3:N
1450,9090278400012087903473/6233108267972105534,8638246769316842656243/12466216535944211068,I1,I3,NE,false,pair:I1:I3:NE
1452,21208420153161384660335/14525742887202714114,20225290587277473501485/29051485774405428228,I1,I2,SW,false,pair:I1:I2:SW
1458,30756943145248992422793/20940601407791477518,29183523545762995146939/41881202815582955036,I0,I2,S,false,pair:I0:I2:S
1462,66734894829450567034491/45311040416627600746,63498664665415716649425/90622080833255201492,I0,I3,NE,false,pair:I0:I3:NE
1463,43489141772506996567887/29442449303839525442,41249128700368131199693/58884898607679050884,I2,I3,N,false,pair:I2:I3:N
1465,2735326576752130585343/1849707368588470498,2591857523416819925981/3699414737176940996,I0,O0,SW,false,pair:I0:O0:SW
1467,6061605963489346420171/4125078935873992906,5847048199481893108161/8250157871747985812,I0,O0,SW,false,pair:I0:O0:SW
1470,86889402286500991409759/58855607575200259618,83065776756330827764221/117711215150400519236,I0,I2,E,false,pair:I0:I2:E
1471,38827291687397411948011/26225728345763499146,36938955544326850442785/52451456691526998292,I2,O0,SW,false,pair:I2:O0:SW
1476,209420073859092184992197/141030726746250557974,200063426138263184285423/282061453492501115948,I0,I2,SE,false,pair:I0:I2:SE
1482,3361979435507945708853/2251616683292619062,80195370743912458855719/112580834164630953100,I1,I2,E,false,pair:I1:I2:E
1483,134110941489297456716579/90031394824746565914,128971192430314986616009/180062789649493131828,I2,O0,N,false,pair:I2:O0:N
1485,186114254579592962787015/124085692648228880978,176169567731814289399861/248171385296457761956,I0,I3,S,false,pair:I0:I3:S
1487,142613212029431577100375/95269566889304805682,136096622830384951578341/190539133778609611364,I1,I3,W,false,pair:I1:I3:W
1490,11338307738647137726005/7558961139910962998,10840441859402232777279/15117922279821925996,I0,O0,NE,false,pair:I0:O0:NE
1496,356029771544005025075645/235984474298802479398,338648138648460124163543/471968948597604958796,I3,O0,SE,false,pair:I3:O0:SE
1501,277010137642341687053543/183068405723383618066,263697553147556164982421/366136811446767236132,I1,O0,N,false,pair:I1:O0:N
1503,252830098066691827503875/166315346635597770074,239948915708974965110889/332630693271195540148,I2,I3,W,false,pair:I2:I3:W
1508,58376593184885765195005/38494481303763739302,18716711818257177997277/25662987535842492868,I0,I2,S,false,pair:I0:I2:S
1512,303719978711962218497325/198854575132103252038,289627373317836902630951/397709150264206504076,I1,I3,SE,false,pair:I1:I3:SE
1515,130757219549575150715907/85473447390183172954,124568160769843412167529/170946894780366345908,I3,O0,NE,false,pair:I3:O0:NE
1518,93593938061128603239823/61074978913074030018,88946779600086942702989/122149957826148060036,I1,I2,W,false,pair:I1:I2:W
1521,17761109637325367454845/11533972190321738662,16793658272256696382999/23067944380643477324,I1,I3,E,false,pair:I1:I3:E
1522,514021041705037615639571/335675805159171648826,493308766842250606736793/671351610318343297652,I0,I2,SW,false,pair:I0:I2:SW
1526,549746088621109788860897/358600624412224022878,527744611831821372421827/717201248824448045756,I0,O0,E,false,pair:I0:O0:E
1527,3899032828926191569027/2530860795523674714,18552351551701444422797/25308607955236747140,I1,I3,NE,false,pair:I1:I3:NE
1528,54110191867523070544067/34852735602848856538,50542020429828033368489/69705471205697713076,I0,I2,W,false,pair:I0:I2:W
1530,580589551713952334690891/378148128057243979722,186000333675253445208683/252098752038162653148,I0,I2,W,false,pair:I0:I2:W
1532,214473051577545172868029/139143124427891166502,204204962513045213359063/278286248855782333004,I3,O0,N,false,pair:I3:O0:N
1533,12241142795117322548687/7935933023117118786,3883642690215255435119/5290622015411412524,I1,I3,N,false,pair:I1:I3:N
1535,227040805822041903793929/146008213721576008718,212540458488457445987131/292016427443152017436,I0,I3,NE,false,pair:I0:I3:NE
1536,1582769005170542658301243/1025069336276176680938,1508543021151621661681169/2050138672552353361876,I0,I1,SE,false,pair:I0:I1:SE
1541,1426271477805748031803523/919332111308030747226,1354428946628059510907113/1838664222616061494452,I0,I3,E,false,pair:I0:I3:E
1543,2383548026206714956066135/1536778996170339981106,2269416829199817192191461/3073557992340679962212,I1,I3,W,false,pair:I1:I3:W
1544,154699626849784089245079/97755530181639327410,140030324893515795191461/195511060363278654820,I2,I3,S,false,pair:I2:I3:S
1545,2685079810831507217219153/1730068982181949222526,2560636498240887614638611/3460137964363898445052,I1,O0,NE,false,pair:I1:O0:NE
1546,273394730203726910128953/177148731583964195246,264596701696056061246923/354297463167928390492,I0,I3,SE,false,pair:I0:I3:SE
1552,2637827668133231246005197/1695844650826852232966,2524451083949071188780551/3391689301653704465932,I1,I3,W,false,pair:I1:I3:W
1554,1612604707298028533507497/1034137412443405492942,1540298097916251121247003/2068274824886810985884,I1,I2,N,false,pair:I1:I2:N
1559,2617743538535913425068405/1672831410225150505142,2497200160611632678276095/3345662820450301010284,I0,I2,S,false,pair:I0:I2:S
1560,734647732708710164757669/469264872560235745366,700573325477116522115983/938529745120471490732,I3,O0,N,false,pair:I3:O0:N
1562,1414877856868275205981951/900393196364318064866,1338825015374925204029405/1800786392728636129732,I1,I3,NW,false,pair:I1:I3:NW
1564,2833246087237943037911033/1808258996762029049902,2707635070672426516130827/3616517993524058099804,I2,O0,W,false,pair:I2:O0:W
1566,553059732982399272426913/349052166249994070494,514854019469009826341379/698104332499988140988,I0,I2,S,false,pair:I0:I2:S
1569,68745631295381025173987/43709864878291217306,65644831928087860662537/87419729756582434612,I0,I3,SW,false,pair:I0:I3:SW
1570,565186778605501781180259/359563596972188467354,541471803548892116806025/719127193944376934708,I2,I3,NW,false,pair:I2:I3:NW
1573,1596026960345613050478475/1010941788237572287818,1515471823006060542736129/2021883576475144575636,I2,I3,NW,false,pair:I2:I3:NW
1576,2365612829157433558566107/1496592968307191520426,2249677649686016171278577/2993185936614383040852,I1,O0,N,false,pair:I1:O0:N
1581,863993394562738406826287/541951960320257294978,809580400860654988870765/1083903920640514589956,I2,I3,SW,false,pair:I2:I3:SW
1584,680609273491722678086467/428445367652318938330,129300789199170912043477/171378147060927575332,I0,I2,E,false,pair:I0:I2:E
1586,2131015015170523229012001/1347229632315112797406,2057912541326423810709891/2694459264630225594812,I1,I3,NE,false,pair:I1:I3:NE
1587,3823923900646361762129675/2413355952049012592202,3678431758262050452987265/4826711904098025184404,I3,O0,W,false,pair:I3:O0:W
1589,5697247598096195969094443/3579396085198429362698,5437289970123792929785313/7158792170396858725396,I2,I3,S,false,pair:I2:I3:S
1591,379606486039394053300761/237994767268623853550,362034648688969559692907/475989534537247707100,I0,O0,SE,false,pair:I0:O0:SE
1593,179566335321978782515187/112326865359730254202,1534361288937539123590913/2021883576475144575636,I0,O0,SE,false,pair:I0:O0:SE
1596,573884534444541645653783/359000037780008098738,546792009721762348448549/718000075560016197476,I1,I2,N,false,pair:I1:I2:N
1599,2832670931023447095959919/1775237852229177100802,2722214141236090955648301/3550475704458354201604,I1,I2,N,false,pair:I1:I2:N
1600,13921421490182149323975329/8700881232012575191006,13294686942246573914286339/17401762464025150382012,I0,I1,N,false,pair:I0:I1:N
1602,7064657100059955191687575/4424854901883685693106,6798689625769480734405285/8849709803767371386212,I1,I2,NW,false,pair:I1:I2:NW
1607,2613829286824284619885815/1627972668396601043954,2495321118898110702561477/3255945336793202087908,I1,I2,W,false,pair:I1:I2:W
1610,14439336829028616357703373/8938664472233784416518,13650149751135657136232199/17877328944467568833036,I1,O0,S,false,pair:I1:O0:S
1614,4275964445912724107736407/2651276722067644352306,12249593786718893373778351/15907660332405866113836,I0,I1,N,false,pair:I0:I1:N
1618,41351218851623784076753777/25517461942674335168574,39330975256731714141816179/51034923885348670337148,I3,O0,NW,false,pair:I3:O0:NW
1620,40167568767790580801374675/24768972471860400957882,12739500763467014213971187/16512648314573600638588,I1,I3,SW,false,pair:I1:I3:SW
1628,173477129303538558489121/104192584261426532574,158086458455319719448451/208385168522853065148,I1,I2,NE,false,pair:I1:I2:NE
1631,4197133970634639823247355/2572935592979308313194,4033600689299385916276305/5145871185958616626388,I1,I2,NE,false,pair:I1:I2:NE
1633,2450584417334116962747773/1471177552975782441382,2245214196685899811774743/2942355105951564882764,I1,I2,NE,false,pair:I1:I2:NE
1635,17028668914754246426339385/10352566227238734626734,16134209508749608056671435/20705132454477469253468,I0,I3,SE,false,pair:I0:I3:SE
1637,40391534884282712945103097/24655421426663568803374,38683203790086691461783307/49310842853327137606748,I2,O0,S,false,pair:I2:O0:S
1638,3733126127697766557927633/2299762328970329024894,3659278278973587035797907/4599524657940658049788,I1,O0,E,false,pair:I1:O0:E
1641,30767210268309796335169537/18750761826797201699102,29425209392163265049838883/37501523653594403398204,I2,I3,W,false,pair:I2:I3:W
1643,23602999001744153652113677/14363679054746335550598,22548801032889147796678087/28727358109492671101196,I2,O0,S,false,pair:I2:O0:S
1644,29467011662219796442856885/17967146645969033379894,9429510945922134084078997/11978097763979355586596,I2,I3,W,false,pair:I2:I3:W
1645,9048876653295994241442041/5523410577307120690734,8716976841552548114943755/11046821154614241381468,I1,I3,NE,false,pair:I1:I3:NE
1646,6534776292289535690909521/4003194004572191456382,6351886070141873506755859/8006388009144382912764,I0,I1,NE,false,pair:I0:I1:NE
1648,2351247550841259889886057/1423861591538576351054,15661113316100816632245885/19934062281540068914756,I0,I1,N,false,pair:I0:I1:N
1658,11623324223427340304601683/6976592808502384863418,33162192342962125854134539/41859556851014309180508,I0,O0,NE,false,pair:I0:O0:NE
1659,2104161972500461220405237/1261079154264634229686,285708263634817664442057/360308329789895494196,I0,I3,SW,false,pair:I0:I3:SW
1665,41927585546975627590552081/25082500292922686754558,39998348769132374746572115/50165000585845373509116,I1,I2,S,false,pair:I1:I2:S
1667,59093910748143758500637181/35374242664839920007334,56510540844959490028773015/70748485329679840014668,I1,I2,S,false,pair:I1:I2:S
1669,48148058000441027113477137/28808143294079100967678,46161602057927212103283539/57616286588158201935356,I1,O0,N,false,pair:I1:O0:N
1670,3239192097219780946013119/1936781824604246757218,9313361140179278150341207/11620690947625480543308,I0,O0,E,false,pair:I0:O0:E
1672,34998538496391235701919431/20847928691333919306322,33389756848690114418997301/41695857382667838612644,I3,O0,N,false,pair:I3:O0:N
1674,59396142203047415794313725/35374242664839920007334,56737214436137232999030423/70748485329679840014668,I2,I3,N,false,pair:I2:I3:N
1678,31613475800084428279213481/18777913044486937055950,30135435555107242238049051/37555826088973874111900,I2,I3,NE,false,pair:I2:I3:NE
1683,29841483622945636046250131/17695635067116044457018,28458300241677548164735769/35391270134232088914036,I3,O0,N,false,pair:I3:O0:N
1684,17198502763097071826337045/10168849780660096929142,16296427822455531595363039/20337699561320193858284,I0,I2,S,false,pair:I0:I2:S
1686,875522542097890527903681/519012430277459102110,358806005247575828555087/444867797380679230380,I3,O0,N,false,pair:I3:O0:N
1691,28983534860732856179417281/17084688636481546692510,27610581883292396833156963/34169377272963093385020,I3,O0,NW,false,pair:I3:O0:NW
1692,48441125205784750239448043/28569736228917671108746,46230961604030492508264481/57139472457835342217492,I0,I1,W,false,pair:I0:I1:W
1695,7768434662479077486203471/4572388507089593328706,7423329132697298397879245/9144777014179186657412,I0,I3,S,false,pair:I0:I3:S
1699,17359063223514639763602709/10168849780660096929142,16428654083975881661346527/20337699561320193858284,I2,I3,N,false,pair:I2:I3:N
1701,3126154832801919121955501/1834119400436478942534,271026965118011749153109/333476254624814353188,I0,O0,W,false,pair:I0:O0:W
1703,18619661021049446947108453/10922236925603493385430,53450305439047615576967789/65533421553620960312580,I1,O0,SE,false,pair:I1:O0:SE
1707,342126387707992984851173/199591838749785942998,19875079711055001450649811/24350204327473885045756,I1,I2,SW,false,pair:I1:I2:SW
1710,30360943936061297019756691/17695635067116044457018,28949426355895991266960153/35391270134232088914036,I0,I3,E,false,pair:I0:I3:E
1716,166160955482064189653727871/96585838941602305493474,158422591523598410414344797/193171677883204610986948,I1,I3,W,false,pair:I1:I3:W
1719,42943568605745360685303129/24862408550967097788782,121990223569024624732338305/149174451305802586732692,I0,I3,NE,false,pair:I0:I3:NE
1721,176384930930777219441667319/102082058055214310140914,23920577730645180836013523/29166302301489802897404,I0,I2,SW,false,pair:I0:I2:SW
1722,121118686338616428171574201/70197590589069048957102,115420113137528879721936715/140395181178138097914204,I1,I3,SW,false,pair:I1:I3:SW
1727,204851246693958755073090803/118584452230303317620602,196063885297786825271057465/237168904460606635241204,I1,I3,W,false,pair:I1:I3:W
1729,266562865063096436285494931/153542591601075396208698,253300896090593603038233881/307085183202150792417396,I0,I2,W,false,pair:I0:I2:W
1731,188663463670733530080782923/108707139539833328955338,179669645262128743885197121/217414279079666657910676,I0,I1,NW,false,pair:I0:I1:NW
1739,302015463629914191662929339/173264721481206390355690,287735663133249736775790481/346529442962412780711380,I0,I1,N,false,pair:I0:I1:N
1743,25569349846429327757850961/14624219181848763308158,72988213075924838996562233/87745315091092579848948,I0,I1,N,false,pair:I0:I1:N
1744,3255995945067568283627907/1863027781213246750810,40395092800379865787241173/48438722311544415521060,I0,I3,SW,false,pair:I0:I3:SW
1746,67865102385316028036678155/38861702747507746076746,195301261792278599608707971/233170216485046476460476,I0,O0,NE,false,pair:I0:O0:NE
1749,2827102501551746135851087/1611649341758389504066,18829906717155941076748443/22563090784617453056924,I2,O0,SW,false,pair:I2:O0:SW
1753,179047728301518549238023043/101943608028757321325658,170025283550122667938552297/203887216057514642651316,I0,O0,NE,false,pair:I0:O0:NE
1758,8526035748156408996167867/4843872231154441552106,40697324255283523080917717/48438722311544415521060,I2,I3,NW,false,pair:I2:I3:NW
1762,315336826836158769171909349/178135929969446894369750,42680758732218867884328313/50895979991270541248500,I0,I2,N,false,pair:I0:I2:N
1763,323962223639465883492086131/183230440713076527918714,44044016653233633054175295/52351554489450436548204,I1,O0,S,false,pair:I1:O0:S
1764,224182966857040293423211051/126238276922158517672970,42269575811427373514074669/50495310768863407069188,I2,I3,N,false,pair:I2:I3:N
1770,20583007229678843893568621/11602015358126465753542,19616968172647249117715431/23204030716252931507084,I0,O0,SW,false,pair:I0:O0:SW
1772,83128791748488082450673707/46869230726181538824202,872836864465610147155975595/1031123075975993854132444,I0,I2,NW,false,pair:I0:I2:NW
1775,968900710515301155825862781/545913041989256111639462,924613651521123797207960087/1091826083978512223278924,I0,O0,S,false,pair:I0:O0:S
1777,885813963193818749002864055/498600973767345519145586,844985690377739192342289157/997201947534691038291172,I1,I2,S,false,pair:I1:I2:S
1778,1232658297383977530012314551/692693037791623738639986,390368700480538041301398615/461795358527749159093324,I1,I3,NE,false,pair:I1:I3:NE
1783,82339604462312929110131113/45883483142138663299790,77353791118167015805335323/91766966284277326599580,I3,O0,E,false,pair:I3:O0:E
1785,974340876703566987112040573/545913041989256111639462,929449354799582313906784791/1091826083978512223278924,I0,O0,S,false,pair:I0:O0:S
1787,1708425731535212868412062781/956566035629506303171622,1629152620095332412130090327/1913132071259012606343244,I0,I1,W,false,pair:I0:I1:W
1788,111385637749638130921177933/62139235910388056752134,35105112140173925742824493/41426157273592037834756,I3,O0,NE,false,pair:I3:O0:NE
1791,498472554807956984854124107/278086404379938167232458,472144896428474522425725761/556172808759876334464916,I2,I3,E,false,pair:I2:I3:E
1795,1875405539183274282490168451/1047398944261610321492570,358185591634872469700801173/418959577704644128597028,I3,O0,N,false,pair:I3:O0:N
1799,514561167230678958155805421/286888272406989897118918,493759367726710159955330919/573776544813979794237836,I2,I3,NE,false,pair:I2:I3:NE
1801,112594384994647416224336505/62541944415016890647342,107276394637828430295743371/125083888830033781294684,I0,I2,E,false,pair:I0:I2:E
1805,503610489541319158846625355/278086404379938167232458,476376136797125724537197377/556172808759876334464916,I0,I3,E,false,pair:I0:I3:E
1810,19742794848726055850697769/10948882654826825545166,19021526916488604828413595/21897765309653651090332,I1,I3,S,false,pair:I1:I3:S
1822,263543243475821800332653915/143765614606623076764586,749608664041102792946263891/862593687639738460587516,I2,O0,S,false,pair:I2:O0:S
1823,150063864699590570425619379/82155999608553345921530,143560472084766835618594937/164311999217106691843060,I0,I3,W,false,pair:I0:I3:W
1827,697951610360709785200421067/380255335927310212186826,665509256698430902720223937/760510671854620424373652,I1,I2,N,false,pair:I1:I2:N
1832,766714675809805298241329191/416153010349919883946898,729619762397175290846814293/832306020699839767893796,I1,O0,E,false,pair:I1:O0:E
1834,2608772408399549347340393173/1415570158307922743282166,2487094635948267867871626271/2831140316615845486564332,I0,I1,S,false,pair:I0:I1:S
1835,214721145567019228099757289/116676264686353277815886,205872511721349964089829595/233352529372706555631772,I1,O0,SE,false,pair:I1:O0:SE
1837,2215872785473159399377097547/1201718582009272713723338,2118591793845407027572861505/2403437164018545427446676,I1,I2,NW,false,pair:I1:I2:NW
1838,5028230965849447236148786807/2722739925718513562470642,4797553782113735446899643717/5445479851437027124941284,I0,I2,S,false,pair:I0:I2:S
1842,945745480921954117981149879/511641927785232118728818,903438986253211194058836485/1023283855570464237457636,I2,I3,S,false,pair:I2:I3:S
1844,195966416432310181841333867/105621631287957632256906,185472852881496064808140705/211243262575915264513812,I2,I3,S,false,pair:I2:I3:S
1849,923460111442370710183204225/495935965286662169466398,875435658387879470581966243/991871930573324338932796,I0,I2,NE,false,pair:I0:I2:NE
1851,3763325670569978988067927981/2021532462156344530436934,325895230145970830069759573/367551356755699005533988,I1,O0,S,false,pair:I1:O0:S
1854,691048459516145134107783727/375545828242764678987906,226362169230811488890406863/250363885495176452658604,I2,I3,SW,false,pair:I2:I3:SW
1856,560140392254980768586109247/300045606106873682736226,2666188011551922362918502673/3000456061068736827362260,I2,O0,NW,false,pair:I2:O0:NW
1858,652674576573734126764759625/349582280732033133047182,621672908330664267516491003/699164561464066266094364,I3,O0,NE,false,pair:I3:O0:NE
1860,2579494862464507315184175449/1377224122358837234172270,488802755875791222891186799/550889648943534893668908,I2,O0,NW,false,pair:I2:O0:NW
1863,1802076867761663435423055413/963611101497475431288630,573515586587826158286880277/642407400998316954192420,I1,I2,SE,false,pair:I1:I2:SE
1865,1295730330429371558196319867/688508799349436153318762,1219455612626519760123955665/1377017598698872306637524,I1,I2,SE,false,pair:I1:I2:SE
1867,4267090796474852411869141567/2275456560198134359409250,4078147720289817949409485213/4550913120396268718818500,I0,I3,N,false,pair:I0:I3:N
1869,596579292820607248867851875/317191309345129906201242,243261334662428766380081869/271878265152968491029636,I0,I1,E,false,pair:I0:I1:E
1870,92484443435849121488149523/49161673447646696672570,615656169429676461835052847/688263428267053753415980,I3,O0,N,false,pair:I3:O0:N
1875,6091166868340249194803605009/3230650865938295667918590,5772350990585005439951360339/6461301731876591335837180,I0,I3,N,false,pair:I0:I3:N
1876,95587293518767604191824255/50683659773646041746402,2082883806423462430107343195/2331448349587717920334492,I0,I1,E,false,pair:I0:I1:E
1877,9619067136061435219565693069/5109963241472716064152966,9156009030729853677864262727/10219926482945432128305932,I3,O0,N,false,pair:I3:O0:N
1878,881975066930296506190522015/469828093883605099058594,845914510036212059478225597/939656187767210198117188,I0,I3,N,false,pair:I0:I3:N
1881,357289561780413645521576575/190199036001420561742306,1031117106747435820424742679/1141194216008523370453836,I2,I3,W,false,pair:I2:I3:W
1885,10146931403965077363291832165/5358760121122697332531926,3215602161226083386907636037/3572506747415131555021284,I1,O0,NW,false,pair:I1:O0:NW
1887,252847983490410293543799805/133864368165905038718118,726986247541334300158201285/803186208995430232308708,I1,I2,SW,false,pair:I1:I2:SW
1890,652831270239209681703224453/344131714133526876707990,620491872708134978533877551/688263428267053753415980,I0,I3,S,false,pair:I0:I3:S
1893,46993509177653020132142401/24415942099101795884702,388918841888574132930284539/439486957783832325924636,I1,I2,SE,false,pair:I1:I2:SE
1896,13030180553593964803521502289/6845057832216705210069630,12397354077476263012697662483/13690115664433410420139260,I3,O0,NE,false,pair:I3:O0:NE
1897,9071336141649358688432236891/4756646571397423837602730,8606720480466976313923468913/9513293142794847675205460,I0,I3,SE,false,pair:I0:I3:SE
1902,1656192820741024689985921367/869794881675966525189938,1584367233114780790962098661/1739589763351933050379876,I2,O0,N,false,pair:I2:O0:N
1905,9897602987983927777282783703/5178533617110644385746482,9430567170451507556022070117/10357067234221288771492964,I1,I2,NE,false,pair:I1:I2:NE
1906,5937843960698907731732037533/3106727896725899019444582,16973923709353228148127259237/18640367380355394116667492,I0,O0,E,false,pair:I0:O0:E
1914,4720252387580680233760741479/2452665858904054020518674,4487633932565408729338407189/4905331717808108041037348,I2,O0,E,false,pair:I2:O0:E
1919,5650598009717950161260440079/2924518180851030204247234,5360378273510939323324209933/5849036361702060408494468,I0,I1,N,false,pair:I0:I1:N
1922,8298212557805476586210284437/4290997027977544184148086,7888261629244770435264071263/8581994055955088368296172,I1,I2,W,false,pair:I1:I2:W
1923,583777781297661876856538583/301915534654555074623026,556468772763547853138366309/603831069309110149246052,I0,I3,W,false,pair:I0:I3:W
1928,1245347899324111902201510225/644128333765192776718462,1190651158340761110142311187/1288256667530385553436924,I0,I3,W,false,pair:I0:I3:W
1930,11785291937243681607621453463/6043257253781659256327346,11099526651641274475177937317/12086514507563318512654692,I1,O0,NW,false,pair:I1:O0:NW
1933,8678997648373457289168873163/4470126096806993489987274,2770545950047117468268431083/2980084064537995659991516,I2,O0,NW,false,pair:I2:O0:NW
1934,18460280652979922316590060045/9499312759007146364172934,17639085094172735952609716423/18998625518014292728345868,I0,I2,W,false,pair:I0:I2:W
1935,1102285356233007738252313719/559060565393159384198386,1015809393890031142999129925/1118121130786318768396772,I2,O0,NW,false,pair:I2:O0:NW
1940,3926555811044311513992399439/2010851825611940553323586,3729174705746866108543615949/4021703651223881106647172,I1,I2,N,false,pair:I1:I2:N
1941,32736652577996307675293016933/16735529499259044917566166,30996493137417748466004950991/33471058998518089835132332,I2,I3,N,false,pair:I2:I3:N
1945,4240058619175671105919310005/2161302159506563179571766,4010786220382667371691088319/4322604319013126359143532,I3,O0,S,false,pair:I3:O0:S
1947,22697476509385992791585860417/11628385195399180773253790,21771984834484630400269082339/23256770390798361546507580,I0,I1,W,false,pair:I0:I1:W
1949,12537190711822725980140981507/6401515391440557868005722,11926936280320604347465082473/12803030782881115736011444,I0,I1,W,false,pair:I0:I1:W
1952,3945898624158145580787698255/2010851825611940553323586,3743681815582241658640090061/4021703651223881106647172,I1,O0,N,false,pair:I1:O0:N
1958,27540259258169037543136210595/14002549956518608188819994,26253148637953017416218255177/28005099913037216377639988,I2,O0,W,false,pair:I2:O0:W
1961,8157435378977072673175192635/4135327151794861517433322,7746309120490299976646527761/8270654303589723034866644,I0,I2,N,false,pair:I0:I2:N
1962,6390483889667265299762409523/3248997591616641681099002,6114698049794497229334210041/6497995183233283362198004,I3,O0,E,false,pair:I3:O0:E
1964,17926774281341185523472299625/9102236543552603003738446,17100676344364845226153373019/18204473087105206007476892,I3,O0,E,false,pair:I3:O0:E
1966,22871561827410499392743549761/11628385195399180773253790,21926727339395302934631472867/23256770390798361546507580,I0,I1,W,false,pair:I0:I1:W
1973,20513958014954004288365153327/10369636537349922718485634,19584252675612186170615113069/20739273074699845436971268,I2,O0,SE,false,pair:I2:O0:SE
1974,2621129964136379309159097301/1320482178678690195789814,2488124292611259974844841759/2640964357357380391579628,I1,I2,S,false,pair:I1:I2:S
1975,390794003990358478440462919/196456054082345019050834,369938917542478613839866549/392912108164690038101668,I0,I1,NW,false,pair:I0:I1:NW
1985,22227788731333004757478170943/11133273092518960467842146,730496886967769230178478209/767811937415100721920148,I1,O0,S,false,pair:I1:O0:S
1988,33040567125019649842086296023/16496478970676919129476658,31344635168203004155804707685/32992957941353838258953316,I0,I2,NW,false,pair:I0:I2:NW
1990,79518717678166343165794750553/39753249361475280675984238,75894431119091636429698410795/79506498722950561351968476,I0,I1,E,false,pair:I0:I1:E
1993,2039324096579106133950749403/1015410368887723039076522,1941976831348341908359561969/2030820737775446078153044,I2,O0,SE,false,pair:I2:O0:SE
1998,37425935219617135475990294877/18572218719725788620551654,35506660577626198895408267447/37144437439451577241103308,I1,I2,E,false,pair:I1:I2:E
1999,33035278688663566364462458399/16409649622781991823312546,31449509440254365343682699581/32819299245563983646625092,I2,O0,SE,false,pair:I2:O0:SE
2001,3041217406396103232995725357/1525367339216744865391174,2971304554186985015320381223/3050734678433489730782348,I0,I3,W,false,pair:I0:I3:W
2006,26155168924963035549015308985/12957962908388190619085486,74870341422569904008288648417/77747777450329143714512916,I0,O0,SE,false,pair:I0:O0:SE
