class_id	depth	width	labels_flat
328	2	4	0000001230554055
329	2	4	0000001233003345
330	2	4	0000001233003354
331	2	4	0000001233043305
332	2	4	0000001233043350
333	2	4	0000001233053304
334	2	4	0000001233053340
335	2	4	0000001233403305
336	2	4	0000001233403350
337	2	4	0000001233453300
338	2	4	0000001233503304
339	2	4	0000001233503340
340	2	4	0000001233543300
341	2	4	0000001234000500
342	2	4	0000001234005000
343	2	4	0000001234550055
344	2	4	0000001235000400
345	2	4	0000001235004000
346	2	4	0000001235440044
347	2	4	0000001240003500
348	2	4	0000001240005300
349	2	4	0000001240330533
350	2	4	0000001240335033
351	2	4	0000001240550355
352	2	4	0000001240553055
353	2	4	0000001243000500
354	2	4	0000001243005000
355	2	4	0000001243550055
356	2	4	0000001244004435
357	2	4	0000001244004453
358	2	4	0000001244034405
359	2	4	0000001244034450
360	2	4	0000001244054403
361	2	4	0000001244054430
362	2	4	0000001244304405
363	2	4	0000001244304450
364	2	4	0000001244354400
365	2	4	0000001244504403
366	2	4	0000001244504430
367	2	4	0000001244534400
368	2	4	0000001245000300
369	2	4	0000001245003000
370	2	4	0000001245330033
371	2	4	0000001250003400
372	2	4	0000001250004300
373	2	4	0000001250330433
374	2	4	0000001250334033
375	2	4	0000001250440344
376	2	4	0000001250443044
377	2	4	0000001253000400
378	2	4	0000001253004000
379	2	4	0000001253440044
380	2	4	0000001254000300
381	2	4	0000001254003000
382	2	4	0000001254330033
383	2	4	0000001255005534
384	2	4	0000001255005543
385	2	4	0000001255035504
386	2	4	0000001255035540
387	2	4	0000001255045503
388	2	4	0000001255045530
389	2	4	0000001255305504
390	2	4	0000001255305540
391	2	4	0000001255345500
392	2	4	0000001255405503
393	2	4	0000001255405530
394	2	4	0000001255435500
395	2	4	0000001300224522
396	2	4	0000001300225422
397	2	4	0000001300442544
398	2	4	0000001300445244
399	2	4	0000001300552455
400	2	4	0000001300554255
401	2	4	0000001302004500
402	2	4	0000001302005400
403	2	4	0000001302440544
404	2	4	0000001302445044
405	2	4	0000001302550455
406	2	4	0000001302554055
407	2	4	0000001304002500
408	2	4	0000001304005200
409	2	4	0000001304225022
410	2	4	0000001304550255
411	2	4	0000001304552055
412	2	4	0000001305002400
413	2	4	0000001305004200
414	2	4	0000001305224022
415	2	4	0000001305442044
416	2	4	0000001320004500
417	2	4	0000001320005400
418	2	4	0000001320440544
419	2	4	0000001320445044
420	2	4	0000001320550455
421	2	4	0000001320554055
422	2	4	0000001322002245
423	2	4	0000001322002254
424	2	4	0000001322042205
425	2	4	0000001322042250
426	2	4	0000001322052204
