class_id	depth	width	labels_flat
10011	3	8	0000000000000000000000000000000011110035111142001111000011110000
10012	3	8	0000000000000000000000000000000011110233111104331111005511110055
10013	3	8	0000000000000000000000000000000011110233111104331111550011115500
10014	3	8	0000000000000000000000000000000011110233111105331111004411110044
10015	3	8	0000000000000000000000000000000011110233111105331111440011114400
10016	3	8	0000000000000000000000000000000011110233111140331111005511110055
10017	3	8	0000000000000000000000000000000011110233111140331111550011115500
10018	3	8	0000000000000000000000000000000011110233111145331111000011110000
10019	3	8	0000000000000000000000000000000011110233111150331111004411110044
10020	3	8	0000000000000000000000000000000011110233111150331111440011114400
10021	3	8	0000000000000000000000000000000011110233111154331111000011110000
10022	3	8	0000000000000000000000000000000011110234111105001111000011110000
10023	3	8	0000000000000000000000000000000011110234111150001111000011110000
10024	3	8	0000000000000000000000000000000011110235111104001111000011110000
10025	3	8	0000000000000000000000000000000011110235111140001111000011110000
10026	3	8	0000000000000000000000000000000011110243111105001111000011110000
10027	3	8	0000000000000000000000000000000011110243111150001111000011110000
10028	3	8	0000000000000000000000000000000011110244111103441111005511110055
10029	3	8	0000000000000000000000000000000011110244111103441111550011115500
10030	3	8	0000000000000000000000000000000011110244111105441111003311110033
10031	3	8	0000000000000000000000000000000011110244111105441111330011113300
10032	3	8	0000000000000000000000000000000011110244111130441111005511110055
10033	3	8	0000000000000000000000000000000011110244111130441111550011115500
10034	3	8	0000000000000000000000000000000011110244111135441111000011110000
10035	3	8	0000000000000000000000000000000011110244111150441111003311110033
10036	3	8	0000000000000000000000000000000011110244111150441111330011113300
10037	3	8	0000000000000000000000000000000011110244111153441111000011110000
10038	3	8	0000000000000000000000000000000011110245111103001111000011110000
10039	3	8	0000000000000000000000000000000011110245111130001111000011110000
10040	3	8	0000000000000000000000000000000011110253111104001111000011110000
10041	3	8	0000000000000000000000000000000011110253111140001111000011110000
10042	3	8	0000000000000000000000000000000011110254111103001111000011110000
10043	3	8	0000000000000000000000000000000011110254111130001111000011110000
10044	3	8	0000000000000000000000000000000011110255111103551111004411110044
10045	3	8	0000000000000000000000000000000011110255111103551111440011114400
10046	3	8	0000000000000000000000000000000011110255111104551111003311110033
10047	3	8	0000000000000000000000000000000011110255111104551111330011113300
10048	3	8	0000000000000000000000000000000011110255111130551111004411110044
10049	3	8	0000000000000000000000000000000011110255111130551111440011114400
10050	3	8	0000000000000000000000000000000011110255111134551111000011110000
10051	3	8	0000000000000000000000000000000011110255111140551111003311110033
10052	3	8	0000000000000000000000000000000011110255111140551111330011113300
10053	3	8	0000000000000000000000000000000011110255111143551111000011110000
10054	3	8	0000000000000000000000000000000011110322111104221111005511110055
10055	3	8	0000000000000000000000000000000011110322111104221111550011115500
10056	3	8	0000000000000000000000000000000011110322111105221111004411110044
10057	3	8	0000000000000000000000000000000011110322111105221111440011114400
10058	3	8	0000000000000000000000000000000011110322111140221111005511110055
10059	3	8	0000000000000000000000000000000011110322111140221111550011115500
10060	3	8	0000000000000000000000000000000011110322111145221111000011110000
10061	3	8	0000000000000000000000000000000011110322111150221111004411110044
10062	3	8	0000000000000000000000000000000011110322111150221111440011114400
10063	3	8	0000000000000000000000000000000011110322111154221111000011110000
10064	3	8	0000000000000000000000000000000011110324111105001111000011110000
10065	3	8	0000000000000000000000000000000011110324111150001111000011110000
10066	3	8	0000000000000000000000000000000011110325111104001111000011110000
10067	3	8	0000000000000000000000000000000011110325111140001111000011110000
10068	3	8	0000000000000000000000000000000011110342111105001111000011110000
10069	3	8	0000000000000000000000000000000011110342111150001111000011110000
10070	3	8	0000000000000000000000000000000011110344111102441111005511110055
10071	3	8	0000000000000000000000000000000011110344111102441111550011115500
10072	3	8	0000000000000000000000000000000011110344111105441111002211110022
10073	3	8	0000000000000000000000000000000011110344111105441111220011112200
10074	3	8	0000000000000000000000000000000011110344111120441111005511110055
10075	3	8	0000000000000000000000000000000011110344111120441111550011115500
10076	3	8	0000000000000000000000000000000011110344111125441111000011110000
10077	3	8	0000000000000000000000000000000011110344111150441111002211110022
10078	3	8	0000000000000000000000000000000011110344111150441111220011112200
10079	3	8	0000000000000000000000000000000011110344111152441111000011110000
10080	3	8	0000000000000000000000000000000011110345111102001111000011110000
10081	3	8	0000000000000000000000000000000011110345111120001111000011110000
10082	3	8	0000000000000000000000000000000011110352111104001111000011110000
10083	3	8	0000000000000000000000000000000011110352111140001111000011110000
10084	3	8	0000000000000000000000000000000011110354111102001111000011110000
10085	3	8	0000000000000000000000000000000011110354111120001111000011110000
10086	3	8	0000000000000000000000000000000011110355111102551111004411110044
10087	3	8	0000000000000000000000000000000011110355111102551111440011114400
10088	3	8	0000000000000000000000000000000011110355111104551111002211110022
10089	3	8	0000000000000000000000000000000011110355111104551111220011112200
10090	3	8	0000000000000000000000000000000011110355111120551111004411110044
10091	3	8	0000000000000000000000000000000011110355111120551111440011114400
10092	3	8	0000000000000000000000000000000011110355111124551111000011110000
10093	3	8	0000000000000000000000000000000011110355111140551111002211110022
10094	3	8	0000000000000000000000000000000011110355111140551111220011112200
10095	3	8	0000000000000000000000000000000011110355111142551111000011110000
10096	3	8	0000000000000000000000000000000011112034111105001111000011110000
10097	3	8	0000000000000000000000000000000011112034111150001111000011110000
10098	3	8	0000000000000000000000000000000011112035111104001111000011110000
10099	3	8	0000000000000000000000000000000011112035111140001111000011110000
10100	3	8	0000000000000000000000000000000011112043111105001111000011110000
10101	3	8	0000000000000000000000000000000011112043111150001111000011110000
10102	3	8	0000000000000000000000000000000011112045111103001111000011110000
10103	3	8	0000000000000000000000000000000011112045111130001111000011110000
10104	3	8	0000000000000000000000000000000011112053111104001111000011110000
10105	3	8	0000000000000000000000000000000011112053111140001111000011110000
10106	3	8	0000000000000000000000000000000011112054111103001111000011110000
10107	3	8	0000000000000000000000000000000011112054111130001111000011110000
10108	3	8	0000000000000000000000000000000011112233111122331111000011110045
10109	3	8	0000000000000000000000000000000011112233111122331111000011110054
10110	3	8	0000000000000000000000000000000011112233111122331111000011114500
10111	3	8	0000000000000000000000000000000011112233111122331111000011115400
10112	3	8	0000000000000000000000000000000011112233111122331111000411110005
10113	3	8	0000000000000000000000000000000011112233111122331111000411110050
10114	3	8	0000000000000000000000000000000011112233111122331111000511110004
10115	3	8	0000000000000000000000000000000011112233111122331111000511110040
10116	3	8	0000000000000000000000000000000011112233111122331111004011110005
10117	3	8	0000000000000000000000000000000011112233111122331111004011110050
10118	3	8	0000000000000000000000000000000011112233111122331111004511110000
10119	3	8	0000000000000000000000000000000011112233111122331111005011110004
10120	3	8	0000000000000000000000000000000011112233111122331111005011110040
10121	3	8	0000000000000000000000000000000011112233111122331111005411110000
10122	3	8	0000000000000000000000000000000011112233111122331111040011110500
10123	3	8	0000000000000000000000000000000011112233111122331111040011115000
10124	3	8	0000000000000000000000000000000011112233111122331111050011110400
10125	3	8	0000000000000000000000000000000011112233111122331111050011114000
10126	3	8	0000000000000000000000000000000011112233111122331111400011110500
10127	3	8	0000000000000000000000000000000011112233111122331111400011115000
10128	3	8	0000000000000000000000000000000011112233111122331111450011110000
10129	3	8	0000000000000000000000000000000011112233111122331111500011110400
10130	3	8	0000000000000000000000000000000011112233111122331111500011114000
10131	3	8	0000000000000000000000000000000011112233111122331111540011110000
10132	3	8	0000000000000000000000000000000011112234111122001111005511110055
10133	3	8	0000000000000000000000000000000011112234111122001111550011115500
10134	3	8	0000000000000000000000000000000011112234111122051111000011110000
10135	3	8	0000000000000000000000000000000011112234111122501111000011110000
10136	3	8	0000000000000000000000000000000011112235111122001111004411110044
10137	3	8	0000000000000000000000000000000011112235111122001111440011114400
10138	3	8	0000000000000000000000000000000011112235111122041111000011110000
10139	3	8	0000000000000000000000000000000011112235111122401111000011110000
10140	3	8	0000000000000000000000000000000011112243111122001111005511110055
10141	3	8	0000000000000000000000000000000011112243111122001111550011115500
10142	3	8	0000000000000000000000000000000011112243111122051111000011110000
10143	3	8	0000000000000000000000000000000011112243111122501111000011110000
10144	3	8	0000000000000000000000000000000011112244111122441111000011110035
10145	3	8	0000000000000000000000000000000011112244111122441111000011110053
10146	3	8	0000000000000000000000000000000011112244111122441111000011113500
10147	3	8	0000000000000000000000000000000011112244111122441111000011115300
10148	3	8	0000000000000000000000000000000011112244111122441111000311110005
10149	3	8	0000000000000000000000000000000011112244111122441111000311110050
10150	3	8	0000000000000000000000000000000011112244111122441111000511110003
10151	3	8	0000000000000000000000000000000011112244111122441111000511110030
10152	3	8	0000000000000000000000000000000011112244111122441111003011110005
10153	3	8	0000000000000000000000000000000011112244111122441111003011110050
10154	3	8	0000000000000000000000000000000011112244111122441111003511110000
10155	3	8	0000000000000000000000000000000011112244111122441111005011110003
10156	3	8	0000000000000000000000000000000011112244111122441111005011110030
10157	3	8	0000000000000000000000000000000011112244111122441111005311110000
10158	3	8	0000000000000000000000000000000011112244111122441111030011110500
10159	3	8	0000000000000000000000000000000011112244111122441111030011115000
10160	3	8	0000000000000000000000000000000011112244111122441111050011110300
10161	3	8	0000000000000000000000000000000011112244111122441111050011113000
10162	3	8	0000000000000000000000000000000011112244111122441111300011110500
10163	3	8	0000000000000000000000000000000011112244111122441111300011115000
10164	3	8	0000000000000000000000000000000011112244111122441111350011110000
10165	3	8	0000000000000000000000000000000011112244111122441111500011110300
10166	3	8	0000000000000000000000000000000011112244111122441111500011113000
10167	3	8	0000000000000000000000000000000011112244111122441111530011110000
10168	3	8	0000000000000000000000000000000011112245111122001111003311110033
10169	3	8	0000000000000000000000000000000011112245111122001111330011113300
10170	3	8	0000000000000000000000000000000011112245111122031111000011110000
10171	3	8	0000000000000000000000000000000011112245111122301111000011110000
10172	3	8	0000000000000000000000000000000011112253111122001111004411110044
10173	3	8	0000000000000000000000000000000011112253111122001111440011114400
10174	3	8	0000000000000000000000000000000011112253111122041111000011110000
10175	3	8	0000000000000000000000000000000011112253111122401111000011110000
10176	3	8	0000000000000000000000000000000011112254111122001111003311110033
10177	3	8	0000000000000000000000000000000011112254111122001111330011113300
10178	3	8	0000000000000000000000000000000011112254111122031111000011110000
10179	3	8	0000000000000000000000000000000011112254111122301111000011110000
10180	3	8	0000000000000000000000000000000011112255111122551111000011110034
10181	3	8	0000000000000000000000000000000011112255111122551111000011110043
10182	3	8	0000000000000000000000000000000011112255111122551111000011113400
10183	3	8	0000000000000000000000000000000011112255111122551111000011114300
10184	3	8	0000000000000000000000000000000011112255111122551111000311110004
10185	3	8	0000000000000000000000000000000011112255111122551111000311110040
10186	3	8	0000000000000000000000000000000011112255111122551111000411110003
10187	3	8	0000000000000000000000000000000011112255111122551111000411110030
10188	3	8	0000000000000000000000000000000011112255111122551111003011110004
10189	3	8	0000000000000000000000000000000011112255111122551111003011110040
10190	3	8	0000000000000000000000000000000011112255111122551111003411110000
10191	3	8	0000000000000000000000000000000011112255111122551111004011110003
10192	3	8	0000000000000000000000000000000011112255111122551111004011110030
10193	3	8	0000000000000000000000000000000011112255111122551111004311110000
10194	3	8	0000000000000000000000000000000011112255111122551111030011110400
10195	3	8	0000000000000000000000000000000011112255111122551111030011114000
10196	3	8	0000000000000000000000000000000011112255111122551111040011110300
10197	3	8	0000000000000000000000000000000011112255111122551111040011113000
10198	3	8	0000000000000000000000000000000011112255111122551111300011110400
10199	3	8	0000000000000000000000000000000011112255111122551111300011114000
10200	3	8	0000000000000000000000000000000011112255111122551111340011110000
10201	3	8	0000000000000000000000000000000011112255111122551111400011110300
10202	3	8	0000000000000000000000000000000011112255111122551111400011113000
10203	3	8	0000000000000000000000000000000011112255111122551111430011110000
10204	3	8	0000000000000000000000000000000011112344111100441111005511110055
10205	3	8	0000000000000000000000000000000011112344111100441111550011115500
10206	3	8	0000000000000000000000000000000011112344111105441111000011110000
10207	3	8	0000000000000000000000000000000011112344111150441111000011110000
10208	3	8	0000000000000000000000000000000011112345111100001111000011110000
10209	3	8	0000000000000000000000000000000011112354111100001111000011110000
10210	3	8	0000000000000000000000000000000011112355111100551111004411110044
10211	3	8	0000000000000000000000000000000011112355111100551111440011114400
10212	3	8	0000000000000000000000000000000011112355111104551111000011110000
10213	3	8	0000000000000000000000000000000011112355111140551111000011110000
10214	3	8	0000000000000000000000000000000011112433111100331111005511110055
10215	3	8	0000000000000000000000000000000011112433111100331111550011115500
10216	3	8	0000000000000000000000000000000011112433111105331111000011110000
10217	3	8	0000000000000000000000000000000011112433111150331111000011110000
10218	3	8	0000000000000000000000000000000011112435111100001111000011110000
10219	3	8	0000000000000000000000000000000011112453111100001111000011110000
10220	3	8	0000000000000000000000000000000011112455111100551111003311110033
10221	3	8	0000000000000000000000000000000011112455111100551111330011113300
10222	3	8	0000000000000000000000000000000011112455111103551111000011110000
10223	3	8	0000000000000000000000000000000011112455111130551111000011110000
10224	3	8	0000000000000000000000000000000011112533111100331111004411110044
10225	3	8	0000000000000000000000000000000011112533111100331111440011114400
10226	3	8	0000000000000000000000000000000011112533111104331111000011110000
10227	3	8	0000000000000000000000000000000011112533111140331111000011110000
10228	3	8	0000000000000000000000000000000011112534111100001111000011110000
10229	3	8	0000000000000000000000000000000011112543111100001111000011110000
10230	3	8	0000000000000000000000000000000011112544111100441111003311110033
10231	3	8	0000000000000000000000000000000011112544111100441111330011113300
10232	3	8	0000000000000000000000000000000011112544111103441111000011110000
10233	3	8	0000000000000000000000000000000011112544111130441111000011110000
10234	3	8	0000000000000000000000000000000011113024111105001111000011110000
10235	3	8	0000000000000000000000000000000011113024111150001111000011110000
10236	3	8	0000000000000000000000000000000011113025111104001111000011110000
10237	3	8	0000000000000000000000000000000011113025111140001111000011110000
10238	3	8	0000000000000000000000000000000011113042111105001111000011110000
10239	3	8	0000000000000000000000000000000011113042111150001111000011110000
10240	3	8	0000000000000000000000000000000011113045111102001111000011110000
10241	3	8	0000000000000000000000000000000011113045111120001111000011110000
10242	3	8	0000000000000000000000000000000011113052111104001111000011110000
10243	3	8	0000000000000000000000000000000011113052111140001111000011110000
10244	3	8	0000000000000000000000000000000011113054111102001111000011110000
10245	3	8	0000000000000000000000000000000011113054111120001111000011110000
10246	3	8	0000000000000000000000000000000011113244111100441111005511110055
10247	3	8	0000000000000000000000000000000011113244111100441111550011115500
10248	3	8	0000000000000000000000000000000011113244111105441111000011110000
10249	3	8	0000000000000000000000000000000011113244111150441111000011110000
10250	3	8	0000000000000000000000000000000011113245111100001111000011110000
10251	3	8	0000000000000000000000000000000011113254111100001111000011110000
10252	3	8	0000000000000000000000000000000011113255111100551111004411110044
10253	3	8	0000000000000000000000000000000011113255111100551111440011114400
10254	3	8	0000000000000000000000000000000011113255111104551111000011110000
10255	3	8	0000000000000000000000000000000011113255111140551111000011110000
10256	3	8	0000000000000000000000000000000011113322111133221111000011110045
10257	3	8	0000000000000000000000000000000011113322111133221111000011110054
10258	3	8	0000000000000000000000000000000011113322111133221111000011114500
10259	3	8	0000000000000000000000000000000011113322111133221111000011115400
10260	3	8	0000000000000000000000000000000011113322111133221111000411110005
10261	3	8	0000000000000000000000000000000011113322111133221111000411110050
10262	3	8	0000000000000000000000000000000011113322111133221111000511110004
10263	3	8	0000000000000000000000000000000011113322111133221111000511110040
10264	3	8	0000000000000000000000000000000011113322111133221111004011110005
10265	3	8	0000000000000000000000000000000011113322111133221111004011110050
10266	3	8	0000000000000000000000000000000011113322111133221111004511110000
10267	3	8	0000000000000000000000000000000011113322111133221111005011110004
10268	3	8	0000000000000000000000000000000011113322111133221111005011110040
10269	3	8	0000000000000000000000000000000011113322111133221111005411110000
10270	3	8	0000000000000000000000000000000011113322111133221111040011110500
10271	3	8	0000000000000000000000000000000011113322111133221111040011115000
10272	3	8	0000000000000000000000000000000011113322111133221111050011110400
10273	3	8	0000000000000000000000000000000011113322111133221111050011114000
10274	3	8	0000000000000000000000000000000011113322111133221111400011110500
10275	3	8	0000000000000000000000000000000011113322111133221111400011115000
10276	3	8	0000000000000000000000000000000011113322111133221111450011110000
10277	3	8	0000000000000000000000000000000011113322111133221111500011110400
10278	3	8	0000000000000000000000000000000011113322111133221111500011114000
10279	3	8	0000000000000000000000000000000011113322111133221111540011110000
10280	3	8	0000000000000000000000000000000011113324111133001111005511110055
10281	3	8	0000000000000000000000000000000011113324111133001111550011115500
10282	3	8	0000000000000000000000000000000011113324111133051111000011110000
10283	3	8	0000000000000000000000000000000011113324111133501111000011110000
10284	3	8	0000000000000000000000000000000011113325111133001111004411110044
10285	3	8	0000000000000000000000000000000011113325111133001111440011114400
10286	3	8	0000000000000000000000000000000011113325111133041111000011110000
10287	3	8	0000000000000000000000000000000011113325111133401111000011110000
10288	3	8	0000000000000000000000000000000011113342111133001111005511110055
10289	3	8	0000000000000000000000000000000011113342111133001111550011115500
10290	3	8	0000000000000000000000000000000011113342111133051111000011110000
10291	3	8	0000000000000000000000000000000011113342111133501111000011110000
10292	3	8	0000000000000000000000000000000011113344111133441111000011110025
10293	3	8	0000000000000000000000000000000011113344111133441111000011110052
10294	3	8	0000000000000000000000000000000011113344111133441111000011112500
10295	3	8	0000000000000000000000000000000011113344111133441111000011115200
10296	3	8	0000000000000000000000000000000011113344111133441111000211110005
10297	3	8	0000000000000000000000000000000011113344111133441111000211110050
10298	3	8	0000000000000000000000000000000011113344111133441111000511110002
10299	3	8	0000000000000000000000000000000011113344111133441111000511110020
10300	3	8	0000000000000000000000000000000011113344111133441111002011110005
10301	3	8	0000000000000000000000000000000011113344111133441111002011110050
10302	3	8	0000000000000000000000000000000011113344111133441111002511110000
10303	3	8	0000000000000000000000000000000011113344111133441111005011110002
10304	3	8	0000000000000000000000000000000011113344111133441111005011110020
10305	3	8	0000000000000000000000000000000011113344111133441111005211110000
10306	3	8	0000000000000000000000000000000011113344111133441111020011110500
10307	3	8	0000000000000000000000000000000011113344111133441111020011115000
10308	3	8	0000000000000000000000000000000011113344111133441111050011110200
10309	3	8	0000000000000000000000000000000011113344111133441111050011112000
10310	3	8	0000000000000000000000000000000011113344111133441111200011110500
10311	3	8	0000000000000000000000000000000011113344111133441111200011115000
10312	3	8	0000000000000000000000000000000011113344111133441111250011110000
10313	3	8	0000000000000000000000000000000011113344111133441111500011110200
10314	3	8	0000000000000000000000000000000011113344111133441111500011112000
10315	3	8	0000000000000000000000000000000011113344111133441111520011110000
10316	3	8	0000000000000000000000000000000011113345111133001111002211110022
10317	3	8	0000000000000000000000000000000011113345111133001111220011112200
10318	3	8	0000000000000000000000000000000011113345111133021111000011110000
10319	3	8	0000000000000000000000000000000011113345111133201111000011110000
10320	3	8	0000000000000000000000000000000011113352111133001111004411110044
10321	3	8	0000000000000000000000000000000011113352111133001111440011114400
10322	3	8	0000000000000000000000000000000011113352111133041111000011110000
10323	3	8	0000000000000000000000000000000011113352111133401111000011110000
10324	3	8	0000000000000000000000000000000011113354111133001111002211110022
10325	3	8	0000000000000000000000000000000011113354111133001111220011112200
10326	3	8	0000000000000000000000000000000011113354111133021111000011110000
10327	3	8	0000000000000000000000000000000011113354111133201111000011110000
10328	3	8	0000000000000000000000000000000011113355111133551111000011110024
10329	3	8	0000000000000000000000000000000011113355111133551111000011110042
10330	3	8	0000000000000000000000000000000011113355111133551111000011112400
10331	3	8	0000000000000000000000000000000011113355111133551111000011114200
10332	3	8	0000000000000000000000000000000011113355111133551111000211110004
10333	3	8	0000000000000000000000000000000011113355111133551111000211110040
10334	3	8	0000000000000000000000000000000011113355111133551111000411110002
10335	3	8	0000000000000000000000000000000011113355111133551111000411110020
10336	3	8	0000000000000000000000000000000011113355111133551111002011110004
10337	3	8	0000000000000000000000000000000011113355111133551111002011110040
10338	3	8	0000000000000000000000000000000011113355111133551111002411110000
10339	3	8	0000000000000000000000000000000011113355111133551111004011110002
10340	3	8	0000000000000000000000000000000011113355111133551111004011110020
10341	3	8	0000000000000000000000000000000011113355111133551111004211110000
10342	3	8	0000000000000000000000000000000011113355111133551111020011110400
10343	3	8	0000000000000000000000000000000011113355111133551111020011114000
10344	3	8	0000000000000000000000000000000011113355111133551111040011110200
10345	3	8	0000000000000000000000000000000011113355111133551111040011112000
10346	3	8	0000000000000000000000000000000011113355111133551111200011110400
10347	3	8	0000000000000000000000000000000011113355111133551111200011114000
10348	3	8	0000000000000000000000000000000011113355111133551111240011110000
10349	3	8	0000000000000000000000000000000011113355111133551111400011110200
10350	3	8	0000000000000000000000000000000011113355111133551111400011112000
10351	3	8	0000000000000000000000000000000011113355111133551111420011110000
10352	3	8	0000000000000000000000000000000011113422111100221111005511110055
10353	3	8	0000000000000000000000000000000011113422111100221111550011115500
10354	3	8	0000000000000000000000000000000011113422111105221111000011110000
10355	3	8	0000000000000000000000000000000011113422111150221111000011110000
10356	3	8	0000000000000000000000000000000011113425111100001111000011110000
10357	3	8	0000000000000000000000000000000011113452111100001111000011110000
10358	3	8	0000000000000000000000000000000011113455111100551111002211110022
10359	3	8	0000000000000000000000000000000011113455111100551111220011112200
10360	3	8	0000000000000000000000000000000011113455111102551111000011110000
10361	3	8	0000000000000000000000000000000011113455111120551111000011110000
10362	3	8	0000000000000000000000000000000011113522111100221111004411110044
10363	3	8	0000000000000000000000000000000011113522111100221111440011114400
10364	3	8	0000000000000000000000000000000011113522111104221111000011110000
10365	3	8	0000000000000000000000000000000011113522111140221111000011110000
10366	3	8	0000000000000000000000000000000011113524111100001111000011110000
10367	3	8	0000000000000000000000000000000011113542111100001111000011110000
10368	3	8	0000000000000000000000000000000011113544111100441111002211110022
10369	3	8	0000000000000000000000000000000011113544111100441111220011112200
10370	3	8	0000000000000000000000000000000011113544111102441111000011110000
10371	3	8	0000000000000000000000000000000011113544111120441111000011110000
10372	3	8	0000000000000000000000000000000011203344110533440000000000000000
10373	3	8	0000000000000000000000000000000011203344115033440000000000000000
10374	3	8	0000000000000000000000000000000011203355110433550000000000000000
10375	3	8	0000000000000000000000000000000011203355114033550000000000000000
10376	3	8	0000000000000000000000000000000011204433110544330000000000000000
10377	3	8	0000000000000000000000000000000011204433115044330000000000000000
10378	3	8	0000000000000000000000000000000011204455110344550000000000000000
10379	3	8	0000000000000000000000000000000011204455113044550000000000000000
10380	3	8	0000000000000000000000000000000011205533110455330000000000000000
10381	3	8	0000000000000000000000000000000011205533114055330000000000000000
10382	3	8	0000000000000000000000000000000011205544110355440000000000000000
10383	3	8	0000000000000000000000000000000011205544113055440000000000000000
10384	3	8	0000000000000000000000000000000011220034112200000000005500000055
10385	3	8	0000000000000000000000000000000011220034112200000000550000005500
10386	3	8	0000000000000000000000000000000011220035112200000000004400000044
10387	3	8	0000000000000000000000000000000011220035112200000000440000004400
10388	3	8	0000000000000000000000000000000011220043112200000000005500000055
10389	3	8	0000000000000000000000000000000011220043112200000000550000005500
10390	3	8	0000000000000000000000000000000011220045112200000000003300000033
10391	3	8	0000000000000000000000000000000011220045112200000000330000003300
10392	3	8	0000000000000000000000000000000011220053112200000000004400000044
10393	3	8	0000000000000000000000000000000011220053112200000000440000004400
10394	3	8	0000000000000000000000000000000011220054112200000000003300000033
10395	3	8	0000000000000000000000000000000011220054112200000000330000003300
10396	3	8	0000000000000000000000000000000011220355112204550000000000000000
10397	3	8	0000000000000000000000000000000011220355112240550000000000000000
10398	3	8	0000000000000000000000000000000011220533112204330000000000000000
10399	3	8	0000000000000000000000000000000011220533112240330000000000000000
10400	3	8	0000000000000000000000000000000011223345112233000000000000000000
10401	3	8	0000000000000000000000000000000011223354112233000000000000000000
10402	3	8	0000000000000000000000000000000011223455112200550000000000000000
10403	3	8	0000000000000000000000000000000011223544112200440000000000000000
10404	3	8	0000000000000000000000000000000011224355112200550000000000000000
10405	3	8	0000000000000000000000000000000011224435112244000000000000000000
10406	3	8	0000000000000000000000000000000011224453112244000000000000000000
10407	3	8	0000000000000000000000000000000011224533112200330000000000000000
10408	3	8	0000000000000000000000000000000011225344112200440000000000000000
10409	3	8	0000000000000000000000000000000011225433112200330000000000000000
10410	3	8	0000000000000000000000000000000011225534112255000000000000000000
10411	3	8	0000000000000000000000000000000011225543112255000000000000000000
10412	3	8	0000000000000000000000000000000011243355110033550000000000000000
10413	3	8	0000000000000000000000000000000011245533110055330000000000000000
10414	3	8	0000000000000000000000000000000011302244110522440000000000000000
10415	3	8	0000000000000000000000000000000011302244115022440000000000000000
10416	3	8	0000000000000000000000000000000011302255110422550000000000000000
10417	3	8	0000000000000000000000000000000011302255114022550000000000000000
10418	3	8	0000000000000000000000000000000011304422110544220000000000000000
10419	3	8	0000000000000000000000000000000011304422115044220000000000000000
10420	3	8	0000000000000000000000000000000011305522110455220000000000000000
10421	3	8	0000000000000000000000000000000011305522114055220000000000000000
10422	3	8	0000000000000000000000000000000011330024113300000000005500000055
10423	3	8	0000000000000000000000000000000011330024113300000000550000005500
10424	3	8	0000000000000000000000000000000011330025113300000000004400000044
10425	3	8	0000000000000000000000000000000011330025113300000000440000004400
10426	3	8	0000000000000000000000000000000011330042113300000000005500000055
10427	3	8	0000000000000000000000000000000011330042113300000000550000005500
10428	3	8	0000000000000000000000000000000011330045113300000000002200000022
10429	3	8	0000000000000000000000000000000011330045113300000000220000002200
10430	3	8	0000000000000000000000000000000011330052113300000000004400000044
10431	3	8	0000000000000000000000000000000011330052113300000000440000004400
10432	3	8	0000000000000000000000000000000011330054113300000000002200000022
10433	3	8	0000000000000000000000000000000011330054113300000000220000002200
10434	3	8	0000000000000000000000000000000011332245113322000000000000000000
10435	3	8	0000000000000000000000000000000011332254113322000000000000000000
10436	3	8	0000000000000000000000000000000011334255113300550000000000000000
10437	3	8	0000000000000000000000000000000011334425113344000000000000000000
10438	3	8	0000000000000000000000000000000011334452113344000000000000000000
10439	3	8	0000000000000000000000000000000011334522113300220000000000000000
10440	3	8	0000000000000000000000000000000011335244113300440000000000000000
10441	3	8	0000000000000000000000000000000011335422113300220000000000000000
10442	3	8	0000000000000000000000000000000011335524113355000000000000000000
10443	3	8	0000000000000000000000000000000011335542113355000000000000000000
10444	3	8	0000000000000000000000000000123455550000555500005555000055550000
10445	3	8	0000000000000000000000000000123544440000444400004444000044440000
10446	3	8	0000000000000000000000000000124355550000555500005555000055550000
10447	3	8	0000000000000000000000000000124533330000333300003333000033330000
10448	3	8	0000000000000000000000000000125344440000444400004444000044440000
10449	3	8	0000000000000000000000000000125433330000333300003333000033330000
10450	3	8	0000000000000000000000000000132455550000555500005555000055550000
10451	3	8	0000000000000000000000000000132544440000444400004444000044440000
10452	3	8	0000000000000000000000000000134255550000555500005555000055550000
10453	3	8	0000000000000000000000000000134522220000222200002222000022220000
10454	3	8	0000000000000000000000000000135244440000444400004444000044440000
10455	3	8	0000000000000000000000000000135422220000222200002222000022220000
10456	3	8	0000000000000000000000010000230455550000555500005555000055550000
10457	3	8	0000000000000000000000010000230544440000444400004444000044440000
10458	3	8	0000000000000000000000010000234055550000555500005555000055550000
10459	3	8	0000000000000000000000010000235044440000444400004444000044440000
10460	3	8	0000000000000000000000010000240355550000555500005555000055550000
10461	3	8	0000000000000000000000010000240533330000333300003333000033330000
10462	3	8	0000000000000000000000010000243055550000555500005555000055550000
10463	3	8	0000000000000000000000010000245033330000333300003333000033330000
10464	3	8	0000000000000000000000010000250344440000444400004444000044440000
10465	3	8	0000000000000000000000010000250433330000333300003333000033330000
10466	3	8	0000000000000000000000010000253044440000444400004444000044440000
10467	3	8	0000000000000000000000010000254033330000333300003333000033330000
10468	3	8	0000000000000000000000010000320455550000555500005555000055550000
10469	3	8	0000000000000000000000010000320544440000444400004444000044440000
10470	3	8	0000000000000000000000010000324055550000555500005555000055550000
10471	3	8	0000000000000000000000010000325044440000444400004444000044440000
10472	3	8	0000000000000000000000010000340255550000555500005555000055550000
10473	3	8	0000000000000000000000010000340522220000222200002222000022220000
10474	3	8	0000000000000000000000010000342055550000555500005555000055550000
10475	3	8	0000000000000000000000010000345022220000222200002222000022220000
10476	3	8	0000000000000000000000010000350244440000444400004444000044440000
