q,r,label
56,-19,H.3
57,-19,H.1
58,-19,D.5
59,-19,H.3
60,-19,H.1
61,-19,D.5
62,-19,H.3
63,-19,D.4
64,-19,H.3
-59,-18,H.0
-58,-18,D.3
-57,-18,D.0
-56,-18,H.0
-55,-18,D.1
-54,-18,H.0
-53,-18,D.2
-52,-18,H.4
-51,-18,H.0
-50,-18,D.2
-49,-18,H.4
-48,-18,H.0
-47,-18,D.1
-46,-18,H.0
-45,-18,D.3
-44,-18,D.0
-43,-18,H.0
-42,-18,D.1
-41,-18,H.0
-40,-18,D.3
-39,-18,D.0
-38,-18,H.0
-37,-18,D.2
-36,-18,H.4
-35,-18,H.0
-34,-18,D.1
-33,-18,H.0
-32,-18,D.2
-31,-18,H.4
-30,-18,H.0
-29,-18,D.2
-28,-18,H.4
-27,-18,H.0
-26,-18,D.1
-25,-18,H.0
-24,-18,D.3
-23,-18,D.0
-22,-18,H.0
-21,-18,D.1
-20,-18,H.0
-19,-18,D.3
-18,-18,D.0
-17,-18,H.0
-16,-18,D.2
-15,-18,H.4
-14,-18,H.0
-13,-18,D.1
-12,-18,H.0
-11,-18,D.2
-10,-18,H.4
-9,-18,H.0
-8,-18,D.2
-7,-18,H.4
-6,-18,H.0
-5,-18,D.1
-4,-18,H.0
-3,-18,D.3
-2,-18,D.0
-1,-18,H.0
0,-18,D.1
1,-18,H.0
2,-18,D.2
3,-18,H.4
4,-18,H.0
5,-18,D.2
6,-18,H.4
7,-18,H.0
8,-18,D.1
9,-18,H.0
10,-18,D.3
11,-18,D.0
12,-18,H.0
13,-18,D.1
14,-18,H.0
15,-18,D.3
16,-18,D.0
17,-18,H.0
18,-18,D.2
19,-18,H.4
20,-18,H.0
21,-18,D.1
22,-18,H.0
23,-18,D.2
24,-18,H.4
25,-18,H.0
26,-18,D.2
27,-18,H.4
28,-18,H.0
29,-18,D.1
30,-18,H.0
31,-18,D.3
32,-18,D.0
33,-18,H.0
34,-18,D.1
35,-18,H.0
36,-18,D.2
37,-18,H.4
38,-18,H.0
39,-18,D.2
40,-18,H.4
41,-18,H.0
42,-18,D.1
43,-18,H.0
44,-18,D.3
45,-18,D.0
46,-18,H.0
47,-18,D.1
48,-18,H.0
49,-18,D.3
50,-18,D.0
51,-18,H.0
52,-18,D.2
53,-18,H.4
54,-18,H.0
55,-18,D.1
56,-18,H.0
57,-18,D.2
58,-18,H.4
59,-18,H.0
60,-18,D.2
61,-18,H.4
62,-18,H.0
63,-18,D.1
-63,-17,H.1
-62,-17,H.2
-59,-17,H.2
-58,-17,H.5
-57,-17,H.4
-56,-17,H.5
-55,-17,H.1
-54,-17,H.2
-53,-17,H.1
-52,-17,H.2
-51,-17,H.5
-50,-17,H.1
-49,-17,H.2
-48,-17,H.5
-47,-17,H.4
-46,-17,H.2
-45,-17,H.5
-44,-17,H.4
-43,-17,H.5
-42,-17,H.1
-41,-17,H.2
-40,-17,H.5
-39,-17,H.4
-38,-17,H.2
-37,-17,H.1
-36,-17,H.2
-35,-17,H.5
-34,-17,H.4
-33,-17,H.2
-32,-17,H.1
-31,-17,H.2
-30,-17,H.5
-29,-17,H.1
-28,-17,H.2
-27,-17,H.5
-26,-17,H.4
-25,-17,H.2
-24,-17,H.5
-23,-17,H.4
-22,-17,H.5
-21,-17,H.1
-20,-17,H.2
-19,-17,H.5
-18,-17,H.4
-17,-17,H.5
-16,-17,H.1
-15,-17,H.2
-14,-17,H.5
-13,-17,H.4
-12,-17,H.2
-11,-17,H.1
-10,-17,H.2
-9,-17,H.5
-8,-17,H.1
-7,-17,H.2
-6,-17,H.5
-5,-17,H.4
-4,-17,H.2
-3,-17,H.5
-2,-17,H.4
-1,-17,H.5
0,-17,H.1
1,-17,H.2
2,-17,H.1
3,-17,H.2
4,-17,H.5
5,-17,H.1
6,-17,H.2
7,-17,H.5
8,-17,H.4
9,-17,H.2
10,-17,H.5
11,-17,H.4
12,-17,H.5
13,-17,H.1
14,-17,H.2
15,-17,H.5
16,-17,H.4
17,-17,H.2
18,-17,H.1
19,-17,H.2
20,-17,H.5
21,-17,H.4
22,-17,H.2
23,-17,H.1
24,-17,H.2
25,-17,H.5
26,-17,H.1
27,-17,H.2
28,-17,H.5
29,-17,H.4
30,-17,H.2
31,-17,H.5
32,-17,H.4
33,-17,H.5
34,-17,H.1
35,-17,H.2
36,-17,H.1
37,-17,H.2
38,-17,H.5
39,-17,H.1
40,-17,H.2
41,-17,H.5
42,-17,H.4
43,-17,H.2
44,-17,H.5
45,-17,H.4
46,-17,H.5
47,-17,H.1
48,-17,H.2
49,-17,H.5
50,-17,H.4
51,-17,H.2
52,-17,H.1
53,-17,H.2
54,-17,H.5
55,-17,H.4
56,-17,H.2
57,-17,H.1
58,-17,H.2
59,-17,H.5
62,-17,H.5
63,-17,H.4
-63,-16,D.4
-62,-16,H.3
-61,-16,H.1
-60,-16,D.5
-59,-16,H.3
-58,-16,H.1
-57,-16,D.5
-56,-16,H.3
-55,-16,D.4
-54,-16,H.3
-53,-16,D.3
-52,-16,D.0
-51,-16,H.3
-50,-16,D.4
-49,-16,H.3
-48,-16,H.1
-47,-16,D.5
-46,-16,H.3
-45,-16,H.1
-44,-16,D.5
-43,-16,H.3
-42,-16,D.4
-41,-16,H.3
-40,-16,H.1
-39,-16,D.5
-38,-16,H.3
-37,-16,D.3
-36,-16,D.0
-35,-16,H.3
-34,-16,D.4
-33,-16,H.3
-32,-16,D.3
-31,-16,D.0
-30,-16,H.3
-29,-16,D.4
-28,-16,H.3
-27,-16,H.1
-26,-16,D.5
-25,-16,H.3
-24,-16,H.1
-23,-16,D.5
-22,-16,H.3
-21,-16,D.4
-20,-16,H.3
-19,-16,H.1
-18,-16,D.5
-17,-16,H.3
-16,-16,D.3
-15,-16,D.0
-14,-16,H.3
-13,-16,D.4
-12,-16,H.3
-11,-16,D.3
-10,-16,D.0
-9,-16,H.3
-8,-16,D.4
-7,-16,H.3
-6,-16,H.1
-5,-16,D.5
-4,-16,H.3
-3,-16,H.1
-2,-16,D.5
-1,-16,H.3
0,-16,D.4
1,-16,H.3
2,-16,D.3
3,-16,D.0
4,-16,H.3
5,-16,D.4
6,-16,H.3
7,-16,H.1
8,-16,D.5
9,-16,H.3
10,-16,H.1
11,-16,D.5
12,-16,H.3
13,-16,D.4
14,-16,H.3
15,-16,H.1
16,-16,D.5
17,-16,H.3
18,-16,D.3
19,-16,D.0
20,-16,H.3
21,-16,D.4
22,-16,H.3
23,-16,D.3
24,-16,D.0
25,-16,H.3
26,-16,D.4
27,-16,H.3
28,-16,H.1
29,-16,D.5
30,-16,H.3
31,-16,H.1
32,-16,D.5
33,-16,H.3
34,-16,D.4
35,-16,H.3
36,-16,D.3
37,-16,D.0
38,-16,H.3
39,-16,D.4
40,-16,H.3
41,-16,H.1
42,-16,D.5
43,-16,H.3
44,-16,H.1
45,-16,D.5
46,-16,H.3
47,-16,D.4
48,-16,H.3
49,-16,H.1
50,-16,D.5
51,-16,H.3
52,-16,D.3
53,-16,D.0
54,-16,H.3
55,-16,D.4
56,-16,H.3
57,-16,D.3
58,-16,D.0
59,-16,H.3
-64,-15,H.0
-63,-15,D.1
-62,-15,H.0
-61,-15,D.2
-60,-15,H.4
-59,-15,H.0
-58,-15,D.2
-57,-15,H.4
-56,-15,H.0
-55,-15,D.1
-54,-15,H.2
-53,-15,H.5
-52,-15,H.4
-51,-15,H.0
-50,-15,D.1
-49,-15,H.0
-48,-15,D.2
-47,-15,H.4
-46,-15,H.0
-45,-15,D.2
-44,-15,H.4
-43,-15,H.0
-42,-15,D.1
-41,-15,H.0
-40,-15,D.2
-39,-15,H.4
-38,-15,H.2
-37,-15,H.5
-36,-15,H.4
-35,-15,H.0
-34,-15,D.1
-33,-15,H.2
-32,-15,H.5
-31,-15,H.4
-30,-15,H.0
-29,-15,D.1
-28,-15,H.0
-27,-15,D.2
-26,-15,H.4
-25,-15,H.0
-24,-15,D.2
-23,-15,H.4
-22,-15,H.0
-21,-15,D.1
-20,-15,H.0
-19,-15,D.2
-18,-15,H.4
-17,-15,H.2
-16,-15,H.5
-15,-15,H.4
-14,-15,H.0
-13,-15,D.1
-12,-15,H.2
-11,-15,H.5
-10,-15,H.4
-9,-15,H.0
-8,-15,D.1
-7,-15,H.0
-6,-15,D.2
-5,-15,H.4
-4,-15,H.0
-3,-15,D.2
-2,-15,H.4
-1,-15,H.0
0,-15,D.1
1,-15,H.2
2,-15,H.5
3,-15,H.4
4,-15,H.0
5,-15,D.1
6,-15,H.0
7,-15,D.2
8,-15,H.4
9,-15,H.0
10,-15,D.2
11,-15,H.4
12,-15,H.0
13,-15,D.1
14,-15,H.0
15,-15,D.2
16,-15,H.4
17,-15,H.2
18,-15,H.5
19,-15,H.4
20,-15,H.0
21,-15,D.1
22,-15,H.2
23,-15,H.5
24,-15,H.4
25,-15,H.0
26,-15,D.1
27,-15,H.0
28,-15,D.2
29,-15,H.4
30,-15,H.0
31,-15,D.2
32,-15,H.4
33,-15,H.0
34,-15,D.1
35,-15,H.2
36,-15,H.5
37,-15,H.4
38,-15,H.0
39,-15,D.1
40,-15,H.0
41,-15,D.2
42,-15,H.4
43,-15,H.0
44,-15,D.2
45,-15,H.4
46,-15,H.0
47,-15,D.1
48,-15,H.0
49,-15,D.2
50,-15,H.4
51,-15,H.2
52,-15,H.5
53,-15,H.4
54,-15,H.0
55,-15,D.1
56,-15,H.2
57,-15,H.5
58,-15,H.4
-66,-14,H.1
-65,-14,H.2
-64,-14,H.5
-63,-14,H.1
-62,-14,H.2
-61,-14,H.1
-60,-14,H.2
-59,-14,H.5
-58,-14,H.1
-57,-14,H.2
-56,-14,H.5
-55,-14,D.4
-54,-14,H.3
-53,-14,H.1
-52,-14,H.2
-51,-14,H.5
-50,-14,H.1
-49,-14,H.2
-48,-14,H.1
-47,-14,H.2
-46,-14,H.5
-45,-14,H.1
-44,-14,H.2
-43,-14,H.5
-42,-14,H.1
-41,-14,D.5
-40,-14,H.3
-39,-14,D.4
-38,-14,H.3
-37,-14,H.1
-36,-14,H.2
-35,-14,H.5
-34,-14,D.4
-33,-14,H.3
-32,-14,H.1
-31,-14,H.2
-30,-14,H.5
-29,-14,H.1
-28,-14,H.2
-27,-14,H.1
-26,-14,H.2
-25,-14,H.5
-24,-14,H.1
-23,-14,H.2
-22,-14,H.5
-21,-14,H.1
-20,-14,D.5
-19,-14,H.3
-18,-14,D.4
-17,-14,H.3
-16,-14,H.1
-15,-14,H.2
-14,-14,H.5
-13,-14,D.4
-12,-14,H.3
-11,-14,H.1
-10,-14,H.2
-9,-14,H.5
-8,-14,H.1
-7,-14,H.2
-6,-14,H.1
-5,-14,H.2
-4,-14,H.5
-3,-14,H.1
-2,-14,H.2
-1,-14,H.5
0,-14,D.4
1,-14,H.3
2,-14,H.1
3,-14,H.2
4,-14,H.5
5,-14,H.1
6,-14,H.2
7,-14,H.1
8,-14,H.2
9,-14,H.5
10,-14,H.1
11,-14,H.2
12,-14,H.5
13,-14,H.1
14,-14,D.5
15,-14,H.3
16,-14,D.4
17,-14,H.3
18,-14,H.1
19,-14,H.2
20,-14,H.5
21,-14,D.4
22,-14,H.3
23,-14,H.1
24,-14,H.2
25,-14,H.5
26,-14,H.1
27,-14,H.2
28,-14,H.1
29,-14,H.2
30,-14,H.5
31,-14,H.1
32,-14,H.2
33,-14,H.5
34,-14,D.4
35,-14,H.3
36,-14,H.1
37,-14,H.2
38,-14,H.5
39,-14,H.1
40,-14,H.2
41,-14,H.1
42,-14,H.2
43,-14,H.5
44,-14,H.1
45,-14,H.2
46,-14,H.5
47,-14,H.1
48,-14,D.5
49,-14,H.3
50,-14,D.4
51,-14,H.3
52,-14,H.1
53,-14,H.2
54,-14,H.5
55,-14,D.4
56,-14,H.3
-67,-13,H.0
-66,-13,D.3
-65,-13,D.0
-64,-13,H.0
-63,-13,D.3
-62,-13,D.0
-61,-13,D.3
-60,-13,D.0
-59,-13,H.0
-58,-13,D.3
-57,-13,D.0
-56,-13,H.0
-55,-13,D.1
-54,-13,H.0
-53,-13,D.3
-52,-13,D.0
-51,-13,H.0
-50,-13,D.3
-49,-13,D.0
-48,-13,D.3
-47,-13,D.0
-46,-13,H.0
-45,-13,D.3
-44,-13,D.0
-43,-13,H.0
-42,-13,D.2
-41,-13,H.4
-40,-13,H.0
-39,-13,D.1
-38,-13,H.0
-37,-13,D.3
-36,-13,D.0
-35,-13,H.0
-34,-13,D.1
-33,-13,H.0
-32,-13,D.3
-31,-13,D.0
-30,-13,H.0
-29,-13,D.3
-28,-13,D.0
-27,-13,D.3
-26,-13,D.0
-25,-13,H.0
-24,-13,D.3
-23,-13,D.0
-22,-13,H.0
-21,-13,D.2
-20,-13,H.4
-19,-13,H.0
-18,-13,D.1
-17,-13,H.0
-16,-13,D.3
-15,-13,D.0
-14,-13,H.0
-13,-13,D.1
-12,-13,H.0
-11,-13,D.3
-10,-13,D.0
-9,-13,H.0
-8,-13,D.3
-7,-13,D.0
-6,-13,D.3
-5,-13,D.0
-4,-13,H.0
-3,-13,D.3
-2,-13,D.0
-1,-13,H.0
0,-13,D.1
1,-13,H.0
2,-13,D.3
3,-13,D.0
4,-13,H.0
5,-13,D.3
6,-13,D.0
7,-13,D.3
8,-13,D.0
9,-13,H.0
10,-13,D.3
11,-13,D.0
12,-13,H.0
13,-13,D.2
14,-13,H.4
15,-13,H.0
16,-13,D.1
17,-13,H.0
18,-13,D.3
19,-13,D.0
20,-13,H.0
21,-13,D.1
22,-13,H.0
23,-13,D.3
24,-13,D.0
25,-13,H.0
26,-13,D.3
27,-13,D.0
28,-13,D.3
29,-13,D.0
30,-13,H.0
31,-13,D.3
32,-13,D.0
33,-13,H.0
34,-13,D.1
35,-13,H.0
36,-13,D.3
37,-13,D.0
38,-13,H.0
39,-13,D.3
40,-13,D.0
41,-13,D.3
42,-13,D.0
43,-13,H.0
44,-13,D.3
45,-13,D.0
46,-13,H.0
47,-13,D.2
48,-13,H.4
49,-13,H.0
50,-13,D.1
51,-13,H.0
52,-13,D.3
53,-13,D.0
54,-13,H.0
55,-13,D.1
-76,-12,H.1
-75,-12,H.2
-72,-12,H.2
-66,-12,H.5
-65,-12,H.4
-64,-12,H.2
-63,-12,H.5
-62,-12,H.4
-61,-12,H.5
-60,-12,H.4
-59,-12,H.2
-58,-12,H.5
-57,-12,H.4
-56,-12,H.5
-55,-12,H.1
-54,-12,H.2
-53,-12,H.5
-52,-12,H.4
-51,-12,H.2
-50,-12,H.5
-49,-12,H.4
-48,-12,H.5
-47,-12,H.4
-46,-12,H.2
-45,-12,H.5
-44,-12,H.4
-43,-12,H.2
-42,-12,H.1
-41,-12,H.2
-40,-12,H.5
-39,-12,H.4
-38,-12,H.2
-37,-12,H.5
-36,-12,H.4
-35,-12,H.5
-34,-12,H.4
-33,-12,H.2
-32,-12,H.5
-31,-12,H.4
-30,-12,H.2
-29,-12,H.5
-28,-12,H.4
-27,-12,H.5
-26,-12,H.4
-25,-12,H.2
-24,-12,H.5
-23,-12,H.4
-22,-12,H.5
-21,-12,H.1
-20,-12,H.2
-19,-12,H.5
-18,-12,H.4
-17,-12,H.2
-16,-12,H.5
-15,-12,H.4
-14,-12,H.5
-13,-12,H.4
-12,-12,H.2
-11,-12,H.5
-10,-12,H.4
-9,-12,H.2
-8,-12,H.5
-7,-12,H.4
-6,-12,H.5
-5,-12,H.4
-4,-12,H.2
-3,-12,H.5
-2,-12,H.4
-1,-12,H.5
0,-12,H.1
1,-12,H.2
2,-12,H.5
3,-12,H.4
4,-12,H.2
5,-12,H.5
6,-12,H.4
7,-12,H.5
8,-12,H.4
9,-12,H.2
10,-12,H.5
11,-12,H.4
12,-12,H.2
13,-12,H.1
14,-12,H.2
15,-12,H.5
16,-12,H.4
17,-12,H.2
18,-12,H.5
19,-12,H.4
20,-12,H.5
21,-12,H.4
22,-12,H.2
23,-12,H.5
24,-12,H.4
25,-12,H.2
26,-12,H.5
27,-12,H.4
28,-12,H.5
29,-12,H.4
30,-12,H.2
31,-12,H.5
32,-12,H.4
33,-12,H.5
34,-12,H.1
35,-12,H.2
36,-12,H.5
37,-12,H.4
38,-12,H.2
39,-12,H.5
40,-12,H.4
41,-12,H.5
42,-12,H.4
43,-12,H.2
44,-12,H.5
45,-12,H.4
46,-12,H.2
47,-12,H.1
48,-12,H.2
49,-12,H.5
50,-12,H.4
51,-12,H.2
52,-12,H.5
53,-12,H.4
54,-12,H.5
55,-12,H.4
56,-12,H.2
59,-12,H.2
68,-12,H.1
69,-12,H.2
72,-12,H.2
80,-12,H.2
-76,-11,D.4
-75,-11,H.3
-74,-11,H.1
-73,-11,D.5
-72,-11,H.3
-66,-11,H.1
-65,-11,D.5
-64,-11,H.3
-63,-11,H.1
-62,-11,D.5
-61,-11,H.3
-60,-11,D.4
-59,-11,H.3
-58,-11,H.1
-57,-11,D.5
-56,-11,H.3
-55,-11,D.4
-54,-11,H.3
-53,-11,H.1
-52,-11,D.5
-51,-11,H.3
-50,-11,H.1
-49,-11,D.5
-48,-11,H.3
-47,-11,D.4
-46,-11,H.3
-45,-11,H.1
-44,-11,D.5
-43,-11,H.3
-42,-11,D.4
-41,-11,H.3
-40,-11,H.1
-39,-11,D.5
-38,-11,H.3
-37,-11,H.1
-36,-11,D.5
-35,-11,H.3
-34,-11,D.4
-33,-11,H.3
-32,-11,H.1
-31,-11,D.5
-30,-11,H.3
-29,-11,H.1
-28,-11,D.5
-27,-11,H.3
-26,-11,D.4
-25,-11,H.3
-24,-11,H.1
-23,-11,D.5
-22,-11,H.3
-21,-11,D.4
-20,-11,H.3
-19,-11,H.1
-18,-11,D.5
-17,-11,H.3
-16,-11,H.1
-15,-11,D.5
-14,-11,H.3
-13,-11,D.4
-12,-11,H.3
-11,-11,H.1
-10,-11,D.5
-9,-11,H.3
-8,-11,H.1
-7,-11,D.5
-6,-11,H.3
-5,-11,D.4
-4,-11,H.3
-3,-11,H.1
-2,-11,D.5
-1,-11,H.3
0,-11,D.4
1,-11,H.3
2,-11,H.1
3,-11,D.5
4,-11,H.3
5,-11,H.1
6,-11,D.5
7,-11,H.3
8,-11,D.4
9,-11,H.3
10,-11,H.1
11,-11,D.5
12,-11,H.3
13,-11,D.4
14,-11,H.3
15,-11,H.1
16,-11,D.5
17,-11,H.3
18,-11,H.1
19,-11,D.5
20,-11,H.3
21,-11,D.4
22,-11,H.3
23,-11,H.1
24,-11,D.5
25,-11,H.3
26,-11,H.1
27,-11,D.5
28,-11,H.3
29,-11,D.4
30,-11,H.3
31,-11,H.1
32,-11,D.5
33,-11,H.3
34,-11,D.4
35,-11,H.3
36,-11,H.1
37,-11,D.5
38,-11,H.3
39,-11,H.1
40,-11,D.5
41,-11,H.3
42,-11,D.4
43,-11,H.3
44,-11,H.1
45,-11,D.5
46,-11,H.3
47,-11,D.4
48,-11,H.3
49,-11,H.1
50,-11,D.5
51,-11,H.3
52,-11,H.1
53,-11,D.5
54,-11,H.3
55,-11,D.4
56,-11,H.3
57,-11,H.1
58,-11,D.5
59,-11,H.3
68,-11,D.4
69,-11,H.3
70,-11,H.1
71,-11,D.5
72,-11,H.3
78,-11,H.1
79,-11,D.5
80,-11,H.3
-77,-10,H.0
-76,-10,D.1
-75,-10,H.0
-74,-10,D.2
-73,-10,H.4
-67,-10,H.0
-66,-10,D.2
-65,-10,H.4
-64,-10,H.0
-63,-10,D.2
-62,-10,H.4
-61,-10,H.0
-60,-10,D.1
-59,-10,H.0
-58,-10,D.2
-57,-10,H.4
-56,-10,H.0
-55,-10,D.1
-54,-10,H.0
-53,-10,D.2
-52,-10,H.4
-51,-10,H.0
-50,-10,D.2
-49,-10,H.4
-48,-10,H.0
-47,-10,D.1
-46,-10,H.0
-45,-10,D.2
-44,-10,H.4
-43,-10,H.0
-42,-10,D.1
-41,-10,H.0
-40,-10,D.2
-39,-10,H.4
-38,-10,H.0
-37,-10,D.2
-36,-10,H.4
-35,-10,H.0
-34,-10,D.1
-33,-10,H.0
-32,-10,D.2
-31,-10,H.4
-30,-10,H.0
-29,-10,D.2
-28,-10,H.4
-27,-10,H.0
-26,-10,D.1
-25,-10,H.0
-24,-10,D.2
-23,-10,H.4
-22,-10,H.0
-21,-10,D.1
-20,-10,H.0
-19,-10,D.2
-18,-10,H.4
-17,-10,H.0
-16,-10,D.2
-15,-10,H.4
-14,-10,H.0
-13,-10,D.1
-12,-10,H.0
-11,-10,D.2
-10,-10,H.4
-9,-10,H.0
-8,-10,D.2
-7,-10,H.4
-6,-10,H.0
-5,-10,D.1
-4,-10,H.0
-3,-10,D.2
-2,-10,H.4
-1,-10,H.0
0,-10,D.1
1,-10,H.0
2,-10,D.2
3,-10,H.4
4,-10,H.0
5,-10,D.2
6,-10,H.4
7,-10,H.0
8,-10,D.1
9,-10,H.0
10,-10,D.2
11,-10,H.4
12,-10,H.0
13,-10,D.1
14,-10,H.0
15,-10,D.2
16,-10,H.4
17,-10,H.0
18,-10,D.2
19,-10,H.4
20,-10,H.0
21,-10,D.1
22,-10,H.0
23,-10,D.2
24,-10,H.4
25,-10,H.0
26,-10,D.2
27,-10,H.4
28,-10,H.0
29,-10,D.1
30,-10,H.0
31,-10,D.2
32,-10,H.4
33,-10,H.0
34,-10,D.1
35,-10,H.0
36,-10,D.2
37,-10,H.4
38,-10,H.0
39,-10,D.2
40,-10,H.4
41,-10,H.0
42,-10,D.1
43,-10,H.0
44,-10,D.2
45,-10,H.4
46,-10,H.0
47,-10,D.1
48,-10,H.0
49,-10,D.2
50,-10,H.4
51,-10,H.0
52,-10,D.2
53,-10,H.4
54,-10,H.0
55,-10,D.1
56,-10,H.0
57,-10,D.2
58,-10,H.4
67,-10,H.0
68,-10,D.1
69,-10,H.0
70,-10,D.2
71,-10,H.4
77,-10,H.0
78,-10,D.2
79,-10,H.4
-77,-9,H.5
-76,-9,H.1
-75,-9,H.2
-74,-9,H.1
-73,-9,H.2
-71,-9,H.1
-70,-9,H.2
-67,-9,H.2
-66,-9,H.1
-65,-9,H.2
-64,-9,H.5
-63,-9,H.1
-62,-9,H.2
-61,-9,H.5
-60,-9,H.4
-59,-9,H.5
-58,-9,H.1
-57,-9,H.2
-56,-9,H.5
-55,-9,H.1
-54,-9,H.2
-53,-9,H.1
-52,-9,H.2
-51,-9,H.5
-50,-9,H.1
-49,-9,H.2
-48,-9,H.5
-47,-9,H.4
-46,-9,H.2
-45,-9,H.1
-44,-9,H.2
-43,-9,H.5
-42,-9,H.1
-41,-9,H.2
-40,-9,H.1
-39,-9,H.2
-38,-9,H.5
-37,-9,H.1
-36,-9,H.2
-35,-9,H.5
-34,-9,H.4
-33,-9,H.2
-32,-9,H.1
-31,-9,H.2
-30,-9,H.5
-29,-9,H.1
-28,-9,H.2
-27,-9,H.5
-26,-9,H.4
-25,-9,H.5
-24,-9,H.1
-23,-9,H.2
-22,-9,H.5
-21,-9,H.1
-20,-9,H.2
-19,-9,H.1
-18,-9,H.2
-17,-9,H.5
-16,-9,H.1
-15,-9,H.2
-14,-9,H.5
-13,-9,H.4
-12,-9,H.2
-11,-9,H.1
-10,-9,H.2
-9,-9,H.5
-8,-9,H.1
-7,-9,H.2
-6,-9,H.5
-5,-9,H.4
-4,-9,H.5
-3,-9,H.1
-2,-9,H.2
-1,-9,H.5
0,-9,H.1
1,-9,H.2
2,-9,H.1
3,-9,H.2
4,-9,H.5
5,-9,H.1
6,-9,H.2
7,-9,H.5
8,-9,H.4
9,-9,H.2
10,-9,H.1
11,-9,H.2
12,-9,H.5
13,-9,H.1
14,-9,H.2
15,-9,H.1
16,-9,H.2
17,-9,H.5
18,-9,H.1
19,-9,H.2
20,-9,H.5
21,-9,H.4
22,-9,H.2
23,-9,H.1
24,-9,H.2
25,-9,H.5
26,-9,H.1
27,-9,H.2
28,-9,H.5
29,-9,H.4
30,-9,H.5
31,-9,H.1
32,-9,H.2
33,-9,H.5
34,-9,H.1
35,-9,H.2
36,-9,H.1
37,-9,H.2
38,-9,H.5
39,-9,H.1
40,-9,H.2
41,-9,H.5
42,-9,H.4
43,-9,H.2
44,-9,H.1
45,-9,H.2
46,-9,H.5
47,-9,H.1
48,-9,H.2
49,-9,H.1
50,-9,H.2
51,-9,H.5
52,-9,H.1
53,-9,H.2
54,-9,H.5
55,-9,H.4
56,-9,H.2
57,-9,H.1
58,-9,H.2
67,-9,H.5
68,-9,H.1
69,-9,H.2
70,-9,H.1
71,-9,H.2
73,-9,H.1
74,-9,H.2
77,-9,H.2
78,-9,H.1
79,-9,H.2
-76,-8,D.4
-75,-8,H.3
-74,-8,D.3
-73,-8,D.0
-72,-8,H.3
-71,-8,D.4
-70,-8,H.3
-69,-8,H.1
-68,-8,D.5
-67,-8,H.3
-66,-8,D.3
-65,-8,D.0
-64,-8,H.3
-63,-8,D.4
-62,-8,H.3
-61,-8,H.1
-60,-8,D.5
-59,-8,H.3
-58,-8,D.3
-57,-8,D.0
-56,-8,H.3
-55,-8,D.4
-54,-8,H.3
-53,-8,D.3
-52,-8,D.0
-51,-8,H.3
-50,-8,D.4
-49,-8,H.3
-48,-8,H.1
-47,-8,D.5
-46,-8,H.3
-45,-8,D.3
-44,-8,D.0
-43,-8,H.3
-42,-8,D.4
-41,-8,H.3
-40,-8,D.3
-39,-8,D.0
-38,-8,H.3
-37,-8,D.4
-36,-8,H.3
-35,-8,H.1
-34,-8,D.5
-33,-8,H.3
-32,-8,D.3
-31,-8,D.0
-30,-8,H.3
-29,-8,D.4
-28,-8,H.3
-27,-8,H.1
-26,-8,D.5
-25,-8,H.3
-24,-8,D.3
-23,-8,D.0
-22,-8,H.3
-21,-8,D.4
-20,-8,H.3
-19,-8,D.3
-18,-8,D.0
-17,-8,H.3
-16,-8,D.4
-15,-8,H.3
-14,-8,H.1
-13,-8,D.5
-12,-8,H.3
-11,-8,D.3
-10,-8,D.0
-9,-8,H.3
-8,-8,D.4
-7,-8,H.3
-6,-8,H.1
-5,-8,D.5
-4,-8,H.3
-3,-8,D.3
-2,-8,D.0
-1,-8,H.3
0,-8,D.4
1,-8,H.3
2,-8,D.3
3,-8,D.0
4,-8,H.3
5,-8,D.4
6,-8,H.3
7,-8,H.1
8,-8,D.5
9,-8,H.3
10,-8,D.3
11,-8,D.0
12,-8,H.3
13,-8,D.4
14,-8,H.3
15,-8,D.3
16,-8,D.0
17,-8,H.3
18,-8,D.4
19,-8,H.3
20,-8,H.1
21,-8,D.5
22,-8,H.3
23,-8,D.3
24,-8,D.0
25,-8,H.3
26,-8,D.4
27,-8,H.3
28,-8,H.1
29,-8,D.5
30,-8,H.3
31,-8,D.3
32,-8,D.0
33,-8,H.3
34,-8,D.4
35,-8,H.3
36,-8,D.3
37,-8,D.0
38,-8,H.3
39,-8,D.4
40,-8,H.3
41,-8,H.1
42,-8,D.5
43,-8,H.3
44,-8,D.3
45,-8,D.0
46,-8,H.3
47,-8,D.4
48,-8,H.3
49,-8,D.3
50,-8,D.0
51,-8,H.3
52,-8,D.4
53,-8,H.3
54,-8,H.1
55,-8,D.5
56,-8,H.3
57,-8,D.3
58,-8,D.0
59,-8,H.3
68,-8,D.4
69,-8,H.3
70,-8,D.3
71,-8,D.0
72,-8,H.3
73,-8,D.4
74,-8,H.3
75,-8,H.1
76,-8,D.5
77,-8,H.3
78,-8,D.3
79,-8,D.0
80,-8,H.3
-77,-7,H.0
-76,-7,D.1
-75,-7,H.2
-74,-7,H.5
-73,-7,H.4
-72,-7,H.0
-71,-7,D.1
-70,-7,H.0
-69,-7,D.2
-68,-7,H.4
-67,-7,H.2
-66,-7,H.5
-65,-7,H.4
-64,-7,H.0
-63,-7,D.1
-62,-7,H.0
-61,-7,D.2
-60,-7,H.4
-59,-7,H.2
-58,-7,H.5
-57,-7,H.4
-56,-7,H.0
