0	0	0	0	-1	0	0	0
1	0	0	0	12	-1	0	0
-6	1	0	0	12	12	-1	0
-4	-6	1	0	4	12	12	-1
-1	-4	-6	1	0	4	12	12
0	-1	-4	-6	0	0	4	12
0	0	-1	-4	0	0	0	4
0	0	0	-1	0	0	0	0
