remainder_degree	shift	entry
2	4	316739327413474093159455369176012336960480512997511277703352384000*n**4/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) + 1188470608406369184525257211987739280304185822780848057723110720000*n**3/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) + 755759863717299910500323188266462957290280305489715309737539488000*n**2/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) - 767435540003846812545688521525232213185342679152468003124422624000*n/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) - 444017350561148994697537338147074890153880857060502568798893568000/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904)
2	5	4707702995196202638575058330253653739480207986387020577360117693175401793881696000*n**5/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 34141223044410915441541950766978547738412593513306160132415908720645006875933856000*n**4/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 73059731125886862500419913959946678397249725875956021010424592581185425072089856000*n**3/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 27911074786573159573887550849125795061855545444274824530707979567874486664423200000*n**2/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) - 46523316618019653791551525410947100488880860286571361969145734366732994065897760000*n/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) - 23099121947223559578909321692842655969209648589787608282330622490196577575104896000/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120)
2	6	69970684322609355667288493539457234361833717477458947375196198272038876138202755368533818784902400*n**6/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) + 822309764380871907999599108110929437377474112915747519009324587305200480145667146945130759019635200*n**5/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) + 3369404641721980737416954832076135344886094517086212814504421867907219040417250513051387445413600000*n**4/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) + 5301448071387060837585481947543629198517881293210005728755575941639538862326687671711306259626880000*n**3/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) + 1175384612440576191543450834021682357465944614155885260233142507172847183360664123403894376072793600*n**2/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) - 3455038951698866632755966688637872041298186793002438500398624399494913789395912052859182993013427200*n/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320) - 1544992583204180073316737640602332712962893868887791181797376796970717911148968138840227787963520000/(1002059785582473549456981437367207030418701621794554014609724380088880558856622564081*n**6 + 21043255497231944538596610184711347638792734057685634306804211981866491735989073845701*n**5 + 175360462476932871154971751539261230323272783814046952556701766515554097799908948714175*n**4 + 736513942403118058850881356464897167357745692018997200738147419365327210759617584599535*n**3 + 1627345091785937044318137854284344217399971433794355719726192393264342027583155044067544*n**2 + 1767633461767483341242115255515753201658589660845593281771553806476785305823082203038884*n + 721483045619380955609026634904389061901465167692078890519001553663994002376768246138320)
2	7	1039975688689384438566142819250460127820852593873806043877285868037244277361326918843889723207013181006124894387200*n**7/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) + 17941872858215722988195719949752561212174409629016939160704875935703559191109170245096686421274516828133974820915200*n**6/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) + 117300993254891638369975198547006160783871551000351590767982698956838157057060509052376658661452189706812281499660800*n**5/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) + 354236043358888268894542992547803047900936950907527694665411630899070789309137988724595098203868066078037713091264000*n**4/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) + 450851819744259214791199453918004290005242330703981998939155930636506406706066524767735361883160200016934012925068800*n**3/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) + 44733932452277645995646268479770864527185261495033383928036696586765820705726220623072470581066389963320500602636800*n**2/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) - 305405210106499142675763881455209938426017774824785077911084593109142649964441825398011627030989290903230334454220800*n/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440) - 126300007462669739362253536161617842271395602496384558230355393982227614235360073511800856600837787437129648013440000/(100240349543010630154994256269013175885798731004621055120253491200460114266246572182170496464091911*n**7 + 2806729787204297644339839175532368924802364468129389543367097753612883199454904021100773900994573508*n**6 + 32277392552849422909908150518622242635227191383487979748721624166548156793731396242658899861437595342*n**5 + 196471085104300835103788742287265824736165512769057268035696842752901823961843281477054173069620145560*n**4 + 678526926056638955519156120684950187570971610170279922108995881935914513468223047101112090565438145559*n**3 + 1316356270198815595195384573324681025732308935552683695839168846444442220544349985896262959566454975252*n**2 + 1309940887828062914865464940923464182475617816768387948311472623007612773231310205276604047792753092948*n + 505211361696773575981171051595826406464425604263290117806077595650318975901882723798139302179023231440)
2	8	15457179582213726963195138548988932508886577631501519314428280597680285216481437346078612350033280749769551661608114379130814694400*n**8/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) + 367142084513266099218033530691253518173329900988950301448428843755474976815915769143816722846278514861648378645693430914749394816000*n**7/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) + 3476811098014018102909352406128484717113810550806624484660521928265029711722049338570677670376136131301073382801790417120953472934400*n**6/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) + 16597497865600874020339441277414931663400686089320711960759811905306134542529825450809575047240182627180098979082661269239907980736000*n**5/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) + 40923939415970785925009399835535446703039984832711030230442082914844928534847784481899057197094657951909081274281315579719021790297600*n**4/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) + 44221991241150253360625030995199829764864811051616053505648620349813188314268382540471175491887016776972678855136751858733664426176000*n**3/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) - 217408217055453887776029966891961101805861282450032162497026611255642755282262726408296666219867681431235678260173337619026853222400*n**2/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) - 31382598306299384789958924444949876396289813373724352684919849212932933940037133174434705600374398036876204690768516103280135106944000*n/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120) - 12201937573080507642648689519836940169654078591205405665739504704884664170056019382945088177935497360161115221751903690519273053440000/(10027473231713628268589319353101234602546088245713320691817776844595429033004605835551758903711200259065929976641*n**8 + 360989036341690617669215496711644445691659176845679544905439966405435445188165810079863320533603209326373479159076*n**7 + 5475000384515641034649768366793274092990164182159473097732506157149104252020514786211260361426315341449997767245986*n**6 + 45484618579053017826321152585667200157149056282555622658085435767084866093708892070062778387234004375123058374043576*n**5 + 225106746578739241001561630157769615592557135028018336210617272384322786361920396402301435629412734615771062045613809*n**4 + 674688508922619764423763763354063468997711001524575069428267297211758847056681899039264546077304398230992032548313044*n**3 + 1184485248022940625598844759265730236191154127936640293400283071990990459094636059718715968741981819401903912560741484*n**2 + 1098850626624106240185091971990245692685410534318248534692159257738145495152776725883103947704288169189480870560227344*n + 404307720702693491789521356317041779174658278067161090294092762374087698610745707289446918997635594445538296658165120)
3	1	120105061949952000*n/(100034300333431*n + 100034300333431) - 95923798198272000/(100034300333431*n + 100034300333431)
3	2	1781540833986555870097351968768000*n**2/(10006861243199073477776231761*n**2 + 30020583729597220433328695283*n + 20013722486398146955552463522) - 532301527945681664062043704320000*n/(10006861243199073477776231761*n**2 + 30020583729597220433328695283*n + 20013722486398146955552463522) - 711109825602692722137062166528000/(10006861243199073477776231761*n**2 + 30020583729597220433328695283*n + 20013722486398146955552463522)
3	3	26479118887382777529340777617087628913912632320000*n**3/(1001029362997146827179021169617809032301991*n**3 + 6006176177982880963074127017706854193811946*n**2 + 11011322992968615098969232865795899355321901*n + 6006176177982880963074127017706854193811946) + 31807063898047144563842027469721622606424483840000*n**2/(1001029362997146827179021169617809032301991*n**3 + 6006176177982880963074127017706854193811946*n**2 + 11011322992968615098969232865795899355321901*n + 6006176177982880963074127017706854193811946) - 22425782276090911448960702662280277476455994880000*n/(1001029362997146827179021169617809032301991*n**3 + 6006176177982880963074127017706854193811946*n**2 + 11011322992968615098969232865795899355321901*n + 6006176177982880963074127017706854193811946) - 15862607954400146483698148972226932503617300480000/(1001029362997146827179021169617809032301991*n**3 + 6006176177982880963074127017706854193811946*n**2 + 11011322992968615098969232865795899355321901*n + 6006176177982880963074127017706854193811946)
3	4	393559676759412919473506661221376452910263303123876172952381440000*n**4/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) + 1456648222477367527952477902195440635402429025516684721549132800000*n**3/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) + 848719747329651527468271198320400748946482394275054518351882240000*n**2/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) - 1069101924960257686449920286146546253852532429935630586051330560000*n/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904) - 589480229038334991264789619873700933691371937163683049725573120000/(100137271940639706387576021121027001686842741740785161121*n**4 + 1001372719406397063875760211210270016868427417407851611210*n**3 + 3504804517922389723565160739235945059039495960927480639235*n**2 + 5006863597031985319378801056051350084342137087039258056050*n + 2403294526575352953301824506904648040484225801778843866904)
3	5	5849485392919571374810192267914151992734088725067974997079855110629905759249920000*n**5/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 42123390709307938420124051592313495667844867110498967170164214635347232935905280000*n**4/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 88392618258914986917369371426816881179011227081868899741932191492351067657431040000*n**3/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) + 28263692871445176378807796329452869745005426600140146008438859373376890011688960000*n**2/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) - 64378787461644667883905062279860113463512577479617257602191701049609288184757760000*n/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120) - 30666539671982286767900471448245680113498514762218953225753813350971537059235840000/(10017161935880405301126133910143011693247287079565887264498187357736151*n**5 + 150257429038206079516892008652145175398709306193488308967472810366042265*n**4 + 851458764549834450595721382362155993926019401763100417482345925407572835*n**3 + 2253861435573091192753380129782177630980639592902324634512092155490633975*n**2 + 2744702370431231052508560691379185203949756659801053110472503336019705374*n + 1202059432305648636135136069217161403189674449547906471739782482928338120)
