bit_index,output
780,H.2
781,H.2
782,H.2
783,H.2
785,H.5
786,H.4
787,H.4
788,H.1
789,H.1
790,H.1
791,H.1
792,H.1
793,H.5
794,H.1
795,H.1
796,H.1
797,H.1
798,H.1
799,H.1
801,H.5
802,H.4
803,H.4
804,H.0
805,H.3
806,H.3
807,H.3
808,H.0
809,H.5
810,H.4
811,H.4
812,H.0
813,H.5
814,H.0
815,H.2
816,H.0
817,H.5
818,H.4
819,H.4
820,H.0
821,H.5
822,H.3
823,H.3
824,H.0
825,H.5
826,H.4
827,H.4
828,H.0
829,H.5
830,H.0
831,H.0
833,H.5
834,H.4
835,H.4
836,H.3
837,H.3
838,H.3
839,H.3
840,H.2
841,H.2
842,H.2
843,H.2
844,H.2
845,H.2
846,H.2
847,H.2
849,H.5
850,H.4
851,H.4
852,H.1
853,H.1
854,H.1
855,H.1
856,H.1
857,H.5
858,H.1
859,H.1
860,H.1
861,H.1
862,H.1
863,H.1
865,H.5
866,H.4
867,H.4
868,H.0
869,H.3
870,H.3
871,H.3
872,H.0
873,H.5
874,H.4
875,H.4
876,H.0
877,H.2
878,H.0
879,H.2
880,H.0
881,H.5
882,H.4
883,H.4
884,H.0
885,H.3
886,H.0
887,H.3
888,H.0
889,H.5
890,H.4
891,H.4
892,H.0
893,H.5
894,H.0
895,H.0
897,H.5
898,H.4
899,H.4
900,H.3
901,H.3
902,H.3
903,H.3
904,H.2
905,H.5
906,H.2
907,H.2
908,H.2
909,H.2
910,H.2
911,H.2
913,H.5
914,H.4
915,H.4
916,H.1
917,H.1
918,H.1
919,H.1
920,H.1
921,H.5
922,H.1
923,H.1
924,H.1
925,H.1
926,H.1
927,H.1
929,H.5
930,H.4
931,H.4
932,H.0
933,H.3
934,H.3
935,H.3
936,H.0
937,H.5
938,H.4
939,H.4
940,H.0
941,H.5
942,H.0
943,H.2
944,H.0
945,H.5
946,H.4
947,H.4
948,H.0
949,H.3
950,H.3
951,H.3
952,H.0
953,H.5
954,H.4
955,H.4
956,H.0
957,H.5
958,H.0
959,H.0
961,H.5
963,H.4
965,H.3
966,H.3
967,H.3
969,H.2
971,H.2
972,H.2
973,H.2
974,H.2
975,H.2
977,H.5
978,H.1
979,H.4
981,H.1
982,H.1
983,H.1
984,H.1
985,H.5
986,H.1
987,H.1
988,H.1
989,H.1
990,H.1
991,H.1
993,H.5
994,H.4
995,H.4
996,H.0
997,H.3
998,H.3
999,H.3
1000,H.0
1001,H.5
1002,H.4
1003,H.4
1004,H.0
1005,H.5
1006,H.2
1007,H.2
1008,H.0
1009,H.5
1010,H.4
1011,H.4
1012,H.0
1013,H.3
1014,H.3
1015,H.3
1016,H.0
1017,H.5
1018,H.4
1019,H.4
1020,H.0
1021,H.5
1022,H.0
1023,H.0
1025,H.5
1027,H.4
1028,H.3
1029,H.3
1030,H.3
1031,H.3
1032,H.2
1033,H.2
1034,H.2
1035,H.2
1036,H.2
1037,H.2
1038,H.2
1039,H.2
1041,H.5
1043,H.4
1044,H.1
1045,H.1
1046,H.1
1047,H.1
1048,H.1
1049,H.5
1050,H.1
1051,H.1
1052,H.1
1053,H.1
1054,H.1
1055,H.1
1057,H.5
1058,H.4
1059,H.4
1060,H.0
1061,H.3
1062,H.3
1063,H.3
1064,H.0
1065,H.5
1066,H.4
1067,H.4
1068,H.0
1069,H.2
1070,H.2
1071,H.2
1072,H.0
1073,H.5
1074,H.4
1075,H.4
1076,H.0
1077,H.3
1078,H.3
1079,H.3
1080,H.0
1081,H.5
1082,H.4
1083,H.4
1084,H.0
1085,H.5
1086,H.0
1087,H.0
1089,H.5
1091,H.4
1092,H.3
1093,H.3
1094,H.3
1095,H.3
1096,H.2
1097,H.5
1098,H.2
1099,H.2
1100,H.2
1101,H.2
1102,H.2
1103,H.2
1105,H.5
1106,H.1
1107,H.4
1108,H.1
1109,H.1
1110,H.1
1111,H.1
1112,H.1
1113,H.5
1114,H.1
1115,H.1
1116,H.1
1117,H.1
1118,H.1
1119,H.1
1121,H.5
1122,H.4
1123,H.4
1124,H.0
1125,H.3
1126,H.3
1127,H.3
1128,H.0
1129,H.5
1130,H.4
1131,H.4
1132,H.0
1133,H.5
1134,H.2
1135,H.2
1136,H.0
1137,H.5
1138,H.4
1139,H.4
1140,H.0
1141,H.3
1142,H.3
1143,H.3
1144,H.0
1145,H.5
1146,H.4
1147,H.4
1148,H.0
1149,H.5
1150,H.0
1151,H.0
1154,H.4
1155,H.4
1156,H.3
1157,H.3
1158,H.3
1159,H.3
1160,H.2
1161,H.5
1162,H.2
1163,H.2
1164,H.2
1165,H.2
1166,H.2
1167,H.2
1169,H.5
1170,H.4
1171,H.4
1172,H.1
1173,H.1
1174,H.1
1175,H.1
1176,H.1
1177,H.5
1178,H.1
1179,H.1
1180,H.1
1181,H.1
1182,H.1
1183,H.1
1186,H.4
1187,H.4
1188,H.0
1189,H.3
1190,H.3
1191,H.3
1192,H.0
1193,H.5
1194,H.4
1195,H.4
1196,H.0
1197,H.5
1198,H.0
1199,H.2
1200,H.0
