bit_index,output
2323,H.4
2324,H.1
2325,H.3
2326,H.1
2327,H.3
2328,H.1
2329,H.5
2330,H.1
2331,H.4
2332,H.1
2333,H.5
2334,H.1
2335,H.1
2337,H.5
2338,H.4
2339,H.4
2341,H.3
2342,H.3
2343,H.3
2344,H.0
2345,H.5
2346,H.0
2347,H.2
2348,H.0
2349,H.2
2350,H.0
2351,H.2
2352,H.0
2353,H.5
2354,H.4
2355,H.4
2356,H.0
2357,H.3
2358,H.0
2359,H.3
2360,H.0
2361,H.5
2362,H.0
2363,H.4
2364,H.0
2365,H.5
2366,H.0
2367,H.2
2369,H.5
2370,H.4
2371,H.4
2373,H.3
2374,H.3
2375,H.3
2377,H.5
2378,H.2
2379,H.2
2380,H.2
2381,H.2
2382,H.2
2383,H.2
2385,H.5
2386,H.4
2387,H.4
2388,H.1
2390,H.1
2391,H.3
2393,H.5
2394,H.1
2395,H.4
2396,H.1
2397,H.5
2398,H.1
2399,H.1
2400,H.0
2401,H.5
2402,H.4
2403,H.4
2404,H.0
2405,H.3
2406,H.3
2407,H.3
2408,H.0
2409,H.5
2410,H.0
2411,H.2
2412,H.0
2413,H.5
2414,H.0
2415,H.2
2416,H.0
2417,H.5
2418,H.4
2419,H.4
2420,H.0
2421,H.3
2422,H.0
2423,H.3
2424,H.0
2425,H.5
2426,H.0
2427,H.4
2428,H.0
2429,H.5
2430,H.0
2431,H.5
2433,H.5
2434,H.4
2435,H.4
2437,H.3
2438,H.3
2439,H.3
2441,H.5
2442,H.2
2443,H.2
2444,H.2
2445,H.2
2446,H.2
2447,H.2
2448,H.1
2449,H.5
2450,H.4
2451,H.4
2452,H.1
2453,H.3
2454,H.1
2455,H.3
2456,H.1
2457,H.5
2458,H.1
2459,H.4
2460,H.1
2461,H.5
2462,H.1
2463,H.1
2464,H.0
2465,H.5
2466,H.4
2467,H.4
2468,H.0
2469,H.3
2470,H.3
2471,H.3
2472,H.0
2473,H.5
2474,H.0
2475,H.2
2476,H.0
2477,H.5
2478,H.0
2479,H.2
2480,H.0
2481,H.5
2482,H.4
2483,H.4
2484,H.0
2485,H.3
2486,H.0
2487,H.3
2488,H.0
2489,H.5
2490,H.0
2491,H.4
2492,H.0
2493,H.5
2494,H.0
2495,H.5
2497,H.5
2498,H.4
2499,H.4
2501,H.3
2502,H.3
2503,H.3
2505,H.5
2506,H.2
2507,H.2
2508,H.2
2509,H.2
2510,H.2
2511,H.2
2512,H.1
2513,H.5
2514,H.4
2515,H.4
2516,H.1
2517,H.3
2518,H.1
2519,H.3
2520,H.1
2521,H.5
2522,H.1
2523,H.4
2524,H.1
2525,H.5
2526,H.1
2527,H.1
2529,H.5
2530,H.4
2531,H.4
2532,H.3
2533,H.3
2534,H.3
2535,H.3
2536,H.0
2537,H.5
2538,H.0
2539,H.2
2540,H.0
2541,H.2
2542,H.0
2543,H.2
2544,H.0
2545,H.5
2546,H.4
2547,H.4
2548,H.0
2549,H.3
2550,H.0
2551,H.3
2552,H.0
2553,H.5
2554,H.0
2555,H.4
2556,H.0
2557,H.5
2558,H.0
2559,H.5
2561,H.5
2562,H.4
2563,H.4
2565,H.3
2566,H.3
2567,H.3
2569,H.5
2570,H.2
2571,H.2
2572,H.2
2573,H.2
2574,H.2
2575,H.2
2577,H.5
2578,H.4
2579,H.4
2580,H.1
2581,H.3
2582,H.1
2583,H.3
2585,H.5
2586,H.1
2587,H.4
2588,H.1
2589,H.5
2590,H.1
2591,H.1
2592,H.0
2593,H.5
2594,H.4
2595,H.4
2596,H.0
2597,H.3
2598,H.3
2599,H.3
2600,H.0
2601,H.5
2602,H.0
2603,H.2
2604,H.0
2605,H.5
2606,H.0
2607,H.2
2608,H.0
2609,H.5
2610,H.4
2611,H.4
2612,H.0
2613,H.3
2614,H.3
2615,H.3
2616,H.0
2617,H.5
2618,H.0
2619,H.4
2620,H.0
2621,H.5
2622,H.0
2623,H.5
2626,H.4
2627,H.4
2628,H.3
2629,H.3
2630,H.3
2631,H.3
2634,H.2
2635,H.2
2636,H.2
2637,H.2
2638,H.2
2639,H.2
2640,H.1
2641,H.5
2642,H.1
2643,H.4
2644,H.1
2645,H.5
2646,H.1
2647,H.1
2648,H.1
2649,H.5
2650,H.1
2651,H.1
2652,H.1
2653,H.5
2654,H.1
2655,H.1
2656,H.0
2657,H.5
2658,H.4
2659,H.4
2660,H.0
2661,H.3
2662,H.3
2663,H.3
2664,H.0
2665,H.5
2666,H.2
2667,H.2
2668,H.0
2669,H.5
2670,H.2
2671,H.2
2672,H.0
2673,H.5
2674,H.4
2675,H.4
2676,H.0
2677,H.5
2678,H.0
2679,H.3
2680,H.0
2681,H.5
2682,H.0
2683,H.4
2684,H.0
2685,H.5
2686,H.0
2687,H.1
2691,H.4
2692,H.3
2693,H.3
2694,H.3
2695,H.3
2696,H.2
2697,H.5
2698,H.2
2699,H.2
2700,H.2
2701,H.2
2702,H.2
2703,H.2
2704,H.1
2705,H.5
2706,H.4
2707,H.4
2708,H.1
2709,H.5
2710,H.1
2711,H.1
2712,H.1
2713,H.5
2714,H.1
2715,H.4
2716,H.1
2717,H.5
2718,H.1
2719,H.1
2720,H.0
2721,H.5
2722,H.4
2723,H.4
2724,H.0
2725,H.3
2726,H.3
2727,H.3
2728,H.0
2729,H.5
2730,H.2
2731,H.2
2732,H.0
2733,H.5
2734,H.2
2735,H.2
2736,H.0
2737,H.5
2738,H.4
2739,H.4
2740,H.0
2741,H.5
2742,H.0
2743,H.3
2744,H.0
2745,H.5
2746,H.4
2747,H.4
2748,H.0
2749,H.5
2750,H.0
2751,H.4
2755,H.4
2756,H.3
2757,H.3
2758,H.3
2759,H.3
2762,H.2
2763,H.2
2764,H.2
2765,H.2
2766,H.2
2767,H.2
2768,H.1
2769,H.5
2770,H.4
2771,H.4
2772,H.1
2773,H.5
2774,H.1
2775,H.1
2776,H.1
2777,H.5
2778,H.1
2779,H.1
2780,H.1
2781,H.5
2782,H.1
2783,H.1
2784,H.0
2785,H.5
2786,H.4
2787,H.4
2788,H.0
2789,H.3
2790,H.3
2791,H.3
2792,H.0
2793,H.5
2794,H.2
2795,H.2
2796,H.0
2797,H.5
2798,H.2
2799,H.2
2800,H.0
2801,H.5
2802,H.4
2803,H.4
2804,H.0
2805,H.5
2806,H.0
2807,H.3
2808,H.0
2809,H.5
2810,H.0
2811,H.4
2812,H.0
2813,H.5
2814,H.0
2815,H.4
2819,H.4
2821,H.3
2823,H.3
2824,H.2
2825,H.5
2826,H.2
2827,H.2
2828,H.2
2829,H.2
2830,H.2
2831,H.2
2832,H.1
2833,H.5
2834,H.4
2835,H.4
2836,H.1
2838,H.1
2839,H.1
2840,H.1
2841,H.5
2842,H.1
2843,H.4
2844,H.1
2845,H.5
2846,H.1
2847,H.1
2848,H.0
2849,H.5
2850,H.4
2851,H.4
2852,H.0
2853,H.3
2854,H.3
2855,H.3
2856,H.0
2857,H.5
2858,H.2
2859,H.2
2860,H.0
2861,H.5
2862,H.2
2863,H.2
2864,H.0
2865,H.5
2866,H.4
2867,H.4
2868,H.0
2869,H.5
2870,H.0
2871,H.3
2872,H.0
2873,H.5
2874,H.4
2875,H.4
2876,H.0
2877,H.5
2878,H.0
2879,H.4
